i,t_online,construction_time
BATTERY,2010,1
BATTERY,2011,1
BATTERY,2012,1
BATTERY,2013,1
BATTERY,2014,1
BATTERY,2015,1
BATTERY,2016,1
BATTERY,2017,1
BATTERY,2018,1
BATTERY,2019,1
BATTERY,2020,1
BATTERY,2021,1
BATTERY,2022,1
BATTERY,2023,1
BATTERY,2024,1
BATTERY,2025,1
BATTERY,2026,1
BATTERY,2027,1
BATTERY,2028,1
BATTERY,2029,1
BATTERY,2030,1
BATTERY,2031,1
BATTERY,2032,1
BATTERY,2033,1
BATTERY,2034,1
BATTERY,2035,1
BATTERY,2036,1
BATTERY,2037,1
BATTERY,2038,1
BATTERY,2039,1
BATTERY,2040,1
BATTERY,2041,1
BATTERY,2042,1
BATTERY,2043,1
BATTERY,2044,1
BATTERY,2045,1
BATTERY,2046,1
BATTERY,2047,1
BATTERY,2048,1
BATTERY,2049,1
BATTERY,2050,1
biopower,2010,4
biopower,2011,4
biopower,2012,4
biopower,2013,4
biopower,2014,4
biopower,2015,4
biopower,2016,4
biopower,2017,4
biopower,2018,4
biopower,2019,4
biopower,2020,4
biopower,2021,4
biopower,2022,4
biopower,2023,4
biopower,2024,4
biopower,2025,4
biopower,2026,4
biopower,2027,4
biopower,2028,4
biopower,2029,4
biopower,2030,4
biopower,2031,4
biopower,2032,4
biopower,2033,4
biopower,2034,4
biopower,2035,4
biopower,2036,4
biopower,2037,4
biopower,2038,4
biopower,2039,4
biopower,2040,4
biopower,2041,4
biopower,2042,4
biopower,2043,4
biopower,2044,4
biopower,2045,4
biopower,2046,4
biopower,2047,4
biopower,2048,4
biopower,2049,4
biopower,2050,4
beccs_mod,2010,4
beccs_mod,2011,4
beccs_mod,2012,4
beccs_mod,2013,4
beccs_mod,2014,4
beccs_mod,2015,4
beccs_mod,2016,4
beccs_mod,2017,4
beccs_mod,2018,4
beccs_mod,2019,4
beccs_mod,2020,4
beccs_mod,2021,4
beccs_mod,2022,4
beccs_mod,2023,4
beccs_mod,2024,4
beccs_mod,2025,4
beccs_mod,2026,4
beccs_mod,2027,4
beccs_mod,2028,4
beccs_mod,2029,4
beccs_mod,2030,4
beccs_mod,2031,4
beccs_mod,2032,4
beccs_mod,2033,4
beccs_mod,2034,4
beccs_mod,2035,4
beccs_mod,2036,4
beccs_mod,2037,4
beccs_mod,2038,4
beccs_mod,2039,4
beccs_mod,2040,4
beccs_mod,2041,4
beccs_mod,2042,4
beccs_mod,2043,4
beccs_mod,2044,4
beccs_mod,2045,4
beccs_mod,2046,4
beccs_mod,2047,4
beccs_mod,2048,4
beccs_mod,2049,4
beccs_mod,2050,4
beccs_max,2010,4
beccs_max,2011,4
beccs_max,2012,4
beccs_max,2013,4
beccs_max,2014,4
beccs_max,2015,4
beccs_max,2016,4
beccs_max,2017,4
beccs_max,2018,4
beccs_max,2019,4
beccs_max,2020,4
beccs_max,2021,4
beccs_max,2022,4
beccs_max,2023,4
beccs_max,2024,4
beccs_max,2025,4
beccs_max,2026,4
beccs_max,2027,4
beccs_max,2028,4
beccs_max,2029,4
beccs_max,2030,4
beccs_max,2031,4
beccs_max,2032,4
beccs_max,2033,4
beccs_max,2034,4
beccs_max,2035,4
beccs_max,2036,4
beccs_max,2037,4
beccs_max,2038,4
beccs_max,2039,4
beccs_max,2040,4
beccs_max,2041,4
beccs_max,2042,4
beccs_max,2043,4
beccs_max,2044,4
beccs_max,2045,4
beccs_max,2046,4
beccs_max,2047,4
beccs_max,2048,4
beccs_max,2049,4
beccs_max,2050,4
caes,2010,3
caes,2011,3
caes,2012,3
caes,2013,3
caes,2014,3
caes,2015,3
caes,2016,3
caes,2017,3
caes,2018,3
caes,2019,3
caes,2020,3
caes,2021,3
caes,2022,3
caes,2023,3
caes,2024,3
caes,2025,3
caes,2026,3
caes,2027,3
caes,2028,3
caes,2029,3
caes,2030,3
caes,2031,3
caes,2032,3
caes,2033,3
caes,2034,3
caes,2035,3
caes,2036,3
caes,2037,3
caes,2038,3
caes,2039,3
caes,2040,3
caes,2041,3
caes,2042,3
caes,2043,3
caes,2044,3
caes,2045,3
caes,2046,3
caes,2047,3
caes,2048,3
caes,2049,3
caes,2050,3
can-imports,2010,0
can-imports,2011,0
can-imports,2012,0
can-imports,2013,0
can-imports,2014,0
can-imports,2015,0
can-imports,2016,0
can-imports,2017,0
can-imports,2018,0
can-imports,2019,0
can-imports,2020,0
can-imports,2021,0
can-imports,2022,0
can-imports,2023,0
can-imports,2024,0
can-imports,2025,0
can-imports,2026,0
can-imports,2027,0
can-imports,2028,0
can-imports,2029,0
can-imports,2030,0
can-imports,2031,0
can-imports,2032,0
can-imports,2033,0
can-imports,2034,0
can-imports,2035,0
can-imports,2036,0
can-imports,2037,0
can-imports,2038,0
can-imports,2039,0
can-imports,2040,0
can-imports,2041,0
can-imports,2042,0
can-imports,2043,0
can-imports,2044,0
can-imports,2045,0
can-imports,2046,0
can-imports,2047,0
can-imports,2048,0
can-imports,2049,0
can-imports,2050,0
coal-CCS_mod,2010,6
coal-CCS_mod,2011,6
coal-CCS_mod,2012,6
coal-CCS_mod,2013,6
coal-CCS_mod,2014,6
coal-CCS_mod,2015,6
coal-CCS_mod,2016,6
coal-CCS_mod,2017,6
coal-CCS_mod,2018,6
coal-CCS_mod,2019,6
coal-CCS_mod,2020,6
coal-CCS_mod,2021,6
coal-CCS_mod,2022,6
coal-CCS_mod,2023,6
coal-CCS_mod,2024,6
coal-CCS_mod,2025,6
coal-CCS_mod,2026,6
coal-CCS_mod,2027,6
coal-CCS_mod,2028,6
coal-CCS_mod,2029,6
coal-CCS_mod,2030,6
coal-CCS_mod,2031,6
coal-CCS_mod,2032,6
coal-CCS_mod,2033,6
coal-CCS_mod,2034,6
coal-CCS_mod,2035,6
coal-CCS_mod,2036,6
coal-CCS_mod,2037,6
coal-CCS_mod,2038,6
coal-CCS_mod,2039,6
coal-CCS_mod,2040,6
coal-CCS_mod,2041,6
coal-CCS_mod,2042,6
coal-CCS_mod,2043,6
coal-CCS_mod,2044,6
coal-CCS_mod,2045,6
coal-CCS_mod,2046,6
coal-CCS_mod,2047,6
coal-CCS_mod,2048,6
coal-CCS_mod,2049,6
coal-CCS_mod,2050,6
coal-CCS_max,2010,6
coal-CCS_max,2011,6
coal-CCS_max,2012,6
coal-CCS_max,2013,6
coal-CCS_max,2014,6
coal-CCS_max,2015,6
coal-CCS_max,2016,6
coal-CCS_max,2017,6
coal-CCS_max,2018,6
coal-CCS_max,2019,6
coal-CCS_max,2020,6
coal-CCS_max,2021,6
coal-CCS_max,2022,6
coal-CCS_max,2023,6
coal-CCS_max,2024,6
coal-CCS_max,2025,6
coal-CCS_max,2026,6
coal-CCS_max,2027,6
coal-CCS_max,2028,6
coal-CCS_max,2029,6
coal-CCS_max,2030,6
coal-CCS_max,2031,6
coal-CCS_max,2032,6
coal-CCS_max,2033,6
coal-CCS_max,2034,6
coal-CCS_max,2035,6
coal-CCS_max,2036,6
coal-CCS_max,2037,6
coal-CCS_max,2038,6
coal-CCS_max,2039,6
coal-CCS_max,2040,6
coal-CCS_max,2041,6
coal-CCS_max,2042,6
coal-CCS_max,2043,6
coal-CCS_max,2044,6
coal-CCS_max,2045,6
coal-CCS_max,2046,6
coal-CCS_max,2047,6
coal-CCS_max,2048,6
coal-CCS_max,2049,6
coal-CCS_max,2050,6
coal-CCS-F1,2010,6
coal-CCS-F1,2011,6
coal-CCS-F1,2012,6
coal-CCS-F1,2013,6
coal-CCS-F1,2014,6
coal-CCS-F1,2015,6
coal-CCS-F1,2016,6
coal-CCS-F1,2017,6
coal-CCS-F1,2018,6
coal-CCS-F1,2019,6
coal-CCS-F1,2020,6
coal-CCS-F1,2021,6
coal-CCS-F1,2022,6
coal-CCS-F1,2023,6
coal-CCS-F1,2024,6
coal-CCS-F1,2025,6
coal-CCS-F1,2026,6
coal-CCS-F1,2027,6
coal-CCS-F1,2028,6
coal-CCS-F1,2029,6
coal-CCS-F1,2030,6
coal-CCS-F1,2031,6
coal-CCS-F1,2032,6
coal-CCS-F1,2033,6
coal-CCS-F1,2034,6
coal-CCS-F1,2035,6
coal-CCS-F1,2036,6
coal-CCS-F1,2037,6
coal-CCS-F1,2038,6
coal-CCS-F1,2039,6
coal-CCS-F1,2040,6
coal-CCS-F1,2041,6
coal-CCS-F1,2042,6
coal-CCS-F1,2043,6
coal-CCS-F1,2044,6
coal-CCS-F1,2045,6
coal-CCS-F1,2046,6
coal-CCS-F1,2047,6
coal-CCS-F1,2048,6
coal-CCS-F1,2049,6
coal-CCS-F1,2050,6
coal-CCS-F2,2010,6
coal-CCS-F2,2011,6
coal-CCS-F2,2012,6
coal-CCS-F2,2013,6
coal-CCS-F2,2014,6
coal-CCS-F2,2015,6
coal-CCS-F2,2016,6
coal-CCS-F2,2017,6
coal-CCS-F2,2018,6
coal-CCS-F2,2019,6
coal-CCS-F2,2020,6
coal-CCS-F2,2021,6
coal-CCS-F2,2022,6
coal-CCS-F2,2023,6
coal-CCS-F2,2024,6
coal-CCS-F2,2025,6
coal-CCS-F2,2026,6
coal-CCS-F2,2027,6
coal-CCS-F2,2028,6
coal-CCS-F2,2029,6
coal-CCS-F2,2030,6
coal-CCS-F2,2031,6
coal-CCS-F2,2032,6
coal-CCS-F2,2033,6
coal-CCS-F2,2034,6
coal-CCS-F2,2035,6
coal-CCS-F2,2036,6
coal-CCS-F2,2037,6
coal-CCS-F2,2038,6
coal-CCS-F2,2039,6
coal-CCS-F2,2040,6
coal-CCS-F2,2041,6
coal-CCS-F2,2042,6
coal-CCS-F2,2043,6
coal-CCS-F2,2044,6
coal-CCS-F2,2045,6
coal-CCS-F2,2046,6
coal-CCS-F2,2047,6
coal-CCS-F2,2048,6
coal-CCS-F2,2049,6
coal-CCS-F2,2050,6
coal-CCS-F3,2010,6
coal-CCS-F3,2011,6
coal-CCS-F3,2012,6
coal-CCS-F3,2013,6
coal-CCS-F3,2014,6
coal-CCS-F3,2015,6
coal-CCS-F3,2016,6
coal-CCS-F3,2017,6
coal-CCS-F3,2018,6
coal-CCS-F3,2019,6
coal-CCS-F3,2020,6
coal-CCS-F3,2021,6
coal-CCS-F3,2022,6
coal-CCS-F3,2023,6
coal-CCS-F3,2024,6
coal-CCS-F3,2025,6
coal-CCS-F3,2026,6
coal-CCS-F3,2027,6
coal-CCS-F3,2028,6
coal-CCS-F3,2029,6
coal-CCS-F3,2030,6
coal-CCS-F3,2031,6
coal-CCS-F3,2032,6
coal-CCS-F3,2033,6
coal-CCS-F3,2034,6
coal-CCS-F3,2035,6
coal-CCS-F3,2036,6
coal-CCS-F3,2037,6
coal-CCS-F3,2038,6
coal-CCS-F3,2039,6
coal-CCS-F3,2040,6
coal-CCS-F3,2041,6
coal-CCS-F3,2042,6
coal-CCS-F3,2043,6
coal-CCS-F3,2044,6
coal-CCS-F3,2045,6
coal-CCS-F3,2046,6
coal-CCS-F3,2047,6
coal-CCS-F3,2048,6
coal-CCS-F3,2049,6
coal-CCS-F3,2050,6
Coal-IGCC,2010,6
Coal-IGCC,2011,6
Coal-IGCC,2012,6
Coal-IGCC,2013,6
Coal-IGCC,2014,6
Coal-IGCC,2015,6
Coal-IGCC,2016,6
Coal-IGCC,2017,6
Coal-IGCC,2018,6
Coal-IGCC,2019,6
Coal-IGCC,2020,6
Coal-IGCC,2021,6
Coal-IGCC,2022,6
Coal-IGCC,2023,6
Coal-IGCC,2024,6
Coal-IGCC,2025,6
Coal-IGCC,2026,6
Coal-IGCC,2027,6
Coal-IGCC,2028,6
Coal-IGCC,2029,6
Coal-IGCC,2030,6
Coal-IGCC,2031,6
Coal-IGCC,2032,6
Coal-IGCC,2033,6
Coal-IGCC,2034,6
Coal-IGCC,2035,6
Coal-IGCC,2036,6
Coal-IGCC,2037,6
Coal-IGCC,2038,6
Coal-IGCC,2039,6
Coal-IGCC,2040,6
Coal-IGCC,2041,6
Coal-IGCC,2042,6
Coal-IGCC,2043,6
Coal-IGCC,2044,6
Coal-IGCC,2045,6
Coal-IGCC,2046,6
Coal-IGCC,2047,6
Coal-IGCC,2048,6
Coal-IGCC,2049,6
Coal-IGCC,2050,6
coal-new,2010,6
coal-new,2011,6
coal-new,2012,6
coal-new,2013,6
coal-new,2014,6
coal-new,2015,6
coal-new,2016,6
coal-new,2017,6
coal-new,2018,6
coal-new,2019,6
coal-new,2020,6
coal-new,2021,6
coal-new,2022,6
coal-new,2023,6
coal-new,2024,6
coal-new,2025,6
coal-new,2026,6
coal-new,2027,6
coal-new,2028,6
coal-new,2029,6
coal-new,2030,6
coal-new,2031,6
coal-new,2032,6
coal-new,2033,6
coal-new,2034,6
coal-new,2035,6
coal-new,2036,6
coal-new,2037,6
coal-new,2038,6
coal-new,2039,6
coal-new,2040,6
coal-new,2041,6
coal-new,2042,6
coal-new,2043,6
coal-new,2044,6
coal-new,2045,6
coal-new,2046,6
coal-new,2047,6
coal-new,2048,6
coal-new,2049,6
coal-new,2050,6
CoalOldScr,2010,6
CoalOldScr,2011,6
CoalOldScr,2012,6
CoalOldScr,2013,6
CoalOldScr,2014,6
CoalOldScr,2015,6
CoalOldScr,2016,6
CoalOldScr,2017,6
CoalOldScr,2018,6
CoalOldScr,2019,6
CoalOldScr,2020,6
CoalOldScr,2021,6
CoalOldScr,2022,6
CoalOldScr,2023,6
CoalOldScr,2024,6
CoalOldScr,2025,6
CoalOldScr,2026,6
CoalOldScr,2027,6
CoalOldScr,2028,6
CoalOldScr,2029,6
CoalOldScr,2030,6
CoalOldScr,2031,6
CoalOldScr,2032,6
CoalOldScr,2033,6
CoalOldScr,2034,6
CoalOldScr,2035,6
CoalOldScr,2036,6
CoalOldScr,2037,6
CoalOldScr,2038,6
CoalOldScr,2039,6
CoalOldScr,2040,6
CoalOldScr,2041,6
CoalOldScr,2042,6
CoalOldScr,2043,6
CoalOldScr,2044,6
CoalOldScr,2045,6
CoalOldScr,2046,6
CoalOldScr,2047,6
CoalOldScr,2048,6
CoalOldScr,2049,6
CoalOldScr,2050,6
CoalOldUns,2010,6
CoalOldUns,2011,6
CoalOldUns,2012,6
CoalOldUns,2013,6
CoalOldUns,2014,6
CoalOldUns,2015,6
CoalOldUns,2016,6
CoalOldUns,2017,6
CoalOldUns,2018,6
CoalOldUns,2019,6
CoalOldUns,2020,6
CoalOldUns,2021,6
CoalOldUns,2022,6
CoalOldUns,2023,6
CoalOldUns,2024,6
CoalOldUns,2025,6
CoalOldUns,2026,6
CoalOldUns,2027,6
CoalOldUns,2028,6
CoalOldUns,2029,6
CoalOldUns,2030,6
CoalOldUns,2031,6
CoalOldUns,2032,6
CoalOldUns,2033,6
CoalOldUns,2034,6
CoalOldUns,2035,6
CoalOldUns,2036,6
CoalOldUns,2037,6
CoalOldUns,2038,6
CoalOldUns,2039,6
CoalOldUns,2040,6
CoalOldUns,2041,6
CoalOldUns,2042,6
CoalOldUns,2043,6
CoalOldUns,2044,6
CoalOldUns,2045,6
CoalOldUns,2046,6
CoalOldUns,2047,6
CoalOldUns,2048,6
CoalOldUns,2049,6
CoalOldUns,2050,6
CofireNew,2010,6
CofireNew,2011,6
CofireNew,2012,6
CofireNew,2013,6
CofireNew,2014,6
CofireNew,2015,6
CofireNew,2016,6
CofireNew,2017,6
CofireNew,2018,6
CofireNew,2019,6
CofireNew,2020,6
CofireNew,2021,6
CofireNew,2022,6
CofireNew,2023,6
CofireNew,2024,6
CofireNew,2025,6
CofireNew,2026,6
CofireNew,2027,6
CofireNew,2028,6
CofireNew,2029,6
CofireNew,2030,6
CofireNew,2031,6
CofireNew,2032,6
CofireNew,2033,6
CofireNew,2034,6
CofireNew,2035,6
CofireNew,2036,6
CofireNew,2037,6
CofireNew,2038,6
CofireNew,2039,6
CofireNew,2040,6
CofireNew,2041,6
CofireNew,2042,6
CofireNew,2043,6
CofireNew,2044,6
CofireNew,2045,6
CofireNew,2046,6
CofireNew,2047,6
CofireNew,2048,6
CofireNew,2049,6
CofireNew,2050,6
CofireOld,2010,6
CofireOld,2011,6
CofireOld,2012,6
CofireOld,2013,6
CofireOld,2014,6
CofireOld,2015,6
CofireOld,2016,6
CofireOld,2017,6
CofireOld,2018,6
CofireOld,2019,6
CofireOld,2020,6
CofireOld,2021,6
CofireOld,2022,6
CofireOld,2023,6
CofireOld,2024,6
CofireOld,2025,6
CofireOld,2026,6
CofireOld,2027,6
CofireOld,2028,6
CofireOld,2029,6
CofireOld,2030,6
CofireOld,2031,6
CofireOld,2032,6
CofireOld,2033,6
CofireOld,2034,6
CofireOld,2035,6
CofireOld,2036,6
CofireOld,2037,6
CofireOld,2038,6
CofireOld,2039,6
CofireOld,2040,6
CofireOld,2041,6
CofireOld,2042,6
CofireOld,2043,6
CofireOld,2044,6
CofireOld,2045,6
CofireOld,2046,6
CofireOld,2047,6
CofireOld,2048,6
CofireOld,2049,6
CofireOld,2050,6
CSP,2010,4
CSP,2011,4
CSP,2012,4
CSP,2013,4
CSP,2014,4
CSP,2015,4
CSP,2016,4
CSP,2017,4
CSP,2018,4
CSP,2019,4
CSP,2020,4
CSP,2021,4
CSP,2022,4
CSP,2023,4
CSP,2024,4
CSP,2025,4
CSP,2026,3
CSP,2027,3
CSP,2028,3
CSP,2029,3
CSP,2030,3
CSP,2031,3
CSP,2032,3
CSP,2033,3
CSP,2034,3
CSP,2035,3
CSP,2036,3
CSP,2037,3
CSP,2038,3
CSP,2039,3
CSP,2040,3
CSP,2041,3
CSP,2042,3
CSP,2043,3
CSP,2044,3
CSP,2045,3
CSP,2046,3
CSP,2047,3
CSP,2048,3
CSP,2049,3
CSP,2050,3
DR1,2010,1
DR1,2011,1
DR1,2012,1
DR1,2013,1
DR1,2014,1
DR1,2015,1
DR1,2016,1
DR1,2017,1
DR1,2018,1
DR1,2019,1
DR1,2020,1
DR1,2021,1
DR1,2022,1
DR1,2023,1
DR1,2024,1
DR1,2025,1
DR1,2026,1
DR1,2027,1
DR1,2028,1
DR1,2029,1
DR1,2030,1
DR1,2031,1
DR1,2032,1
DR1,2033,1
DR1,2034,1
