i,t_online,construction_time
DR1,2035,1
DR1,2036,1
DR1,2037,1
DR1,2038,1
DR1,2039,1
DR1,2040,1
DR1,2041,1
DR1,2042,1
DR1,2043,1
DR1,2044,1
DR1,2045,1
DR1,2046,1
DR1,2047,1
DR1,2048,1
DR1,2049,1
DR1,2050,1
DR2,2010,1
DR2,2011,1
DR2,2012,1
DR2,2013,1
DR2,2014,1
DR2,2015,1
DR2,2016,1
DR2,2017,1
DR2,2018,1
DR2,2019,1
DR2,2020,1
DR2,2021,1
DR2,2022,1
DR2,2023,1
DR2,2024,1
DR2,2025,1
DR2,2026,1
DR2,2027,1
DR2,2028,1
DR2,2029,1
DR2,2030,1
DR2,2031,1
DR2,2032,1
DR2,2033,1
DR2,2034,1
DR2,2035,1
DR2,2036,1
DR2,2037,1
DR2,2038,1
DR2,2039,1
DR2,2040,1
DR2,2041,1
DR2,2042,1
DR2,2043,1
DR2,2044,1
DR2,2045,1
DR2,2046,1
DR2,2047,1
DR2,2048,1
DR2,2049,1
DR2,2050,1
Gas-CC,2010,3
Gas-CC,2011,3
Gas-CC,2012,3
Gas-CC,2013,3
Gas-CC,2014,3
Gas-CC,2015,3
Gas-CC,2016,3
Gas-CC,2017,3
Gas-CC,2018,3
Gas-CC,2019,3
Gas-CC,2020,3
Gas-CC,2021,3
Gas-CC,2022,3
Gas-CC,2023,3
Gas-CC,2024,3
Gas-CC,2025,3
Gas-CC,2026,3
Gas-CC,2027,3
Gas-CC,2028,3
Gas-CC,2029,3
Gas-CC,2030,3
Gas-CC,2031,3
Gas-CC,2032,3
Gas-CC,2033,3
Gas-CC,2034,3
Gas-CC,2035,3
Gas-CC,2036,3
Gas-CC,2037,3
Gas-CC,2038,3
Gas-CC,2039,3
Gas-CC,2040,3
Gas-CC,2041,3
Gas-CC,2042,3
Gas-CC,2043,3
Gas-CC,2044,3
Gas-CC,2045,3
Gas-CC,2046,3
Gas-CC,2047,3
Gas-CC,2048,3
Gas-CC,2049,3
Gas-CC,2050,3
Gas-CC-CCS_mod,2010,3
Gas-CC-CCS_mod,2011,3
Gas-CC-CCS_mod,2012,3
Gas-CC-CCS_mod,2013,3
Gas-CC-CCS_mod,2014,3
Gas-CC-CCS_mod,2015,3
Gas-CC-CCS_mod,2016,3
Gas-CC-CCS_mod,2017,3
Gas-CC-CCS_mod,2018,3
Gas-CC-CCS_mod,2019,3
Gas-CC-CCS_mod,2020,3
Gas-CC-CCS_mod,2021,3
Gas-CC-CCS_mod,2022,3
Gas-CC-CCS_mod,2023,3
Gas-CC-CCS_mod,2024,3
Gas-CC-CCS_mod,2025,3
Gas-CC-CCS_mod,2026,3
Gas-CC-CCS_mod,2027,3
Gas-CC-CCS_mod,2028,3
Gas-CC-CCS_mod,2029,3
Gas-CC-CCS_mod,2030,3
Gas-CC-CCS_mod,2031,3
Gas-CC-CCS_mod,2032,3
Gas-CC-CCS_mod,2033,3
Gas-CC-CCS_mod,2034,3
Gas-CC-CCS_mod,2035,3
Gas-CC-CCS_mod,2036,3
Gas-CC-CCS_mod,2037,3
Gas-CC-CCS_mod,2038,3
Gas-CC-CCS_mod,2039,3
Gas-CC-CCS_mod,2040,3
Gas-CC-CCS_mod,2041,3
Gas-CC-CCS_mod,2042,3
Gas-CC-CCS_mod,2043,3
Gas-CC-CCS_mod,2044,3
Gas-CC-CCS_mod,2045,3
Gas-CC-CCS_mod,2046,3
Gas-CC-CCS_mod,2047,3
Gas-CC-CCS_mod,2048,3
Gas-CC-CCS_mod,2049,3
Gas-CC-CCS_mod,2050,3
Gas-CC-CCS_max,2010,3
Gas-CC-CCS_max,2011,3
Gas-CC-CCS_max,2012,3
Gas-CC-CCS_max,2013,3
Gas-CC-CCS_max,2014,3
Gas-CC-CCS_max,2015,3
Gas-CC-CCS_max,2016,3
Gas-CC-CCS_max,2017,3
Gas-CC-CCS_max,2018,3
Gas-CC-CCS_max,2019,3
Gas-CC-CCS_max,2020,3
Gas-CC-CCS_max,2021,3
Gas-CC-CCS_max,2022,3
Gas-CC-CCS_max,2023,3
Gas-CC-CCS_max,2024,3
Gas-CC-CCS_max,2025,3
Gas-CC-CCS_max,2026,3
Gas-CC-CCS_max,2027,3
Gas-CC-CCS_max,2028,3
Gas-CC-CCS_max,2029,3
Gas-CC-CCS_max,2030,3
Gas-CC-CCS_max,2031,3
Gas-CC-CCS_max,2032,3
Gas-CC-CCS_max,2033,3
Gas-CC-CCS_max,2034,3
Gas-CC-CCS_max,2035,3
Gas-CC-CCS_max,2036,3
Gas-CC-CCS_max,2037,3
Gas-CC-CCS_max,2038,3
Gas-CC-CCS_max,2039,3
Gas-CC-CCS_max,2040,3
Gas-CC-CCS_max,2041,3
Gas-CC-CCS_max,2042,3
Gas-CC-CCS_max,2043,3
Gas-CC-CCS_max,2044,3
Gas-CC-CCS_max,2045,3
Gas-CC-CCS_max,2046,3
Gas-CC-CCS_max,2047,3
Gas-CC-CCS_max,2048,3
Gas-CC-CCS_max,2049,3
Gas-CC-CCS_max,2050,3
Gas-CC-CCS-F1,2010,3
Gas-CC-CCS-F1,2011,3
Gas-CC-CCS-F1,2012,3
Gas-CC-CCS-F1,2013,3
Gas-CC-CCS-F1,2014,3
Gas-CC-CCS-F1,2015,3
Gas-CC-CCS-F1,2016,3
Gas-CC-CCS-F1,2017,3
Gas-CC-CCS-F1,2018,3
Gas-CC-CCS-F1,2019,3
Gas-CC-CCS-F1,2020,3
Gas-CC-CCS-F1,2021,3
Gas-CC-CCS-F1,2022,3
Gas-CC-CCS-F1,2023,3
Gas-CC-CCS-F1,2024,3
Gas-CC-CCS-F1,2025,3
Gas-CC-CCS-F1,2026,3
Gas-CC-CCS-F1,2027,3
Gas-CC-CCS-F1,2028,3
Gas-CC-CCS-F1,2029,3
Gas-CC-CCS-F1,2030,3
Gas-CC-CCS-F1,2031,3
Gas-CC-CCS-F1,2032,3
Gas-CC-CCS-F1,2033,3
Gas-CC-CCS-F1,2034,3
Gas-CC-CCS-F1,2035,3
Gas-CC-CCS-F1,2036,3
Gas-CC-CCS-F1,2037,3
Gas-CC-CCS-F1,2038,3
Gas-CC-CCS-F1,2039,3
Gas-CC-CCS-F1,2040,3
Gas-CC-CCS-F1,2041,3
Gas-CC-CCS-F1,2042,3
Gas-CC-CCS-F1,2043,3
Gas-CC-CCS-F1,2044,3
Gas-CC-CCS-F1,2045,3
Gas-CC-CCS-F1,2046,3
Gas-CC-CCS-F1,2047,3
Gas-CC-CCS-F1,2048,3
Gas-CC-CCS-F1,2049,3
Gas-CC-CCS-F1,2050,3
Gas-CC-CCS-F2,2010,3
Gas-CC-CCS-F2,2011,3
Gas-CC-CCS-F2,2012,3
Gas-CC-CCS-F2,2013,3
Gas-CC-CCS-F2,2014,3
Gas-CC-CCS-F2,2015,3
Gas-CC-CCS-F2,2016,3
Gas-CC-CCS-F2,2017,3
Gas-CC-CCS-F2,2018,3
Gas-CC-CCS-F2,2019,3
Gas-CC-CCS-F2,2020,3
Gas-CC-CCS-F2,2021,3
Gas-CC-CCS-F2,2022,3
Gas-CC-CCS-F2,2023,3
Gas-CC-CCS-F2,2024,3
Gas-CC-CCS-F2,2025,3
Gas-CC-CCS-F2,2026,3
Gas-CC-CCS-F2,2027,3
Gas-CC-CCS-F2,2028,3
Gas-CC-CCS-F2,2029,3
Gas-CC-CCS-F2,2030,3
Gas-CC-CCS-F2,2031,3
Gas-CC-CCS-F2,2032,3
Gas-CC-CCS-F2,2033,3
Gas-CC-CCS-F2,2034,3
Gas-CC-CCS-F2,2035,3
Gas-CC-CCS-F2,2036,3
Gas-CC-CCS-F2,2037,3
Gas-CC-CCS-F2,2038,3
Gas-CC-CCS-F2,2039,3
Gas-CC-CCS-F2,2040,3
Gas-CC-CCS-F2,2041,3
Gas-CC-CCS-F2,2042,3
Gas-CC-CCS-F2,2043,3
Gas-CC-CCS-F2,2044,3
Gas-CC-CCS-F2,2045,3
Gas-CC-CCS-F2,2046,3
Gas-CC-CCS-F2,2047,3
Gas-CC-CCS-F2,2048,3
Gas-CC-CCS-F2,2049,3
Gas-CC-CCS-F2,2050,3
Gas-CC-CCS-F3,2010,3
Gas-CC-CCS-F3,2011,3
Gas-CC-CCS-F3,2012,3
Gas-CC-CCS-F3,2013,3
Gas-CC-CCS-F3,2014,3
Gas-CC-CCS-F3,2015,3
Gas-CC-CCS-F3,2016,3
Gas-CC-CCS-F3,2017,3
Gas-CC-CCS-F3,2018,3
Gas-CC-CCS-F3,2019,3
Gas-CC-CCS-F3,2020,3
Gas-CC-CCS-F3,2021,3
Gas-CC-CCS-F3,2022,3
Gas-CC-CCS-F3,2023,3
Gas-CC-CCS-F3,2024,3
Gas-CC-CCS-F3,2025,3
Gas-CC-CCS-F3,2026,3
Gas-CC-CCS-F3,2027,3
Gas-CC-CCS-F3,2028,3
Gas-CC-CCS-F3,2029,3
Gas-CC-CCS-F3,2030,3
Gas-CC-CCS-F3,2031,3
Gas-CC-CCS-F3,2032,3
Gas-CC-CCS-F3,2033,3
Gas-CC-CCS-F3,2034,3
Gas-CC-CCS-F3,2035,3
Gas-CC-CCS-F3,2036,3
Gas-CC-CCS-F3,2037,3
Gas-CC-CCS-F3,2038,3
Gas-CC-CCS-F3,2039,3
Gas-CC-CCS-F3,2040,3
Gas-CC-CCS-F3,2041,3
Gas-CC-CCS-F3,2042,3
Gas-CC-CCS-F3,2043,3
Gas-CC-CCS-F3,2044,3
Gas-CC-CCS-F3,2045,3
Gas-CC-CCS-F3,2046,3
Gas-CC-CCS-F3,2047,3
Gas-CC-CCS-F3,2048,3
Gas-CC-CCS-F3,2049,3
Gas-CC-CCS-F3,2050,3
Gas-CT,2010,3
Gas-CT,2011,3
Gas-CT,2012,3
