i,country,t_start_construction,safe_harbor,t_max_online,ptc_value,ptc_perc_bonus,ptc_dur,ptc_tax_equity_penalty,itc_frac,itc_energy_comm_bonus,itc_percpt_domestic_bonus,itc_tax_equity_penalty,co2_capture_value,co2_capture_dur,co2_capture_tax_equity_penalty,h2_ptc_value,h2_ptc_dur,h2_ptc_tax_equity_penalty
HYDRO,usa,2010,4,2014,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2011,4,2015,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2012,4,2016,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2013,4,2017,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2014,4,2018,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2015,4,2019,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2016,4,2020,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2017,4,2021,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2018,4,2022,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2019,4,2023,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2020,4,2024,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2021,4,2025,9.1273,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2022,4,2026,4.5637,0.0,10,0.33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2023,4,2027,0.0,0.0,0,0.0,0.3,0.1,0.025,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2024,4,2028,0.0,0.0,0,0.0,0.3,0.1,0.03,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2025,4,2029,0.0,0.0,0,0.0,0.3,0.1,0.035,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2026,4,2030,0.0,0.0,0,0.0,0.3,0.1,0.04,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2027,4,2031,0.0,0.0,0,0.0,0.3,0.1,0.045,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2028,4,2032,0.0,0.0,0,0.0,0.3,0.1,0.05,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2029,4,2033,0.0,0.0,0,0.0,0.3,0.1,0.05,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2030,4,2034,0.0,0.0,0,0.0,0.3,0.1,0.05,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2031,4,2035,0.0,0.0,0,0.0,0.3,0.1,0.05,0.1,0.0,0,0.0,0.0,0,0.0
HYDRO,usa,2032,4,2036,0.0,0.0,0,0.0,0.3,0.1,0.05,0.1,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2010,4,2014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2011,4,2015,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2012,4,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2013,4,2017,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2014,4,2018,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2015,4,2019,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2016,4,2020,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2017,4,2021,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2018,4,2022,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2019,4,2023,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2020,4,2024,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2021,4,2025,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2022,4,2026,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
GAS_CC_CCS,usa,2023,6,2029,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.8663,12,0.075,0.0,0,0.0
GAS_CC_CCS,usa,2024,6,2030,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.5769,12,0.075,0.0,0,0.0
GAS_CC_CCS,usa,2025,6,2031,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.3189,12,0.075,0.0,0,0.0
GAS_CC_CCS,usa,2026,6,2032,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0917,12,0.075,0.0,0,0.0
GAS_CC_CCS,usa,2027,6,2033,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0917,12,0.075,0.0,0,0.0
