i,country,t_start_construction,safe_harbor,t_max_online,ptc_value,ptc_perc_bonus,ptc_dur,ptc_tax_equity_penalty,itc_frac,itc_energy_comm_bonus,itc_percpt_domestic_bonus,itc_tax_equity_penalty,co2_capture_value,co2_capture_dur,co2_capture_tax_equity_penalty,h2_ptc_value,h2_ptc_dur,h2_ptc_tax_equity_penalty
HYDRO,usa,2010,4,2014,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2011,4,2015,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2012,4,2016,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2013,4,2017,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2014,4,2018,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2015,4,2019,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2016,4,2020,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2017,4,2021,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2018,4,2022,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2019,4,2023,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2020,4,2024,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2021,4,2025,9.1273,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2022,4,2026,4.56365,0,10,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
HYDRO,usa,2023,4,2027,4.56365,0,10,0.33,0.0,0.1,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2010,4,2014,7.056285423,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2011,4,2015,7.054146628,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2012,4,2016,7.052007833,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2013,4,2017,7.135239233,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2014,4,2018,7.829287299,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2015,4,2019,8.466388532,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2016,4,2020,9.122287885,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2017,4,2021,9.685265209,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2018,4,2022,10.21799009,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2019,4,2023,10.71896679,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2020,4,2024,11.18942708,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2021,4,2025,11.63056154,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2022,4,2026,12.04352084,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2023,4,2027,12.42941695,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2024,4,2028,12.81531306,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_mod,usa,2025,4,2029,13.20120917,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2010,4,2014,7.056285423,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2011,4,2015,7.054146628,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2012,4,2016,7.052007833,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2013,4,2017,7.135239233,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2014,4,2018,7.829287299,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2015,4,2019,8.466388532,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2016,4,2020,9.122287885,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2017,4,2021,9.685265209,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2018,4,2022,10.21799009,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2019,4,2023,10.71896679,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2020,4,2024,11.18942708,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2021,4,2025,11.63056154,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2022,4,2026,12.04352084,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2023,4,2027,12.42941695,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2024,4,2028,12.81531306,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
Gas-CC-CCS_max,usa,2025,4,2029,13.20120917,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2010,4,2014,7.056285423,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2011,4,2015,7.054146628,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2012,4,2016,7.052007833,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2013,4,2017,7.135239233,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2014,4,2018,7.829287299,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2015,4,2019,8.466388532,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2016,4,2020,9.122287885,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2017,4,2021,9.685265209,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2018,4,2022,10.21799009,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2019,4,2023,10.71896679,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2020,4,2024,11.18942708,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2021,4,2025,11.63056154,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2022,4,2026,12.04352084,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2023,4,2027,12.42941695,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2024,4,2028,12.81531306,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_mod,usa,2025,4,2029,13.20120917,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2010,4,2014,7.056285423,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2011,4,2015,7.054146628,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2012,4,2016,7.052007833,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2013,4,2017,7.135239233,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2014,4,2018,7.829287299,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2015,4,2019,8.466388532,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2016,4,2020,9.122287885,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2017,4,2021,9.685265209,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2018,4,2022,10.21799009,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2019,4,2023,10.71896679,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2020,4,2024,11.18942708,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2021,4,2025,11.63056154,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2022,4,2026,12.04352084,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2023,4,2027,12.42941695,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2024,4,2028,12.81531306,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
beccs_max,usa,2025,4,2029,13.20120917,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2010,4,2014,21.63273472,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2011,4,2015,21.34490127,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2012,4,2016,21.05706782,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2013,4,2017,21.02073884,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2014,4,2018,22.75268298,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2015,4,2019,24.26575387,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2016,4,2020,25.78079886,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2017,4,2021,28.96927108,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2018,4,2022,30.56268657,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2019,4,2023,32.06114111,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2020,4,2024,33.46831906,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2021,4,2025,34.78778152,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2022,4,2026,36.0229702,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2023,4,2027,37.17721107,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
coal-CCS_mod,usa,2024,4,2028,38.33145194,0,12,0.33,0.0,0.0,0,0.33,0,0,0,0.0,0,0.0
