i,country,t,ptc_value,ptc_perc_bonus,ptc_dur,ptc_tax_equity_penalty,ptc_safe_harbor,itc_frac,itc_percpt_bonus,itc_tax_equity_penalty,itc_safe_harbor,co2_capture_value,co2_capture_dur,co2_capture_tax_equity_penalty,co2_capture_safe_harbor
HYDRO,usa,2010,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2011,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2012,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2013,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2014,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2015,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2016,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2017,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2018,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2019,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2020,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2021,9.1273,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2022,4.5637,0,10,0.33,4,0,0,0,0,0,0,0,0
HYDRO,usa,2023,0,0,0,0,4,0.3,0.05,0.1,4,0,0,0,0
HYDRO,usa,2024,0,0,0,0,4,0.3,0.06,0.1,4,0,0,0,0
HYDRO,usa,2025,0,0,0,0,4,0.3,0.07,0.1,4,0,0,0,0
HYDRO,usa,2026,0,0,0,0,4,0.3,0.08,0.1,4,0,0,0,0
HYDRO,usa,2027,0,0,0,0,4,0.3,0.09,0.1,4,0,0,0,0
HYDRO,usa,2028,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2029,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2030,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2031,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2032,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2033,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2034,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2035,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2036,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2037,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2038,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2039,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2040,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2041,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2042,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2043,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2044,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2045,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2046,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2047,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2048,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2049,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
HYDRO,usa,2050,0,0,0,0,4,0.3,0.1,0.1,4,0,0,0,0
GAS_CC_CCS,usa,2010,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2011,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2012,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2013,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2014,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2015,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2016,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2017,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2018,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2019,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2020,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2021,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2022,0,0,0,0,4,0,0,0,0,0,0,0,0
GAS_CC_CCS,usa,2023,0,0,0,0,4,0,0,0,0,52.8663,12,0.075,6
GAS_CC_CCS,usa,2024,0,0,0,0,4,0,0,0,0,51.5769,12,0.075,6
GAS_CC_CCS,usa,2025,0,0,0,0,4,0,0,0,0,50.3189,12,0.075,6
GAS_CC_CCS,usa,2026,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2027,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2028,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2029,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2030,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2031,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
GAS_CC_CCS,usa,2032,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2010,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2011,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2012,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2013,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2014,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2015,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2016,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2017,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2018,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2019,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2020,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2021,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2022,0,0,0,0,4,0,0,0,0,0,0,0,6
COAL_CCS,usa,2023,0,0,0,0,4,0,0,0,0,52.8663,12,0.075,6
COAL_CCS,usa,2024,0,0,0,0,4,0,0,0,0,51.5769,12,0.075,6
COAL_CCS,usa,2025,0,0,0,0,4,0,0,0,0,50.3189,12,0.075,6
COAL_CCS,usa,2026,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2027,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2028,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2029,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2030,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2031,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
COAL_CCS,usa,2032,0,0,0,0,4,0,0,0,0,49.0917,12,0.075,6
ONSWIND,usa,2010,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2011,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2012,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2013,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2014,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2015,18.2547,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2016,18.2547,0,10,0.33,6,0,0,0,0,0,0,0,0
ONSWIND,usa,2017,16.42923,0,10,0.33,6,0,0,0,0,0,0,0,0
ONSWIND,usa,2018,12.77829,0,10,0.33,6,0,0,0,0,0,0,0,0
ONSWIND,usa,2019,10.95282,0,10,0.33,6,0,0,0,0,0,0,0,0
ONSWIND,usa,2020,10.95282,0,10,0.33,5,0,0,0,0,0,0,0,0
ONSWIND,usa,2021,10.95282,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2022,10.95282,0,10,0.33,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2023,16.5752,0.05,10,0.1,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2024,16.5752,0.06,10,0.1,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2025,16.5752,0.07,10,0.1,4,0,0,0,0,0,0,0,0
ONSWIND,usa,2026,16.5752,0.08,10,0.1,4,0,0,0,0,0,0,0,0
