i,t,country,depreciation_sch,eval_period,construction_sch,finance_diff_real
biopower,2012,mex,5,20,4,0
biopower,2013,mex,5,20,4,0
biopower,2014,mex,5,20,4,0
biopower,2015,mex,5,20,4,0
biopower,2016,mex,5,20,4,0
biopower,2017,mex,5,20,4,0
biopower,2018,mex,5,20,4,0
biopower,2019,mex,5,20,4,0
biopower,2020,mex,5,20,4,0
biopower,2021,mex,5,20,4,0
biopower,2022,mex,5,20,4,0
biopower,2023,mex,5,20,4,0
biopower,2024,mex,5,20,4,0
biopower,2025,mex,5,20,4,0
biopower,2026,mex,5,20,4,0
biopower,2027,mex,5,20,4,0
biopower,2028,mex,5,20,4,0
biopower,2029,mex,5,20,4,0
biopower,2030,mex,5,20,4,0
biopower,2031,mex,5,20,4,0
biopower,2032,mex,5,20,4,0
biopower,2033,mex,5,20,4,0
biopower,2034,mex,5,20,4,0
biopower,2035,mex,5,20,4,0
biopower,2036,mex,5,20,4,0
biopower,2037,mex,5,20,4,0
biopower,2038,mex,5,20,4,0
biopower,2039,mex,5,20,4,0
biopower,2040,mex,5,20,4,0
biopower,2041,mex,5,20,4,0
biopower,2042,mex,5,20,4,0
biopower,2043,mex,5,20,4,0
biopower,2044,mex,5,20,4,0
biopower,2045,mex,5,20,4,0
biopower,2046,mex,5,20,4,0
biopower,2047,mex,5,20,4,0
biopower,2048,mex,5,20,4,0
biopower,2049,mex,5,20,4,0
biopower,2050,mex,5,20,4,0
biopower,2010,usa,5,20,4,0
biopower,2011,usa,5,20,4,0
biopower,2012,usa,5,20,4,0
biopower,2013,usa,5,20,4,0
biopower,2014,usa,5,20,4,0
biopower,2015,usa,5,20,4,0
biopower,2016,usa,5,20,4,0
biopower,2017,usa,5,20,4,0
biopower,2018,usa,5,20,4,0
biopower,2019,usa,5,20,4,0
biopower,2020,usa,5,20,4,0
biopower,2021,usa,5,20,4,0
biopower,2022,usa,5,20,4,0
biopower,2023,usa,5,20,4,0
biopower,2024,usa,5,20,4,0
biopower,2025,usa,5,20,4,0
biopower,2026,usa,5,20,4,0
biopower,2027,usa,5,20,4,0
biopower,2028,usa,5,20,4,0
biopower,2029,usa,5,20,4,0
biopower,2030,usa,5,20,4,0
biopower,2031,usa,5,20,4,0
biopower,2032,usa,5,20,4,0
biopower,2033,usa,5,20,4,0
biopower,2034,usa,5,20,4,0
biopower,2035,usa,5,20,4,0
biopower,2036,usa,5,20,4,0
biopower,2037,usa,5,20,4,0
biopower,2038,usa,5,20,4,0
biopower,2039,usa,5,20,4,0
biopower,2040,usa,5,20,4,0
biopower,2041,usa,5,20,4,0
biopower,2042,usa,5,20,4,0
biopower,2043,usa,5,20,4,0
biopower,2044,usa,5,20,4,0
biopower,2045,usa,5,20,4,0
biopower,2046,usa,5,20,4,0
biopower,2047,usa,5,20,4,0
biopower,2048,usa,5,20,4,0
biopower,2049,usa,5,20,4,0
biopower,2050,usa,5,20,4,0
beccs_mod,2010,can,5,20,4,0
beccs_mod,2011,can,5,20,4,0
beccs_mod,2012,can,5,20,4,0
beccs_mod,2013,can,5,20,4,0
beccs_mod,2014,can,5,20,4,0
beccs_mod,2015,can,5,20,4,0
beccs_mod,2016,can,5,20,4,0
beccs_mod,2017,can,5,20,4,0
beccs_mod,2018,can,5,20,4,0
beccs_mod,2019,can,5,20,4,0
beccs_mod,2020,can,5,20,4,0
beccs_mod,2021,can,5,20,4,0
beccs_mod,2022,can,5,20,4,0
beccs_mod,2023,can,5,20,4,0
beccs_mod,2024,can,5,20,4,0
beccs_mod,2025,can,5,20,4,0
beccs_mod,2026,can,5,20,4,0
beccs_mod,2027,can,5,20,4,0
beccs_mod,2028,can,5,20,4,0
beccs_mod,2029,can,5,20,4,0
beccs_mod,2030,can,5,20,4,0
beccs_mod,2031,can,5,20,4,0
beccs_mod,2032,can,5,20,4,0
beccs_mod,2033,can,5,20,4,0
beccs_mod,2034,can,5,20,4,0
beccs_mod,2035,can,5,20,4,0
beccs_mod,2036,can,5,20,4,0
beccs_mod,2037,can,5,20,4,0
beccs_mod,2038,can,5,20,4,0
beccs_mod,2039,can,5,20,4,0
beccs_mod,2040,can,5,20,4,0
beccs_mod,2041,can,5,20,4,0
beccs_mod,2042,can,5,20,4,0
beccs_mod,2043,can,5,20,4,0
beccs_mod,2044,can,5,20,4,0
beccs_mod,2045,can,5,20,4,0
beccs_mod,2046,can,5,20,4,0
beccs_mod,2047,can,5,20,4,0
beccs_mod,2048,can,5,20,4,0
beccs_mod,2049,can,5,20,4,0
beccs_mod,2050,can,5,20,4,0
beccs_mod,2010,mex,5,20,4,0
beccs_mod,2011,mex,5,20,4,0
beccs_mod,2012,mex,5,20,4,0
beccs_mod,2013,mex,5,20,4,0
beccs_mod,2014,mex,5,20,4,0
beccs_mod,2015,mex,5,20,4,0
beccs_mod,2016,mex,5,20,4,0
beccs_mod,2017,mex,5,20,4,0
beccs_mod,2018,mex,5,20,4,0
beccs_mod,2019,mex,5,20,4,0
beccs_mod,2020,mex,5,20,4,0
beccs_mod,2021,mex,5,20,4,0
beccs_mod,2022,mex,5,20,4,0
beccs_mod,2023,mex,5,20,4,0
beccs_mod,2024,mex,5,20,4,0
beccs_mod,2025,mex,5,20,4,0
beccs_mod,2026,mex,5,20,4,0
beccs_mod,2027,mex,5,20,4,0
beccs_mod,2028,mex,5,20,4,0
beccs_mod,2029,mex,5,20,4,0
beccs_mod,2030,mex,5,20,4,0
beccs_mod,2031,mex,5,20,4,0
beccs_mod,2032,mex,5,20,4,0
beccs_mod,2033,mex,5,20,4,0
beccs_mod,2034,mex,5,20,4,0
beccs_mod,2035,mex,5,20,4,0
beccs_mod,2036,mex,5,20,4,0
beccs_mod,2037,mex,5,20,4,0
beccs_mod,2038,mex,5,20,4,0
beccs_mod,2039,mex,5,20,4,0
beccs_mod,2040,mex,5,20,4,0
beccs_mod,2041,mex,5,20,4,0
beccs_mod,2042,mex,5,20,4,0
beccs_mod,2043,mex,5,20,4,0
beccs_mod,2044,mex,5,20,4,0
beccs_mod,2045,mex,5,20,4,0
beccs_mod,2046,mex,5,20,4,0
beccs_mod,2047,mex,5,20,4,0
beccs_mod,2048,mex,5,20,4,0
beccs_mod,2049,mex,5,20,4,0
beccs_mod,2050,mex,5,20,4,0
beccs_mod,2010,usa,5,20,4,0
beccs_mod,2011,usa,5,20,4,0
beccs_mod,2012,usa,5,20,4,0
beccs_mod,2013,usa,5,20,4,0
beccs_mod,2014,usa,5,20,4,0
beccs_mod,2015,usa,5,20,4,0
beccs_mod,2016,usa,5,20,4,0
beccs_mod,2017,usa,5,20,4,0
beccs_mod,2018,usa,5,20,4,0
beccs_mod,2019,usa,5,20,4,0
beccs_mod,2020,usa,5,20,4,0
beccs_mod,2021,usa,5,20,4,0
beccs_mod,2022,usa,5,20,4,0
beccs_mod,2023,usa,5,20,4,0
beccs_mod,2024,usa,5,20,4,0
beccs_mod,2025,usa,5,20,4,0
beccs_mod,2026,usa,5,20,4,0
beccs_mod,2027,usa,5,20,4,0
beccs_mod,2028,usa,5,20,4,0
beccs_mod,2029,usa,5,20,4,0
beccs_mod,2030,usa,5,20,4,0
beccs_mod,2031,usa,5,20,4,0
beccs_mod,2032,usa,5,20,4,0
beccs_mod,2033,usa,5,20,4,0
beccs_mod,2034,usa,5,20,4,0
beccs_mod,2035,usa,5,20,4,0
beccs_mod,2036,usa,5,20,4,0
beccs_mod,2037,usa,5,20,4,0
beccs_mod,2038,usa,5,20,4,0
beccs_mod,2039,usa,5,20,4,0
beccs_mod,2040,usa,5,20,4,0
beccs_mod,2041,usa,5,20,4,0
beccs_mod,2042,usa,5,20,4,0
beccs_mod,2043,usa,5,20,4,0
beccs_mod,2044,usa,5,20,4,0
beccs_mod,2045,usa,5,20,4,0
beccs_mod,2046,usa,5,20,4,0
beccs_mod,2047,usa,5,20,4,0
beccs_mod,2048,usa,5,20,4,0
beccs_mod,2049,usa,5,20,4,0
beccs_mod,2050,usa,5,20,4,0
beccs_max,2010,can,5,20,4,0
beccs_max,2011,can,5,20,4,0
beccs_max,2012,can,5,20,4,0
beccs_max,2013,can,5,20,4,0
beccs_max,2014,can,5,20,4,0
beccs_max,2015,can,5,20,4,0
beccs_max,2016,can,5,20,4,0
beccs_max,2017,can,5,20,4,0
beccs_max,2018,can,5,20,4,0
beccs_max,2019,can,5,20,4,0
beccs_max,2020,can,5,20,4,0
beccs_max,2021,can,5,20,4,0
beccs_max,2022,can,5,20,4,0
beccs_max,2023,can,5,20,4,0
beccs_max,2024,can,5,20,4,0
beccs_max,2025,can,5,20,4,0
beccs_max,2026,can,5,20,4,0
beccs_max,2027,can,5,20,4,0
beccs_max,2028,can,5,20,4,0
beccs_max,2029,can,5,20,4,0
beccs_max,2030,can,5,20,4,0
beccs_max,2031,can,5,20,4,0
beccs_max,2032,can,5,20,4,0
beccs_max,2033,can,5,20,4,0
beccs_max,2034,can,5,20,4,0
beccs_max,2035,can,5,20,4,0
beccs_max,2036,can,5,20,4,0
beccs_max,2037,can,5,20,4,0
beccs_max,2038,can,5,20,4,0
beccs_max,2039,can,5,20,4,0
beccs_max,2040,can,5,20,4,0
beccs_max,2041,can,5,20,4,0
beccs_max,2042,can,5,20,4,0
beccs_max,2043,can,5,20,4,0
beccs_max,2044,can,5,20,4,0
beccs_max,2045,can,5,20,4,0
beccs_max,2046,can,5,20,4,0
beccs_max,2047,can,5,20,4,0
beccs_max,2048,can,5,20,4,0
beccs_max,2049,can,5,20,4,0
beccs_max,2050,can,5,20,4,0
beccs_max,2010,mex,5,20,4,0
beccs_max,2011,mex,5,20,4,0
beccs_max,2012,mex,5,20,4,0
beccs_max,2013,mex,5,20,4,0
beccs_max,2014,mex,5,20,4,0
beccs_max,2015,mex,5,20,4,0
beccs_max,2016,mex,5,20,4,0
beccs_max,2017,mex,5,20,4,0
beccs_max,2018,mex,5,20,4,0
beccs_max,2019,mex,5,20,4,0
beccs_max,2020,mex,5,20,4,0
beccs_max,2021,mex,5,20,4,0
beccs_max,2022,mex,5,20,4,0
beccs_max,2023,mex,5,20,4,0
beccs_max,2024,mex,5,20,4,0
beccs_max,2025,mex,5,20,4,0
beccs_max,2026,mex,5,20,4,0
beccs_max,2027,mex,5,20,4,0
beccs_max,2028,mex,5,20,4,0
beccs_max,2029,mex,5,20,4,0
beccs_max,2030,mex,5,20,4,0
beccs_max,2031,mex,5,20,4,0
beccs_max,2032,mex,5,20,4,0
beccs_max,2033,mex,5,20,4,0
beccs_max,2034,mex,5,20,4,0
beccs_max,2035,mex,5,20,4,0
beccs_max,2036,mex,5,20,4,0
beccs_max,2037,mex,5,20,4,0
beccs_max,2038,mex,5,20,4,0
beccs_max,2039,mex,5,20,4,0
beccs_max,2040,mex,5,20,4,0
beccs_max,2041,mex,5,20,4,0
beccs_max,2042,mex,5,20,4,0
beccs_max,2043,mex,5,20,4,0
beccs_max,2044,mex,5,20,4,0
beccs_max,2045,mex,5,20,4,0
beccs_max,2046,mex,5,20,4,0
beccs_max,2047,mex,5,20,4,0
beccs_max,2048,mex,5,20,4,0
beccs_max,2049,mex,5,20,4,0
beccs_max,2050,mex,5,20,4,0
beccs_max,2010,usa,5,20,4,0
beccs_max,2011,usa,5,20,4,0
beccs_max,2012,usa,5,20,4,0
beccs_max,2013,usa,5,20,4,0
beccs_max,2014,usa,5,20,4,0
beccs_max,2015,usa,5,20,4,0
beccs_max,2016,usa,5,20,4,0
beccs_max,2017,usa,5,20,4,0
beccs_max,2018,usa,5,20,4,0
beccs_max,2019,usa,5,20,4,0
beccs_max,2020,usa,5,20,4,0
beccs_max,2021,usa,5,20,4,0
beccs_max,2022,usa,5,20,4,0
beccs_max,2023,usa,5,20,4,0
beccs_max,2024,usa,5,20,4,0
beccs_max,2025,usa,5,20,4,0
beccs_max,2026,usa,5,20,4,0
beccs_max,2027,usa,5,20,4,0
beccs_max,2028,usa,5,20,4,0
beccs_max,2029,usa,5,20,4,0
beccs_max,2030,usa,5,20,4,0
beccs_max,2031,usa,5,20,4,0
beccs_max,2032,usa,5,20,4,0
beccs_max,2033,usa,5,20,4,0
beccs_max,2034,usa,5,20,4,0
beccs_max,2035,usa,5,20,4,0
beccs_max,2036,usa,5,20,4,0
beccs_max,2037,usa,5,20,4,0
beccs_max,2038,usa,5,20,4,0
beccs_max,2039,usa,5,20,4,0
beccs_max,2040,usa,5,20,4,0
beccs_max,2041,usa,5,20,4,0
beccs_max,2042,usa,5,20,4,0
beccs_max,2043,usa,5,20,4,0
beccs_max,2044,usa,5,20,4,0
beccs_max,2045,usa,5,20,4,0
beccs_max,2046,usa,5,20,4,0
beccs_max,2047,usa,5,20,4,0
beccs_max,2048,usa,5,20,4,0
beccs_max,2049,usa,5,20,4,0
beccs_max,2050,usa,5,20,4,0
caes,2010,can,20,20,3B,0
caes,2011,can,20,20,3B,0
caes,2012,can,20,20,3B,0
caes,2013,can,20,20,3B,0
caes,2014,can,20,20,3B,0
caes,2015,can,20,20,3B,0
caes,2016,can,20,20,3B,0
caes,2017,can,20,20,3B,0
caes,2018,can,20,20,3B,0
caes,2019,can,20,20,3B,0
caes,2020,can,20,20,3B,0
caes,2021,can,20,20,3B,0
caes,2022,can,20,20,3B,0
caes,2023,can,20,20,3B,0
caes,2024,can,20,20,3B,0
caes,2025,can,20,20,3B,0
caes,2026,can,20,20,3B,0
caes,2027,can,20,20,3B,0
caes,2028,can,20,20,3B,0
caes,2029,can,20,20,3B,0
caes,2030,can,20,20,3B,0
caes,2031,can,20,20,3B,0
caes,2032,can,20,20,3B,0
caes,2033,can,20,20,3B,0
caes,2034,can,20,20,3B,0
caes,2035,can,20,20,3B,0
caes,2036,can,20,20,3B,0
caes,2037,can,20,20,3B,0
caes,2038,can,20,20,3B,0
caes,2039,can,20,20,3B,0
caes,2040,can,20,20,3B,0
caes,2041,can,20,20,3B,0
caes,2042,can,20,20,3B,0
caes,2043,can,20,20,3B,0
caes,2044,can,20,20,3B,0
caes,2045,can,20,20,3B,0
caes,2046,can,20,20,3B,0
caes,2047,can,20,20,3B,0
caes,2048,can,20,20,3B,0
caes,2049,can,20,20,3B,0
caes,2050,can,20,20,3B,0
caes,2010,mex,20,20,3B,0
caes,2011,mex,20,20,3B,0
caes,2012,mex,20,20,3B,0
caes,2013,mex,20,20,3B,0
caes,2014,mex,20,20,3B,0
caes,2015,mex,20,20,3B,0
caes,2016,mex,20,20,3B,0
caes,2017,mex,20,20,3B,0
caes,2018,mex,20,20,3B,0
caes,2019,mex,20,20,3B,0
caes,2020,mex,20,20,3B,0
caes,2021,mex,20,20,3B,0
caes,2022,mex,20,20,3B,0
caes,2023,mex,20,20,3B,0
caes,2024,mex,20,20,3B,0
caes,2025,mex,20,20,3B,0
caes,2026,mex,20,20,3B,0
caes,2027,mex,20,20,3B,0
caes,2028,mex,20,20,3B,0
caes,2029,mex,20,20,3B,0
caes,2030,mex,20,20,3B,0
caes,2031,mex,20,20,3B,0
caes,2032,mex,20,20,3B,0
caes,2033,mex,20,20,3B,0
caes,2034,mex,20,20,3B,0
caes,2035,mex,20,20,3B,0
caes,2036,mex,20,20,3B,0
caes,2037,mex,20,20,3B,0
caes,2038,mex,20,20,3B,0
caes,2039,mex,20,20,3B,0
caes,2040,mex,20,20,3B,0
caes,2041,mex,20,20,3B,0
caes,2042,mex,20,20,3B,0
caes,2043,mex,20,20,3B,0
caes,2044,mex,20,20,3B,0
caes,2045,mex,20,20,3B,0
caes,2046,mex,20,20,3B,0
caes,2047,mex,20,20,3B,0
caes,2048,mex,20,20,3B,0
caes,2049,mex,20,20,3B,0
caes,2050,mex,20,20,3B,0
caes,2010,usa,20,20,3B,0
caes,2011,usa,20,20,3B,0
caes,2012,usa,20,20,3B,0
caes,2013,usa,20,20,3B,0
caes,2014,usa,20,20,3B,0
caes,2015,usa,20,20,3B,0
caes,2016,usa,20,20,3B,0
caes,2017,usa,20,20,3B,0
caes,2018,usa,20,20,3B,0
caes,2019,usa,20,20,3B,0
caes,2020,usa,20,20,3B,0
caes,2021,usa,20,20,3B,0
caes,2022,usa,20,20,3B,0
caes,2023,usa,20,20,3B,0
caes,2024,usa,20,20,3B,0
caes,2025,usa,20,20,3B,0
caes,2026,usa,20,20,3B,0
caes,2027,usa,20,20,3B,0
caes,2028,usa,20,20,3B,0
caes,2029,usa,20,20,3B,0
caes,2030,usa,20,20,3B,0
caes,2031,usa,20,20,3B,0
caes,2032,usa,20,20,3B,0
caes,2033,usa,20,20,3B,0
caes,2034,usa,20,20,3B,0
caes,2035,usa,20,20,3B,0
caes,2036,usa,20,20,3B,0
caes,2037,usa,20,20,3B,0
caes,2038,usa,20,20,3B,0
caes,2039,usa,20,20,3B,0
caes,2040,usa,20,20,3B,0
caes,2041,usa,20,20,3B,0
caes,2042,usa,20,20,3B,0
caes,2043,usa,20,20,3B,0
caes,2044,usa,20,20,3B,0
caes,2045,usa,20,20,3B,0
caes,2046,usa,20,20,3B,0
caes,2047,usa,20,20,3B,0
caes,2048,usa,20,20,3B,0
caes,2049,usa,20,20,3B,0
caes,2050,usa,20,20,3B,0
can-imports,2010,can,20,20,3A,0
can-imports,2011,can,20,20,3A,0
can-imports,2012,can,20,20,3A,0
can-imports,2013,can,20,20,3A,0
can-imports,2014,can,20,20,3A,0
can-imports,2015,can,20,20,3A,0
can-imports,2016,can,20,20,3A,0
can-imports,2017,can,20,20,3A,0
can-imports,2018,can,20,20,3A,0
can-imports,2019,can,20,20,3A,0
can-imports,2020,can,20,20,3A,0
can-imports,2021,can,20,20,3A,0
can-imports,2022,can,20,20,3A,0
can-imports,2023,can,20,20,3A,0
can-imports,2024,can,20,20,3A,0
can-imports,2025,can,20,20,3A,0
can-imports,2026,can,20,20,3A,0
can-imports,2027,can,20,20,3A,0
can-imports,2028,can,20,20,3A,0
can-imports,2029,can,20,20,3A,0
can-imports,2030,can,20,20,3A,0
can-imports,2031,can,20,20,3A,0
can-imports,2032,can,20,20,3A,0
can-imports,2033,can,20,20,3A,0
can-imports,2034,can,20,20,3A,0
can-imports,2035,can,20,20,3A,0
can-imports,2036,can,20,20,3A,0
can-imports,2037,can,20,20,3A,0
can-imports,2038,can,20,20,3A,0
can-imports,2039,can,20,20,3A,0
can-imports,2040,can,20,20,3A,0
can-imports,2041,can,20,20,3A,0
can-imports,2042,can,20,20,3A,0
can-imports,2043,can,20,20,3A,0
can-imports,2044,can,20,20,3A,0
can-imports,2045,can,20,20,3A,0
can-imports,2046,can,20,20,3A,0
can-imports,2047,can,20,20,3A,0
can-imports,2048,can,20,20,3A,0
can-imports,2049,can,20,20,3A,0
can-imports,2050,can,20,20,3A,0
can-imports,2010,mex,20,20,3A,0
can-imports,2011,mex,20,20,3A,0
can-imports,2012,mex,20,20,3A,0
can-imports,2013,mex,20,20,3A,0
can-imports,2014,mex,20,20,3A,0
can-imports,2015,mex,20,20,3A,0
can-imports,2016,mex,20,20,3A,0
can-imports,2017,mex,20,20,3A,0
can-imports,2018,mex,20,20,3A,0
can-imports,2019,mex,20,20,3A,0
can-imports,2020,mex,20,20,3A,0
can-imports,2021,mex,20,20,3A,0
can-imports,2022,mex,20,20,3A,0
can-imports,2023,mex,20,20,3A,0
can-imports,2024,mex,20,20,3A,0
can-imports,2025,mex,20,20,3A,0
can-imports,2026,mex,20,20,3A,0
can-imports,2027,mex,20,20,3A,0
can-imports,2028,mex,20,20,3A,0
can-imports,2029,mex,20,20,3A,0
can-imports,2030,mex,20,20,3A,0
can-imports,2031,mex,20,20,3A,0
can-imports,2032,mex,20,20,3A,0
can-imports,2033,mex,20,20,3A,0
can-imports,2034,mex,20,20,3A,0
can-imports,2035,mex,20,20,3A,0
can-imports,2036,mex,20,20,3A,0
can-imports,2037,mex,20,20,3A,0
can-imports,2038,mex,20,20,3A,0
can-imports,2039,mex,20,20,3A,0
can-imports,2040,mex,20,20,3A,0
can-imports,2041,mex,20,20,3A,0
can-imports,2042,mex,20,20,3A,0
can-imports,2043,mex,20,20,3A,0
can-imports,2044,mex,20,20,3A,0
can-imports,2045,mex,20,20,3A,0
can-imports,2046,mex,20,20,3A,0
can-imports,2047,mex,20,20,3A,0
can-imports,2048,mex,20,20,3A,0
can-imports,2049,mex,20,20,3A,0
can-imports,2050,mex,20,20,3A,0
can-imports,2010,usa,20,20,3A,0
can-imports,2011,usa,20,20,3A,0
can-imports,2012,usa,20,20,3A,0
can-imports,2013,usa,20,20,3A,0
can-imports,2014,usa,20,20,3A,0
can-imports,2015,usa,20,20,3A,0
can-imports,2016,usa,20,20,3A,0
can-imports,2017,usa,20,20,3A,0
can-imports,2018,usa,20,20,3A,0
can-imports,2019,usa,20,20,3A,0
can-imports,2020,usa,20,20,3A,0
can-imports,2021,usa,20,20,3A,0
can-imports,2022,usa,20,20,3A,0
can-imports,2023,usa,20,20,3A,0
can-imports,2024,usa,20,20,3A,0
can-imports,2025,usa,20,20,3A,0
can-imports,2026,usa,20,20,3A,0
can-imports,2027,usa,20,20,3A,0
can-imports,2028,usa,20,20,3A,0
can-imports,2029,usa,20,20,3A,0
can-imports,2030,usa,20,20,3A,0
can-imports,2031,usa,20,20,3A,0
can-imports,2032,usa,20,20,3A,0
can-imports,2033,usa,20,20,3A,0
can-imports,2034,usa,20,20,3A,0
can-imports,2035,usa,20,20,3A,0
can-imports,2036,usa,20,20,3A,0
can-imports,2037,usa,20,20,3A,0
can-imports,2038,usa,20,20,3A,0
can-imports,2039,usa,20,20,3A,0
