wst,r,szn,t,Value
fsu,p1,fall,2010,0.148
fsu,p1,fall,2012,0.147
fsu,p1,fall,2014,0.147
fsu,p1,fall,2016,0.147
fsu,p1,fall,2018,0.146
fsu,p1,fall,2020,0.146
fsu,p1,fall,2022,0.145
fsu,p1,fall,2024,0.145
fsu,p1,fall,2026,0.144
fsu,p1,fall,2028,0.143
fsu,p1,fall,2030,0.143
fsu,p1,fall,2032,0.142
fsu,p1,fall,2034,0.141
fsu,p1,fall,2036,0.14
fsu,p1,fall,2038,0.14
fsu,p1,fall,2040,0.139
fsu,p1,fall,2042,0.138
fsu,p1,fall,2044,0.138
fsu,p1,fall,2046,0.137
fsu,p1,fall,2048,0.137
fsu,p1,fall,2050,0.136
fsu,p1,spri,2010,0.334
fsu,p1,spri,2012,0.336
fsu,p1,spri,2014,0.339
fsu,p1,spri,2016,0.342
fsu,p1,spri,2018,0.344
fsu,p1,spri,2020,0.347
fsu,p1,spri,2022,0.349
fsu,p1,spri,2024,0.35
fsu,p1,spri,2026,0.351
fsu,p1,spri,2028,0.352
fsu,p1,spri,2030,0.352
fsu,p1,spri,2032,0.353
fsu,p1,spri,2034,0.353
fsu,p1,spri,2036,0.353
fsu,p1,spri,2038,0.354
fsu,p1,spri,2040,0.354
fsu,p1,spri,2042,0.355
fsu,p1,spri,2044,0.356
fsu,p1,spri,2046,0.356
fsu,p1,spri,2048,0.357
fsu,p1,spri,2050,0.357
fsu,p1,summ,2010,0.305
fsu,p1,summ,2012,0.301
fsu,p1,summ,2014,0.296
fsu,p1,summ,2016,0.291
fsu,p1,summ,2018,0.286
fsu,p1,summ,2020,0.283
fsu,p1,summ,2022,0.28
fsu,p1,summ,2024,0.278
fsu,p1,summ,2026,0.276
fsu,p1,summ,2028,0.275
fsu,p1,summ,2030,0.275
fsu,p1,summ,2032,0.275
fsu,p1,summ,2034,0.275
fsu,p1,summ,2036,0.275
fsu,p1,summ,2038,0.275
fsu,p1,summ,2040,0.274
fsu,p1,summ,2042,0.274
fsu,p1,summ,2044,0.273
fsu,p1,summ,2046,0.273
fsu,p1,summ,2048,0.273
fsu,p1,summ,2050,0.273
fsu,p1,wint,2010,0.213
fsu,p1,wint,2012,0.216
fsu,p1,wint,2014,0.218
fsu,p1,wint,2016,0.221
fsu,p1,wint,2018,0.223
fsu,p1,wint,2020,0.225
fsu,p1,wint,2022,0.227
fsu,p1,wint,2024,0.228
fsu,p1,wint,2026,0.229
fsu,p1,wint,2028,0.23
fsu,p1,wint,2030,0.23
fsu,p1,wint,2032,0.231
fsu,p1,wint,2034,0.231
fsu,p1,wint,2036,0.232
fsu,p1,wint,2038,0.232
fsu,p1,wint,2040,0.232
fsu,p1,wint,2042,0.233
fsu,p1,wint,2044,0.233
fsu,p1,wint,2046,0.234
fsu,p1,wint,2048,0.234
fsu,p1,wint,2050,0.234
fsu,p2,fall,2010,0.15
fsu,p2,fall,2012,0.149
fsu,p2,fall,2014,0.149
fsu,p2,fall,2016,0.149
fsu,p2,fall,2018,0.149
fsu,p2,fall,2020,0.149
fsu,p2,fall,2022,0.148
fsu,p2,fall,2024,0.148
fsu,p2,fall,2026,0.148
fsu,p2,fall,2028,0.147
fsu,p2,fall,2030,0.147
fsu,p2,fall,2032,0.147
fsu,p2,fall,2034,0.146
fsu,p2,fall,2036,0.146
fsu,p2,fall,2038,0.146
fsu,p2,fall,2040,0.146
fsu,p2,fall,2042,0.145
fsu,p2,fall,2044,0.145
fsu,p2,fall,2046,0.145
fsu,p2,fall,2048,0.145
fsu,p2,fall,2050,0.145
fsu,p2,spri,2010,0.292
fsu,p2,spri,2012,0.294
fsu,p2,spri,2014,0.296
fsu,p2,spri,2016,0.299
fsu,p2,spri,2018,0.3
fsu,p2,spri,2020,0.302
fsu,p2,spri,2022,0.303
fsu,p2,spri,2024,0.304
fsu,p2,spri,2026,0.305
fsu,p2,spri,2028,0.305
fsu,p2,spri,2030,0.306
fsu,p2,spri,2032,0.306
fsu,p2,spri,2034,0.306
fsu,p2,spri,2036,0.306
fsu,p2,spri,2038,0.306
fsu,p2,spri,2040,0.306
fsu,p2,spri,2042,0.306
fsu,p2,spri,2044,0.306
fsu,p2,spri,2046,0.306
fsu,p2,spri,2048,0.306
fsu,p2,spri,2050,0.305
fsu,p2,summ,2010,0.341
fsu,p2,summ,2012,0.339
fsu,p2,summ,2014,0.337
fsu,p2,summ,2016,0.335
fsu,p2,summ,2018,0.333
fsu,p2,summ,2020,0.332
fsu,p2,summ,2022,0.331
fsu,p2,summ,2024,0.331
fsu,p2,summ,2026,0.331
fsu,p2,summ,2028,0.331
fsu,p2,summ,2030,0.332
fsu,p2,summ,2032,0.332
fsu,p2,summ,2034,0.333
fsu,p2,summ,2036,0.334
fsu,p2,summ,2038,0.335
fsu,p2,summ,2040,0.335
fsu,p2,summ,2042,0.335
fsu,p2,summ,2044,0.335
fsu,p2,summ,2046,0.336
fsu,p2,summ,2048,0.336
fsu,p2,summ,2050,0.336
fsu,p2,wint,2010,0.217
fsu,p2,wint,2012,0.218
fsu,p2,wint,2014,0.217
fsu,p2,wint,2016,0.217
fsu,p2,wint,2018,0.217
fsu,p2,wint,2020,0.217
fsu,p2,wint,2022,0.217
fsu,p2,wint,2024,0.217
fsu,p2,wint,2026,0.217
fsu,p2,wint,2028,0.216
fsu,p2,wint,2030,0.215
fsu,p2,wint,2032,0.215
fsu,p2,wint,2034,0.214
fsu,p2,wint,2036,0.214
fsu,p2,wint,2038,0.214
fsu,p2,wint,2040,0.213
fsu,p2,wint,2042,0.213
fsu,p2,wint,2044,0.213
fsu,p2,wint,2046,0.214
fsu,p2,wint,2048,0.214
fsu,p2,wint,2050,0.214
fsu,p3,fall,2010,0.129
fsu,p3,fall,2012,0.128
fsu,p3,fall,2014,0.127
fsu,p3,fall,2016,0.126
fsu,p3,fall,2018,0.125
fsu,p3,fall,2020,0.124
fsu,p3,fall,2022,0.123
fsu,p3,fall,2024,0.123
fsu,p3,fall,2026,0.122
fsu,p3,fall,2028,0.121
fsu,p3,fall,2030,0.121
fsu,p3,fall,2032,0.12
fsu,p3,fall,2034,0.12
fsu,p3,fall,2036,0.119
fsu,p3,fall,2038,0.119
fsu,p3,fall,2040,0.118
fsu,p3,fall,2042,0.118
fsu,p3,fall,2044,0.118
fsu,p3,fall,2046,0.118
fsu,p3,fall,2048,0.117
fsu,p3,fall,2050,0.117
fsu,p3,spri,2010,0.329
fsu,p3,spri,2012,0.334
fsu,p3,spri,2014,0.339
fsu,p3,spri,2016,0.344
fsu,p3,spri,2018,0.348
fsu,p3,spri,2020,0.352
fsu,p3,spri,2022,0.355
fsu,p3,spri,2024,0.357
fsu,p3,spri,2026,0.359
fsu,p3,spri,2028,0.361
fsu,p3,spri,2030,0.362
fsu,p3,spri,2032,0.363
fsu,p3,spri,2034,0.364
fsu,p3,spri,2036,0.365
fsu,p3,spri,2038,0.366
fsu,p3,spri,2040,0.366
fsu,p3,spri,2042,0.367
fsu,p3,spri,2044,0.367
fsu,p3,spri,2046,0.367
fsu,p3,spri,2048,0.366
fsu,p3,spri,2050,0.366
fsu,p3,summ,2010,0.384
fsu,p3,summ,2012,0.38
fsu,p3,summ,2014,0.376
fsu,p3,summ,2016,0.372
fsu,p3,summ,2018,0.369
fsu,p3,summ,2020,0.366
fsu,p3,summ,2022,0.364
fsu,p3,summ,2024,0.362
fsu,p3,summ,2026,0.361
fsu,p3,summ,2028,0.36
fsu,p3,summ,2030,0.359
fsu,p3,summ,2032,0.359
fsu,p3,summ,2034,0.358
fsu,p3,summ,2036,0.358
fsu,p3,summ,2038,0.358
fsu,p3,summ,2040,0.358
fsu,p3,summ,2042,0.358
fsu,p3,summ,2044,0.358
fsu,p3,summ,2046,0.359
fsu,p3,summ,2048,0.359
fsu,p3,summ,2050,0.36
fsu,p3,wint,2010,0.159
fsu,p3,wint,2012,0.158
fsu,p3,wint,2014,0.158
fsu,p3,wint,2016,0.158
fsu,p3,wint,2018,0.158
fsu,p3,wint,2020,0.158
fsu,p3,wint,2022,0.158
fsu,p3,wint,2024,0.158
fsu,p3,wint,2026,0.158
fsu,p3,wint,2028,0.158
fsu,p3,wint,2030,0.158
fsu,p3,wint,2032,0.158
fsu,p3,wint,2034,0.158
fsu,p3,wint,2036,0.158
fsu,p3,wint,2038,0.158
fsu,p3,wint,2040,0.158
fsu,p3,wint,2042,0.158
fsu,p3,wint,2044,0.157
fsu,p3,wint,2046,0.157
fsu,p3,wint,2048,0.157
fsu,p3,wint,2050,0.157
fsu,p4,fall,2010,0.148
fsu,p4,fall,2012,0.147
fsu,p4,fall,2014,0.147
fsu,p4,fall,2016,0.147
fsu,p4,fall,2018,0.146
fsu,p4,fall,2020,0.146
fsu,p4,fall,2022,0.145
fsu,p4,fall,2024,0.145
fsu,p4,fall,2026,0.144
fsu,p4,fall,2028,0.143
fsu,p4,fall,2030,0.143
fsu,p4,fall,2032,0.142
fsu,p4,fall,2034,0.141
fsu,p4,fall,2036,0.14
fsu,p4,fall,2038,0.14
fsu,p4,fall,2040,0.139
fsu,p4,fall,2042,0.138
fsu,p4,fall,2044,0.138
fsu,p4,fall,2046,0.137
fsu,p4,fall,2048,0.137
fsu,p4,fall,2050,0.136
fsu,p4,spri,2010,0.334
fsu,p4,spri,2012,0.336
fsu,p4,spri,2014,0.339
fsu,p4,spri,2016,0.342
fsu,p4,spri,2018,0.344
fsu,p4,spri,2020,0.347
fsu,p4,spri,2022,0.349
fsu,p4,spri,2024,0.35
fsu,p4,spri,2026,0.351
fsu,p4,spri,2028,0.352
fsu,p4,spri,2030,0.352
fsu,p4,spri,2032,0.353
fsu,p4,spri,2034,0.353
fsu,p4,spri,2036,0.353
fsu,p4,spri,2038,0.354
fsu,p4,spri,2040,0.354
fsu,p4,spri,2042,0.355
fsu,p4,spri,2044,0.356
fsu,p4,spri,2046,0.356
fsu,p4,spri,2048,0.357
fsu,p4,spri,2050,0.357
fsu,p4,summ,2010,0.305
fsu,p4,summ,2012,0.301
fsu,p4,summ,2014,0.296
fsu,p4,summ,2016,0.291
fsu,p4,summ,2018,0.286
fsu,p4,summ,2020,0.283
fsu,p4,summ,2022,0.28
fsu,p4,summ,2024,0.278
fsu,p4,summ,2026,0.276
fsu,p4,summ,2028,0.275
fsu,p4,summ,2030,0.275
fsu,p4,summ,2032,0.275
fsu,p4,summ,2034,0.275
fsu,p4,summ,2036,0.275
fsu,p4,summ,2038,0.275
fsu,p4,summ,2040,0.274
fsu,p4,summ,2042,0.274
fsu,p4,summ,2044,0.273
fsu,p4,summ,2046,0.273
fsu,p4,summ,2048,0.273
fsu,p4,summ,2050,0.273
fsu,p4,wint,2010,0.213
fsu,p4,wint,2012,0.216
fsu,p4,wint,2014,0.218
fsu,p4,wint,2016,0.221
fsu,p4,wint,2018,0.223
fsu,p4,wint,2020,0.225
fsu,p4,wint,2022,0.227
fsu,p4,wint,2024,0.228
fsu,p4,wint,2026,0.229
fsu,p4,wint,2028,0.23
fsu,p4,wint,2030,0.23
fsu,p4,wint,2032,0.231
fsu,p4,wint,2034,0.231
fsu,p4,wint,2036,0.232
fsu,p4,wint,2038,0.232
fsu,p4,wint,2040,0.232
fsu,p4,wint,2042,0.233
fsu,p4,wint,2044,0.233
fsu,p4,wint,2046,0.234
fsu,p4,wint,2048,0.234
fsu,p4,wint,2050,0.234
fsu,p5,fall,2010,0.155
fsu,p5,fall,2012,0.155
fsu,p5,fall,2014,0.155
fsu,p5,fall,2016,0.155
fsu,p5,fall,2018,0.155
fsu,p5,fall,2020,0.155
fsu,p5,fall,2022,0.155
fsu,p5,fall,2024,0.155
fsu,p5,fall,2026,0.155
fsu,p5,fall,2028,0.154
fsu,p5,fall,2030,0.154
fsu,p5,fall,2032,0.154
fsu,p5,fall,2034,0.154
fsu,p5,fall,2036,0.153
fsu,p5,fall,2038,0.153
fsu,p5,fall,2040,0.153
fsu,p5,fall,2042,0.153
fsu,p5,fall,2044,0.153
fsu,p5,fall,2046,0.154
fsu,p5,fall,2048,0.154
fsu,p5,fall,2050,0.154
fsu,p5,spri,2010,0.335
fsu,p5,spri,2012,0.335
fsu,p5,spri,2014,0.335
fsu,p5,spri,2016,0.335
fsu,p5,spri,2018,0.335
fsu,p5,spri,2020,0.335
fsu,p5,spri,2022,0.335
fsu,p5,spri,2024,0.335
fsu,p5,spri,2026,0.335
fsu,p5,spri,2028,0.335
fsu,p5,spri,2030,0.334
fsu,p5,spri,2032,0.334
fsu,p5,spri,2034,0.333
fsu,p5,spri,2036,0.333
fsu,p5,spri,2038,0.332
fsu,p5,spri,2040,0.332
fsu,p5,spri,2042,0.331
fsu,p5,spri,2044,0.331
fsu,p5,spri,2046,0.33
fsu,p5,spri,2048,0.328
fsu,p5,spri,2050,0.327
fsu,p5,summ,2010,0.158
fsu,p5,summ,2012,0.157
fsu,p5,summ,2014,0.155
fsu,p5,summ,2016,0.154
fsu,p5,summ,2018,0.153
fsu,p5,summ,2020,0.152
fsu,p5,summ,2022,0.152
fsu,p5,summ,2024,0.151
fsu,p5,summ,2026,0.151
fsu,p5,summ,2028,0.151
fsu,p5,summ,2030,0.152
fsu,p5,summ,2032,0.152
fsu,p5,summ,2034,0.152
fsu,p5,summ,2036,0.153
fsu,p5,summ,2038,0.153
fsu,p5,summ,2040,0.153
fsu,p5,summ,2042,0.153
fsu,p5,summ,2044,0.153
fsu,p5,summ,2046,0.153
fsu,p5,summ,2048,0.153
fsu,p5,summ,2050,0.153
fsu,p5,wint,2010,0.352
fsu,p5,wint,2012,0.353
fsu,p5,wint,2014,0.354
fsu,p5,wint,2016,0.355
fsu,p5,wint,2018,0.356
fsu,p5,wint,2020,0.357
fsu,p5,wint,2022,0.358
fsu,p5,wint,2024,0.359
fsu,p5,wint,2026,0.359
fsu,p5,wint,2028,0.36
fsu,p5,wint,2030,0.36
fsu,p5,wint,2032,0.36
fsu,p5,wint,2034,0.361
fsu,p5,wint,2036,0.361
fsu,p5,wint,2038,0.361
fsu,p5,wint,2040,0.362
fsu,p5,wint,2042,0.362
fsu,p5,wint,2044,0.363
fsu,p5,wint,2046,0.364
fsu,p5,wint,2048,0.365
fsu,p5,wint,2050,0.365
fsu,p6,fall,2010,0.151
fsu,p6,fall,2012,0.152
fsu,p6,fall,2014,0.152
fsu,p6,fall,2016,0.153
fsu,p6,fall,2018,0.153
fsu,p6,fall,2020,0.153
fsu,p6,fall,2022,0.153
