wst,r,szn,t,Value
fsu,p1,Fall,2010,1.0
fsu,p1,Fall,2012,0.9940000000000001
fsu,p1,Fall,2014,0.987
fsu,p1,Fall,2016,0.981
fsu,p1,Fall,2018,0.975
fsu,p1,Fall,2020,0.97
fsu,p1,Fall,2022,0.965
fsu,p1,Fall,2024,0.9620000000000001
fsu,p1,Fall,2026,0.9590000000000001
fsu,p1,Fall,2028,0.956
fsu,p1,Fall,2030,0.953
fsu,p1,Fall,2032,0.951
fsu,p1,Fall,2034,0.948
fsu,p1,Fall,2036,0.946
fsu,p1,Fall,2038,0.943
fsu,p1,Fall,2040,0.9390000000000001
fsu,p1,Fall,2042,0.9359999999999999
fsu,p1,Fall,2044,0.932
fsu,p1,Fall,2046,0.9279999999999999
fsu,p1,Fall,2048,0.925
fsu,p1,Fall,2050,0.9209999999999999
fsu,p1,Spring,2010,1.0
fsu,p1,Spring,2012,1.005
fsu,p1,Spring,2014,1.011
fsu,p1,Spring,2016,1.016
fsu,p1,Spring,2018,1.021
fsu,p1,Spring,2020,1.026
fsu,p1,Spring,2022,1.031
fsu,p1,Spring,2024,1.035
fsu,p1,Spring,2026,1.04
fsu,p1,Spring,2028,1.044
fsu,p1,Spring,2030,1.048
fsu,p1,Spring,2032,1.052
fsu,p1,Spring,2034,1.056
fsu,p1,Spring,2036,1.06
fsu,p1,Spring,2038,1.063
fsu,p1,Spring,2040,1.0659999999999998
fsu,p1,Spring,2042,1.069
fsu,p1,Spring,2044,1.071
fsu,p1,Spring,2046,1.074
fsu,p1,Spring,2048,1.0759999999999998
fsu,p1,Spring,2050,1.079
fsu,p1,Summer,2010,1.0
fsu,p1,Summer,2012,0.981
fsu,p1,Summer,2014,0.961
fsu,p1,Summer,2016,0.943
fsu,p1,Summer,2018,0.9259999999999999
fsu,p1,Summer,2020,0.912
fsu,p1,Summer,2022,0.9009999999999999
fsu,p1,Summer,2024,0.895
fsu,p1,Summer,2026,0.8909999999999999
fsu,p1,Summer,2028,0.89
fsu,p1,Summer,2030,0.8909999999999999
fsu,p1,Summer,2032,0.893
fsu,p1,Summer,2034,0.895
fsu,p1,Summer,2036,0.897
fsu,p1,Summer,2038,0.899
fsu,p1,Summer,2040,0.899
fsu,p1,Summer,2042,0.898
fsu,p1,Summer,2044,0.897
fsu,p1,Summer,2046,0.897
