r,szn,ddtype,t,Value
p2,spri,cdd,2044,1.984251225
p2,spri,cdd,2046,2.007776135
p2,spri,cdd,2048,1.983660516
p2,spri,cdd,2050,1.96721163
p2,spri,hdd,2010,767.8317374
p2,spri,hdd,2012,756.9522914
p2,spri,hdd,2014,749.0476553
p2,spri,hdd,2016,725.2482334
p2,spri,hdd,2018,727.2572824
p2,spri,hdd,2020,729.5916601
p2,spri,hdd,2022,734.5571252
p2,spri,hdd,2024,749.3594933
p2,spri,hdd,2026,738.4313385
p2,spri,hdd,2028,755.4650028
p2,spri,hdd,2030,762.3474295
p2,spri,hdd,2032,770.4847109
p2,spri,hdd,2034,775.7217987
p2,spri,hdd,2036,786.2848869
p2,spri,hdd,2038,785.5551052
p2,spri,hdd,2040,774.2065863
p2,spri,hdd,2042,779.2981328
p2,spri,hdd,2044,759.605726
p2,spri,hdd,2046,769.7164694
p2,spri,hdd,2048,764.4895543
p2,spri,hdd,2050,758.6319129
p2,summ,cdd,2010,147.7967524
p2,summ,cdd,2012,156.378487
p2,summ,cdd,2014,150.3318394
p2,summ,cdd,2016,151.0545435
p2,summ,cdd,2018,146.0070358
p2,summ,cdd,2020,152.5187474
p2,summ,cdd,2022,144.0308331
p2,summ,cdd,2024,143.2140463
p2,summ,cdd,2026,140.1942777
p2,summ,cdd,2028,134.439283
p2,summ,cdd,2030,129.4342197
p2,summ,cdd,2032,127.2785971
p2,summ,cdd,2034,127.7847151
p2,summ,cdd,2036,126.6222333
p2,summ,cdd,2038,122.6338311
p2,summ,cdd,2040,118.6945755
p2,summ,cdd,2042,116.5093665
p2,summ,cdd,2044,110.9693773
p2,summ,cdd,2046,115.6214375
p2,summ,cdd,2048,104.0338678
p2,summ,cdd,2050,102.9539537
p2,summ,hdd,2010,132.9311037
p2,summ,hdd,2012,123.7191578
p2,summ,hdd,2014,127.069227
p2,summ,hdd,2016,125.4211015
p2,summ,hdd,2018,133.3278686
p2,summ,hdd,2020,129.2408347
p2,summ,hdd,2022,132.9241145
p2,summ,hdd,2024,126.9447237
p2,summ,hdd,2026,122.9868008
p2,summ,hdd,2028,122.6018675
p2,summ,hdd,2030,128.9307032
p2,summ,hdd,2032,136.5991308
p2,summ,hdd,2034,143.2818945
p2,summ,hdd,2036,142.5667191
p2,summ,hdd,2038,143.6525645
p2,summ,hdd,2040,143.0416518
p2,summ,hdd,2042,147.3952431
p2,summ,hdd,2044,151.7021395
p2,summ,hdd,2046,151.593207
p2,summ,hdd,2048,163.2282043
p2,summ,hdd,2050,162.8646504
p2,fall,cdd,2010,11.09796151
p2,fall,cdd,2012,10.82089845
p2,fall,cdd,2014,9.477152045
p2,fall,cdd,2016,11.24955388
p2,fall,cdd,2018,12.57820397
p2,fall,cdd,2020,13.12492093
p2,fall,cdd,2022,13.02625553
p2,fall,cdd,2024,14.81773255
p2,fall,cdd,2026,12.60960831
p2,fall,cdd,2028,15.01384413
p2,fall,cdd,2030,13.17626464
p2,fall,cdd,2032,13.06322382
p2,fall,cdd,2034,13.65231204
p2,fall,cdd,2036,13.29066781
p2,fall,cdd,2038,11.42189322
p2,fall,cdd,2040,12.25131166
p2,fall,cdd,2042,15.26077102
p2,fall,cdd,2044,16.04602948
p2,fall,cdd,2046,15.49131045
p2,fall,cdd,2048,14.00269536
p2,fall,cdd,2050,15.28011997
p2,fall,hdd,2010,337.1214493
p2,fall,hdd,2012,337.7973854
p2,fall,hdd,2014,340.457536
p2,fall,hdd,2016,322.99445
p2,fall,hdd,2018,323.5820368
p2,fall,hdd,2020,321.2484443
p2,fall,hdd,2022,328.1791109
p2,fall,hdd,2024,322.7101151
p2,fall,hdd,2026,320.7844655
p2,fall,hdd,2028,323.6649283
p2,fall,hdd,2030,334.4062353
p2,fall,hdd,2032,338.1477089
p2,fall,hdd,2034,337.9208065
p2,fall,hdd,2036,339.8597978
p2,fall,hdd,2038,343.7959051
p2,fall,hdd,2040,342.9059872
p2,fall,hdd,2042,335.4251005
p2,fall,hdd,2044,332.7605251
p2,fall,hdd,2046,342.5393272
p2,fall,hdd,2048,345.9679806
p2,fall,hdd,2050,346.0050471
p2,wint,cdd,2010,0
p2,wint,cdd,2012,0
p2,wint,cdd,2014,0
p2,wint,cdd,2016,0
p2,wint,cdd,2018,0
p2,wint,cdd,2020,0
p2,wint,cdd,2022,0
p2,wint,cdd,2024,0
p2,wint,cdd,2026,0
p2,wint,cdd,2028,0
p2,wint,cdd,2030,0
p2,wint,cdd,2032,0
p2,wint,cdd,2034,0
p2,wint,cdd,2036,0
p2,wint,cdd,2038,0
p2,wint,cdd,2040,0
p2,wint,cdd,2042,0
p2,wint,cdd,2044,0
p2,wint,cdd,2046,0
p2,wint,cdd,2048,0
p2,wint,cdd,2050,0
p2,wint,hdd,2010,1770.069774
p2,wint,hdd,2012,1741.571557
p2,wint,hdd,2014,1769.120493
p2,wint,hdd,2016,1749.446586
p2,wint,hdd,2018,1756.831593
p2,wint,hdd,2020,1740.056419
p2,wint,hdd,2022,1743.044105
p2,wint,hdd,2024,1729.082104
p2,wint,hdd,2026,1735.864175
p2,wint,hdd,2028,1761.39486
p2,wint,hdd,2030,1749.002967
p2,wint,hdd,2032,1765.679569
p2,wint,hdd,2034,1745.907194
p2,wint,hdd,2036,1760.232469
p2,wint,hdd,2038,1779.090445
p2,wint,hdd,2040,1794.585488
p2,wint,hdd,2042,1809.075717
p2,wint,hdd,2044,1801.945572
p2,wint,hdd,2046,1794.908729
p2,wint,hdd,2048,1779.098515
p2,wint,hdd,2050,1784.641152
p3,spri,cdd,2010,4.191012536
p3,spri,cdd,2012,5.000987266
p3,spri,cdd,2014,5.478695378
p3,spri,cdd,2016,6.067545358
p3,spri,cdd,2018,7.051130208
p3,spri,cdd,2020,6.971234275
p3,spri,cdd,2022,6.835300481
p3,spri,cdd,2024,6.490479355
p3,spri,cdd,2026,6.706734915
p3,spri,cdd,2028,5.483640165
p3,spri,cdd,2030,4.180783384
p3,spri,cdd,2032,3.964079396
p3,spri,cdd,2034,3.519690473
p3,spri,cdd,2036,2.888711375
p3,spri,cdd,2038,1.445121011
p3,spri,cdd,2040,2.073315704
p3,spri,cdd,2042,2.44108706
p3,spri,cdd,2044,3.774821184
p3,spri,cdd,2046,3.57721451
p3,spri,cdd,2048,3.790734066
p3,spri,cdd,2050,3.777566531
p3,spri,hdd,2010,874.442729
p3,spri,hdd,2012,862.4791225
p3,spri,hdd,2014,846.8084426
p3,spri,hdd,2016,816.2809664
p3,spri,hdd,2018,822.1771385
p3,spri,hdd,2020,815.3576982
p3,spri,hdd,2022,814.3755439
p3,spri,hdd,2024,834.9068146
p3,spri,hdd,2026,818.3011772
p3,spri,hdd,2028,843.6865039
p3,spri,hdd,2030,845.5267396
p3,spri,hdd,2032,843.2606405
p3,spri,hdd,2034,849.6572895
p3,spri,hdd,2036,862.2656542
p3,spri,hdd,2038,859.2322533
p3,spri,hdd,2040,853.2460458
p3,spri,hdd,2042,858.7826596
p3,spri,hdd,2044,829.936985
p3,spri,hdd,2046,846.7664053
p3,spri,hdd,2048,837.6962998
p3,spri,hdd,2050,833.0279977
p3,summ,cdd,2010,208.4260832
p3,summ,cdd,2012,215.9486872
p3,summ,cdd,2014,204.2173284
p3,summ,cdd,2016,200.4554624
p3,summ,cdd,2018,194.8242995
p3,summ,cdd,2020,203.8253634
p3,summ,cdd,2022,197.3335608
p3,summ,cdd,2024,198.1906343
p3,summ,cdd,2026,194.1473367
p3,summ,cdd,2028,180.9325036
p3,summ,cdd,2030,176.8812328
p3,summ,cdd,2032,179.2244965
p3,summ,cdd,2034,183.8976137
p3,summ,cdd,2036,184.9983886
p3,summ,cdd,2038,181.168069
p3,summ,cdd,2040,176.8049917
p3,summ,cdd,2042,178.1879822
p3,summ,cdd,2044,172.3440962
p3,summ,cdd,2046,174.6039301
p3,summ,cdd,2048,164.487091
p3,summ,cdd,2050,156.9268206
p3,summ,hdd,2010,121.7449776
p3,summ,hdd,2012,113.5289671
p3,summ,hdd,2014,119.1041609
p3,summ,hdd,2016,118.1982692
p3,summ,hdd,2018,126.9856628
p3,summ,hdd,2020,122.4569583
p3,summ,hdd,2022,125.5232321
p3,summ,hdd,2024,119.4203757
p3,summ,hdd,2026,116.5293668
p3,summ,hdd,2028,115.9149823
p3,summ,hdd,2030,119.825294
p3,summ,hdd,2032,126.7098674
p3,summ,hdd,2034,130.7877332
p3,summ,hdd,2036,127.4104849
p3,summ,hdd,2038,126.1249082
p3,summ,hdd,2040,126.2616659
p3,summ,hdd,2042,130.1839315
p3,summ,hdd,2044,134.7465608
p3,summ,hdd,2046,135.7660055
p3,summ,hdd,2048,146.1600545
p3,summ,hdd,2050,149.1980896
p3,fall,cdd,2010,14.66781056
p3,fall,cdd,2012,14.15133264
p3,fall,cdd,2014,12.63188184
p3,fall,cdd,2016,14.35988558
p3,fall,cdd,2018,15.26337537
p3,fall,cdd,2020,15.75693035
p3,fall,cdd,2022,15.9103273
p3,fall,cdd,2024,16.70460383
p3,fall,cdd,2026,14.02805735
p3,fall,cdd,2028,19.12563465
p3,fall,cdd,2030,16.90050736
p3,fall,cdd,2032,16.90925783
p3,fall,cdd,2034,17.74198058
p3,fall,cdd,2036,17.74381933
p3,fall,cdd,2038,16.20471316
p3,fall,cdd,2040,17.31366865
p3,fall,cdd,2042,20.94830728
p3,fall,cdd,2044,22.24487597
p3,fall,cdd,2046,21.32493783
p3,fall,cdd,2048,16.65865327
p3,fall,cdd,2050,18.25608606
p3,fall,hdd,2010,417.7903394
p3,fall,hdd,2012,418.6804448
p3,fall,hdd,2014,424.371712
p3,fall,hdd,2016,408.8798504
p3,fall,hdd,2018,407.5641449
p3,fall,hdd,2020,405.1763263
p3,fall,hdd,2022,410.0799467
p3,fall,hdd,2024,405.9329588
p3,fall,hdd,2026,403.4094361
p3,fall,hdd,2028,401.6737872
p3,fall,hdd,2030,411.7044056
p3,fall,hdd,2032,415.0839081
p3,fall,hdd,2034,409.5867992
p3,fall,hdd,2036,410.9640759
p3,fall,hdd,2038,414.8371637
p3,fall,hdd,2040,412.2130632
p3,fall,hdd,2042,404.1038852
p3,fall,hdd,2044,399.5827061
p3,fall,hdd,2046,412.8434037
p3,fall,hdd,2048,419.5704472
p3,fall,hdd,2050,421.9291646
p3,wint,cdd,2010,0
p3,wint,cdd,2012,0
p3,wint,cdd,2014,0
p3,wint,cdd,2016,0
p3,wint,cdd,2018,0
p3,wint,cdd,2020,0
p3,wint,cdd,2022,0
p3,wint,cdd,2024,0
p3,wint,cdd,2026,0
p3,wint,cdd,2028,0
p3,wint,cdd,2030,0
p3,wint,cdd,2032,0
p3,wint,cdd,2034,0
p3,wint,cdd,2036,0
p3,wint,cdd,2038,0
p3,wint,cdd,2040,0
p3,wint,cdd,2042,0
p3,wint,cdd,2044,0
p3,wint,cdd,2046,0
p3,wint,cdd,2048,0
p3,wint,cdd,2050,0
p3,wint,hdd,2010,2296.78139
p3,wint,hdd,2012,2264.968253
p3,wint,hdd,2014,2297.851187
p3,wint,hdd,2016,2277.126589
p3,wint,hdd,2018,2289.207861
p3,wint,hdd,2020,2272.583214
p3,wint,hdd,2022,2269.991268
p3,wint,hdd,2024,2256.100965
p3,wint,hdd,2026,2264.051669
p3,wint,hdd,2028,2292.515999
p3,wint,hdd,2030,2274.684016
p3,wint,hdd,2032,2294.645093
p3,wint,hdd,2034,2266.563188
p3,wint,hdd,2036,2282.556436
p3,wint,hdd,2038,2299.256838
p3,wint,hdd,2040,2316.646568
p3,wint,hdd,2042,2336.289524
p3,wint,hdd,2044,2329.73407
p3,wint,hdd,2046,2317.251562
p3,wint,hdd,2048,2298.012047
p3,wint,hdd,2050,2304.196536
p4,spri,cdd,2010,20.95916859
p4,spri,cdd,2012,23.31955694
p4,spri,cdd,2014,25.36020435
p4,spri,cdd,2016,27.04002266
p4,spri,cdd,2018,28.09172849
p4,spri,cdd,2020,27.61292343
p4,spri,cdd,2022,26.23940846
p4,spri,cdd,2024,24.79638618
p4,spri,cdd,2026,25.31820293
p4,spri,cdd,2028,22.24439139
p4,spri,cdd,2030,18.6126089
p4,spri,cdd,2032,17.86439847
p4,spri,cdd,2034,15.53918015
p4,spri,cdd,2036,13.31652643
p4,spri,cdd,2038,10.83353815
p4,spri,cdd,2040,12.92234286
p4,spri,cdd,2042,13.51795981
p4,spri,cdd,2044,16.78609134
p4,spri,cdd,2046,15.88415795
p4,spri,cdd,2048,16.71005229
p4,spri,cdd,2050,17.27991428
p4,spri,hdd,2010,601.0997706
p4,spri,hdd,2012,591.5764103
p4,spri,hdd,2014,578.4668403
p4,spri,hdd,2016,549.8604639
p4,spri,hdd,2018,555.4350907
p4,spri,hdd,2020,550.0751074
p4,spri,hdd,2022,551.1335109
p4,spri,hdd,2024,568.1773358
p4,spri,hdd,2026,551.8379722
p4,spri,hdd,2028,574.2236322
p4,spri,hdd,2030,575.5601063
p4,spri,hdd,2032,576.8443485
p4,spri,hdd,2034,580.5900521
p4,spri,hdd,2036,591.2381947
p4,spri,hdd,2038,588.3333008
p4,spri,hdd,2040,581.116544
p4,spri,hdd,2042,586.9257001
p4,spri,hdd,2044,563.1637595
p4,spri,hdd,2046,579.6161204
p4,spri,hdd,2048,570.9880548
p4,spri,hdd,2050,566.1785698
p4,summ,cdd,2010,378.0074975
p4,summ,cdd,2012,390.8147263
p4,summ,cdd,2014,377.2369464
p4,summ,cdd,2016,373.996826
p4,summ,cdd,2018,364.498731
p4,summ,cdd,2020,377.1471888
p4,summ,cdd,2022,368.4339089
p4,summ,cdd,2024,373.5262972
p4,summ,cdd,2026,370.0803858
p4,summ,cdd,2028,357.4534427
p4,summ,cdd,2030,348.4311317
p4,summ,cdd,2032,347.0980146
p4,summ,cdd,2034,348.0658322
p4,summ,cdd,2036,349.9234141
p4,summ,cdd,2038,343.8839203
p4,summ,cdd,2040,337.0219507
p4,summ,cdd,2042,332.1750731
p4,summ,cdd,2044,319.971215
p4,summ,cdd,2046,322.8510289
p4,summ,cdd,2048,304.6821399
p4,summ,cdd,2050,297.7199973
p4,summ,hdd,2010,46.25327774
p4,summ,hdd,2012,42.41147521
p4,summ,hdd,2014,43.70577152
p4,summ,hdd,2016,41.96261477
p4,summ,hdd,2018,46.98863403
p4,summ,hdd,2020,45.71569444
p4,summ,hdd,2022,47.28258527
p4,summ,hdd,2024,43.17767221
p4,summ,hdd,2026,40.48153975
p4,summ,hdd,2028,38.77483038
p4,summ,hdd,2030,41.19778425
p4,summ,hdd,2032,46.35534978
p4,summ,hdd,2034,50.70608032
p4,summ,hdd,2036,49.32710205
p4,summ,hdd,2038,47.38640722
p4,summ,hdd,2040,46.40243525
p4,summ,hdd,2042,48.82719253
p4,summ,hdd,2044,50.72250463
p4,summ,hdd,2046,51.0995236
p4,summ,hdd,2048,57.36426734
p4,summ,hdd,2050,58.68179968
p4,fall,cdd,2010,34.8916444
p4,fall,cdd,2012,34.65710557
p4,fall,cdd,2014,32.04202648
p4,fall,cdd,2016,35.60339964
p4,fall,cdd,2018,37.53802618
p4,fall,cdd,2020,39.87299572
p4,fall,cdd,2022,40.28631763
p4,fall,cdd,2024,43.08265624
p4,fall,cdd,2026,39.70337137
p4,fall,cdd,2028,46.56255312
p4,fall,cdd,2030,41.40667176
p4,fall,cdd,2032,41.79152089
p4,fall,cdd,2034,43.25445315
p4,fall,cdd,2036,43.62020712
p4,fall,cdd,2038,40.50034397
p4,fall,cdd,2040,42.21236082
p4,fall,cdd,2042,49.46401807
p4,fall,cdd,2044,51.9360904
p4,fall,cdd,2046,49.66612541
p4,fall,cdd,2048,44.26132757
p4,fall,cdd,2050,47.04912854
p4,fall,hdd,2010,288.6485065
p4,fall,hdd,2012,290.0950524
p4,fall,hdd,2014,292.9218071
p4,fall,hdd,2016,277.089935
p4,fall,hdd,2018,277.0348501
p4,fall,hdd,2020,275.8383057
p4,fall,hdd,2022,282.2011447
p4,fall,hdd,2024,278.8430182
p4,fall,hdd,2026,275.0299118
p4,fall,hdd,2028,277.7792146
p4,fall,hdd,2030,285.5226583
p4,fall,hdd,2032,289.3032097
p4,fall,hdd,2034,287.3348588
p4,fall,hdd,2036,290.0889309
p4,fall,hdd,2038,293.7911792
p4,fall,hdd,2040,293.4523449
p4,fall,hdd,2042,288.5792307
p4,fall,hdd,2044,286.869091
p4,fall,hdd,2046,298.3722687
p4,fall,hdd,2048,301.9219252
p4,fall,hdd,2050,304.4915474
p4,wint,cdd,2010,0
p4,wint,cdd,2012,0
p4,wint,cdd,2014,0
p4,wint,cdd,2016,0
p4,wint,cdd,2018,0
p4,wint,cdd,2020,0
p4,wint,cdd,2022,0
p4,wint,cdd,2024,0
p4,wint,cdd,2026,0
p4,wint,cdd,2028,0
p4,wint,cdd,2030,0
p4,wint,cdd,2032,0
p4,wint,cdd,2034,0
p4,wint,cdd,2036,0
p4,wint,cdd,2038,0
p4,wint,cdd,2040,0
p4,wint,cdd,2042,0
p4,wint,cdd,2044,0
p4,wint,cdd,2046,0
p4,wint,cdd,2048,0
p4,wint,cdd,2050,0
p4,wint,hdd,2010,2004.380102
p4,wint,hdd,2012,1972.995728
p4,wint,hdd,2014,2003.588483
p4,wint,hdd,2016,1981.49724
p4,wint,hdd,2018,1991.068958
p4,wint,hdd,2020,1971.653631
p4,wint,hdd,2022,1970.436733
p4,wint,hdd,2024,1956.518723
p4,wint,hdd,2026,1963.977883
p4,wint,hdd,2028,1992.273167
p4,wint,hdd,2030,1975.180221
p4,wint,hdd,2032,1995.380014
p4,wint,hdd,2034,1970.916478
p4,wint,hdd,2036,1987.708912
p4,wint,hdd,2038,2006.331206
p4,wint,hdd,2040,2024.020693
p4,wint,hdd,2042,2041.841492
p4,wint,hdd,2044,2034.913832
p4,wint,hdd,2046,2024.352297
p4,wint,hdd,2048,2004.703837
p4,wint,hdd,2050,2009.939259
p5,spri,cdd,2010,3.990253976
p5,spri,cdd,2012,4.698277012
p5,spri,cdd,2014,4.890049921
p5,spri,cdd,2016,4.984898682
p5,spri,cdd,2018,5.767686801
p5,spri,cdd,2020,5.731679562
p5,spri,cdd,2022,5.69712703
p5,spri,cdd,2024,5.509532255
p5,spri,cdd,2026,5.631344669
p5,spri,cdd,2028,4.636366568
p5,spri,cdd,2030,3.402597877
p5,spri,cdd,2032,3.06314583
p5,spri,cdd,2034,2.874731534
p5,spri,cdd,2036,2.444316167
p5,spri,cdd,2038,0.836985394
p5,spri,cdd,2040,1.253713342
p5,spri,cdd,2042,1.324630202
p5,spri,cdd,2044,1.93007406
p5,spri,cdd,2046,1.808261646
p5,spri,cdd,2048,1.670800673
p5,spri,cdd,2050,1.636954939
p5,spri,hdd,2010,858.3250012
p5,spri,hdd,2012,849.97343
p5,spri,hdd,2014,839.4607806
p5,spri,hdd,2016,818.8270804
p5,spri,hdd,2018,819.0958428
p5,spri,hdd,2020,821.9733472
p5,spri,hdd,2022,825.1601573
p5,spri,hdd,2024,837.9778987
p5,spri,hdd,2026,827.1304072
p5,spri,hdd,2028,839.2465859
p5,spri,hdd,2030,847.7580669
p5,spri,hdd,2032,853.4633886
p5,spri,hdd,2034,858.2270253
p5,spri,hdd,2036,868.2774757
p5,spri,hdd,2038,866.7349292
p5,spri,hdd,2040,858.6173437
p5,spri,hdd,2042,863.8297666
p5,spri,hdd,2044,846.8190071
p5,spri,hdd,2046,853.719204
p5,spri,hdd,2048,851.9002846
p5,spri,hdd,2050,845.4379152
p5,summ,cdd,2010,195.0211882
p5,summ,cdd,2012,201.3565044
p5,summ,cdd,2014,192.4434487
p5,summ,cdd,2016,189.6438135
p5,summ,cdd,2018,186.7500523
p5,summ,cdd,2020,194.9628246
p5,summ,cdd,2022,187.7002091
p5,summ,cdd,2024,187.3043161
p5,summ,cdd,2026,187.3824193
p5,summ,cdd,2028,178.5350152
p5,summ,cdd,2030,175.6337653
p5,summ,cdd,2032,177.2550203
p5,summ,cdd,2034,180.7026483
p5,summ,cdd,2036,180.6570603
p5,summ,cdd,2038,174.3555704
p5,summ,cdd,2040,168.7924151
p5,summ,cdd,2042,169.6092254
p5,summ,cdd,2044,163.4935509
p5,summ,cdd,2046,165.9479345
p5,summ,cdd,2048,154.284449
p5,summ,cdd,2050,152.1531897
p5,summ,hdd,2010,127.7543619
p5,summ,hdd,2012,123.6707049
p5,summ,hdd,2014,127.555357
p5,summ,hdd,2016,130.326624
p5,summ,hdd,2018,136.1696324
p5,summ,hdd,2020,134.6333581
p5,summ,hdd,2022,137.6605793
p5,summ,hdd,2024,130.3043346
p5,summ,hdd,2026,124.4318566
p5,summ,hdd,2028,123.8646108
p5,summ,hdd,2030,127.7974832
p5,summ,hdd,2032,132.0844388
p5,summ,hdd,2034,137.4396908
p5,summ,hdd,2036,135.6284478
p5,summ,hdd,2038,137.4256673
p5,summ,hdd,2040,136.6854375
p5,summ,hdd,2042,137.0373542
p5,summ,hdd,2044,142.5624455
p5,summ,hdd,2046,145.3105603
