r,t,Value
p59,2026,1.5810838630000001
p59,2028,1.571581149
p59,2030,1.5085715869999998
p59,2032,1.370584901
p59,2034,1.306813705
p59,2036,1.18959893
p59,2038,1.134798445
p59,2040,1.173634028
p59,2042,1.145091801
p59,2044,1.090201464
p59,2046,1.064697194
p59,2048,1.003792992
p59,2050,0.949456635
p60,2010,1.0
p60,2012,1.5801421999999998
p60,2014,1.645245602
p60,2016,1.7230493999999998
p60,2018,1.6025147180000001
p60,2020,1.5680916459999998
p60,2022,1.506899983
p60,2024,1.6239076469999998
p60,2026,1.4965028619999998
p60,2028,1.916178173
p60,2030,2.205060177
p60,2032,1.8903940540000002
p60,2034,1.728710821
p60,2036,1.967178962
p60,2038,2.054556308
p60,2040,2.077837813
p60,2042,2.14682446
p60,2044,1.879220555
p60,2046,1.877387999
p60,2048,1.5416514369999998
p60,2050,1.18609397
p61,2010,1.0
p61,2012,1.541167653
p61,2014,1.6605066080000002
p61,2016,1.815871183
p61,2018,1.820448866
p61,2020,1.844398066
p61,2022,1.850935065
p61,2024,1.88493629
p61,2026,1.7683977709999998
p61,2028,1.926985086
p61,2030,1.895013992
p61,2032,1.6677615369999998
p61,2034,1.516203653
p61,2036,1.426037191
p61,2038,1.4340498609999999
p61,2040,1.476390158
p61,2042,1.4749582819999998
p61,2044,1.3463322919999998
p61,2046,1.3398398759999999
p61,2048,1.155962375
p61,2050,1.065430252
p62,2010,1.0
p62,2012,1.761521533
p62,2014,2.09223949
p62,2016,2.252941025
p62,2018,2.197334671
p62,2020,2.206738385
p62,2022,2.190510778
p62,2024,2.3271066990000002
p62,2026,2.006316505
p62,2028,3.8196821739999995
p62,2030,3.8838587319999998
p62,2032,3.517470602
p62,2034,3.1426501410000003
p62,2036,3.477146797
p62,2038,3.548320804
p62,2040,3.655554975
p62,2042,3.6216350889999998
p62,2044,3.159009792
p62,2046,3.238947744
p62,2048,1.3857597069999998
p62,2050,1.141253439
p63,2010,1.0
p63,2012,1.193035492
p63,2014,1.154837635
p63,2016,1.164192408
p63,2018,1.1310912990000002
p63,2020,1.12264741
p63,2022,1.075938909
p63,2024,1.085882931
p63,2026,0.9834789509999999
p63,2028,0.9611424009999999
p63,2030,1.058531549
p63,2032,0.955358879
p63,2034,1.004224527
p63,2036,0.9473069559999999
p63,2038,0.9369178909999999
p63,2040,0.940849754
p63,2042,0.9551167190000001
p63,2044,0.871450996
p63,2046,0.879779104
p63,2048,0.9495480559999999
p63,2050,0.841016654
p64,2010,1.0
p64,2012,1.159040572
p64,2014,1.141405963
p64,2016,1.167203536
p64,2018,1.1672004390000001
p64,2020,1.1687293509999999
p64,2022,1.099129236
p64,2024,1.058067264
p64,2026,0.97621128
p64,2028,0.943807437
p64,2030,1.003583474
p64,2032,0.8801883079999999
p64,2034,0.9013795609999999
p64,2036,0.855681125
p64,2038,0.821387105
p64,2040,0.789429353
p64,2042,0.7809547859999999
p64,2044,0.7426077209999999
p64,2046,0.7581094429999999
p64,2048,0.799938849
p64,2050,0.7129636970000001
p65,2010,1.0
p65,2012,1.2277503509999999
p65,2014,1.269490313
p65,2016,1.3453536190000002
p65,2018,1.350479397
p65,2020,1.37070219
p65,2022,1.292023369
p65,2024,1.248173316
p65,2026,1.17041762
p65,2028,1.186871498
p65,2030,1.1761453640000001
p65,2032,1.040436339
p65,2034,0.988766445
p65,2036,0.932882552
p65,2038,0.874067771
p65,2040,0.872798631
p65,2042,0.930698148
p65,2044,0.922360295
p65,2046,0.959016385
p65,2048,0.94421907
p65,2050,0.897666295
p66,2010,1.0
p66,2012,0.8676270979999999
p66,2014,0.8422204590000001
p66,2016,0.8563818409999999
p66,2018,0.8477734709999999
p66,2020,0.896982334
p66,2022,0.8655552809999999
p66,2024,0.851555704
p66,2026,0.786913265
p66,2028,0.7463622520000001
p66,2030,0.770205716
p66,2032,0.6947086020000001
p66,2034,0.7314349990000001
p66,2036,0.6875201129999999
p66,2038,0.661229461
p66,2040,0.64796917
p66,2042,0.629528131
p66,2044,0.6417830210000001
p66,2046,0.651900114
p66,2048,0.68373506
p66,2050,0.640799468
p67,2010,1.0
p67,2012,0.960321825
p67,2014,0.931302145
p67,2016,0.943746896
p67,2018,0.954087665
p67,2020,0.985436222
p67,2022,0.93459156
p67,2024,0.9054982429999999
p67,2026,0.8315446670000001
p67,2028,0.78698473
p67,2030,0.8335131920000001
p67,2032,0.750899435
p67,2034,0.789545556
p67,2036,0.74965429
p67,2038,0.695693298
p67,2040,0.670185585
p67,2042,0.660039326
p67,2044,0.6559890970000001
p67,2046,0.6730801909999999
p67,2048,0.7058086929999999
p67,2050,0.640992693
p68,2010,1.0
p68,2012,1.029114587
p68,2014,0.959064085
p68,2016,0.927838704
p68,2018,0.93423999
p68,2020,0.944140117
p68,2022,0.9283507440000001
p68,2024,0.977455673
p68,2026,0.9411156079999999
p68,2028,1.012862997
p68,2030,1.050516318
p68,2032,1.064534202
p68,2034,1.084385447
p68,2036,1.107428987
p68,2038,1.082806213
p68,2040,1.075782933
p68,2042,1.037596537
p68,2044,1.037696857
p68,2046,1.038979469
p68,2048,1.046446708
p68,2050,1.04881968
p69,2010,1.0
p69,2012,1.073490662
p69,2014,1.011155034
p69,2016,0.9829561290000001
p69,2018,1.001789316
p69,2020,1.027043031
p69,2022,1.019587428
p69,2024,1.054952036
p69,2026,1.034127278
p69,2028,1.106867355
p69,2030,1.14845265
p69,2032,1.163492638
p69,2034,1.193630378
p69,2036,1.215684531
p69,2038,1.186978948
p69,2040,1.173277216
p69,2042,1.103141276
p69,2044,1.098720914
p69,2046,1.100927983
p69,2048,1.1169002940000001
p69,2050,1.123556981
p70,2010,1.0
p70,2012,1.0396560959999999
p70,2014,0.97493208
p70,2016,0.9459137209999999
p70,2018,0.9550671390000001
p70,2020,0.963808322
p70,2022,0.948196354
p70,2024,0.99195071
p70,2026,0.9595586909999999
p70,2028,1.026248071
p70,2030,1.067506828
p70,2032,1.0858937
p70,2034,1.1071599079999999
p70,2036,1.123430114
p70,2038,1.098053341
p70,2040,1.094046334
p70,2042,1.047535838
p70,2044,1.039675341
p70,2046,1.04447638
p70,2048,1.058806478
p70,2050,1.061834549
p71,2010,1.0
p71,2012,1.109106049
p71,2014,1.038137608
p71,2016,1.022438971
p71,2018,1.013226958
p71,2020,1.0534222420000001
p71,2022,1.027468524
p71,2024,1.067747381
p71,2026,1.031847094
p71,2028,1.1070147129999999
p71,2030,1.162971074
p71,2032,1.147959023
p71,2034,1.206485477
p71,2036,1.2263325840000001
p71,2038,1.212873336
p71,2040,1.189342747
p71,2042,1.1059194940000001
p71,2044,1.093056768
p71,2046,1.0975685609999999
p71,2048,1.141040234
p71,2050,1.157866797
p72,2010,1.0
p72,2012,1.13351028
p72,2014,1.060585213
p72,2016,1.072223566
p72,2018,1.04391861
p72,2020,1.0649818359999998
p72,2022,1.042960429
p72,2024,1.0655848620000001
p72,2026,1.02181497
p72,2028,1.064007565
p72,2030,1.123010864
p72,2032,1.086985747
p72,2034,1.147632935
p72,2036,1.15804494
p72,2038,1.152102698
p72,2040,1.1528759640000001
p72,2042,1.110342585
p72,2044,1.093785637
p72,2046,1.081354952
p72,2048,1.119892058
p72,2050,1.119844529
p73,2010,1.0
p73,2012,1.146454927
p73,2014,1.148239064
p73,2016,1.163827225
p73,2018,1.112828485
p73,2020,1.12692231
p73,2022,1.077636696
p73,2024,1.092884026
p73,2026,1.015648883
p73,2028,1.000722645
p73,2030,1.0531640820000001
p73,2032,1.029616147
p73,2034,1.065145424
p73,2036,1.026454019
p73,2038,1.026383471
p73,2040,1.033834908
p73,2042,1.036020388
p73,2044,1.012982662
p73,2046,1.007483874
p73,2048,1.0952191059999998
p73,2050,1.0878319109999999
p74,2010,1.0
p74,2012,1.044288218
p74,2014,1.017093633
p74,2016,0.9851342329999999
p74,2018,0.993105005
p74,2020,0.9709317279999999
p74,2022,0.967432368
p74,2024,0.9866621999999999
p74,2026,0.94157657
p74,2028,0.9675605709999999
p74,2030,1.0014198429999999
p74,2032,1.042141496
p74,2034,1.036358847
p74,2036,1.049017241
p74,2038,1.048764204
p74,2040,1.063842808
p74,2042,1.045511595
p74,2044,1.030082963
p74,2046,1.062317107
p74,2048,1.074404482
p74,2050,1.049370455
p75,2010,1.0
p75,2012,1.0318745390000001
p75,2014,0.9894773309999999
p75,2016,0.9639428320000001
p75,2018,0.977846083
p75,2020,0.960158409
p75,2022,0.9471518240000001
p75,2024,0.979055461
p75,2026,0.9551593290000001
p75,2028,0.993625069
p75,2030,1.032559747
p75,2032,1.067938963
p75,2034,1.070219367
p75,2036,1.078358062
p75,2038,1.06017251
p75,2040,1.074232354
p75,2042,1.038365779
p75,2044,1.015158969
p75,2046,1.029758531
p75,2048,1.0523591140000002
p75,2050,1.040913611
p76,2010,1.0
p76,2012,1.034827148
p76,2014,0.992613005
p76,2016,0.9599930309999999
p76,2018,0.970954042
p76,2020,0.959520192
p76,2022,0.950913228
p76,2024,0.983078311
p76,2026,0.950969712
p76,2028,0.989329362
p76,2030,1.024502762
p76,2032,1.066245764
p76,2034,1.070543706
p76,2036,1.080366259
p76,2038,1.06507948
p76,2040,1.072629037
p76,2042,1.044432148
p76,2044,1.025746212
p76,2046,1.046722631
p76,2048,1.059482777
p76,2050,1.049788173
p77,2010,1.0
p77,2012,1.032608422
p77,2014,0.968775495
p77,2016,0.938786218
p77,2018,0.9479298540000001
p77,2020,0.9526551259999999
p77,2022,0.9373680040000001
p77,2024,0.981770375
p77,2026,0.947399467
p77,2028,1.011538335
p77,2030,1.051051336
p77,2032,1.072761174
p77,2034,1.0905862020000001
p77,2036,1.106660837
p77,2038,1.081246937
p77,2040,1.0791882240000001
p77,2042,1.038222027
p77,2044,1.030953594
p77,2046,1.037134998
p77,2048,1.04927036
p77,2050,1.050904395
p78,2010,1.0
p78,2012,1.041749721
p78,2014,1.002946372
p78,2016,0.996037965
p78,2018,1.003904822
p78,2020,0.9965064020000001
p78,2022,0.97443831
p78,2024,1.004723603
p78,2026,1.002838006
p78,2028,1.044868628
p78,2030,1.090102657
p78,2032,1.111117197
p78,2034,1.119168398
p78,2036,1.117446973
p78,2038,1.097648806
p78,2040,1.107858704
p78,2042,1.06270667
p78,2044,1.029036504
p78,2046,1.02257931
p78,2048,1.056037144
p78,2050,1.052906905
p79,2010,1.0
p79,2012,1.0316000840000001
p79,2014,0.992033533
p79,2016,0.984541566
p79,2018,0.995325969
p79,2020,0.978699902
p79,2022,0.957242618
p79,2024,0.9869064790000001
p79,2026,0.9837049720000001
p79,2028,1.023940575
p79,2030,1.06574425
p79,2032,1.089888142
p79,2034,1.092938231
p79,2036,1.091554106
p79,2038,1.069907929
p79,2040,1.084391956
p79,2042,1.041102035
p79,2044,1.010134715
p79,2046,1.008320814
p79,2048,1.042280583
p79,2050,1.03675396
p80,2010,1.0
p80,2012,1.052421797
p80,2014,1.021234638
p80,2016,1.015323196
p80,2018,1.020835932
p80,2020,1.0245954290000001
p80,2022,0.999737348
p80,2024,1.034507294
p80,2026,1.028189407
p80,2028,1.068887612
p80,2030,1.12171243
p80,2032,1.128230724
p80,2034,1.144728086
p80,2036,1.145030191
p80,2038,1.131921186
p80,2040,1.140741504
p80,2042,1.109270521
p80,2044,1.058628997
p80,2046,1.0400556909999998
p80,2048,1.075633142
p80,2050,1.076930741
p81,2010,1.0
p81,2012,1.051395598
p81,2014,1.0170934740000002
p81,2016,1.008486315
p81,2018,1.003181465
p81,2020,1.01611653
p81,2022,0.986411837
p81,2024,1.004877754
p81,2026,0.982185605
p81,2028,1.026862833
p81,2030,1.063651014
p81,2032,1.0575272820000001
p81,2034,1.07663908
p81,2036,1.080894463
p81,2038,1.073506772
p81,2040,1.08222874
p81,2042,1.0612031709999998
p81,2044,1.051790928
p81,2046,1.052709262
p81,2048,1.07697098
p81,2050,1.085447225
p82,2010,1.0
p82,2012,1.103714934
p82,2014,1.080541592
p82,2016,1.077730035
p82,2018,1.065064335
p82,2020,1.087532456
p82,2022,1.0526399370000001
p82,2024,1.083458641
p82,2026,1.048226417
p82,2028,1.077276466
p82,2030,1.143806582
p82,2032,1.131084725
p82,2034,1.182858668
p82,2036,1.179351685
p82,2038,1.17641432
p82,2040,1.179087105
p82,2042,1.15900659
p82,2044,1.090515792
p82,2046,1.065309504
p82,2048,1.107551892
p82,2050,1.115228426
p83,2010,1.0
p83,2012,1.075460874
p83,2014,1.052714659
p83,2016,1.047421347
p83,2018,1.048462305
p83,2020,1.066285656
p83,2022,1.035324497
p83,2024,1.073464188
p83,2026,1.0530327990000001
p83,2028,1.091670449
p83,2030,1.155809991
p83,2032,1.14151633
p83,2034,1.175173511
p83,2036,1.178987096
p83,2038,1.173854166
p83,2040,1.183978554
p83,2042,1.173908545
p83,2044,1.09907091
p83,2046,1.06779974
p83,2048,1.1076044
p83,2050,1.117602617
p84,2010,1.0
p84,2012,1.076792202
p84,2014,1.04369643
p84,2016,1.049232916
p84,2018,1.025088325
p84,2020,1.043151928
p84,2022,1.010975322
p84,2024,1.018509426
p84,2026,0.9831216970000001
p84,2028,1.0120310270000001
p84,2030,1.0475133970000001
p84,2032,1.015499293
p84,2034,1.044710651
p84,2036,1.045366196
p84,2038,1.043562831
p84,2040,1.055223193
p84,2042,1.038473822
p84,2044,1.039563751
p84,2046,1.0382220690000001
p84,2048,1.073111043
p84,2050,1.076338987
p85,2010,1.0
p85,2012,1.085528379
p85,2014,1.051945282
p85,2016,1.0607322270000001
p85,2018,1.033257881
p85,2020,1.051607095
p85,2022,1.017424721
p85,2024,1.02731314
p85,2026,0.9768887740000001
p85,2028,0.9887263470000001
p85,2030,1.027005961
p85,2032,0.9876982129999999
p85,2034,1.023364258
p85,2036,1.007812747
p85,2038,1.003407392
p85,2040,1.014086866
p85,2042,1.000769215
p85,2044,0.992453116
p85,2046,0.991460413
p85,2048,1.041657276
p85,2050,1.033078803
p86,2010,1.0
p86,2012,1.075433878
p86,2014,1.042661607
p86,2016,1.049774969
p86,2018,1.0234425679999999
p86,2020,1.043004177
p86,2022,1.0096173640000001
p86,2024,1.0185157040000001
p86,2026,0.9741690890000001
p86,2028,0.991859119
p86,2030,1.027439127
p86,2032,0.991524305
p86,2034,1.023925218
p86,2036,1.0151256640000001
p86,2038,1.012301705
p86,2040,1.023285995
p86,2042,1.008672308
p86,2044,1.005852758
p86,2046,1.004389248
p86,2048,1.047746013
p86,2050,1.043938628
p87,2010,1.0
p87,2012,1.070880937
p87,2014,1.0384747220000001
p87,2016,1.044216913
p87,2018,1.019092229
p87,2020,1.038420581
p87,2022,1.0061201
p87,2024,1.01406579
p87,2026,0.9741914620000001
p87,2028,0.996551222
p87,2030,1.0310863209999999
p87,2032,0.9966198709999999
p87,2034,1.026620206
p87,2036,1.022288191
p87,2038,1.019901633
p87,2040,1.031669889
p87,2042,1.0162045690000001
p87,2044,1.015816408
p87,2046,1.0147761579999999
p87,2048,1.053275695
p87,2050,1.052175066
p88,2010,1.0
p88,2012,0.934092025
p88,2014,0.9182673140000001
p88,2016,0.906722583
p88,2018,0.8768004629999999
p88,2020,0.914431235
p88,2022,0.8974714
p88,2024,0.899470966
p88,2026,0.8551497029999999
p88,2028,0.841336885
p88,2030,0.8379205059999999
p88,2032,0.781168557
p88,2034,0.788121617
p88,2036,0.77170514
p88,2038,0.7734240170000001
p88,2040,0.789546876
p88,2042,0.7681408809999999
p88,2044,0.782315588
p88,2046,0.784758802
p88,2048,0.821270555
p88,2050,0.798273949
p89,2010,1.0
p89,2012,0.927162678
p89,2014,0.913538355
p89,2016,0.900155028
p89,2018,0.8718308859999999
p89,2020,0.9066441940000001
p89,2022,0.891023681
p89,2024,0.891339592
p89,2026,0.849656823
p89,2028,0.836760594
p89,2030,0.8286453709999999
p89,2032,0.768587309
p89,2034,0.769939632
p89,2036,0.756365444
p89,2038,0.756920605
p89,2040,0.775010503
p89,2042,0.751941031
p89,2044,0.77077482
p89,2046,0.775285353
p89,2048,0.811873086
p89,2050,0.791789636
p90,2010,1.0
p90,2012,0.9261609479999999
p90,2014,0.9199744259999999
p90,2016,0.907775953
p90,2018,0.881551729
p90,2020,0.905357215
p90,2022,0.8841989659999999
p90,2024,0.8818469990000001
p90,2026,0.843568069
p90,2028,0.827129655
p90,2030,0.8040120559999999
p90,2032,0.729969093
p90,2034,0.7215926159999999
p90,2036,0.713580987
p90,2038,0.710193435
p90,2040,0.7273988579999999
p90,2042,0.701334699
p90,2044,0.736130851
p90,2046,0.743730239
p90,2048,0.7838190690000001
p90,2050,0.7726460390000001
p91,2010,1.0
p91,2012,0.9052344040000001
p91,2014,0.882699482
p91,2016,0.8900164909999999
p91,2018,0.8690717990000001
p91,2020,0.8768811870000001
p91,2022,0.854401965
p91,2024,0.8646568000000001
p91,2026,0.834202867
p91,2028,0.809982144
p91,2030,0.780491585
p91,2032,0.6854940629999999
p91,2034,0.687847123
p91,2036,0.672591198
p91,2038,0.673723849
p91,2040,0.687911169
p91,2042,0.669195949
p91,2044,0.699946918
p91,2046,0.692355795
p91,2048,0.73010399
p91,2050,0.726948403
p92,2010,1.0
p92,2012,1.068488041
p92,2014,1.038566706
p92,2016,1.0432064540000001
p92,2018,1.019360755
p92,2020,1.037525193
p92,2022,1.004894882
p92,2024,1.01043365
p92,2026,0.975482273
p92,2028,1.002784416
p92,2030,1.034414178
p92,2032,1.0013384909999998
p92,2034,1.027037019
p92,2036,1.027912919
p92,2038,1.025640336
p92,2040,1.037807448
p92,2042,1.022618218
p92,2044,1.027855282
p92,2046,1.027799993
p92,2048,1.061444452
p92,2050,1.06411379
p93,2010,1.0
p93,2012,1.050142638
p93,2014,1.0332071870000001
p93,2016,1.037937605
p93,2018,1.013553123
p93,2020,1.031114324
p93,2022,0.995187423
p93,2024,0.993255074
p93,2026,0.9604761140000001
p93,2028,0.982549377
p93,2030,1.005599886
p93,2032,0.970120937
p93,2034,0.9857602959999999
p93,2036,0.9839149140000001
p93,2038,0.984044218
p93,2040,1.0010843759999999
p93,2042,0.9953499720000001
p93,2044,1.009446721
p93,2046,1.0133006740000001
p93,2048,1.045922042
p93,2050,1.0489118659999999
p94,2010,1.0
p94,2012,0.968368296
p94,2014,0.962819118
p94,2016,0.961494999
p94,2018,0.933951302
p94,2020,0.941794444
p94,2022,0.9178126870000001
p94,2024,0.917374056
p94,2026,0.8835965590000001
p94,2028,0.854446037
p94,2030,0.8160526309999999
p94,2032,0.719159223
p94,2034,0.718583098
p94,2036,0.716996892
p94,2038,0.708570129
p94,2040,0.7137663870000001
p94,2042,0.69837243
p94,2044,0.7463304940000001
p94,2046,0.745235744
p94,2048,0.7902768170000001
p94,2050,0.788841438
p95,2010,1.0
p95,2012,1.03753805
p95,2014,1.0562638690000001
p95,2016,1.04826844
p95,2018,1.011791546
p95,2020,1.022934029
p95,2022,0.983545267
p95,2024,0.970488653
p95,2026,0.9309236009999999
p95,2028,0.914406066
p95,2030,0.876085439
p95,2032,0.806217635
p95,2034,0.787647117
p95,2036,0.789352168
p95,2038,0.76454709
p95,2040,0.766001585
p95,2042,0.768240734
p95,2044,0.839646778
p95,2046,0.854811764
p95,2048,0.902987276
p95,2050,0.913570867
p96,2010,1.0
p96,2012,1.03210813
p96,2014,1.047311736
p96,2016,1.04197108
p96,2018,1.00707185
p96,2020,1.016201661
p96,2022,0.9849720240000001
p96,2024,0.975226887
p96,2026,0.936265903
p96,2028,0.916905913
p96,2030,0.878202287
p96,2032,0.7978978179999999
p96,2034,0.786208818
p96,2036,0.79009366
p96,2038,0.759385592
p96,2040,0.755203339
p96,2042,0.760803494
p96,2044,0.830886397
p96,2046,0.8448429040000001
p96,2048,0.8921162690000001
p96,2050,0.90652776
p97,2010,1.0
p97,2012,1.031569026
p97,2014,1.049655897
p97,2016,1.047747332
p97,2018,1.01338032
p97,2020,1.025467975
p97,2022,0.987360699
p97,2024,0.9666845159999999
p97,2026,0.936559245
p97,2028,0.9252181490000001
p97,2030,0.893516155
p97,2032,0.8351730829999999
p97,2034,0.8179465020000001
p97,2036,0.8217693540000001
p97,2038,0.7982169590000001
p97,2040,0.80133165
p97,2042,0.813031767
p97,2044,0.88603982
p97,2046,0.903806277
p97,2048,0.9452222840000001
p97,2050,0.9584605159999999
p98,2010,1.0
p98,2012,1.041629182
p98,2014,1.054024204
p98,2016,1.055414467
p98,2018,1.01750497
p98,2020,1.0277571490000001
p98,2022,0.998766365
p98,2024,0.975932102
p98,2026,0.9433012759999999
p98,2028,0.9252926440000001
p98,2030,0.893774491
p98,2032,0.826857363
p98,2034,0.821933977
p98,2036,0.834673242
p98,2038,0.7919379459999999
p98,2040,0.784445374
p98,2042,0.809204942
p98,2044,0.8895655309999999
p98,2046,0.914886346
p98,2048,0.9634604309999999
p98,2050,0.99128516
p99,2010,1.0
p99,2012,1.043747775
p99,2014,1.049298954
p99,2016,1.064649998
p99,2018,1.037999243
p99,2020,1.042399837
p99,2022,1.007702413
p99,2024,0.98714804
p99,2026,0.986981491
p99,2028,0.989317943
p99,2030,0.98206503
p99,2032,0.947532587
p99,2034,0.935855715
p99,2036,0.9467032259999999
p99,2038,0.949418634
p99,2040,0.956885477
p99,2042,0.978561205
p99,2044,1.028490517
p99,2046,1.059435035
p99,2048,1.089464413
p99,2050,1.1095319559999999
p100,2010,1.0
p100,2012,1.044037536
p100,2014,1.041313672
p100,2016,1.0637563490000002
p100,2018,1.01625421
p100,2020,1.032124791
p100,2022,0.992516194
p100,2024,0.9434869690000001
p100,2026,0.94200807
p100,2028,0.946653458
p100,2030,0.933106401
p100,2032,0.8980073190000001
p100,2034,0.8967517009999999
p100,2036,0.914369236
p100,2038,0.904311269
p100,2040,0.90870088
p100,2042,0.936365043
p100,2044,1.018191512
p100,2046,1.055418197
p100,2048,1.103551613
p100,2050,1.141793495
p101,2010,1.0
p101,2012,0.9194287659999999
p101,2014,0.8880477170000001
p101,2016,0.9054508790000001
p101,2018,0.8869253020000001
p101,2020,0.881127102
p101,2022,0.856067248
p101,2024,0.867474257
p101,2026,0.841342687
p101,2028,0.805832161
p101,2030,0.774604546
p101,2032,0.678654975
p101,2034,0.7001405490000001
p101,2036,0.692345533
p101,2038,0.698465518
p101,2040,0.712566466
p101,2042,0.718209827
p101,2044,0.748229128
p101,2046,0.731051034
p101,2048,0.7613518029999999
p101,2050,0.759874244
p102,2010,1.0
p102,2012,1.002687762
p102,2014,1.013726099
p102,2016,1.034349519
p102,2018,1.016073929
p102,2020,0.9915744059999999
p102,2022,0.96628212
p102,2024,0.977320265
p102,2026,1.0200107859999998
p102,2028,0.841956422
p102,2030,0.8432917129999999
p102,2032,0.810777887
p102,2034,0.87498205
p102,2036,0.899934913
p102,2038,0.922529816
p102,2040,0.9319352259999999
p102,2042,0.969315763
p102,2044,0.9033225570000001
p102,2046,0.8408243790000001
p102,2048,0.8271854940000001
p102,2050,0.816023143
p103,2010,1.0
p103,2012,1.039804938
p103,2014,1.018021117
p103,2016,1.0054763420000001
p103,2018,1.009884534
p103,2020,0.993885138
p103,2022,0.984463482
p103,2024,1.010890995
p103,2026,0.981583523
p103,2028,1.009190057
p103,2030,1.045147131
p103,2032,1.066829669
p103,2034,1.063873145
p103,2036,1.0673659690000001
p103,2038,1.064695048
p103,2040,1.07866667
p103,2042,1.060319831
p103,2044,1.038217559
p103,2046,1.050941215
p103,2048,1.06883423
p103,2050,1.054561471
p104,2010,1.0
p104,2012,1.033709182
p104,2014,1.022102536
p104,2016,1.021474277
p104,2018,1.0282711629999999
p104,2020,1.029661983
p104,2022,1.009560648
p104,2024,1.054743865
p104,2026,1.0497612790000002
p104,2028,1.079612319
p104,2030,1.128462569
p104,2032,1.113112681
p104,2034,1.116440683
p104,2036,1.123496186
p104,2038,1.128376159
p104,2040,1.148093333
p104,2042,1.136328073
p104,2044,1.074905158
p104,2046,1.046401568
p104,2048,1.081997148
p104,2050,1.084567986
p105,2010,1.0
p105,2012,1.063715959
p105,2014,1.043692612
p105,2016,1.044186132
p105,2018,1.040793982
p105,2020,1.057405031
p105,2022,1.027514915
p105,2024,1.053392626
p105,2026,1.0264027470000001
p105,2028,1.0588106590000002
p105,2030,1.116356922
p105,2032,1.099449285
p105,2034,1.136189022
p105,2036,1.136271158
p105,2038,1.138178195
p105,2040,1.154066939
p105,2042,1.146442858
p105,2044,1.08703437
p105,2046,1.06597884
p105,2048,1.102245755
p105,2050,1.113002424
p106,2010,1.0
p106,2012,1.0361111570000001
p106,2014,1.023746098
p106,2016,1.03099036
p106,2018,1.031166035
p106,2020,1.044208168
p106,2022,1.019431292
p106,2024,1.0315397240000002
p106,2026,1.003258701
p106,2028,1.033458939
p106,2030,1.07778183
p106,2032,1.053072851
p106,2034,1.081341691
p106,2036,1.082431736
p106,2038,1.0952264840000001
p106,2040,1.1255449020000001
p106,2042,1.129205732
p106,2044,1.087577836
p106,2046,1.075366035
p106,2048,1.106105608
p106,2050,1.122729798
p107,2010,1.0
p107,2012,1.038077428
p107,2014,1.03291483
p107,2016,1.043560493
p107,2018,1.027598454
p107,2020,1.03882347
p107,2022,0.99929086
p107,2024,0.98486126
p107,2026,0.969545999
p107,2028,0.993185746
p107,2030,1.0105959709999999
p107,2032,0.980374572
p107,2034,0.9876750329999999
p107,2036,0.9869780429999999
p107,2038,0.9992423779999999
p107,2040,1.026920285
p107,2042,1.044702339
p107,2044,1.0559305909999999
p107,2046,1.062466076
p107,2048,1.085613577
p107,2050,1.1043052290000002
p108,2010,1.0
p108,2012,1.034040043
p108,2014,1.033758503
p108,2016,1.0439787090000001
p108,2018,1.0242034759999998
p108,2020,1.037678814
p108,2022,0.995924468
p108,2024,0.97969061
p108,2026,0.9599982690000001
p108,2028,0.9809696640000001
p108,2030,0.997808758
p108,2032,0.9664477490000001
p108,2034,0.9713346359999999
p108,2036,0.966200128
p108,2038,0.977679573
p108,2040,1.007048929
p108,2042,1.026521218
p108,2044,1.04338593
p108,2046,1.052684938
p108,2048,1.076864834
p108,2050,1.090744924
p109,2010,1.0
p109,2012,1.0346503009999999
p109,2014,1.032921684
p109,2016,1.04671655
p109,2018,1.025452907
p109,2020,1.0327879979999999
p109,2022,0.9885754240000001
p109,2024,0.960994699
p109,2026,0.956397917
p109,2028,0.978842813
p109,2030,0.979365734
p109,2032,0.945719567
p109,2034,0.939400008
p109,2036,0.942287825
p109,2038,0.95595008
p109,2040,0.9823446459999999
p109,2042,1.0069324290000001
p109,2044,1.045706723
p109,2046,1.061105376
p109,2048,1.078450364
p109,2050,1.100889538
p110,2010,1.0
p110,2012,1.004174728
p110,2014,1.02656687
p110,2016,1.033400301
p110,2018,0.997757571
p110,2020,1.012025205
p110,2022,0.961769158
p110,2024,0.9297882829999999
p110,2026,0.903693891
p110,2028,0.909254595
p110,2030,0.897946164
p110,2032,0.8533779020000001
p110,2034,0.835904402
p110,2036,0.839079728
p110,2038,0.833266609
p110,2040,0.857657208
p110,2042,0.8891633309999999
p110,2044,0.9600903940000001
p110,2046,0.987839103
p110,2048,1.018895586
p110,2050,1.03279777
p111,2010,1.0
p111,2012,1.0410901559999999
p111,2014,1.033516805
p111,2016,1.046012874
p111,2018,1.034846675
p111,2020,1.03815179
p111,2022,1.00049982
p111,2024,0.992966098
p111,2026,0.993786153
p111,2028,1.0185667459999999
p111,2030,1.024283986
p111,2032,0.991376919
p111,2034,0.984606962
p111,2036,0.989131168
p111,2038,1.008176404
p111,2040,1.031522508
p111,2042,1.048890307
p111,2044,1.0639787040000002
p111,2046,1.074107376
p111,2048,1.086638298
p111,2050,1.106051067
p112,2010,1.0
p112,2012,1.038321794
p112,2014,1.034756318
p112,2016,1.048432167
p112,2018,1.028846139
p112,2020,1.034077016
p112,2022,0.9914338309999999
p112,2024,0.967186841
p112,2026,0.965668168
p112,2028,0.9886873420000001
