wst,r,t,Value
fsu,p6,2040,1.129
fsu,p6,2042,1.13
fsu,p6,2044,1.128
fsu,p6,2046,1.124
fsu,p6,2048,1.1179999999999999
fsu,p6,2050,1.112
fsu,p7,2010,1.0
fsu,p7,2012,1.0090000000000001
fsu,p7,2014,1.02
fsu,p7,2016,1.03
fsu,p7,2018,1.042
fsu,p7,2020,1.053
fsu,p7,2022,1.063
fsu,p7,2024,1.075
fsu,p7,2026,1.09
fsu,p7,2028,1.1059999999999999
fsu,p7,2030,1.124
fsu,p7,2032,1.141
fsu,p7,2034,1.158
fsu,p7,2036,1.173
fsu,p7,2038,1.186
fsu,p7,2040,1.196
fsu,p7,2042,1.202
fsu,p7,2044,1.206
fsu,p7,2046,1.209
fsu,p7,2048,1.21
fsu,p7,2050,1.2109999999999999
fsu,p8,2010,1.0
fsu,p8,2012,1.021
fsu,p8,2014,1.045
fsu,p8,2016,1.07
fsu,p8,2018,1.094
fsu,p8,2020,1.1159999999999999
fsu,p8,2022,1.135
fsu,p8,2024,1.156
fsu,p8,2026,1.182
fsu,p8,2028,1.213
fsu,p8,2030,1.245
fsu,p8,2032,1.2770000000000001
fsu,p8,2034,1.307
fsu,p8,2036,1.3330000000000002
fsu,p8,2038,1.3530000000000002
fsu,p8,2040,1.364
fsu,p8,2042,1.3659999999999999
fsu,p8,2044,1.36
fsu,p8,2046,1.349
fsu,p8,2048,1.334
fsu,p8,2050,1.317
fsu,p9,2010,1.0
fsu,p9,2012,1.012
fsu,p9,2014,1.026
fsu,p9,2016,1.041
fsu,p9,2018,1.056
fsu,p9,2020,1.069
fsu,p9,2022,1.079
fsu,p9,2024,1.092
fsu,p9,2026,1.11
fsu,p9,2028,1.1320000000000001
fsu,p9,2030,1.157
fsu,p9,2032,1.181
fsu,p9,2034,1.204
fsu,p9,2036,1.2229999999999999
fsu,p9,2038,1.237
fsu,p9,2040,1.244
fsu,p9,2042,1.2409999999999999
fsu,p9,2044,1.232
fsu,p9,2046,1.218
fsu,p9,2048,1.2009999999999998
fsu,p9,2050,1.182
fsu,p10,2010,1.0
fsu,p10,2012,1.012
fsu,p10,2014,1.026
fsu,p10,2016,1.041
fsu,p10,2018,1.056
fsu,p10,2020,1.071
fsu,p10,2022,1.084
fsu,p10,2024,1.101
fsu,p10,2026,1.126
fsu,p10,2028,1.157
fsu,p10,2030,1.1909999999999998
fsu,p10,2032,1.226
fsu,p10,2034,1.2590000000000001
fsu,p10,2036,1.288
fsu,p10,2038,1.3090000000000002
fsu,p10,2040,1.3219999999999998
fsu,p10,2042,1.3219999999999998
fsu,p10,2044,1.3159999999999998
fsu,p10,2046,1.304
fsu,p10,2048,1.288
fsu,p10,2050,1.27
fsu,p11,2010,1.0
fsu,p11,2012,1.012
fsu,p11,2014,1.026
fsu,p11,2016,1.041
fsu,p11,2018,1.056
fsu,p11,2020,1.071
fsu,p11,2022,1.084
fsu,p11,2024,1.101
fsu,p11,2026,1.126
fsu,p11,2028,1.157
fsu,p11,2030,1.1909999999999998
fsu,p11,2032,1.226
fsu,p11,2034,1.2590000000000001
fsu,p11,2036,1.288
fsu,p11,2038,1.3090000000000002
fsu,p11,2040,1.3219999999999998
fsu,p11,2042,1.3219999999999998
fsu,p11,2044,1.3159999999999998
fsu,p11,2046,1.304
fsu,p11,2048,1.288
fsu,p11,2050,1.27
fsu,p12,2010,1.0
fsu,p12,2012,1.018
fsu,p12,2014,1.037
fsu,p12,2016,1.056
fsu,p12,2018,1.074
fsu,p12,2020,1.091
fsu,p12,2022,1.104
fsu,p12,2024,1.117
fsu,p12,2026,1.133
fsu,p12,2028,1.15
fsu,p12,2030,1.167
fsu,p12,2032,1.185
fsu,p12,2034,1.2
fsu,p12,2036,1.213
fsu,p12,2038,1.2229999999999999
fsu,p12,2040,1.228
fsu,p12,2042,1.227
fsu,p12,2044,1.222
fsu,p12,2046,1.213
fsu,p12,2048,1.202
fsu,p12,2050,1.189
fsu,p13,2010,1.0
fsu,p13,2012,1.018
fsu,p13,2014,1.037
fsu,p13,2016,1.056
fsu,p13,2018,1.074
fsu,p13,2020,1.091
fsu,p13,2022,1.104
fsu,p13,2024,1.117
fsu,p13,2026,1.133
fsu,p13,2028,1.15
fsu,p13,2030,1.167
fsu,p13,2032,1.185
fsu,p13,2034,1.2
fsu,p13,2036,1.213
fsu,p13,2038,1.2229999999999999
fsu,p13,2040,1.228
fsu,p13,2042,1.227
fsu,p13,2044,1.222
fsu,p13,2046,1.213
fsu,p13,2048,1.202
fsu,p13,2050,1.189
fsu,p14,2010,1.0
fsu,p14,2012,1.0070000000000001
fsu,p14,2014,1.015
fsu,p14,2016,1.022
fsu,p14,2018,1.03
fsu,p14,2020,1.037
fsu,p14,2022,1.043
fsu,p14,2024,1.051
fsu,p14,2026,1.0590000000000002
fsu,p14,2028,1.069
fsu,p14,2030,1.079
fsu,p14,2032,1.089
fsu,p14,2034,1.0979999999999999
fsu,p14,2036,1.1059999999999999
fsu,p14,2038,1.112
fsu,p14,2040,1.1159999999999999
fsu,p14,2042,1.1179999999999999
fsu,p14,2044,1.1179999999999999
fsu,p14,2046,1.1159999999999999
fsu,p14,2048,1.114
fsu,p14,2050,1.111
fsu,p15,2010,1.0
fsu,p15,2012,1.014
fsu,p15,2014,1.0290000000000001
fsu,p15,2016,1.044
fsu,p15,2018,1.0590000000000002
fsu,p15,2020,1.073
fsu,p15,2022,1.085
fsu,p15,2024,1.0979999999999999
fsu,p15,2026,1.113
fsu,p15,2028,1.13
fsu,p15,2030,1.147
fsu,p15,2032,1.1640000000000001
fsu,p15,2034,1.18
fsu,p15,2036,1.194
fsu,p15,2038,1.205
fsu,p15,2040,1.212
fsu,p15,2042,1.214
fsu,p15,2044,1.214
fsu,p15,2046,1.21
fsu,p15,2048,1.206
fsu,p15,2050,1.2
fsu,p16,2010,1.0
fsu,p16,2012,1.01
fsu,p16,2014,1.021
fsu,p16,2016,1.031
fsu,p16,2018,1.041
fsu,p16,2020,1.0490000000000002
fsu,p16,2022,1.056
fsu,p16,2024,1.062
fsu,p16,2026,1.069
fsu,p16,2028,1.0759999999999998
fsu,p16,2030,1.082
fsu,p16,2032,1.088
fsu,p16,2034,1.093
fsu,p16,2036,1.097
fsu,p16,2038,1.0979999999999999
fsu,p16,2040,1.097
fsu,p16,2042,1.094
fsu,p16,2044,1.087
fsu,p16,2046,1.079
fsu,p16,2048,1.07
fsu,p16,2050,1.0590000000000002
fsu,p17,2010,1.0
fsu,p17,2012,1.01
fsu,p17,2014,1.021
fsu,p17,2016,1.031
fsu,p17,2018,1.041
fsu,p17,2020,1.0490000000000002
fsu,p17,2022,1.056
fsu,p17,2024,1.062
fsu,p17,2026,1.069
fsu,p17,2028,1.0759999999999998
fsu,p17,2030,1.082
fsu,p17,2032,1.088
fsu,p17,2034,1.093
fsu,p17,2036,1.097
fsu,p17,2038,1.0979999999999999
fsu,p17,2040,1.097
fsu,p17,2042,1.094
fsu,p17,2044,1.087
fsu,p17,2046,1.079
fsu,p17,2048,1.07
fsu,p17,2050,1.0590000000000002
fsu,p18,2010,1.0
fsu,p18,2012,1.01
fsu,p18,2014,1.021
fsu,p18,2016,1.031
fsu,p18,2018,1.041
fsu,p18,2020,1.0490000000000002
fsu,p18,2022,1.056
fsu,p18,2024,1.062
fsu,p18,2026,1.069
fsu,p18,2028,1.0759999999999998
fsu,p18,2030,1.082
fsu,p18,2032,1.088
fsu,p18,2034,1.093
fsu,p18,2036,1.097
fsu,p18,2038,1.0979999999999999
fsu,p18,2040,1.097
fsu,p18,2042,1.094
fsu,p18,2044,1.087
fsu,p18,2046,1.079
fsu,p18,2048,1.07
fsu,p18,2050,1.0590000000000002
fsu,p19,2010,1.0
fsu,p19,2012,1.026
fsu,p19,2014,1.053
fsu,p19,2016,1.08
fsu,p19,2018,1.104
fsu,p19,2020,1.126
fsu,p19,2022,1.143
fsu,p19,2024,1.157
fsu,p19,2026,1.173
fsu,p19,2028,1.188
fsu,p19,2030,1.203
fsu,p19,2032,1.216
fsu,p19,2034,1.228
fsu,p19,2036,1.237
fsu,p19,2038,1.2429999999999999
fsu,p19,2040,1.246
fsu,p19,2042,1.244
fsu,p19,2044,1.239
fsu,p19,2046,1.2309999999999999
fsu,p19,2048,1.22
fsu,p19,2050,1.208
fsu,p20,2010,1.0
fsu,p20,2012,1.013
fsu,p20,2014,1.026
fsu,p20,2016,1.038
fsu,p20,2018,1.0490000000000002
fsu,p20,2020,1.058
fsu,p20,2022,1.0659999999999998
fsu,p20,2024,1.071
fsu,p20,2026,1.0759999999999998
fsu,p20,2028,1.079
fsu,p20,2030,1.082
fsu,p20,2032,1.083
fsu,p20,2034,1.084
fsu,p20,2036,1.083
fsu,p20,2038,1.082
fsu,p20,2040,1.079
fsu,p20,2042,1.0759999999999998
fsu,p20,2044,1.07
fsu,p20,2046,1.063
fsu,p20,2048,1.055
fsu,p20,2050,1.046
fsu,p21,2010,1.0
fsu,p21,2012,1.015
fsu,p21,2014,1.03
fsu,p21,2016,1.044
fsu,p21,2018,1.057
fsu,p21,2020,1.068
fsu,p21,2022,1.075
fsu,p21,2024,1.08
fsu,p21,2026,1.083
fsu,p21,2028,1.085
fsu,p21,2030,1.0859999999999999
fsu,p21,2032,1.0859999999999999
fsu,p21,2034,1.0859999999999999
fsu,p21,2036,1.084
fsu,p21,2038,1.083
fsu,p21,2040,1.081
fsu,p21,2042,1.078
fsu,p21,2044,1.074
fsu,p21,2046,1.069
fsu,p21,2048,1.063
fsu,p21,2050,1.057
fsu,p22,2010,1.0
fsu,p22,2012,1.01
fsu,p22,2014,1.021
fsu,p22,2016,1.031
fsu,p22,2018,1.041
fsu,p22,2020,1.0490000000000002
fsu,p22,2022,1.056
fsu,p22,2024,1.062
fsu,p22,2026,1.069
fsu,p22,2028,1.0759999999999998
fsu,p22,2030,1.082
fsu,p22,2032,1.088
fsu,p22,2034,1.093
fsu,p22,2036,1.097
fsu,p22,2038,1.0979999999999999
fsu,p22,2040,1.097
fsu,p22,2042,1.094
fsu,p22,2044,1.087
fsu,p22,2046,1.079
fsu,p22,2048,1.07
fsu,p22,2050,1.0590000000000002
fsu,p23,2010,1.0
fsu,p23,2012,1.01
fsu,p23,2014,1.021
fsu,p23,2016,1.031
fsu,p23,2018,1.041
fsu,p23,2020,1.0490000000000002
fsu,p23,2022,1.056
fsu,p23,2024,1.062
fsu,p23,2026,1.069
fsu,p23,2028,1.0759999999999998
fsu,p23,2030,1.082
fsu,p23,2032,1.088
fsu,p23,2034,1.093
fsu,p23,2036,1.097
fsu,p23,2038,1.0979999999999999
fsu,p23,2040,1.097
fsu,p23,2042,1.094
fsu,p23,2044,1.087
fsu,p23,2046,1.079
fsu,p23,2048,1.07
fsu,p23,2050,1.0590000000000002
fsu,p24,2010,1.0
fsu,p24,2012,1.015
fsu,p24,2014,1.03
fsu,p24,2016,1.044
fsu,p24,2018,1.057
fsu,p24,2020,1.068
fsu,p24,2022,1.075
fsu,p24,2024,1.08
fsu,p24,2026,1.083
fsu,p24,2028,1.085
fsu,p24,2030,1.0859999999999999
fsu,p24,2032,1.0859999999999999
fsu,p24,2034,1.0859999999999999
fsu,p24,2036,1.084
fsu,p24,2038,1.083
fsu,p24,2040,1.081
fsu,p24,2042,1.078
fsu,p24,2044,1.074
fsu,p24,2046,1.069
fsu,p24,2048,1.063
fsu,p24,2050,1.057
fsu,p25,2010,1.0
fsu,p25,2012,1.02
fsu,p25,2014,1.042
fsu,p25,2016,1.063
fsu,p25,2018,1.082
fsu,p25,2020,1.0979999999999999
fsu,p25,2022,1.11
fsu,p25,2024,1.121
fsu,p25,2026,1.131
fsu,p25,2028,1.1420000000000001
fsu,p25,2030,1.1520000000000001
fsu,p25,2032,1.161
fsu,p25,2034,1.17
fsu,p25,2036,1.176
fsu,p25,2038,1.181
fsu,p25,2040,1.183
fsu,p25,2042,1.182
fsu,p25,2044,1.179
fsu,p25,2046,1.173
fsu,p25,2048,1.166
fsu,p25,2050,1.158
fsu,p26,2010,1.0
fsu,p26,2012,1.02
fsu,p26,2014,1.042
fsu,p26,2016,1.063
fsu,p26,2018,1.082
fsu,p26,2020,1.0979999999999999
fsu,p26,2022,1.11
fsu,p26,2024,1.121
fsu,p26,2026,1.131
fsu,p26,2028,1.1420000000000001
fsu,p26,2030,1.1520000000000001
fsu,p26,2032,1.161
fsu,p26,2034,1.17
fsu,p26,2036,1.176
fsu,p26,2038,1.181
fsu,p26,2040,1.183
fsu,p26,2042,1.182
fsu,p26,2044,1.179
fsu,p26,2046,1.173
fsu,p26,2048,1.166
fsu,p26,2050,1.158
fsu,p27,2010,1.0
fsu,p27,2012,1.0170000000000001
fsu,p27,2014,1.035
fsu,p27,2016,1.053
fsu,p27,2018,1.069
fsu,p27,2020,1.082
fsu,p27,2022,1.091
fsu,p27,2024,1.0979999999999999
fsu,p27,2026,1.1059999999999999
fsu,p27,2028,1.113
fsu,p27,2030,1.12
fsu,p27,2032,1.127
fsu,p27,2034,1.1320000000000001
fsu,p27,2036,1.136
fsu,p27,2038,1.139
fsu,p27,2040,1.139
fsu,p27,2042,1.138
fsu,p27,2044,1.1340000000000001
fsu,p27,2046,1.128
fsu,p27,2048,1.12
fsu,p27,2050,1.112
fsu,p28,2010,1.0
fsu,p28,2012,1.026
fsu,p28,2014,1.052
fsu,p28,2016,1.078
fsu,p28,2018,1.102
fsu,p28,2020,1.122
fsu,p28,2022,1.137
fsu,p28,2024,1.149
fsu,p28,2026,1.163
fsu,p28,2028,1.178
fsu,p28,2030,1.193
fsu,p28,2032,1.208
fsu,p28,2034,1.222
fsu,p28,2036,1.234
fsu,p28,2038,1.2429999999999999
fsu,p28,2040,1.249
fsu,p28,2042,1.251
fsu,p28,2044,1.249
fsu,p28,2046,1.245
fsu,p28,2048,1.238
fsu,p28,2050,1.23
fsu,p29,2010,1.0
fsu,p29,2012,1.026
fsu,p29,2014,1.052
fsu,p29,2016,1.078
fsu,p29,2018,1.102
fsu,p29,2020,1.122
fsu,p29,2022,1.137
fsu,p29,2024,1.149
fsu,p29,2026,1.163
fsu,p29,2028,1.178
fsu,p29,2030,1.193
fsu,p29,2032,1.208
fsu,p29,2034,1.222
fsu,p29,2036,1.234
fsu,p29,2038,1.2429999999999999
fsu,p29,2040,1.249
fsu,p29,2042,1.251
fsu,p29,2044,1.249
fsu,p29,2046,1.245
fsu,p29,2048,1.238
fsu,p29,2050,1.23
fsu,p30,2010,1.0
fsu,p30,2012,1.016
fsu,p30,2014,1.033
fsu,p30,2016,1.05
fsu,p30,2018,1.065
fsu,p30,2020,1.079
fsu,p30,2022,1.089
fsu,p30,2024,1.0979999999999999
fsu,p30,2026,1.109
fsu,p30,2028,1.121
fsu,p30,2030,1.133
fsu,p30,2032,1.146
fsu,p30,2034,1.158
fsu,p30,2036,1.168
fsu,p30,2038,1.177
fsu,p30,2040,1.1840000000000002
fsu,p30,2042,1.189
fsu,p30,2044,1.1909999999999998
fsu,p30,2046,1.1909999999999998
fsu,p30,2048,1.19
fsu,p30,2050,1.188
fsu,p31,2010,1.0
fsu,p31,2012,1.024
fsu,p31,2014,1.048
fsu,p31,2016,1.072
fsu,p31,2018,1.093
fsu,p31,2020,1.11
fsu,p31,2022,1.121
fsu,p31,2024,1.128
fsu,p31,2026,1.133
fsu,p31,2028,1.136
fsu,p31,2030,1.138
fsu,p31,2032,1.14
fsu,p31,2034,1.14
fsu,p31,2036,1.14
fsu,p31,2038,1.14
fsu,p31,2040,1.139
fsu,p31,2042,1.138
fsu,p31,2044,1.136
fsu,p31,2046,1.133
fsu,p31,2048,1.129
fsu,p31,2050,1.124
fsu,p32,2010,1.0
fsu,p32,2012,1.024
fsu,p32,2014,1.048
fsu,p32,2016,1.072
fsu,p32,2018,1.093
fsu,p32,2020,1.11
fsu,p32,2022,1.121
fsu,p32,2024,1.128
fsu,p32,2026,1.133
fsu,p32,2028,1.136
fsu,p32,2030,1.138
fsu,p32,2032,1.14
fsu,p32,2034,1.14
fsu,p32,2036,1.14
fsu,p32,2038,1.14
fsu,p32,2040,1.139
fsu,p32,2042,1.138
fsu,p32,2044,1.136
fsu,p32,2046,1.133
fsu,p32,2048,1.129
fsu,p32,2050,1.124
fsu,p33,2010,1.0
fsu,p33,2012,1.015
fsu,p33,2014,1.03
fsu,p33,2016,1.044
fsu,p33,2018,1.057
fsu,p33,2020,1.068
fsu,p33,2022,1.075
fsu,p33,2024,1.08
fsu,p33,2026,1.083
fsu,p33,2028,1.085
fsu,p33,2030,1.0859999999999999
fsu,p33,2032,1.0859999999999999
fsu,p33,2034,1.0859999999999999
fsu,p33,2036,1.084
fsu,p33,2038,1.083
fsu,p33,2040,1.081
fsu,p33,2042,1.078
fsu,p33,2044,1.074
fsu,p33,2046,1.069
fsu,p33,2048,1.063
fsu,p33,2050,1.057
fsu,p34,2010,1.0
fsu,p34,2012,1.021
fsu,p34,2014,1.042
fsu,p34,2016,1.061
fsu,p34,2018,1.078
fsu,p34,2020,1.091
fsu,p34,2022,1.0979999999999999
fsu,p34,2024,1.099
fsu,p34,2026,1.0959999999999999
fsu,p34,2028,1.091
fsu,p34,2030,1.082
fsu,p34,2032,1.072
fsu,p34,2034,1.061
fsu,p34,2036,1.051
fsu,p34,2038,1.04
fsu,p34,2040,1.031
fsu,p34,2042,1.024
fsu,p34,2044,1.016
fsu,p34,2046,1.0070000000000001
fsu,p34,2048,0.998
fsu,p34,2050,0.988
fsu,p35,2010,1.0
fsu,p35,2012,1.013
fsu,p35,2014,1.025
fsu,p35,2016,1.037
fsu,p35,2018,1.048
fsu,p35,2020,1.058
fsu,p35,2022,1.065
fsu,p35,2024,1.072
fsu,p35,2026,1.077
fsu,p35,2028,1.083
fsu,p35,2030,1.087
fsu,p35,2032,1.091
fsu,p35,2034,1.094
fsu,p35,2036,1.0959999999999999
fsu,p35,2038,1.097
fsu,p35,2040,1.097
fsu,p35,2042,1.095
fsu,p35,2044,1.092
fsu,p35,2046,1.087
fsu,p35,2048,1.08
fsu,p35,2050,1.073
fsu,p36,2010,1.0
fsu,p36,2012,1.27812015
fsu,p36,2014,1.21690978
fsu,p36,2016,1.251324717
fsu,p36,2018,1.252186512
fsu,p36,2020,1.238480375
fsu,p36,2022,1.202927825
fsu,p36,2024,1.1695054329999999
fsu,p36,2026,1.1056248229999999
fsu,p36,2028,1.142749121
fsu,p36,2030,1.239672399
fsu,p36,2032,1.195355884
fsu,p36,2034,1.22943476
fsu,p36,2036,1.2498996999999998
fsu,p36,2038,1.266673245
fsu,p36,2040,1.342155703
fsu,p36,2042,1.342042424
fsu,p36,2044,1.3496232819999998
fsu,p36,2046,1.313494914
fsu,p36,2048,1.285991804
fsu,p36,2050,1.262939926
fsu,p37,2010,1.0
fsu,p37,2012,1.4110339159999998
fsu,p37,2014,1.297426185
fsu,p37,2016,1.231422885
fsu,p37,2018,1.277096826
fsu,p37,2020,1.187521469
fsu,p37,2022,1.172980715
fsu,p37,2024,1.187948065
fsu,p37,2026,1.143418063
fsu,p37,2028,1.267526712
fsu,p37,2030,1.377557196
fsu,p37,2032,1.475879652
fsu,p37,2034,1.5149357319999999
fsu,p37,2036,1.6158746480000001
fsu,p37,2038,1.5742095440000001
fsu,p37,2040,1.648379691
fsu,p37,2042,1.562991468
fsu,p37,2044,1.548933779
fsu,p37,2046,1.519926305
fsu,p37,2048,1.460448868
fsu,p37,2050,1.47627511
fsu,p38,2010,1.0
fsu,p38,2012,1.207143054
fsu,p38,2014,1.111222544
fsu,p38,2016,1.123100934
fsu,p38,2018,1.111910824
fsu,p38,2020,1.110345819
fsu,p38,2022,1.096503535
fsu,p38,2024,1.068684178
fsu,p38,2026,1.0255608920000001
fsu,p38,2028,1.0891717570000001
fsu,p38,2030,1.16773812
fsu,p38,2032,1.128271456
fsu,p38,2034,1.186927686
fsu,p38,2036,1.233968
fsu,p38,2038,1.249296597
fsu,p38,2040,1.283776931
fsu,p38,2042,1.262510969
fsu,p38,2044,1.27837606
fsu,p38,2046,1.2462740209999998
fsu,p38,2048,1.2201363859999999
fsu,p38,2050,1.202958592
fsu,p39,2010,1.0
fsu,p39,2012,1.1975516990000001
fsu,p39,2014,1.165404151
fsu,p39,2016,1.245201965
fsu,p39,2018,1.176218113
fsu,p39,2020,1.216694819
fsu,p39,2022,1.184274934
fsu,p39,2024,1.15603893
fsu,p39,2026,1.10772072
fsu,p39,2028,1.060038932
fsu,p39,2030,1.057593244
fsu,p39,2032,0.928944785
fsu,p39,2034,0.988236655
fsu,p39,2036,0.952451388
fsu,p39,2038,0.9453351640000001
fsu,p39,2040,0.944381419
fsu,p39,2042,0.9614882509999999
fsu,p39,2044,0.930803869
fsu,p39,2046,0.909013848
fsu,p39,2048,0.9598892040000001
fsu,p39,2050,0.9843613840000001
fsu,p40,2010,1.0
fsu,p40,2012,1.157439388
fsu,p40,2014,1.052301268
fsu,p40,2016,1.072450491
fsu,p40,2018,1.042416058
fsu,p40,2020,1.05202158
fsu,p40,2022,1.04510033
fsu,p40,2024,1.030835529
fsu,p40,2026,0.991620215
fsu,p40,2028,1.043755591
fsu,p40,2030,1.1117965840000001
fsu,p40,2032,1.054548279
fsu,p40,2034,1.126104004
fsu,p40,2036,1.17179474
fsu,p40,2038,1.180237618
fsu,p40,2040,1.194527685
fsu,p40,2042,1.170727531
fsu,p40,2044,1.1809299290000002
fsu,p40,2046,1.155315264
fsu,p40,2048,1.152662389
fsu,p40,2050,1.139421709
fsu,p41,2010,1.0
fsu,p41,2012,1.129789203
fsu,p41,2014,1.027325357
fsu,p41,2016,1.052759206
fsu,p41,2018,1.019780202
fsu,p41,2020,1.040628486
fsu,p41,2022,1.032424639
fsu,p41,2024,1.0317814109999999
fsu,p41,2026,0.990075261
fsu,p41,2028,1.0427286709999999
fsu,p41,2030,1.1092821309999998
fsu,p41,2032,1.054500894
fsu,p41,2034,1.129402118
fsu,p41,2036,1.168118068
fsu,p41,2038,1.175217171
fsu,p41,2040,1.180645492
fsu,p41,2042,1.1456511759999999
fsu,p41,2044,1.149536255
fsu,p41,2046,1.131174299
fsu,p41,2048,1.143709228
fsu,p41,2050,1.133686453
fsu,p42,2010,1.0
fsu,p42,2012,1.095020932
fsu,p42,2014,1.00499898
fsu,p42,2016,0.996580767
fsu,p42,2018,0.997259342
fsu,p42,2020,0.963104142
fsu,p42,2022,0.9508844790000001
fsu,p42,2024,0.981092706
fsu,p42,2026,0.9177884609999999
fsu,p42,2028,0.995671247
fsu,p42,2030,1.0379437390000001
fsu,p42,2032,1.0458320140000001
fsu,p42,2034,1.057869255
fsu,p42,2036,1.066184528
fsu,p42,2038,1.056563073
fsu,p42,2040,1.07722422
fsu,p42,2042,1.049565258
fsu,p42,2044,1.0693020420000001
fsu,p42,2046,1.094592939
fsu,p42,2048,1.097788375
fsu,p42,2050,1.108090985
fsu,p43,2010,1.0
fsu,p43,2012,1.047479826
fsu,p43,2014,0.9652418009999999
fsu,p43,2016,0.9366822920000001
fsu,p43,2018,0.9379708379999999
fsu,p43,2020,0.952720853
fsu,p43,2022,0.94404463
fsu,p43,2024,0.995088168
fsu,p43,2026,0.959635007
fsu,p43,2028,1.045609979
fsu,p43,2030,1.074733407
fsu,p43,2032,1.067653915
fsu,p43,2034,1.08768791
fsu,p43,2036,1.12263364
fsu,p43,2038,1.1061020990000001
fsu,p43,2040,1.092299544
fsu,p43,2042,1.058023269
fsu,p43,2044,1.076746952
fsu,p43,2046,1.071597161
fsu,p43,2048,1.069617911
fsu,p43,2050,1.071256046
fsu,p44,2010,1.0
fsu,p44,2012,1.0244059859999999
fsu,p44,2014,0.940713316
fsu,p44,2016,0.912867387
fsu,p44,2018,0.906518575
fsu,p44,2020,0.9225932609999999
fsu,p44,2022,0.917930453
fsu,p44,2024,0.9765235240000001
fsu,p44,2026,0.947550397
fsu,p44,2028,1.0327632740000001
fsu,p44,2030,1.0519588770000001
fsu,p44,2032,1.033333292
fsu,p44,2034,1.050331965
fsu,p44,2036,1.092705424
fsu,p44,2038,1.0860856159999999
fsu,p44,2040,1.0705970120000001
fsu,p44,2042,1.049645982
fsu,p44,2044,1.069579337
fsu,p44,2046,1.052811342
