r,szn,t,Value
p38,spri,2016,1.038935357
p38,spri,2018,1.004707382
p38,spri,2020,0.985499967
p38,spri,2022,0.97915397
p38,spri,2024,0.975168633
p38,spri,2026,0.947307323
p38,spri,2028,1.010277224
p38,spri,2030,1.076486231
p38,spri,2032,1.023827463
p38,spri,2034,1.074295277
p38,spri,2036,1.135059608
p38,spri,2038,1.155570726
p38,spri,2040,1.198286805
p38,spri,2042,1.161680171
p38,spri,2044,1.16851043
p38,spri,2046,1.126096744
p38,spri,2048,1.094562814
p38,spri,2050,1.075784969
p39,summ,2010,1
p39,summ,2012,1.054621245
p39,summ,2014,1.020582718
p39,summ,2016,1.106091151
p39,summ,2018,1.023286192
p39,summ,2020,1.052785548
p39,summ,2022,1.029887832
p39,summ,2024,1.007905502
p39,summ,2026,0.965979024
p39,summ,2028,0.9019125
p39,summ,2030,0.911241225
p39,summ,2032,0.788745773
p39,summ,2034,0.819228407
p39,summ,2036,0.765239561
p39,summ,2038,0.765692498
p39,summ,2040,0.778979004
p39,summ,2042,0.793293735
p39,summ,2044,0.761889707
p39,summ,2046,0.741126518
p39,summ,2048,0.819589921
p39,summ,2050,0.878748051
p39,wint,2010,1
p39,wint,2012,1.566627293
p39,wint,2014,1.58420952
p39,wint,2016,1.761704742
p39,wint,2018,1.823635308
p39,wint,2020,1.906999977
p39,wint,2022,1.937732786
p39,wint,2024,1.955553225
p39,wint,2026,1.856712571
p39,wint,2028,1.930898288
p39,wint,2030,1.820380171
p39,wint,2032,1.638451386
p39,wint,2034,1.76300356
p39,wint,2036,1.612597178
p39,wint,2038,1.586573482
p39,wint,2040,1.619220116
p39,wint,2042,1.629039956
p39,wint,2044,1.468668236
p39,wint,2046,1.428747142
p39,wint,2048,1.347394316
p39,wint,2050,1.33864501
p39,fall,2010,1
p39,fall,2012,1.203788059
p39,fall,2014,1.212498625
p39,fall,2016,1.321440347
p39,fall,2018,1.285808156
p39,fall,2020,1.334145438
p39,fall,2022,1.365445794
p39,fall,2024,1.42245472
p39,fall,2026,1.331401223
p39,fall,2028,1.324542889
p39,fall,2030,1.207335161
p39,fall,2032,1.088650114
p39,fall,2034,1.084894255
p39,fall,2036,1.005531461
p39,fall,2038,0.96747398
p39,fall,2040,0.987628211
p39,fall,2042,0.95312165
p39,fall,2044,0.841565727
p39,fall,2046,0.817290519
p39,fall,2048,0.879448012
p39,fall,2050,0.905238677
p39,spri,2010,1
p39,spri,2012,1.221357461
p39,spri,2014,1.182140105
p39,spri,2016,1.248130737
p39,spri,2018,1.169950982
p39,spri,2020,1.210315188
p39,spri,2022,1.16307655
p39,spri,2024,1.121305881
p39,spri,2026,1.078420248
p39,spri,2028,1.022870747
p39,spri,2030,1.034643261
p39,spri,2032,0.907690745
p39,spri,2034,0.977635674
p39,spri,2036,0.963526506
p39,spri,2038,0.957467995
p39,spri,2040,0.945837598
p39,spri,2042,0.968792116
p39,spri,2044,0.956881807
p39,spri,2046,0.936565817
p39,spri,2048,0.987610668
p39,spri,2050,1.000787976
p40,summ,2010,1
p40,summ,2012,1.185578693
p40,summ,2014,1.068759466
p40,summ,2016,1.107742947
p40,summ,2018,1.123811991
p40,summ,2020,1.151571566
p40,summ,2022,1.147118835
p40,summ,2024,1.084862331
p40,summ,2026,1.027371045
p40,summ,2028,1.104068386
p40,summ,2030,1.187594326
p40,summ,2032,1.16062481
p40,summ,2034,1.24969808
p40,summ,2036,1.297053197
p40,summ,2038,1.317982292
p40,summ,2040,1.351850888
p40,summ,2042,1.355014263
p40,summ,2044,1.376097906
p40,summ,2046,1.356459899
p40,summ,2048,1.344922664
p40,summ,2050,1.352142715
p40,wint,2010,1
p40,wint,2012,1.405903446
p40,wint,2014,1.408767374
p40,wint,2016,1.4980749
p40,wint,2018,1.527361416
p40,wint,2020,1.537502057
p40,wint,2022,1.486233972
p40,wint,2024,1.493742746
p40,wint,2026,1.421006432
p40,wint,2028,1.415737779
p40,wint,2030,1.452506703
p40,wint,2032,1.331193269
p40,wint,2034,1.388210004
p40,wint,2036,1.310839079
p40,wint,2038,1.259837324
p40,wint,2040,1.275091739
p40,wint,2042,1.252878014
p40,wint,2044,1.27992245
p40,wint,2046,1.32117798
p40,wint,2048,1.324161462
p40,wint,2050,1.307288029
p40,fall,2010,1
p40,fall,2012,1.328794866
p40,fall,2014,1.250805973
p40,fall,2016,1.247220377
p40,fall,2018,1.208844147
p40,fall,2020,1.293647418
p40,fall,2022,1.230083187
p40,fall,2024,1.205224789
p40,fall,2026,1.131165425
p40,fall,2028,1.202486479
p40,fall,2030,1.24988643
p40,fall,2032,1.239349013
p40,fall,2034,1.305137158
p40,fall,2036,1.336704903
p40,fall,2038,1.334110366
p40,fall,2040,1.252842421
p40,fall,2042,1.231691874
p40,fall,2044,1.232453606
p40,fall,2046,1.215732935
p40,fall,2048,1.268579655
p40,fall,2050,1.273737799
p40,spri,2010,1
p40,spri,2012,1.110975486
p40,spri,2014,0.997193084
p40,spri,2016,1.005134124
p40,spri,2018,0.953222388
p40,spri,2020,0.951458601
p40,spri,2022,0.951860902
p40,spri,2024,0.953088453
p40,spri,2026,0.926039565
p40,spri,2028,0.974078581
p40,spri,2030,1.041156108
p40,spri,2032,0.976679513
p40,spri,2034,1.043877811
p40,spri,2036,1.102461109
p40,spri,2038,1.113259486
p40,spri,2040,1.126695883
p40,spri,2042,1.092994169
p40,spri,2044,1.098227138
p40,spri,2046,1.063086072
p40,spri,2048,1.059413768
p40,spri,2050,1.038091483
p41,summ,2010,1
p41,summ,2012,1.119192571
p41,summ,2014,1.008866681
p41,summ,2016,1.04476642
p41,summ,2018,1.048037592
p41,summ,2020,1.079665711
p41,summ,2022,1.084130571
p41,summ,2024,1.050078516
p41,summ,2026,1.000790485
p41,summ,2028,1.07576179
p41,summ,2030,1.149266597
p41,summ,2032,1.114983658
p41,summ,2034,1.195752604
p41,summ,2036,1.234288669
p41,summ,2038,1.254407984
p41,summ,2040,1.277749428
p41,summ,2042,1.257981964
p41,summ,2044,1.270106271
p41,summ,2046,1.252885116
p41,summ,2048,1.253737898
p41,summ,2050,1.273700311
p41,wint,2010,1
p41,wint,2012,1.45104928
p41,wint,2014,1.45440897
p41,wint,2016,1.554998943
p41,wint,2018,1.62150618
p41,wint,2020,1.642027598
p41,wint,2022,1.565987984
p41,wint,2024,1.618900604
p41,wint,2026,1.516936356
p41,wint,2028,1.557837471
p41,wint,2030,1.597322968
p41,wint,2032,1.501487993
p41,wint,2034,1.608917076
p41,wint,2036,1.515376679
p41,wint,2038,1.459087189
p41,wint,2040,1.495943128
p41,wint,2042,1.432290827
p41,wint,2044,1.449932059
p41,wint,2046,1.505521337
p41,wint,2048,1.526816166
p41,wint,2050,1.506242821
p41,fall,2010,1
p41,fall,2012,1.285807628
p41,fall,2014,1.215881535
p41,fall,2016,1.216472394
p41,fall,2018,1.171508249
p41,fall,2020,1.238841906
p41,fall,2022,1.134194763
p41,fall,2024,1.151203783
p41,fall,2026,1.075613944
p41,fall,2028,1.149444498
p41,fall,2030,1.180232182
p41,fall,2032,1.212680249
p41,fall,2034,1.300890362
p41,fall,2036,1.323356035
p41,fall,2038,1.309192336
p41,fall,2040,1.270796962
p41,fall,2042,1.216112113
p41,fall,2044,1.187162158
p41,fall,2046,1.183237739
p41,fall,2048,1.280809889
p41,fall,2050,1.315176087
p41,spri,2010,1
p41,spri,2012,1.084146411
p41,spri,2014,0.969749991
p41,spri,2016,0.984338427
p41,spri,2018,0.926935876
p41,spri,2020,0.940173304
p41,spri,2022,0.942554903
p41,spri,2024,0.946896569
p41,spri,2026,0.917721281
p41,spri,2028,0.961692592
p41,spri,2030,1.031544567
p41,spri,2032,0.967117362
p41,spri,2034,1.03496739
p41,spri,2036,1.090496259
p41,spri,2038,1.101740624
p41,spri,2040,1.100094696
p41,spri,2042,1.064222432
p41,spri,2044,1.065911379
p41,spri,2046,1.037343737
p41,spri,2048,1.046719433
p41,spri,2050,1.023191459
p42,summ,2010,1
p42,summ,2012,1.07155902
p42,summ,2014,0.894456078
p42,summ,2016,0.838769305
p42,summ,2018,0.904149234
p42,summ,2020,0.88813105
p42,summ,2022,0.896169507
p42,summ,2024,0.921184267
p42,summ,2026,0.806022756
p42,summ,2028,0.902122696
p42,summ,2030,0.953515992
p42,summ,2032,0.968682479
p42,summ,2034,1.009517711
p42,summ,2036,1.045306166
p42,summ,2038,1.025514278
p42,summ,2040,1.072718293
p42,summ,2042,1.087393649
p42,summ,2044,1.123381112
p42,summ,2046,1.182962573
p42,summ,2048,1.191661516
p42,summ,2050,1.215346032
p42,wint,2010,1
p42,wint,2012,1.112786138
p42,wint,2014,1.14545037
p42,wint,2016,1.198230969
p42,wint,2018,1.199471512
p42,wint,2020,1.171958286
p42,wint,2022,1.092292097
p42,wint,2024,1.097686493
p42,wint,2026,1.036327086
p42,wint,2028,1.10219916
p42,wint,2030,1.207450677
p42,wint,2032,1.227397177
p42,wint,2034,1.183680917
p42,wint,2036,1.109164113
p42,wint,2038,1.13411616
p42,wint,2040,1.115999864
p42,wint,2042,1.080635624
p42,wint,2044,1.12383277
p42,wint,2046,1.166062054
p42,wint,2048,1.188795727
p42,wint,2050,1.119769821
p42,fall,2010,1
p42,fall,2012,1.269726251
p42,fall,2014,1.213898912
p42,fall,2016,1.162113826
p42,fall,2018,1.126097851
p42,fall,2020,1.136145138
p42,fall,2022,0.968546809
p42,fall,2024,0.973298642
p42,fall,2026,0.925986793
p42,fall,2028,0.968315521
p42,fall,2030,1.069258643
p42,fall,2032,1.107932086
p42,fall,2034,1.130967564
p42,fall,2036,1.159301562
p42,fall,2038,1.143056187
p42,fall,2040,1.007303239
p42,fall,2042,0.992703553
p42,fall,2044,1.003723513
p42,fall,2046,1.039847767
p42,fall,2048,1.14578472
p42,fall,2050,1.120727321
p42,spri,2010,1
p42,spri,2012,1.072110795
p42,spri,2014,1.004654738
p42,spri,2016,1.021058333
p42,spri,2018,0.992882718
p42,spri,2020,0.939307435
p42,spri,2022,0.955810477
p42,spri,2024,0.997559051
p42,spri,2026,0.959552255
p42,spri,2028,1.035978281
p42,spri,2030,1.052327955
p42,spri,2032,1.048493671
p42,spri,2034,1.051195848
p42,spri,2036,1.053398318
p42,spri,2038,1.04528425
p42,spri,2040,1.086947599
p42,spri,2042,1.034636782
p42,spri,2044,1.043414606
p42,spri,2046,1.04509374
p42,spri,2048,1.022750065
p42,spri,2050,1.044670586
p43,summ,2010,1
p43,summ,2012,1.084893554
p43,summ,2014,0.954154047
p43,summ,2016,0.883635006
p43,summ,2018,0.964568512
p43,summ,2020,0.981510556
p43,summ,2022,0.972370501
p43,summ,2024,0.997332298
p43,summ,2026,0.937165567
p43,summ,2028,1.033904434
p43,summ,2030,1.051881814
p43,summ,2032,1.045342773
p43,summ,2034,1.088511373
p43,summ,2036,1.153982347
p43,summ,2038,1.136405873
p43,summ,2040,1.138109911
p43,summ,2042,1.159378419
p43,summ,2044,1.19353326
p43,summ,2046,1.189839355
p43,summ,2048,1.179944162
p43,summ,2050,1.224734282
p43,wint,2010,1
p43,wint,2012,0.974196051
p43,wint,2014,0.9905848
p43,wint,2016,1.042178922
p43,wint,2018,1.057833908
p43,wint,2020,1.096506871
p43,wint,2022,1.104886697
p43,wint,2024,1.180636091
p43,wint,2026,1.106316332
p43,wint,2028,1.156663707
p43,wint,2030,1.188618596
p43,wint,2032,1.199850949
p43,wint,2034,1.232068009
p43,wint,2036,1.142710676
p43,wint,2038,1.045703061
p43,wint,2040,1.055681601
p43,wint,2042,0.945472888
p43,wint,2044,0.99829187
p43,wint,2046,1.106146724
p43,wint,2048,1.170658219
p43,wint,2050,1.162400434
p43,fall,2010,1
p43,fall,2012,1.238468686
p43,fall,2014,1.180155525
p43,fall,2016,1.084790723
p43,fall,2018,1.038491128
p43,fall,2020,1.192279962
p43,fall,2022,1.045133837
p43,fall,2024,1.064784703
p43,fall,2026,0.985851469
p43,fall,2028,1.064102592
p43,fall,2030,1.104684177
p43,fall,2032,1.210374511
p43,fall,2034,1.249219051
p43,fall,2036,1.274218813
p43,fall,2038,1.215988246
p43,fall,2040,0.99675983
p43,fall,2042,0.94184772
p43,fall,2044,0.966487515
p43,fall,2046,0.977547338
p43,fall,2048,1.133823631
p43,fall,2050,1.165380024
p43,spri,2010,1
p43,spri,2012,1.022035333
p43,spri,2014,0.935267865
p43,spri,2016,0.91571358
p43,spri,2018,0.888835827
p43,spri,2020,0.878908504
p43,spri,2022,0.885610645
p43,spri,2024,0.946111762
p43,spri,2026,0.934451651
p43,spri,2028,1.024620613
p43,spri,2030,1.056027601
p43,spri,2032,1.029651663
p43,spri,2034,1.035417508
p43,spri,2036,1.085484493
p43,spri,2038,1.091776395
p43,spri,2040,1.094676571
p43,spri,2042,1.056961255
p43,spri,2044,1.061656245
p43,spri,2046,1.03019512
p43,spri,2048,0.996082535
p43,spri,2050,0.978601445
p44,summ,2010,1
p44,summ,2012,1.081248209
p44,summ,2014,0.948669128
p44,summ,2016,0.877879174
p44,summ,2018,0.941707967
p44,summ,2020,0.968089728
p44,summ,2022,0.968463254
p44,summ,2024,1.013171654
p44,summ,2026,0.948080588
p44,summ,2028,1.046930065
p44,summ,2030,1.064780971
p44,summ,2032,1.068052273
p44,summ,2034,1.114105075
p44,summ,2036,1.198680703
p44,summ,2038,1.208077652
p44,summ,2040,1.196582647
p44,summ,2042,1.219139127
p44,summ,2044,1.255157397
p44,summ,2046,1.233398948
p44,summ,2048,1.211993318
p44,summ,2050,1.24133882
p44,wint,2010,1
p44,wint,2012,0.911981156
p44,wint,2014,0.929318213
p44,wint,2016,0.993891356
p44,wint,2018,0.963865622
p44,wint,2020,0.992292607
p44,wint,2022,0.974350668
p44,wint,2024,1.010503971
p44,wint,2026,0.937408792
p44,wint,2028,0.974807409
p44,wint,2030,0.998151695
p44,wint,2032,0.973904994
p44,wint,2034,0.993645218
p44,wint,2036,0.901613538
p44,wint,2038,0.832628384
p44,wint,2040,0.826543449
p44,wint,2042,0.750295348
p44,wint,2044,0.80771696
p44,wint,2046,0.899805886
p44,wint,2048,0.962619151
p44,wint,2050,0.949710039
p44,fall,2010,1
p44,fall,2012,1.197888606
p44,fall,2014,1.147988734
p44,fall,2016,1.030031091
p44,fall,2018,0.982280727
p44,fall,2020,1.176885267
p44,fall,2022,1.024996328
p44,fall,2024,1.066962587
p44,fall,2026,0.986669924
p44,fall,2028,1.053292704
p44,fall,2030,1.060641741
p44,fall,2032,1.133452989
p44,fall,2034,1.143744052
p44,fall,2036,1.196263272
p44,fall,2038,1.160657762
p44,fall,2040,0.868439799
p44,fall,2042,0.858673992
p44,fall,2044,0.905267641
p44,fall,2046,0.896523172
p44,fall,2048,1.05653306
p44,fall,2050,1.097618944
p44,spri,2010,1
p44,spri,2012,1.004460841
p44,spri,2014,0.915699849
p44,spri,2016,0.896723693
p44,spri,2018,0.873979089
p44,spri,2020,0.863072317
p44,spri,2022,0.876285951
p44,spri,2024,0.946130991
p44,spri,2026,0.944689176
p44,spri,2028,1.036082773
p44,spri,2030,1.056375604
p44,spri,2032,1.020095198
p44,spri,2034,1.026724612
p44,spri,2036,1.077755808
p44,spri,2038,1.080399893
p44,spri,2040,1.094048503
p44,spri,2042,1.066266762
p44,spri,2044,1.07013665
p44,spri,2046,1.033769384
p44,spri,2048,0.991611482
p44,spri,2050,0.974491293
p45,summ,2010,1
p45,summ,2012,1.206969138
p45,summ,2014,1.077403953
p45,summ,2016,1.099660779
p45,summ,2018,1.14214863
p45,summ,2020,1.169639134
p45,summ,2022,1.167818946
p45,summ,2024,1.093199134
p45,summ,2026,1.034955085
p45,summ,2028,1.140898297
p45,summ,2030,1.229512791
p45,summ,2032,1.221640242
p45,summ,2034,1.317734847
p45,summ,2036,1.386342954
p45,summ,2038,1.410824985
p45,summ,2040,1.447484407
p45,summ,2042,1.449040091
p45,summ,2044,1.48881878
p45,summ,2046,1.471258373
p45,summ,2048,1.438835626
p45,summ,2050,1.440633918
p45,wint,2010,1
p45,wint,2012,1.350847879
p45,wint,2014,1.356832437
p45,wint,2016,1.433438997
p45,wint,2018,1.463374525
p45,wint,2020,1.471014689
p45,wint,2022,1.418991911
p45,wint,2024,1.439941417
p45,wint,2026,1.370518915
p45,wint,2028,1.360280643
p45,wint,2030,1.418053274
p45,wint,2032,1.328522179
p45,wint,2034,1.375286246
p45,wint,2036,1.30367042
p45,wint,2038,1.242920211
p45,wint,2040,1.258518296
p45,wint,2042,1.212508086
p45,wint,2044,1.273802099
p45,wint,2046,1.335019265
p45,wint,2048,1.368126971
p45,wint,2050,1.351753472
p45,fall,2010,1
p45,fall,2012,1.3600891
p45,fall,2014,1.272978145
p45,fall,2016,1.243032791
p45,fall,2018,1.199469029
p45,fall,2020,1.290346645
p45,fall,2022,1.193810148
p45,fall,2024,1.161720076
p45,fall,2026,1.08853459
p45,fall,2028,1.182155431
p45,fall,2030,1.255932292
p45,fall,2032,1.286432946
p45,fall,2034,1.367895372
p45,fall,2036,1.413075205
p45,fall,2038,1.409645052
p45,fall,2040,1.32173117
p45,fall,2042,1.289091922
p45,fall,2044,1.306577048
p45,fall,2046,1.2982117
p45,fall,2048,1.370731772
p45,fall,2050,1.385653315
p45,spri,2010,1
p45,spri,2012,1.086355775
p45,spri,2014,0.964643251
p45,spri,2016,0.959063916
p45,spri,2018,0.915436766
p45,spri,2020,0.908055171
p45,spri,2022,0.917882078
p45,spri,2024,0.928870422
p45,spri,2026,0.906470467
p45,spri,2028,0.973736383
p45,spri,2030,1.047740704
p45,spri,2032,0.996213496
p45,spri,2034,1.055213247
p45,spri,2036,1.124736428
p45,spri,2038,1.140109489
p45,spri,2040,1.156164374
p45,spri,2042,1.109893798
p45,spri,2044,1.118068125
p45,spri,2046,1.081291761
p45,spri,2048,1.064916954
p45,spri,2050,1.035271161
p46,summ,2010,1
p46,summ,2012,1.005978923
p46,summ,2014,0.888138114
p46,summ,2016,0.81089865
p46,summ,2018,0.887536381
p46,summ,2020,0.896489873
p46,summ,2022,0.85229641
p46,summ,2024,0.865234562
p46,summ,2026,0.810950606
p46,summ,2028,0.88487786
p46,summ,2030,0.910320025
p46,summ,2032,0.90595346
p46,summ,2034,0.935963597
p46,summ,2036,0.99406495
p46,summ,2038,0.949894064
p46,summ,2040,0.960303918
p46,summ,2042,0.976962908
p46,summ,2044,0.981469299
p46,summ,2046,0.993467184
p46,summ,2048,0.997849935
p46,summ,2050,1.042229475
p46,wint,2010,1
p46,wint,2012,0.973588513
p46,wint,2014,0.983209474
p46,wint,2016,0.999748492
p46,wint,2018,1.030338121
p46,wint,2020,1.057436411
p46,wint,2022,1.092928623
p46,wint,2024,1.201733541
p46,wint,2026,1.127083372
p46,wint,2028,1.169023824
p46,wint,2030,1.215308091
p46,wint,2032,1.263959435
p46,wint,2034,1.304498957
p46,wint,2036,1.229038114
p46,wint,2038,1.13787103
p46,wint,2040,1.157985501
p46,wint,2042,1.045234762
p46,wint,2044,1.046296432
p46,wint,2046,1.135027535
p46,wint,2048,1.204834376
p46,wint,2050,1.192968413
p46,fall,2010,1
p46,fall,2012,1.142094505
p46,fall,2014,1.067496339
p46,fall,2016,1.012416614
p46,fall,2018,0.986562959
p46,fall,2020,1.090561528
p46,fall,2022,0.983402105
p46,fall,2024,0.995704911
p46,fall,2026,0.9456251
p46,fall,2028,1.017401111
p46,fall,2030,1.080058234
p46,fall,2032,1.220135456
p46,fall,2034,1.28969722
p46,fall,2036,1.287560987
p46,fall,2038,1.215519111
p46,fall,2040,1.079319159
p46,fall,2042,0.99338789
p46,fall,2044,0.979694489
p46,fall,2046,0.999566867
p46,fall,2048,1.109632452
p46,fall,2050,1.125189033
p46,spri,2010,1
p46,spri,2012,1.02966452
p46,spri,2014,0.964470463
p46,spri,2016,0.947240009
p46,spri,2018,0.922245625
p46,spri,2020,0.901730992
p46,spri,2022,0.902654118
p46,spri,2024,0.956017735
p46,spri,2026,0.940319303
p46,spri,2028,1.012843639
p46,spri,2030,1.051726794
p46,spri,2032,1.04692378
p46,spri,2034,1.043448765
p46,spri,2036,1.076231956
p46,spri,2038,1.087897388
p46,spri,2040,1.096883985
p46,spri,2042,1.064374136
p46,spri,2044,1.058459853
p46,spri,2046,1.029796827
p46,spri,2048,1.001797893
p46,spri,2050,0.986506107
p47,summ,2010,1
p47,summ,2012,2.212404005
p47,summ,2014,2.738032235
p47,summ,2016,2.80887834
p47,summ,2018,2.833507825
p47,summ,2020,2.871160936
p47,summ,2022,2.885261148
p47,summ,2024,2.866760086
p47,summ,2026,2.472959679
p47,summ,2028,3.203809466
p47,summ,2030,2.88218413
p47,summ,2032,2.314714129
p47,summ,2034,1.781510237
p47,summ,2036,1.85657058
p47,summ,2038,1.780836917
p47,summ,2040,1.812746714
p47,summ,2042,1.80544017
p47,summ,2044,1.616451258
p47,summ,2046,1.632619679
p47,summ,2048,0.715054501
p47,summ,2050,0.637801382
p47,wint,2010,1
p47,wint,2012,2.272958253
p47,wint,2014,2.454143547
p47,wint,2016,2.523746597
p47,wint,2018,2.532205654
p47,wint,2020,2.601753422
p47,wint,2022,2.864763742
p47,wint,2024,2.831577386
p47,wint,2026,2.582955199
p47,wint,2028,3.304121943
p47,wint,2030,3.09241658
p47,wint,2032,2.875469993
p47,wint,2034,2.674386582
p47,wint,2036,2.639884551
p47,wint,2038,2.512858865
p47,wint,2040,2.837624189
p47,wint,2042,2.650252766
p47,wint,2044,2.002138065
p47,wint,2046,1.966392591
p47,wint,2048,1.250223385
p47,wint,2050,1.094808725
p47,fall,2010,1
p47,fall,2012,2.208680523
p47,fall,2014,2.506012769
p47,fall,2016,2.562987683
p47,fall,2018,2.44206154
p47,fall,2020,2.565438689
p47,fall,2022,2.842919857
p47,fall,2024,2.918116522
p47,fall,2026,2.274494313
p47,fall,2028,3.123403305
p47,fall,2030,2.922692651
p47,fall,2032,2.581944074
p47,fall,2034,2.27915198
p47,fall,2036,2.378417072
p47,fall,2038,2.453529287
p47,fall,2040,2.595072124
p47,fall,2042,2.244830259
p47,fall,2044,1.967588442
p47,fall,2046,2.069211713
p47,fall,2048,1.202974027
p47,fall,2050,1.063075905
p47,spri,2010,1
p47,spri,2012,1.387422082
p47,spri,2014,1.538753605
p47,spri,2016,1.637548956
p47,spri,2018,1.863643383
p47,spri,2020,1.891406763
p47,spri,2022,1.957188525
p47,spri,2024,1.936834866
p47,spri,2026,1.775664601
p47,spri,2028,1.715457589
p47,spri,2030,1.584334381
p47,spri,2032,1.279977064
p47,spri,2034,1.134288639
p47,spri,2036,0.985620725
p47,spri,2038,0.762340927
p47,spri,2040,0.800961122
p47,spri,2042,0.768263092
p47,spri,2044,0.649569761
p47,spri,2046,0.647597037
p47,spri,2048,0.617081431
p47,spri,2050,0.566131033
p48,summ,2010,1
p48,summ,2012,2.184135403
p48,summ,2014,2.66780321
p48,summ,2016,2.783456244
p48,summ,2018,2.820169682
p48,summ,2020,2.871602118
p48,summ,2022,2.890936907
p48,summ,2024,2.829252396
p48,summ,2026,2.48472855
p48,summ,2028,3.179479143
p48,summ,2030,2.871781651
p48,summ,2032,2.351064563
p48,summ,2034,1.848980765
p48,summ,2036,2.004728029
p48,summ,2038,1.914900912
p48,summ,2040,1.941589649
p48,summ,2042,1.932833122
p48,summ,2044,1.762828005
p48,summ,2046,1.760607197
p48,summ,2048,0.945625934
p48,summ,2050,0.862191873
p48,wint,2010,1
p48,wint,2012,1.834652252
p48,wint,2014,1.926594678
p48,wint,2016,1.97180829
p48,wint,2018,1.952434589
p48,wint,2020,2.008408754
p48,wint,2022,2.216327725
p48,wint,2024,2.182865821
p48,wint,2026,2.00752885
p48,wint,2028,2.319760898
p48,wint,2030,2.125760435
p48,wint,2032,1.93560514
p48,wint,2034,1.807274635
p48,wint,2036,1.811359539
p48,wint,2038,1.71463338
p48,wint,2040,1.889747133
p48,wint,2042,1.733523155
p48,wint,2044,1.294243546
p48,wint,2046,1.257953084
p48,wint,2048,0.988875533
p48,wint,2050,0.857913599
p48,fall,2010,1
p48,fall,2012,1.9099528
p48,fall,2014,2.078483353
p48,fall,2016,2.150891691
p48,fall,2018,1.937089456
p48,fall,2020,2.059797092
p48,fall,2022,2.374587803
p48,fall,2024,2.485576435
p48,fall,2026,2.107007576
p48,fall,2028,2.759104888
p48,fall,2030,2.802232851
p48,fall,2032,2.495498786
p48,fall,2034,2.269928205
p48,fall,2036,2.430183569
p48,fall,2038,2.516331154
p48,fall,2040,2.569108096
p48,fall,2042,2.221778001
p48,fall,2044,1.962613998
p48,fall,2046,1.958319025
p48,fall,2048,1.363938907
p48,fall,2050,1.056565059
p48,spri,2010,1
p48,spri,2012,1.346008242
p48,spri,2014,1.524716123
p48,spri,2016,1.615445887
p48,spri,2018,1.860282042
p48,spri,2020,1.883644234
p48,spri,2022,1.928927834
p48,spri,2024,1.908376688
p48,spri,2026,1.775239057
p48,spri,2028,1.694481444
p48,spri,2030,1.562229451
p48,spri,2032,1.224286154
p48,spri,2034,1.051356678
p48,spri,2036,0.914226873
p48,spri,2038,0.673042496
p48,spri,2040,0.70526688
p48,spri,2042,0.67895863
p48,spri,2044,0.576328071
p48,spri,2046,0.575582748
p48,spri,2048,0.573793988
p48,spri,2050,0.529139063
p49,summ,2010,1
p49,summ,2012,1.277113043
p49,summ,2014,1.428709413
p49,summ,2016,1.531534272
p49,summ,2018,1.699904416
p49,summ,2020,1.704722324
p49,summ,2022,1.769065719
p49,summ,2024,1.937502089
p49,summ,2026,1.806137903
p49,summ,2028,1.690910439
p49,summ,2030,1.686778741
p49,summ,2032,1.33347722
p49,summ,2034,1.181664872
p49,summ,2036,1.076386311
p49,summ,2038,0.899832794
p49,summ,2040,1.021052484
p49,summ,2042,0.969989778
p49,summ,2044,0.703512977
p49,summ,2046,0.704858352
p49,summ,2048,0.65203408
p49,summ,2050,0.624949971
p49,wint,2010,1
p49,wint,2012,1.00564373
p49,wint,2014,0.969797761
p49,wint,2016,0.859438016
p49,wint,2018,0.904623761
p49,wint,2020,0.90409193
p49,wint,2022,0.794090738
p49,wint,2024,0.941506402
p49,wint,2026,0.89069582
p49,wint,2028,0.89607251
p49,wint,2030,0.551787488
p49,wint,2032,0.436195633
p49,wint,2034,0.434945319
p49,wint,2036,0.409694777
p49,wint,2038,0.357443687
p49,wint,2040,0.370674112
p49,wint,2042,0.316506511
p49,wint,2044,0.094159981
p49,wint,2046,0.102924292
p49,wint,2048,0.235668939
p49,wint,2050,0.237722043
p49,fall,2010,1
p49,fall,2012,1.200221243
p49,fall,2014,1.289996837
p49,fall,2016,1.335433429
p49,fall,2018,1.391851785
p49,fall,2020,1.404129513
p49,fall,2022,1.525086785
p49,fall,2024,1.780302129
p49,fall,2026,1.668669606
p49,fall,2028,1.77681292
p49,fall,2030,1.536507593
p49,fall,2032,1.33832445
p49,fall,2034,1.246774053
p49,fall,2036,1.202500853
p49,fall,2038,1.19298549
p49,fall,2040,1.28917424
p49,fall,2042,1.059235296
p49,fall,2044,0.760582582
p49,fall,2046,0.773041043
p49,fall,2048,0.668828412
p49,fall,2050,0.506687168
p49,spri,2010,1
p49,spri,2012,1.118661722
p49,spri,2014,1.188385183
p49,spri,2016,1.290101291
p49,spri,2018,1.551114375
p49,spri,2020,1.557162443
p49,spri,2022,1.463219341
p49,spri,2024,1.510132604
p49,spri,2026,1.409423945
p49,spri,2028,1.309366196
p49,spri,2030,1.279387063
p49,spri,2032,0.990968915
p49,spri,2034,0.955264058
p49,spri,2036,0.834539736
p49,spri,2038,0.561140108
p49,spri,2040,0.591232685
p49,spri,2042,0.624619787
p49,spri,2044,0.480014738
p49,spri,2046,0.482124925
p49,spri,2048,0.518365394
p49,spri,2050,0.446260742
p50,summ,2010,1
p50,summ,2012,1.055027487
