,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p27,0.001,0.382,0.545,0.066,0.0,0.359,0.463,0.02,0.0,0.28,0.391,0.009,0.0,0.398,0.547,0.051,0.46
p28,0.0,0.405,0.492,0.043,0.0,0.392,0.423,0.012,0.0,0.31,0.371,0.005,0.0,0.435,0.521,0.034,0.391
p29,0.003,0.386,0.426,0.044,0.0,0.394,0.426,0.014,0.0,0.319,0.4,0.005,0.001,0.434,0.526,0.04,0.31
p3,0.007,0.437,0.433,0.035,0.0,0.347,0.285,0.003,0.0,0.163,0.146,0.0,0.003,0.374,0.342,0.018,0.409
p30,0.0,0.414,0.458,0.036,0.0,0.404,0.408,0.01,0.0,0.336,0.385,0.005,0.0,0.457,0.519,0.032,0.316
p31,0.002,0.463,0.423,0.03,0.0,0.436,0.381,0.006,0.0,0.358,0.344,0.002,0.001,0.472,0.465,0.023,0.352
p32,0.007,0.416,0.409,0.037,0.0,0.34,0.308,0.005,0.0,0.239,0.259,0.001,0.004,0.388,0.391,0.022,0.411
p33,0.005,0.453,0.357,0.028,0.0,0.396,0.307,0.005,0.0,0.288,0.264,0.001,0.002,0.427,0.366,0.02,0.306
p34,0.006,0.467,0.374,0.03,0.0,0.417,0.339,0.006,0.0,0.311,0.292,0.002,0.003,0.452,0.402,0.023,0.362
p35,0.006,0.432,0.418,0.037,0.0,0.329,0.285,0.004,0.0,0.173,0.18,0.0,0.003,0.383,0.374,0.02,0.437
p36,0.002,0.374,0.458,0.063,0.0,0.281,0.326,0.014,0.0,0.134,0.222,0.003,0.001,0.329,0.413,0.04,0.426
p37,0.002,0.353,0.44,0.06,0.0,0.272,0.322,0.013,0.0,0.13,0.215,0.003,0.001,0.32,0.414,0.04,0.414
p38,0.002,0.361,0.452,0.058,0.0,0.289,0.339,0.013,0.0,0.172,0.257,0.003,0.001,0.328,0.416,0.037,0.427
p39,0.006,0.45,0.415,0.027,0.0,0.378,0.312,0.004,0.0,0.25,0.248,0.001,0.003,0.408,0.375,0.015,0.393
p4,0.005,0.468,0.451,0.036,0.0,0.363,0.299,0.003,0.0,0.171,0.16,0.0,0.002,0.404,0.37,0.018,0.407
p40,0.001,0.354,0.476,0.063,0.0,0.3,0.382,0.018,0.0,0.201,0.308,0.006,0.0,0.331,0.434,0.042,0.435
p41,0.001,0.362,0.454,0.052,0.0,0.304,0.362,0.012,0.0,0.198,0.278,0.003,0.0,0.336,0.409,0.034,0.422
p42,0.003,0.35,0.413,0.057,0.0,0.249,0.284,0.01,0.0,0.127,0.188,0.002,0.001,0.317,0.388,0.037,0.429
p43,0.004,0.355,0.416,0.049,0.0,0.263,0.298,0.009,0.0,0.163,0.22,0.002,0.002,0.325,0.382,0.031,0.385
p44,0.002,0.353,0.43,0.054,0.0,0.282,0.326,0.011,0.0,0.164,0.246,0.003,0.001,0.324,0.396,0.035,0.433
p45,0.002,0.354,0.438,0.05,0.0,0.291,0.342,0.011,0.0,0.178,0.258,0.003,0.001,0.329,0.408,0.033,0.417
p46,0.005,0.355,0.382,0.044,0.0,0.266,0.268,0.008,0.0,0.164,0.197,0.001,0.003,0.329,0.35,0.028,0.348
p47,0.002,0.447,0.413,0.029,0.0,0.418,0.362,0.008,0.0,0.348,0.333,0.003,0.001,0.462,0.436,0.022,0.396
p48,0.0,0.36,0.534,0.074,0.0,0.322,0.461,0.031,0.0,0.261,0.425,0.018,0.0,0.359,0.532,0.06,0.468
p49,0.0,0.376,0.519,0.067,0.0,0.327,0.433,0.024,0.0,0.25,0.38,0.013,0.0,0.361,0.498,0.049,0.484
p5,0.004,0.37,0.459,0.057,0.0,0.275,0.295,0.008,0.0,0.127,0.147,0.001,0.001,0.289,0.332,0.028,0.425
p50,0.0,0.35,0.484,0.056,0.0,0.303,0.388,0.016,0.0,0.233,0.336,0.007,0.0,0.32,0.439,0.04,0.429
p51,0.001,0.341,0.456,0.05,0.0,0.292,0.358,0.012,0.0,0.222,0.303,0.005,0.0,0.317,0.413,0.032,0.412
p52,0.001,0.364,0.518,0.072,0.0,0.315,0.429,0.025,0.0,0.235,0.38,0.012,0.0,0.344,0.485,0.051,0.503
p53,0.001,0.347,0.464,0.055,0.0,0.304,0.371,0.015,0.0,0.228,0.322,0.006,0.0,0.324,0.418,0.037,0.419
p54,0.002,0.331,0.417,0.047,0.0,0.305,0.342,0.011,0.0,0.217,0.281,0.003,0.001,0.322,0.375,0.03,0.383
p55,0.001,0.35,0.426,0.044,0.0,0.307,0.347,0.01,0.0,0.21,0.272,0.003,0.001,0.317,0.388,0.029,0.395
p56,0.001,0.347,0.436,0.045,0.0,0.295,0.343,0.01,0.0,0.212,0.268,0.003,0.0,0.311,0.389,0.028,0.382
p57,0.001,0.364,0.426,0.038,0.0,0.306,0.346,0.01,0.0,0.225,0.285,0.004,0.0,0.319,0.396,0.027,0.385
p58,0.001,0.365,0.336,0.023,0.0,0.334,0.302,0.005,0.0,0.259,0.263,0.002,0.001,0.358,0.364,0.019,0.317
p59,0.001,0.422,0.455,0.032,0.0,0.404,0.423,0.009,0.0,0.35,0.393,0.003,0.0,0.449,0.512,0.026,0.418
p6,0.006,0.445,0.449,0.055,0.0,0.338,0.303,0.01,0.0,0.157,0.164,0.001,0.002,0.35,0.346,0.031,0.43
p60,0.0,0.353,0.507,0.066,0.0,0.321,0.437,0.026,0.0,0.253,0.399,0.014,0.0,0.347,0.505,0.051,0.409
p61,0.0,0.348,0.491,0.057,0.0,0.322,0.433,0.025,0.0,0.266,0.414,0.016,0.0,0.349,0.509,0.049,0.41
p62,0.0,0.358,0.516,0.068,0.0,0.331,0.454,0.031,0.0,0.26,0.414,0.018,0.0,0.363,0.53,0.056,0.44
p63,0.0,0.351,0.455,0.047,0.0,0.303,0.381,0.015,0.0,0.233,0.332,0.007,0.0,0.309,0.432,0.036,0.413
p64,0.0,0.337,0.44,0.048,0.0,0.29,0.377,0.019,0.0,0.222,0.329,0.01,0.0,0.289,0.42,0.038,0.384
p65,0.0,0.335,0.451,0.047,0.0,0.298,0.389,0.019,0.0,0.221,0.339,0.011,0.0,0.293,0.434,0.036,0.387
p66,0.0,0.345,0.379,0.031,0.0,0.32,0.339,0.009,0.0,0.239,0.293,0.005,0.0,0.316,0.387,0.025,0.354
p67,0.0,0.332,0.401,0.038,0.0,0.299,0.348,0.011,0.0,0.218,0.294,0.006,0.0,0.305,0.401,0.03,0.359
p68,0.003,0.371,0.389,0.042,0.0,0.285,0.283,0.008,0.0,0.165,0.202,0.002,0.002,0.338,0.345,0.028,0.367
p69,0.003,0.363,0.406,0.041,0.0,0.291,0.299,0.007,0.0,0.173,0.217,0.001,0.002,0.334,0.376,0.026,0.39
p7,0.006,0.435,0.486,0.063,0.0,0.355,0.37,0.014,0.0,0.168,0.207,0.003,0.002,0.371,0.418,0.04,0.426
p70,0.003,0.349,0.417,0.044,0.0,0.296,0.318,0.009,0.0,0.181,0.234,0.002,0.001,0.326,0.378,0.029,0.389
p71,0.003,0.355,0.408,0.039,0.0,0.309,0.313,0.007,0.0,0.203,0.238,0.001,0.001,0.336,0.364,0.024,0.35
p72,0.003,0.368,0.397,0.035,0.0,0.324,0.306,0.006,0.0,0.216,0.235,0.001,0.001,0.342,0.358,0.021,0.412
p73,0.003,0.367,0.391,0.036,0.0,0.323,0.328,0.007,0.0,0.214,0.241,0.001,0.001,0.338,0.364,0.023,0.373
p74,0.003,0.334,0.43,0.065,0.0,0.235,0.29,0.015,0.0,0.14,0.213,0.004,0.002,0.308,0.397,0.044,0.417
p75,0.006,0.389,0.365,0.031,0.0,0.295,0.24,0.003,0.0,0.176,0.176,0.0,0.003,0.358,0.342,0.018,0.374
p76,0.006,0.367,0.354,0.036,0.0,0.285,0.241,0.005,0.0,0.161,0.176,0.001,0.004,0.341,0.333,0.023,0.348
p77,0.004,0.359,0.376,0.035,0.0,0.301,0.289,0.005,0.0,0.188,0.211,0.001,0.002,0.34,0.358,0.022,0.36
p78,0.006,0.382,0.353,0.032,0.0,0.313,0.255,0.006,0.0,0.174,0.168,0.0,0.003,0.354,0.321,0.02,0.361
p79,0.006,0.394,0.345,0.028,0.0,0.327,0.248,0.003,0.0,0.2,0.181,0.0,0.003,0.364,0.33,0.017,0.361
p8,0.004,0.494,0.49,0.04,0.0,0.41,0.359,0.006,0.0,0.226,0.226,0.001,0.002,0.423,0.416,0.023,0.445
p80,0.005,0.383,0.359,0.029,0.0,0.303,0.251,0.003,0.0,0.188,0.178,0.0,0.003,0.35,0.322,0.016,0.354
p81,0.003,0.376,0.381,0.032,0.0,0.324,0.288,0.005,0.0,0.21,0.209,0.001,0.002,0.345,0.341,0.019,0.402
p82,0.004,0.382,0.374,0.029,0.0,0.331,0.284,0.004,0.0,0.217,0.213,0.0,0.002,0.359,0.339,0.016,0.379
p83,0.004,0.375,0.375,0.032,0.0,0.333,0.282,0.005,0.0,0.212,0.205,0.001,0.002,0.346,0.334,0.019,0.393
p84,0.002,0.381,0.382,0.031,0.0,0.338,0.315,0.006,0.0,0.237,0.245,0.001,0.001,0.354,0.355,0.02,0.366
p85,0.001,0.363,0.406,0.034,0.0,0.309,0.324,0.007,0.0,0.225,0.257,0.002,0.001,0.329,0.38,0.023,0.384
p86,0.001,0.369,0.37,0.026,0.0,0.325,0.314,0.006,0.0,0.25,0.263,0.002,0.001,0.346,0.373,0.02,0.346
p87,0.002,0.385,0.343,0.021,0.0,0.341,0.285,0.004,0.0,0.261,0.243,0.001,0.001,0.368,0.352,0.017,0.325
p88,0.002,0.38,0.366,0.023,0.0,0.325,0.292,0.003,0.0,0.247,0.239,0.001,0.001,0.358,0.364,0.017,0.37
p89,0.003,0.388,0.342,0.019,0.0,0.346,0.273,0.002,0.0,0.262,0.227,0.001,0.002,0.366,0.344,0.013,0.345
p9,0.003,0.46,0.483,0.04,0.0,0.381,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.42,0.427,0.024,0.429
p90,0.003,0.384,0.333,0.016,0.0,0.349,0.274,0.002,0.0,0.288,0.248,0.001,0.002,0.389,0.354,0.012,0.301
p91,0.003,0.379,0.328,0.015,0.0,0.352,0.275,0.002,0.0,0.292,0.246,0.001,0.002,0.407,0.368,0.012,0.257
p92,0.002,0.362,0.368,0.031,0.0,0.324,0.303,0.007,0.0,0.232,0.241,0.003,0.001,0.339,0.355,0.023,0.365
p93,0.004,0.383,0.344,0.026,0.0,0.334,0.269,0.004,0.0,0.23,0.207,0.001,0.002,0.356,0.323,0.016,0.357
p94,0.0,0.338,0.41,0.045,0.0,0.293,0.349,0.016,0.0,0.235,0.309,0.008,0.0,0.335,0.42,0.038,0.395
p95,0.0,0.353,0.4,0.039,0.0,0.314,0.337,0.012,0.0,0.259,0.305,0.006,0.0,0.348,0.401,0.033,0.325
p96,0.001,0.359,0.374,0.035,0.0,0.308,0.309,0.01,0.0,0.256,0.288,0.005,0.0,0.365,0.393,0.031,0.333
p97,0.001,0.35,0.387,0.04,0.0,0.308,0.323,0.012,0.0,0.251,0.292,0.005,0.0,0.345,0.386,0.032,0.319
p98,0.001,0.361,0.371,0.033,0.0,0.306,0.296,0.008,0.0,0.248,0.269,0.003,0.001,0.359,0.374,0.027,0.336
p99,0.002,0.354,0.369,0.036,0.0,0.305,0.292,0.007,0.0,0.233,0.256,0.002,0.001,0.344,0.363,0.027,0.352
