,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p38,0,0,19.794,30.362,40.31,41.892,43.449,45.025,47.407,50.566,54.586,59.075,64.136,70.151,77.399,87.392,98.484,111.091,122.679,135.367,147.408
p39,0,0,4.428,6.947,9.184,9.5,9.848,10.208,10.752,11.384,12.043,12.78,13.553,14.424,15.19,16.337,17.219,18.695,19.392,20.596,23
p4,0.119576402,0.38937141,1.503,2.958,4.699,5.39,5.416,5.434,5.606,5.8,7.179,9.478,11.284,13.142,14.857,16.152,16.573,19.333,20.186,20.212,20.342
p40,0,0,10.046,16.781,23.537,24.737,26.051,27.494,29.973,32.849,35.866,39.294,42.959,47.214,51.648,57.651,64.278,72.803,81.26,93.553,108.819
p41,0,0,10.756,16.939,23.065,28.083,30.282,32.116,37.777,44.338,49.513,55.379,60.737,69.134,75.908,85.454,95.61,108.591,121.869,139.224,161.355
p42,0,0,0.474,2.562,19.563,20.735,22.663,25.602,30.265,37.294,47.401,60.042,73.985,88.154,91.217,94.877,98.018,101.009,103.212,105.507,107.697
p43,0,0,16.006,81.624,592.713,625.432,683.478,777.844,923.916,1131.412,1398.992,1687.38,1953.566,2187.219,2205.377,2229.6,2250.578,2274.892,2290.692,2315.567,2338.831
p44,0,0,0.53,2.874,20.626,22.693,25.607,29.392,34.564,41.309,49.373,57.261,64.565,71.657,72.574,73.657,74.861,76.289,77.332,79.009,81.012
p45,0,0,8.282,17.218,34.35,34.815,35.129,35.448,36.08,36.93,37.92,39.079,40.272,41.622,42.896,44.39,45.677,47.244,48.691,50.775,54.148
p46,0.037516039,2.141675603,3.599,6.317,13.73,22.342,35.082,53.219,79.763,115.84,161.983,213.004,263.268,311.215,354.653,400.68,436.313,469.176,491.899,514.749,537.19
p47,0.078073811,5.728407335,17.81,25.426,36.871,49.702,62.617,74.903,90.691,108.881,113.025,116.764,120.34,124.846,129.689,135.501,138.445,143.432,148.383,154.056,160.626
p48,0.015890803,2.982025329,13.446,34.624,68.17,80.472,96.311,115.07,138.673,167.266,201.116,230.026,254.533,277.242,296.478,319.022,331.662,351.189,370.409,395.101,422.366
p49,0,0,0.018,0.05,0.082,0.253,0.577,1.124,2.063,3.383,4.213,5.118,6.064,7.011,7.899,8.772,9.267,9.771,10.24,10.827,11.282
p5,5.718094633,41.9169796,53.586,89.946,129.736,172.71,205.798,241.667,299.966,377.339,470.485,580.757,699.932,822.551,850.509,879.535,903.309,926.231,947.172,965.339,989.423
p50,0,0,0.544,1.257,4.969,21.622,48.193,97.011,182.349,316.709,394.194,486.706,592.821,706.677,818.479,938.02,1007.938,1101.46,1186.944,1284.579,1393.771
p51,0,0,0.033,0.045,0.412,2.118,5.719,13.242,26.872,48.194,59.672,75.022,94.98,119.843,149.227,184.91,215.979,250.839,283.988,316.608,349.647
p52,0,0,2.133,3.184,4.037,4.638,5.072,5.398,5.911,6.693,7.838,8.907,10.063,11.682,13.278,15.276,17.188,19.213,21.864,25.216,28.257
p53,0,0,23.097,37.482,51.749,61.958,71.114,81.74,98.147,119.131,145.531,174.702,209.049,249.874,294.493,351.178,401.947,454.905,516.969,591.262,671.651
p54,0.094914678,2.754555382,25.353,34.401,44.366,46.275,48.139,50.463,54.831,61.783,72.178,85.362,101.635,121.167,143.844,170.331,197.898,227.448,257.586,287.84,318.547
p55,0.007026694,1.701282147,14.064,19.292,24.978,26.494,27.359,28.299,30.526,34.316,39.81,46.57,54.863,65.423,77.78,92.946,107.949,124.533,142.893,162.031,183.641
p56,0,0,0.59,1.015,3.126,12.743,33.264,77.838,105.859,142.155,181.145,208.085,233.511,258.621,282.641,304.757,309.363,328.257,347.918,374.106,408.835
p57,0.681239627,1.237219526,2.272,6.049,10.741,11.813,13.241,15.279,18.835,24.979,35.101,48.227,64.212,81.905,100.038,118.191,132.35,146.065,160.274,174.591,192.511
p58,2.973437518,3.310040121,30.663,75.767,94.518,313.579,332.405,353.086,420.535,542.623,707.333,808.308,878.504,937.985,1003.674,1081.379,1117.935,1173.679,1240.206,1292.187,1392.983
p59,0.225905501,1.216504631,2.551,9.823,21.738,28.905,39.236,52.339,69.504,88.177,106.763,126.894,142.773,159.183,174.033,189.296,196.564,205.076,213.07,220.874,232.017
p6,0.246640299,9.779499557,11.378,18.148,24.573,31.302,37.03,43.313,53.596,67.586,84.81,105.339,127.808,150.893,156.705,163.124,168.63,174.634,180.084,184.756,189.957
p60,0.01193542,0.447235192,1.756,4.18,7.564,7.996,8.428,8.907,9.544,10.36,11.455,12.624,13.937,15.46,17.283,19.535,22.091,24.945,28.562,32.573,37.128
p61,0.007968921,0.746904448,1.451,3.872,7.291,7.857,8.406,9.073,10.029,11.306,13.064,14.912,17.041,19.418,22.107,25.521,29.447,33.811,39.218,45.222,52.781
p62,0.064115463,0.41323642,0.988,3,6.254,7.506,8.875,10.196,11.795,13.539,15.738,17.876,19.904,22.118,24.895,28.76,33.018,37.429,42.819,48.368,54.452
p63,0.201813968,12.24810532,23.359,61.858,105.115,110.177,115.833,122.754,132.269,144.631,161.79,182.923,209.043,240.209,277.093,326.842,385.615,454.192,536.134,632.053,751.139
p64,0.017288812,5.864901897,11.644,37.019,80.985,100.502,123.319,149.755,189.171,240.413,307.565,372.629,435.275,491.55,544.857,615.908,674.025,727.677,782.278,831.168,893.584
p65,0.074564522,6.345614295,12.085,37.828,86.058,111.104,136.019,164.842,210.221,269.857,350.211,429.155,505.844,580.417,652.507,739.997,812.965,885.564,956.012,1027.211,1114.7
p66,0.00687512,2.876324151,4.992,13.978,29.725,39.32,52.795,72.023,104.285,150.157,208.411,261.689,308.255,349.429,387.838,424.416,449.183,474.977,500.404,518.69,547.33
p67,0.049593126,5.42192879,10.979,30.104,53.366,57.446,61.474,66.382,73.357,83.753,98.246,116.425,138.962,166.934,201.731,246.645,299.53,361.819,435.358,519.394,618.881
p68,0,0,0.809,4.15,29.418,32.836,38.324,46.243,57.764,73.611,93.703,115.003,135.425,155.203,157.357,159.925,162.095,164.243,165.581,167.096,169.477
p69,0,0,4.153,7.625,15.582,16.072,16.414,16.734,17.367,18.304,19.432,20.632,21.777,23.027,24.21,25.673,27.022,28.409,29.661,31.037,33.272
p7,0.042888671,1.603520842,3.687,5.996,7.902,8.633,9.247,9.925,10.876,12.169,13.772,15.76,17.949,20.278,20.977,21.728,22.36,22.991,23.566,24.022,24.532
p70,0,0,8.366,16.048,32.259,33.095,33.676,34.226,35.326,36.888,38.796,40.887,43.041,45.415,47.773,50.658,53.276,56.02,58.715,61.784,66.918
p71,0.048889458,0.2611806,3.139,4.212,5.548,6.246,6.671,7.076,7.772,8.722,10.036,11.609,13.412,15.789,18.397,21.518,24.554,27.878,31.556,35.063,39.075
p72,0.051234245,4.395968779,39.271,53.224,70.637,79.354,86.578,94.01,105.812,123.957,149.206,180.55,217.816,261.988,312.29,371.679,431.28,493.382,556.915,617.385,685.043
p73,0,0.247787902,2.211,2.992,3.803,4.12,4.349,4.589,5.041,5.731,6.714,7.992,9.591,11.555,13.873,16.662,19.622,22.979,26.555,30.153,33.666
p74,0,0,0.103,0.206,0.355,0.423,0.528,0.704,1.031,1.604,2.496,3.711,5.113,6.515,7.701,8.886,9.893,10.932,11.988,12.938,14.549
p75,0.049455912,1.133727956,2.218,3.276,6.126,6.774,7.496,8.527,10.278,13.073,17.507,23.659,31.617,41.686,52.956,65.18,76.187,85.648,92.882,97.979,104.718
p76,0.004075108,2.41498537,4.312,6.289,12.938,15.267,19.089,25.633,36.823,54.077,78.65,108.629,140.469,172.309,201.014,229.092,250.406,267.61,280.072,288.676,303.579
p77,0,0.829536661,1.502,2.274,4.902,6.912,10.1,15.139,23.149,34.754,50.542,68.65,86.795,103.87,118.679,132.841,143.389,152.855,159.179,163.936,172.177
p78,0.044142199,1.68559734,2.437,3.577,7.183,8.693,11.234,15.443,22.42,32.976,47.967,65.916,84.4,102.138,117.362,131.861,142.657,151.553,158.006,162.666,172.055
p79,0.101972038,2.372986019,4.644,6.694,11.578,12.564,14.313,17.217,21.878,28.707,38.005,48.583,58.918,68.219,75.941,82.652,87.99,92.692,96.899,99.923,104.09
p8,0.819524,8.793521013,34.77,58.839,87.279,90.667,91.04,91.421,92.179,93.459,95.163,96.801,98.164,99.766,101.173,102.398,103.416,104.146,104.728,104.793,104.836
p80,0.355709642,8.406996517,11.302,20.913,48.831,55.913,72.855,107.041,167.807,252.443,355.093,452.197,537.834,603.978,657.688,710.736,739.285,759.202,780.349,799.361,820.293
p81,0.090199905,0.960017493,3.414,6.015,12.427,12.534,12.678,13.045,14.302,17.756,26.668,44.021,66.797,86.4,99.257,108.928,114.361,120.349,126.294,129.712,135.603
p82,0,0.338281606,0.819,1.45,2.985,2.998,3.018,3.077,3.258,3.938,6.149,11.319,18.736,25.049,28.96,32.142,33.601,34.822,35.869,36.333,37.601
p83,0.035923054,0.394704384,1.802,3.139,6.486,6.494,6.494,6.503,6.674,7.673,11.266,19.049,29.381,38.111,43.756,48.211,50.479,52.413,53.976,54.636,56.597
p84,0,0.93922519,7.843,10.622,13.982,15.424,16.424,17.598,19.593,22.547,26.852,32.181,38.718,46.407,55.771,66.591,77.539,88.994,100.95,112.982,125.778
p85,0,0,1.171,2.422,8.681,38.092,120.924,280.784,365.804,462.388,550.167,603.905,644.056,682.58,727.713,779.925,804.406,845.983,893.764,943.199,1021.41
p86,0,0,0,0,2.324,17.986,19.718,22.96,29.462,39.498,50.765,56.617,60.428,63.948,68.366,74.404,77.299,82.176,88.255,93.554,102.776
p87,0,0,0.43,0.846,2.804,5.158,9.029,16.465,33.087,67.388,131.35,222.638,328.743,435.436,537.777,637.57,710.651,770.636,824.527,870.154,924.06
p88,0,0,0.116,0.221,0.769,1.497,2.715,5.127,10.623,22.02,43.312,73.588,107.79,140.403,171.194,201.603,223.736,241.228,256.966,271.363,289.387
p89,0,0,0.85,1.669,8.65,15.217,21.365,34.806,69.185,141.701,306.975,537.042,764.246,928.119,1033.646,1116.92,1181.904,1245.202,1310.045,1371.667,1446.583
p9,430.9401092,716.7919976,1371.759,2713.94,4087.389,4873.134,5026.352,5152.156,5320.968,5581.22,5888.056,6141.35,6326.158,6493.599,6648.162,6803.826,6941.873,7058.66,7136.214,7153.783,7170.31
p90,0,0,1.052,2.07,11.572,19.13,28.292,44.907,80.678,151.632,309.44,539.025,776.534,953.833,1067.966,1158.333,1228.228,1295.014,1374.317,1452.292,1543.456
p91,0.434143915,2.552060478,4.657,9.173,21.004,50.448,93.079,148.962,226.197,326.112,446.234,555.505,648.958,658.309,668.306,680.238,690.547,700.484,715.514,730.207,750.109
p92,0.114763759,35.8,56.494,74.347,83.594,92.198,98.634,105.789,116.58,131.329,151.146,175.551,205.889,244.781,295.298,360.93,440.744,540.59,664.182,812.69,1006.237
p93,0,0,0.213,1.098,4.708,6.254,8.25,11.157,15.741,22.609,32.739,46.447,64.061,85.569,110.509,138.284,166.233,193.649,219.254,242.127,264.586
p94,0.872693419,21.5,29.56,36.65,46.88,63.15,77.547,93.967,117.593,150.635,194.658,247.508,310.632,385.399,475.273,582.233,705.721,850.95,1028.375,1239.236,1494.777
p95,0,0,0.443,15.894,70.514,116.532,150.645,183.672,237.944,266.156,303.938,343.975,387.269,429.025,472.167,513.888,545.119,575.939,613.497,643.868,685.825
p96,0,0,1.032,34.152,141.423,264.898,399.435,530.828,700.306,777.459,876.408,961.811,1035.954,1104.764,1166.235,1241.165,1300.073,1366.379,1434.421,1503.838,1580.052
p97,1.601205543,22.69234846,56.424,74.132,96.126,177.721,229.643,277.824,394.689,561.959,775.794,1008.871,1268.597,1564.587,1877.795,2236.578,2564.035,2620.22,2673.952,2723.373,2801.284
p98,1.314698949,24.50765154,57.01,74.788,93.324,164.84,221.269,267.623,372.958,538.729,743.302,967.086,1219.278,1515.942,1829.509,2202.941,2521.183,2597.316,2669.891,2736.793,2807.036
p99,0,0,7.947,24.516,60.125,107.101,170.018,259.67,395.791,574.398,789.057,979.981,1135.512,1273.752,1397.225,1545.909,1637.058,1762.353,1880.643,1987.19,2105.479
