,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p129,0.2,8.9,26,101.1,137.7,146.2,158.7,172.9,190.3,211.7,238.1,260.9,283.4,286.3,289.9,294.7,300.8,308.2,316.8,327.1,341
p13,0.5,29.7,55,187.3,275.4,321,373.4,424.5,474.9,525.2,576.7,631.1,670.3,677.5,686.1,700.1,728.7,781.8,856.3,946.8,1055.2
p130,0,0,5.2,52.2,85.5,123.6,160.2,205.4,254.4,304.4,357.1,383.3,404,413.3,425.4,440.7,456.1,472.5,490.7,515.1,564.9
p131,2.9,178.4,681.6,1491.9,2384.9,2557.3,2780.6,2926.7,3070.7,3207.1,3330,3373.3,3406.2,3413,3420.8,3432.2,3450.4,3475.8,3521.7,3598.6,3727.8
p132,1.4,36.6,115.2,309.2,515.6,596.2,713.8,807.8,910.8,1012.2,1113.3,1158.5,1191.9,1200.6,1210.1,1222.8,1242.1,1288.1,1337.7,1407.1,1525
p133,0,0,0.1,10.3,94.8,122.2,164.1,200.3,222.8,235.5,246,255.4,259.7,262.7,265.3,267.7,270.6,278.5,291.7,319.2,371
p134,1.4,5.6,25.2,40.7,55.8,69.8,91,117.2,148.7,186.1,230.7,273.9,319.1,338.4,358.1,378.4,399.3,420.6,444.5,470.2,505.3
p14,0,0,0.1,0.7,2.2,3.4,8.6,20,43.2,75,101.4,103.2,104.4,104.9,105.5,106.2,107.8,110.3,114.2,119.8,126.8
p15,0,0,0.4,3.7,19.2,38.8,78.6,120.6,166.6,202.1,224.7,232.3,236,237.2,238.8,241.1,245.2,254.7,268,286.3,320.3
p16,0,0,0.2,1.8,8.7,17.5,35.5,55.2,76.5,93.5,107.1,112.9,115.7,116.8,117.9,119.9,123.6,129.7,137.2,147.9,168.2
p17,0,0,0.3,1.5,3.2,4.2,6.3,9.6,14.4,21,30.1,35.2,39.4,39.7,40.4,42.1,45,48.8,53.6,59.7,67.9
p18,0,0,0.3,1.9,4,4.8,6.3,8.6,12,16.5,22,27.2,31.4,32,33,35,38,41.8,46.1,51.2,56.4
p19,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.6
p2,0,3.6,7.9,17.7,28.5,37.9,73.8,126.9,185.2,232.3,273,322,343.3,351.5,358.8,368.6,378.1,395.3,420.4,439.3,484.1
p20,0,0,0.2,1,2.2,2.7,3.7,5.1,7.2,10.1,13.8,16.2,18.3,18.5,19,20,21.4,23.4,25.8,28.6,31.9
p21,0,0,0.1,0.5,1.2,1.8,3.2,5.2,7.4,9.9,13.1,15.7,18.3,20.7,23.3,26.4,30,34.3,39.1,43.7,49.4
p22,0,0,0,0,0.1,0.2,0.2,0.4,0.5,0.7,1.1,1.4,1.8,2.2,2.6,3.1,3.7,4.4,5.3,6,7
p23,0,0,0,0.1,0.3,0.5,0.7,1.1,1.6,2.2,3.3,4.5,5.8,6.9,8.2,9.7,11.5,13.6,16,18.6,21.8
p24,0,0,0.2,0.5,1.6,2.2,3.2,4.5,6.1,8.1,10.5,13.2,16.2,19.3,22.9,27.3,32.4,38.5,45.8,52.1,60.1
p25,0,0,16.7,154.9,295.2,337.9,388.9,427.9,457.2,480.1,498.6,512.9,521.4,522.7,524.1,527.4,537.9,558.6,583.8,622.2,695.5
p26,0,0,0.9,10.6,17.8,19.9,26.9,34.9,42.3,47.5,50.8,51.2,51.4,51.5,51.7,51.8,52.2,52.8,53.6,54.5,57
p27,0.4,12.7,21.7,39.7,62.8,63.7,65.3,67,69,71.8,76.2,80.8,84,84.2,84.5,84.8,87.5,92.5,100,111.7,127.1
p28,7.9,257.1,471,711.4,1016.5,1031.6,1076,1142.7,1248.3,1398.1,1578.4,1738.9,1869.5,1883.8,1900.4,1929.7,1979.2,2066.1,2178.3,2335.4,2555.9
p29,0,4,5,8.3,12.5,12.8,13.1,13.3,13.5,13.8,14.1,14.7,15.3,15.4,15.4,15.5,15.9,16.9,18.2,20,22.4
p3,0.1,1.8,4.8,11.5,19.1,26.1,41.1,65.1,93,117.6,148,188.8,205.3,215.6,224.3,231.5,239,252,276.1,285.1,317.6
p30,2.4,48.9,108.1,208.7,330.3,340.6,352.7,363.8,373.7,390.7,435,476.1,504.5,510,516.4,523.4,535.6,557.6,598.6,648.7,711.4
p31,0.7,21.4,41.6,68.4,107.8,150.6,211.4,280.9,353.1,427.4,511.3,566.9,575.4,582.9,591.9,602.3,615.9,639.9,682.7,748.8,835.4
p32,0,0,5.7,9.3,12.9,14.4,17.3,21.2,26.2,32.3,38.9,40.1,41.1,41.1,41.2,41.3,41.9,43,44.5,47,51.5
p33,2.5,132.7,203.6,276.1,396.2,435.4,510.5,598.2,699.8,818.5,959.1,1037.7,1103.9,1117.6,1132.2,1157.7,1202.1,1266,1349.8,1457,1601.5
p34,0.9,34.2,88.7,120,172.8,189.6,210.5,232.2,256.1,283.8,318.3,350.1,377.1,382.4,388.9,400.4,422,452.5,493.8,546.9,617.3
p35,0,0,0.1,0.5,1.1,1.3,1.6,2.1,2.9,3.8,5,6.2,7.1,7.3,7.6,8,8.6,9.4,10.5,11.4,12.7
p36,0,0,11.8,18.8,25.5,27.9,31.4,35.4,40.1,45.3,51.2,53.9,55.7,55.8,56,56.4,57.8,59.9,63,67.2,73
p37,0,0,13.4,21.9,30.2,33.7,38.5,44.2,50.7,58.3,67.1,71.5,74.6,74.8,75.1,75.8,78.4,82.6,88.6,95.7,105.5
p38,0,0,19.5,31.4,42.9,47.8,55.2,64.3,75,87.2,100.9,108.1,113.7,114.4,115.4,117.6,122.9,130.4,141.5,154.4,171.4
p39,0,0,2.3,3.7,5.1,5.6,6.2,6.8,7.6,8.7,10.4,11.7,13.1,13.9,14.9,16.1,17.5,19.2,21.2,23.8,27.1
p4,0.1,0.4,2.1,3.2,6,10.2,19.6,47.9,99.6,158.2,207.6,230.2,239.4,248.8,254.1,261.1,269.7,278.8,288.9,292.4,301.4
p40,0,0,8.5,13.8,19.1,20.7,23.4,26.7,31.2,37.8,47.2,55.2,63.2,67,72.4,79,86.7,96.6,107.4,124.5,145.4
p41,0,0,14.5,23.1,31.5,33.8,37,41.1,46.3,53,62,71,80.4,85.2,92.4,100.9,112.1,126.8,144,171.8,207.1
p42,0,0,0.4,1.9,12.5,14.4,17.9,23.3,31.6,44.6,64.3,76.1,85.9,86.4,87.3,90,94.1,99.6,107,117.6,120.4
p43,0,0,15.8,80.7,588.9,616.6,670,759.4,898.1,1100.3,1380.6,1592.2,1753.4,1758.3,1770.5,1808.6,1878.3,1986.9,2137.5,2335.6,2373.8
p44,0,0,0.5,2.6,18.3,20.2,23.4,28,34.2,42.2,52.1,58.1,62.1,62.3,62.6,63.3,64.5,66.8,70.4,76.3,78.5
p45,0,0,4.5,9,18.1,19.3,21.3,24,28.1,34.3,44.4,55.5,67.9,75.8,85.6,97.6,112,128.5,147.3,171,198.7
p46,0,2.1,3.2,5,10.1,12.6,17.5,25.8,39.5,62.7,99.1,138,173,174.9,178.8,190.2,208.1,232.9,265.2,305.3,356.4
p47,0.1,5.7,20.6,28.9,39.8,45.8,54.5,63.8,74.3,88.2,108.5,127.6,137.7,148.6,159.9,171.5,183.6,197.1,212.7,236.8,262.6
p48,0,3,10.3,23,41.4,48.7,65.4,94.1,135.8,191.4,263.4,323.5,380.5,425.1,473.9,526,586.4,657.5,741.3,860.3,994.2
p49,0,0,0,0,0.1,0.3,1,2.8,6.2,11.6,19.5,24,26.9,28.4,30,31.6,33.2,35.1,37.4,40.7,44.1
p5,5.7,41.9,53.1,88.7,126.8,141.6,168.6,199.4,241.7,305.4,403.6,478.3,544,549.5,559,581.8,623.4,682.3,760.2,863.6,901.8
p50,0,0,0.4,1,4.4,11.2,29.4,63.7,122.6,237.6,423.8,535.7,649.5,684.4,739.5,807.9,868.7,989.1,1111.4,1331.3,1565.9
p51,0,0,0.1,0.3,1,3.6,10.9,26.9,54.2,104.3,187.1,231.9,272.9,285.4,301.8,323.5,346,390.8,439.4,517,602.7
p52,0,0,3.7,5.4,6.8,7.1,7.5,8.1,9.3,11.3,14.3,16.7,19,21,23.5,26.2,29.5,32.9,36.8,42.4,48.2
p53,0,0,21.5,35.3,49,56,66,79.4,97.9,125.9,175.5,224.2,275.4,309.4,351.8,398.9,455.8,520.6,593.8,700.2,819.2
p54,0.1,2.8,27.8,38.4,50.9,55.5,61.7,69.6,80.4,96.7,123.7,149.7,176.6,193.1,212.3,234.6,262.7,299.9,338.4,394.3,463.9
p55,0,1.7,13.1,17.9,23.6,25.6,30.1,36.1,43.9,54.6,74.8,87.5,100.1,105.9,114,122.3,134.7,150.8,170.1,198.7,236.4
p56,0,0,0.4,0.9,3.5,8.1,20.6,45.8,88.3,138.5,183.5,211.3,227.7,235.3,242.4,250,260.7,284.7,316.8,378.7,452.2
p57,0.7,1.2,2.3,5.4,9.2,11.3,15.3,22.3,33.1,48,71.4,93.3,112.5,121.8,132.4,144.5,162.4,188.2,219.2,262.6,319.6
p58,3,3.3,29.4,72.9,92.2,164.7,441.7,719.4,933.8,1134.5,1383.5,1590.7,1717.3,1790.6,1850.2,1909.9,1986.1,2105.8,2286.6,2549.6,2947.4
p59,0.2,1.2,2.2,9.2,16,22.1,35.4,60,106,167.4,235.8,276.8,311.5,333.1,355.6,379.5,406.8,440.6,483.3,536.5,599.6
p6,0.2,9.8,11.9,19.5,27.7,31.3,37.2,44.3,55.1,69.5,89.2,107.8,124.9,127,131.5,138.9,148.8,162,178.7,200.6,211.7
p60,0,0.4,1.6,3.9,7.4,9.7,14.4,21.8,31.8,43.8,58.3,69,78.1,85.1,92.9,101.5,111.2,123.1,137.2,154.8,178.7
p61,0,0.7,1.6,4.4,9,13.3,20.9,32,45.6,60.4,78.1,93.4,105.1,111.4,118.7,126.7,136.4,148.5,164.6,186.6,220.6
p62,0.1,0.4,1.2,3.5,7.6,11.6,19.5,31.1,45.6,62.5,81.7,94.5,103.5,108,113.4,119,126,136.1,150,168.9,198.8
p63,0.2,12.2,28.5,83.6,169.2,250,449.4,776.9,1244.4,1825.3,2490.3,2800.5,3024.9,3138.3,3265.5,3403.9,3587.8,3867.2,4207.8,4657.5,5326.7
p64,0,5.9,9.5,26.2,49.6,71.3,129.2,230.1,382.7,588.4,840.2,931.7,1003.1,1034.7,1071.8,1115.1,1180.5,1274.4,1389.6,1531.2,1724.5
p65,0.1,6.3,9.9,27.8,53.8,71.9,116.1,193.5,317.9,505,766.1,903,1007.3,1043.6,1082.8,1127.8,1189.8,1291.5,1421.5,1575.1,1778.4
p66,0,2.9,5.6,14.7,25.9,33.6,49.6,76.1,116,174.1,266.6,341.2,404.5,432.4,464.3,501.4,557.1,636.3,733,860,1019
p67,0,5.4,12.9,40.6,87.8,143.6,235.7,358.4,494.4,641.1,825.1,989.6,1078.3,1092,1115.2,1142.4,1189.7,1264.1,1394.9,1573.4,1877.2
p68,0,0,1.1,6,42.6,46.1,51.5,59.2,70.1,84.6,104.2,124,139.3,139.9,141.3,145.1,151.5,160.7,174,191.5,194
p69,0,0,2,3.9,7.8,8.3,9,10,11.8,14.5,19.4,24.4,30.1,33.8,38.6,44.8,51.8,59.9,68.9,80.1,93.1
p7,0,1.6,3.6,5.9,7.7,8.1,8.7,9.4,10.4,11.6,13.5,15.1,16.6,17.1,17.7,18.4,19.5,21,23,25.5,27.6
p70,0,0,14.3,28,56.2,60.2,66.9,76.1,89.2,108.3,135.6,164.8,197.9,214.7,238.1,269.1,306.1,349.3,401.1,464.5,545.4
p71,0,0.3,2.1,2.9,3.8,4,4.4,5,5.8,6.9,8.7,10.3,11.7,12.3,13.1,14.3,16,18.6,21.8,26.9,33
p72,0.1,4.4,40.6,54.4,70.5,74.2,79.4,85.8,95.6,113.6,152.5,187.2,220.4,240.4,265.6,301,340.8,396.3,470.7,585.2,728.2
p73,0,0.2,2.1,2.8,3.6,3.9,4.2,4.6,5.1,5.8,6.8,7.8,8.8,9,9.6,10.4,11.5,13.5,16.4,21,27.2
p74,0,0,0.1,0.2,0.4,0.6,1.3,2.7,5.6,10.6,18.5,22.8,26.5,27.7,29.3,31.7,34.3,37.1,40.1,43,46.5
p75,0,1.1,2.4,3.6,6.7,7.8,9.8,13.4,19.3,28.4,41.2,51.5,60.8,61.3,62.2,67.5,75.9,85.8,97.7,110.3,123.4
p76,0,2.4,4.4,6.6,13.5,15.3,19.9,28.4,43.6,70.2,113.3,140.4,164.9,167.1,172,183.2,199.4,220.2,245.4,276,313.8
p77,0,0.8,1.3,2,4.2,5.5,8,12.2,19,29.3,44.4,57.5,68.5,68.9,70.1,74.1,80.3,89.2,101.2,116.2,134.5
p78,0,1.7,2.2,3.3,6.6,7.8,10.1,14,20.5,30.8,44.8,60.7,75,76.5,79.7,86.2,95.8,107.5,121.6,137.7,156.8
p79,0.1,2.4,5.3,8.1,15.5,19,26.4,39.9,63.2,100.8,157.4,205.6,246.8,254,265.1,278.9,298.4,318.9,343.1,364.9,400.7
p8,0.8,8.8,36.5,63.1,93,94.6,96.1,97.5,98.9,100.6,102.8,104.7,106.1,106.4,106.7,107.1,108.5,110.7,113.7,117.1,121.1
p80,0.4,8.4,12.5,23,53,77.9,156.1,322.8,573,863.3,1108.2,1223.9,1288.7,1320,1347.4,1396.6,1469.6,1595.4,1762.7,1904.7,2056
p81,0.1,1,2.9,5.1,10.8,13,19.7,33.4,60.9,104.8,143.2,150.4,155,156.2,157.5,159.5,166.6,178.4,196.3,228.3,291.4
p82,0,0.3,0.6,1.1,2.3,2.8,3.9,5.8,9.4,15.7,25.5,27.3,28.6,29,29.5,30,31.7,34.2,39,46.2,59.5
p83,0,0.4,1.3,2.2,4.6,5.3,7.8,13.3,26.8,49.7,69.2,72.1,74.1,75,76.4,78,81.2,86.8,93.5,106.9,135
p84,0,0.9,6.1,8.4,11,11.7,13.4,15.5,18.9,24.7,34.6,41.3,47.3,50.5,54.1,59.3,64.9,73.7,84.6,100.7,120.4
p85,0,0,1.4,2.5,8.3,24.9,70.5,169.3,346.8,577,776.9,871.1,922.2,953,982.6,1012.4,1050,1112.3,1203.5,1335.5,1520.3
p86,0,0,1.2,2.8,4.6,11.3,88.1,183.4,248.3,299.5,348.8,387.5,411.3,426.5,438.1,448.2,459.8,473.6,493.4,518.5,551.2
p87,0,0,0.4,0.8,2.6,4.2,7.3,13.8,27,54.1,115.5,189.5,259.8,265.7,276,298.8,335.9,389.8,461.7,571,731.8
p88,0,0,0.1,0.3,1,1.7,3.5,7.3,15.5,33.3,69.4,101.2,127.1,129.3,133,140.3,150.4,166.4,186.2,218,267.3
p89,0,0,0.8,1.4,7.7,9.4,13.8,25.3,51.7,104,194.2,268.5,350.8,402.6,466.7,545,635.6,741.1,851.2,979.7,1140.7
p9,430.9,716.8,1386.5,2755.7,4140.3,4814.1,5124.2,5431.9,5771.5,6191.8,6716.8,7206.5,7566.2,7789.5,8026.9,8284.8,8671.2,9189.6,9808.1,10468.5,11140.5
p90,0,0,1.1,2.3,12.5,14.4,19.9,34.9,71.1,139.9,242.6,303.6,363,419,497.3,606.5,739.2,881.7,1019.3,1175.5,1356.8
p91,0.4,2.6,5.2,10.8,29.2,53.2,111.6,186.2,274.4,374.6,483.7,543.5,579.1,588,598.3,611.2,634.2,669.7,723.5,795.4,831.8
p92,0.1,35.8,56.5,74.3,83.6,94.8,113.8,152.6,208.7,293.6,430.4,571.5,714.5,840.1,972.3,1126.1,1299.7,1516.4,1783.3,2107.8,2495.9
p93,0,0,0.2,0.7,4.5,5.7,7.9,11.3,16.5,24.5,37.1,51.5,68.7,80.7,95.1,112.3,132.6,156.7,184.4,218.9,261.8
p94,0.9,21.5,29.6,36.6,46.9,54.6,67.3,86,112.1,147.4,196.7,254.4,323.4,395.4,482,585.1,710.6,866.9,1058.9,1300.3,1598.3
p95,0,0,0.5,19,77.6,129.1,204,291.3,388.7,442.7,495.1,528,550,557.4,563.7,570.6,584.8,608.5,648.1,734.3,871.1
p96,0,0,1,31.1,134.3,218,339.6,480.9,639.1,727.2,824.6,887.6,928,938.2,949.9,965.7,995.5,1050.9,1150.3,1317.1,1568.9
p97,1.6,22.7,59.3,74,94.5,201.9,329.8,469.5,627.3,825.9,1110.9,1408.9,1718.2,1898.1,2090.9,2296.9,2527.6,2638.4,2772.7,2958.8,3265
p98,1.3,24.5,54.2,75,94.9,196.5,310,430.8,566.6,749,1021.8,1296.1,1575.7,1749.3,1937.3,2141.8,2369.8,2458.7,2582.8,2760.5,3055.6
p99,0,0,7.8,24.8,61.4,101.2,198,398.6,711.5,1137.7,1705.3,2018.3,2215,2300,2389.5,2489.7,2624,2822.8,3081.1,3364.7,3830.9
