r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p109,502,448.92,660.79,330.24,406.02,507.46,351.3,400.24,490.39,283.57,398.66,350.98,393.46,638.42,498.09
p110,463.49,650.42,675.95,614.46,645.78,363.43,565.21,886.26,756.37,438.01,482.14,478.79,417.12,957.66,670.54
p116,3185.47,2681,1889.76,2546.21,2165.88,2059.73,2255.23,1758.8,3038.14,2125.71,2286.99,2209.33,2360.79,2676.33,2273.71
p117,0,0,0,0,0,0,0,325.33,0,0,0,0,0,0,0
p118,7398.01,5566.99,6957.35,5690.07,6496.55,6351.92,6751.86,5801.69,6527.98,5966.52,6811.19,6221.63,6201.11,6466.45,6397.66
p119,1377.56,772.28,353.91,771.35,717.95,360.96,0,955.78,676.9,634.23,355.75,705.78,542.59,728.31,792.85
p120,914.69,0,0,0,0,0,0,0,0,0,0,0,0,0,679.73
p121,1286.83,0,0,0,0,0,0,0,0,0,880.85,0,0,0,406.22
p122,2874.52,2670.84,1297.18,1680.86,2391.98,2303.53,1630.47,2227.25,1827.63,1808.37,1872.55,2227.46,1692.7,1897.46,2252.86
p127,3992.39,1978.69,3446.37,2738.38,2973.97,2969.36,2586.72,2666.17,3138.69,2780.46,2895.68,2460.24,2878.17,3213.17,2890.46
p129,888.37,642.13,467.68,709.53,753.42,0,571.4,715.68,387.5,509.7,720.19,468.16,421.88,690.75,718.72
p130,2567.89,1704.1,1682.37,2799.77,1854.12,2104.02,1926.57,1699.91,1910.42,1890.62,2208.54,1669.86,2001.41,2475.19,1972.89
p134,2636.6,918.74,1564.36,1571.82,1791.07,793.52,1685.2,1544.12,1524.38,1366.16,1393.67,1414.42,1548.92,1214.98,1723.84
