region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,3,71325,5162.346,46995.105,48511.428,-1516.323,1.596,160.264
p01001,3,71326,4980.439,39449.088,39955.241,-506.153,0.705,138.173
p01001,3,71327,4978.736,57484.186,48971.304,8512.882,5.665,147.68
p01001,3,71328,5191.314,88115.854,54880.661,33235.193,2.871,162.705
p01001,3,71706,5287.093,30416.724,38673.12,-8256.396,0.435,153.147
p01001,3,71707,4867.144,57567.429,48522.836,9044.593,1.791,151.172
p01001,3,71708,5014.677,126346.656,49314.958,77031.698,2.067,163.387
p01001,3,72086,5259.727,57603.966,51115.893,6488.073,2.691,169.005
p01001,3,72087,4506.73,62872.937,42765.64,20107.297,1.304,170.442
p01001,3,72088,4135.575,166103.975,49352.983,116750.991,5.265,175.557
p01001,3,72466,3540.016,68209.421,49160.369,19049.052,2.241,190.165
p01003,3,77019,461.153,70460.9,75463.433,-5002.533,7.087,90.758
p01003,3,77020,4305.159,42839.85,49732.195,-6892.345,2.21,97.429
p01003,3,77399,2075.966,37866.161,47009.52,-9143.358,1.552,81.892
p01003,3,77400,4586.999,52113.242,61840.788,-9727.546,4.706,92.289
p01003,3,77779,2843.803,53115.723,50371.615,2744.107,6.034,69.546
p01003,3,77780,4387.744,67605.584,66770.321,835.263,10.869,102.446
p01003,3,78159,2431.81,37767.733,39203.574,-1435.841,3.843,63.239
p01003,3,78160,4328.979,138014.355,45716.346,92298.009,1.453,72.125
p01003,3,78161,4299.906,69496.578,69330.953,165.625,10.646,86.589
p01003,3,78539,3129.611,74760.7,45470.283,29290.417,1.453,83.122
p01003,3,78540,4491.83,113263.754,34999.995,78263.758,0.0,82.933
p01003,3,78541,3873.542,59215.288,51397.754,7817.533,2.533,89.859
p01003,3,78919,2989.835,138649.79,41316.531,97333.259,0.795,48.212
p01003,3,78920,4407.729,115340.098,42614.849,72725.249,1.207,87.6
p01003,3,78921,4395.142,94139.456,70862.818,23276.638,12.061,86.206
p01003,3,78922,3341.977,111090.527,87670.638,23419.889,18.305,86.206
p01003,3,79301,4441.476,111267.243,26523.948,84743.295,1.934,86.206
p01003,3,79302,4337.251,96991.828,58357.737,38634.091,8.111,90.16
p01003,4,78918,679.934,279956.067,69521.67,210434.398,4.286,27.152
p01003,4,79299,3140.053,837879.401,45833.177,792046.225,1.282,52.212
p01003,4,79300,4844.797,222774.091,23748.092,199025.999,1.648,74.226
p01003,4,79679,2527.7,763076.292,50025.362,713050.93,4.286,83.581
p01003,4,79680,4589.918,221203.241,35758.16,185445.081,3.964,66.278
p01003,4,79681,4508.67,201470.541,37293.333,164177.208,4.28,75.291
p01003,4,79682,4170.652,95015.863,33411.693,61604.17,3.386,88.99
p01003,4,80060,3909.775,261389.35,50335.688,211053.662,6.997,86.902
p01003,4,80061,4826.707,388017.77,41939.894,346077.876,1.012,95.232
p01003,4,80062,4709.291,154016.168,36110.091,117906.077,0.18,106.324
p01003,4,80440,1362.532,146774.892,40378.482,106396.411,6.516,95.688
p01003,4,80441,3528.488,378701.865,33256.046,345445.819,2.796,97.622
p01003,4,80442,1587.489,674934.759,91296.976,583637.783,4.609,113.202
p01003,4,80819,52.903,216195.651,15881.243,200314.408,12.331,120.177
p01003,4,80820,193.791,486305.353,16620.083,469685.27,9.209,120.177
p01005,3,72858,4461.486,99456.234,92325.634,7130.6,19.177,312.554
p01005,3,73238,4992.55,65056.57,61120.955,3935.615,4.218,306.83
p01005,3,73239,4777.415,65099.989,51915.518,13184.471,2.247,319.011
p01005,3,73616,4501.697,85772.253,84303.039,1469.214,13.768,287.565
p01005,3,73617,2781.691,74048.513,78022.782,-3974.269,12.388,324.471
p01005,3,73618,4954.623,45258.56,42364.325,2894.234,3.988,323.521
p01005,3,73619,5350.511,124669.271,46770.046,77899.224,1.326,323.105
p01005,3,73996,4769.77,63494.643,61033.035,2461.608,4.367,302.61
p01005,3,73997,5295.344,83031.526,78688.471,4343.055,13.723,309.331
p01005,3,73998,5347.586,69506.8,71350.032,-1843.232,8.986,324.471
p01005,3,73999,5071.677,91812.244,46780.012,45032.232,4.247,333.625
p01005,3,74376,5087.353,41481.524,31346.572,10134.952,2.443,305.253
p01005,3,74377,5151.904,62473.83,59990.165,2483.665,4.333,317.056
p01005,3,74378,4779.592,46479.791,47983.145,-1503.354,1.875,328.944
p01005,3,74379,5321.763,54794.926,56361.464,-1566.538,2.775,371.056
p01005,3,74756,5191.732,46314.063,35000.022,11314.041,0.0,304.018
p01005,3,74757,4895.235,47979.381,41473.261,6506.121,0.996,316.411
p01007,3,69423,5394.944,42532.513,33151.18,9381.334,2.533,64.455
p01007,3,69802,5334.737,47632.352,55574.461,-7942.109,6.332,81.889
p01007,3,69803,4726.737,55115.487,53299.625,1815.862,2.294,81.361
p01007,3,69804,5370.521,45491.754,37078.885,8412.869,0.255,79.344
p01007,3,70181,5207.092,70717.521,84030.355,-13312.834,9.843,100.713
p01007,3,70182,4989.902,101124.006,104334.341,-3210.335,18.374,81.889
p01007,3,70183,5172.157,98166.614,55794.817,42371.797,2.936,92.781
p01007,3,70184,5310.189,85723.853,76581.397,9142.456,6.922,89.65
p01007,3,70561,5346.492,116688.374,128877.005,-12188.63,20.15,100.713
p01007,3,70562,4321.842,123438.712,127092.417,-3653.706,20.261,92.781
p01007,3,70563,4608.88,105068.493,107792.17,-2723.677,13.905,93.253
p01007,3,70564,5278.598,103747.625,103959.043,-211.418,13.453,99.276
p01009,3,65247,5526.417,56826.177,37149.202,19676.975,0.217,110.254
p01009,3,65626,5503.262,81403.711,46225.01,35178.701,4.805,87.748
p01009,3,65627,5514.658,107174.818,70225.49,36949.328,6.62,112.387
p01009,3,65628,5521.924,95464.93,65567.681,29897.248,5.357,110.431
p01009,3,66006,5464.096,82328.018,47770.349,34557.669,1.499,79.759
p01009,3,66007,5526.358,113837.408,78382.415,35454.993,11.727,85.017
p01009,3,66385,5489.943,91906.154,55425.452,36480.703,6.819,77.798
p01009,3,66386,5432.71,110160.251,54348.115,55812.136,6.077,66.366
p01009,3,66387,5368.073,125409.887,30782.875,94627.012,2.316,85.017
p01009,3,66764,5473.44,124718.423,39911.602,84806.821,0.764,65.22
p01009,3,66765,5405.08,122184.454,43119.815,79064.64,4.187,51.21
p01009,3,66766,5520.987,84227.354,32534.922,51692.432,2.098,77.609
p01009,3,66767,5359.996,108533.951,43248.883,65285.067,1.065,69.868
p01011,3,72853,4513.738,74778.09,46661.211,28116.878,1.896,244.456
p01011,3,72854,4201.794,75283.559,48992.236,26291.323,2.331,256.589
p01011,3,72855,5132.284,79926.919,38955.82,40971.099,0.472,276.42
p01011,3,72856,4592.367,72606.812,61137.669,11469.142,3.786,299.449
p01011,3,72857,3982.368,83302.278,76646.094,6656.184,12.024,312.554
p01011,3,73233,5295.139,65388.523,56945.581,8442.942,3.426,255.233
p01011,3,73234,5176.581,38138.765,27980.088,10158.677,1.76,269.374
p01011,3,73235,4896.969,57742.106,44497.001,13245.105,1.462,273.3
p01011,3,73236,4836.999,48577.374,39124.099,9453.274,3.988,287.565
p01011,3,73237,3675.666,45686.063,43475.62,2210.444,0.975,296.014
p01011,3,73614,4922.562,59585.455,50070.258,9515.197,2.157,274.883
p01011,3,73615,5026.909,65236.131,59169.225,6066.906,3.119,286.52
p01013,3,73986,5006.391,134932.892,141909.162,-6976.27,27.788,244.144
p01013,3,73987,5415.584,84953.658,90073.512,-5119.853,16.022,244.144
p01013,3,73988,5440.996,41961.26,35491.401,6469.859,2.915,241.347
p01013,3,73989,4985.148,35564.168,36723.916,-1159.748,0.255,246.898
p01013,3,74366,5192.167,120171.5,122909.652,-2738.152,24.905,241.268
p01013,3,74367,5502.802,79989.915,76753.046,3236.87,13.645,248.075
p01013,3,74368,5086.524,129289.574,27494.13,101795.444,1.468,251.762
