region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p1,8,4851,61.884,6348251.775225362,2341469.266,4357584.544,108.674,92.958,133.377
p1,8,5172,598.655,2528617.0997037147,2286543.371,560044.437,109.089,84.077,129.114
p1,8,5173,589.874,2081136.1714824052,2042009.426,319550.065,124.617,68.237,107.164
p1,8,5493,605.102,2861500.543703715,2361761.18,817710.073,109.089,83.406,129.114
p1,8,5494,539.978,2199223.4844824052,2036088.266,443558.538,124.617,61.676,107.164
p1,8,5814,335.826,3477123.580703715,2388372.967,1406721.323,109.089,77.218,129.114
p1,8,5815,426.967,2818168.423482405,2177099.211,921492.532,120.734,66.273,107.164
p1,8,6135,299.992,3675567.6244859844,2432089.117,1564908.82,147.238,72.201,118.755
p1,8,6136,306.698,3097331.512482405,2183044.683,1194710.149,120.734,65.453,107.164
p1,8,6456,288.49,3399615.6744859843,2330652.035,1390393.954,147.238,63.906,118.755
p1,8,6457,168.545,4325180.139482405,2037709.284,2567894.175,156.642,47.915,107.164
p1,8,6777,78.991,5771471.055494054,2226353.473,3920205.65,134.819,62.579,131.79
p1,8,6778,115.895,4543923.679482405,1872626.198,2951720.801,156.816,39.959,107.164
p1,8,7098,819.493,1703215.247494055,2117813.128,-39509.811,134.819,60.627,131.79
p10,6,36954,37.357,5370698.218367853,1578895.689,4043029.933,82.758,6.997,33.746
p10,6,37273,53.428,7135445.694841468,2099870.175,5322846.299,75.855,47.436,39.758
p10,6,37274,55.631,6895694.580841468,1944191.776,5238773.583,75.855,31.887,39.758
p10,6,37276,34.7,5878174.178174605,1546291.812,4360757.211,24.058,52.131,3.955
p10,6,38237,78.214,6359107.339174605,1860172.234,4527809.948,24.095,90.48,3.955
p10,6,38238,20.93,5899376.791174605,1703906.065,4224345.57,24.095,76.643,3.955
p10,6,38558,45.781,6506097.404174604,1968594.049,4566378.2,24.095,104.667,3.955
p10,6,38562,15.487,6951276.983174604,1676208.935,5303942.892,33.767,40.405,3.955
p10,6,38880,17.334,7165521.011187515,1999301.227,5209113.043,22.752,95.252,5.767
p10,6,38886,21.481,5711120.227856924,1465075.315,4401711.55,39.66,15.204,23.912
p10,6,39203,18.5,8060700.8931746045,2124563.749,5965011.987,33.767,82.969,3.955
p10,6,39204,29.322,7767389.994174605,1953820.85,5842443.989,33.767,67.129,3.955
p10,6,39205,16.913,5980632.176174604,1658727.339,4350779.681,33.767,57.918,3.955
p10,8,36307,58.19,6133041.695174605,2059696.602,4102219.938,24.058,170.976,3.955
p10,8,36308,23.62,6587553.447174605,2097925.104,4518503.188,24.058,154.723,3.955
p10,8,38234,91.141,5674835.531174605,1947391.591,3756318.784,24.095,137.653,3.955
p10,8,40477,109.285,8224883.417763668,3347074.696,5737889.979,5.036,236.48,148.447
p10,8,40478,15.876,8597911.80246786,2839485.021,6064623.529,7.352,238.4,39.341
p10,9,36306,39.787,6473742.9259990575,2303940.483,4430110.296,6.808,186.5,33.28
p10,10,35984,48.632,5963781.559662738,2476552.183,3973809.945,72.724,126.073,73.907
