r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2095.4,2263.98,2278.17,2431.77,2537.97,2564.71,2640.61,2734.98,2748.46,2787.29,2842.01,2955.45,3082.4,3156.89,3279.12
p2,1766.57,1907.79,2085.43,2179.6,2259.34,2403.55,2505.7,2592.03,2667.6,2706.64,2785.97,2887.33,3029.83,3154.52,3306.93
p3,1942.42,2082.94,2231.08,2374.47,2483.57,2590.86,2676.2,2759.34,2828.59,2894.52,2965.35,3039.83,3111.92,3205.87,3333.67
p4,1915.99,2001.32,2143.54,2255.23,2358.62,2469.99,2541.93,2626.34,2707.16,2741.58,2815.43,2946.08,3065.59,3141.76,3270.37
p5,1738.49,2020.73,2140.92,2239.83,2362.13,2448.05,2548.45,2631.52,2712.16,2805.19,2876.47,2982.02,3108.95,3222.73,3358.77
p6,1621.6,1852.84,2001.85,2159.58,2344.93,2421.79,2488.14,2557.57,2639.9,2749.06,2823.38,2948.26,3089.02,3195.43,3310.21
p7,1786.1,1988.65,2161.31,2274.52,2352.85,2442.5,2550.89,2645.04,2742.92,2836.92,2921.44,3016.68,3114.58,3215.75,3319.21
p8,1634.48,1943.82,2066.74,2194.12,2283.06,2380.16,2480.03,2563.33,2646.59,2722.73,2818.25,2944.95,3057.62,3178.51,3305.4
p9,1645,1923.3,2085.81,2195.06,2287.39,2367.58,2486.15,2606.53,2696.05,2786.92,2872.58,2975.63,3087.1,3200.13,3313.11
p10,1795.88,1968.52,2078.1,2172.3,2269.16,2369.3,2461.63,2550.42,2648.55,2755.57,2841.89,2943.19,3047.07,3167.57,3324.96
p11,1664.85,1916.91,2079.15,2156.24,2264.42,2389.06,2448.34,2565.9,2639.35,2691.86,2731.22,2775.1,2837.2,2996.08,3226.22
p12,1699.41,1934.65,2074.65,2183.04,2292.81,2396.47,2493.64,2595.13,2690.33,2786.67,2879.95,2987.87,3104.87,3224.05,3360.26
p13,1737.21,1979.77,2126.53,2250.3,2308.51,2367.41,2426.59,2480.49,2609.32,2691.89,2799.39,2891.62,3017.99,3162.27,3326.92
p14,1825.55,2054.46,2203.26,2314.98,2417.57,2508.96,2584,2671.02,2764.05,2843.64,2930.63,3019.48,3106.63,3209.74,3343.76
p15,1742.44,1953.28,2082.7,2192.62,2300.15,2394.67,2489.36,2588.39,2681.96,2773.3,2870.45,2973.66,3083.34,3193.62,3342.67
p16,1642.41,1871.87,2013.39,2124.35,2214.72,2310.3,2410.45,2529.39,2628.39,2703.83,2804.13,2895.43,3009.36,3145.99,3291.59
p17,1788.84,1988.98,2112.18,2225.99,2341.72,2442.1,2533.71,2617.96,2707.08,2791.19,2897.66,2987.09,3086.24,3186.78,3316.77
p18,1712.22,1993.85,2158.77,2288.56,2411.85,2496.55,2573.01,2653.73,2722.91,2814.13,2898.4,2996.44,3112.78,3216.23,3327.17
p20,1977.18,2116.32,2122.75,2319,2353.57,2414.4,2485.52,2608.52,2675.07,2898.34,2995.37,3067.74,3134.29,3189.32,3337.43
p21,1753.47,1934.7,2058.27,2157.96,2249.73,2336.38,2433.45,2521.63,2612.69,2714.37,2832.36,2946.26,3055.67,3182.27,3317.96
p22,1749.11,1906.82,2017.49,2105.54,2176.77,2276.93,2375.91,2452.32,2565.68,2707.91,2822.92,2915.53,3016.73,3163.89,3330.03
p23,1842.17,2121.97,2250.3,2266.17,2540.7,2643.49,2653.1,2703.69,2882.93,2950.82,2999.95,3079.14,3095.69,3181.68,3293.77
p24,1802.44,1970.99,2054.61,2186.46,2334.51,2471.51,2588.38,2683.39,2775.22,2863.02,2951.84,3034.22,3137.06,3212.49,3303.47
p25,1707.61,1906.16,2041.19,2142.15,2239.44,2337.53,2420.9,2516.88,2608.4,2699.24,2804.12,2919.73,3048.58,3184.39,3358.97
p26,1686.08,1875.46,1974.99,2076.7,2214,2317.11,2423.86,2526.91,2638.09,2730.41,2841.4,2938.35,3062.2,3173.93,3324.76
p27,1690.63,1839.98,1945.54,2039.82,2140.43,2222.22,2306.56,2404.71,2506.19,2616.74,2742.18,2858.84,2985.68,3135.85,3292.3
p28,1688.22,1881.61,2011.89,2138.19,2236.32,2333.69,2441.09,2562.57,2685.77,2791.63,2881.08,2975.97,3097.28,3213.41,3357.9
