r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1936.61,2250.08,2263.98,2278.17,2431.77,2537.97,2564.71,2640.61,2734.97,2748.46,2787.29,2854.57,3017.55,3119.16,3279.12
p2,1795.41,1937.29,2131.31,2204.86,2333.47,2460.64,2539.18,2645.97,2689.55,2751.51,2835.98,2949.15,3069.66,3183.33,3317.27
p3,1936.24,2097.72,2258.86,2396.01,2507.57,2612.13,2693.11,2774.38,2843.1,2908.02,2978.2,3055.34,3123.01,3212.37,3336.87
p4,1950.97,2074.02,2184.54,2282.12,2420.36,2500.59,2567.71,2661.06,2724.01,2782.87,2859.48,2972.12,3088.4,3156,3284.25
p5,1785.56,2056.72,2159.33,2264.83,2376.1,2460.2,2566.35,2641.85,2734.5,2829.97,2921.87,3041.02,3140.02,3246.18,3383.98
p6,1634.68,1877.72,2013.03,2154.18,2299.66,2406.46,2463.2,2552.26,2618.19,2711.83,2821.09,2944.62,3081.77,3194.89,3303.51
p7,1715.91,1920.08,2064.49,2216.69,2311.95,2397.93,2492.3,2598.91,2705.64,2814.17,2909.33,3001.78,3102.59,3204.68,3316.43
p8,1565.6,1787.95,1936.73,2058.3,2162.86,2255.45,2356.61,2464.63,2551.84,2653.73,2765.16,2889.17,3013.35,3146.74,3290.31
p9,1593.07,1807.57,1945.64,2073.26,2177.89,2281.69,2381.65,2487.62,2587.16,2683.72,2791.34,2895.54,3015.05,3153.54,3296.29
p10,1459.95,1629.96,1735.76,1828.82,1926.76,2006.42,2095.09,2187.45,2301.42,2414.46,2539.78,2671.48,2825.58,3020.66,3262.33
p11,1529.78,1686.01,1802.84,1895.64,1992.95,2088.64,2177.53,2254.24,2388.31,2511.34,2617.8,2757.68,2890.96,3027.02,3208.34
p12,1513.94,1684.5,1797.79,1895.01,1999.56,2105.79,2211.55,2311.93,2420.95,2545.56,2663.95,2794.66,2944.72,3112.7,3310.19
p13,1514.72,1671.81,1777.27,1907.43,1999.29,2075.27,2148.39,2267.39,2361.99,2450.52,2538.36,2708.19,2852.28,3040.07,3256.99
p14,1844.72,2049.61,2192.58,2301.56,2412.04,2503.72,2578.21,2668.63,2759.3,2838.04,2925.73,3017.08,3103.45,3203.95,3340.01
p15,1735.33,1950.04,2080.38,2193.65,2299.63,2393.27,2486.53,2587.01,2681.51,2775.47,2874.62,2976.15,3086.09,3194.17,3343.1
p16,1474.78,1675.23,1808.07,1919.5,2047.49,2159.03,2263.02,2365.04,2490.34,2618.54,2700.89,2814.13,2925.98,3074.75,3253.15
p17,1805.88,2000.02,2123.4,2238.6,2353.64,2453.45,2543.33,2629.06,2716.49,2801.26,2912.33,2997.14,3093.23,3191.3,3318.63
p18,1741.24,2005.64,2170.46,2309.86,2425.83,2510.37,2577.18,2658.34,2727.16,2823.09,2910.5,3010,3122.31,3221.04,3328.34
p20,2026.09,2122.03,2139.38,2324.14,2378.46,2414.4,2485.52,2621.81,2685.51,2916.76,3020.63,3086.9,3134.29,3189.32,3337.43
p21,1774.22,1942.93,2053.8,2153.54,2247.82,2339.29,2437.77,2528.11,2619.35,2709.77,2826.2,2940.28,3057.64,3197.57,3325.68
p22,1758.19,1929.75,2048.4,2150.51,2233.06,2333.92,2411.22,2506.15,2623.85,2713.82,2835.85,2940.9,3033.55,3178.98,3328.8
p23,1814.99,1842.44,1983.49,2037.53,2220.07,2356.91,2483.97,2625.24,2822.52,2847.97,2941.62,3027.31,3102.32,3164.33,3236.22
p24,1817.06,1981.06,2046.86,2152.82,2286.71,2473.85,2598.57,2713.08,2819.55,2926.4,3009.99,3092.92,3178.26,3242.26,3319.27
p25,1511.94,1702.99,1831.57,1943.43,2048.23,2141.46,2240.16,2335.54,2443.03,2549.56,2667.86,2801.52,2951.72,3123.71,3323.45
p26,1584.77,1797.72,1919.35,2025.41,2134.19,2258.47,2356.98,2451.16,2564.52,2675.58,2783.94,2897.16,3023.81,3137.25,3305.87
p27,1353.86,1524.47,1628.22,1729.87,1823.13,1904.32,1996.32,2086.65,2204.82,2318.41,2462,2618.86,2797.7,2978.79,3220.86
p28,1377.33,1582.04,1709.65,1828.53,1929.41,2030.44,2131.78,2234.28,2343.54,2463.64,2592.19,2732.86,2892.1,3062.42,3277.62
p29,1652.76,1821.79,1850.4,1938.65,2056.76,2190.08,2301.26,2442.06,2604.83,2685.15,2763.67,2930.21,3051.76,3160.06,3299.9
p30,2130.48,2420.11,2497.08,2568.32,0,2589.16,2719.53,0,2822.69,2870.91,3066.53,3162.54,3205.22,0,3348.37
p31,1470.77,1617,1731.1,1840.73,1952.73,2067.6,2162.03,2261.65,2388.14,2514.39,2638.84,2766.82,2928.16,3111.94,3307.34
p32,2118.82,2253.45,0,2485.69,0,2756.53,0,2793.78,2861.99,0,2898.11,3058.54,3172.23,3197.16,3249.59
p33,1795.92,2021.18,2151.29,2247.64,2354.46,2451.61,2537.14,2639.11,2729.01,2818,2903.88,2997.78,3089.56,3201.22,3320.67
p34,1780.72,2018.31,2150.5,2249.5,2342.93,2423.24,2503.68,2605.16,2705.39,2792.33,2870.92,2986.51,3086.02,3192.48,3312
p38,3167.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3209.9
p47,1350.5,1508.17,1632.48,1667.7,1759.06,2018.07,2237.21,2378.7,2450.88,2521.8,2641.87,2804.83,2923.81,3136.25,3333.33
p56,2759.54,0,0,3059.97,0,0,0,0,0,0,3103.92,0,0,0,3244.52
p59,2667.23,0,0,0,0,0,2863.93,0,0,0,2902.55,0,0,0,3048.74
p61,1351.52,1526.6,1630,1746.62,1846.37,1968.01,2062.19,2183.41,2310.65,2432.66,2586.9,2737.04,2910.22,3101.74,3373.29
p85,2375.14,0,0,0,2403.28,0,0,0,2452.36,0,0,0,2600.24,0,2918.11
p89,2891.74,0,0,0,0,0,0,0,0,0,0,0,0,0,3243.36
p90,2344.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3194.16
p92,2108.15,2273.02,2369.61,2492.56,2589.05,2653.39,2746.77,2810.21,2910.45,2982.33,3048.54,3139.31,3208.24,3293.27,3353.98
p94,1607.96,1969.93,2233.58,2328.42,2452.52,2541.07,2603.04,2670.33,2801.3,2878.29,2973.41,3019.88,3114.2,3257.16,3325.42
p95,1897.87,2048.55,2188.04,2277.93,2344.95,2476.47,2521.19,2614.94,2693.29,2753.82,2825.41,2975.93,3113.85,3197.73,3300.16
p97,1556.65,1733.86,1872.39,1998.94,2124.24,2209.38,2293.32,2395.59,2506.34,2614.44,2742.67,2882.01,2986.77,3121.54,3277.02
p99,1642.49,1843.4,2054.6,2148.58,2214.41,2303.93,2372.16,2515.28,2679.55,2749.41,2873.94,3022.64,3089.53,3189.94,3311.64
