sc_point_gid,class,capacity,capital_adder_per_mw
10315,1,24.621,0
10316,1,131.914,0
10317,1,989.296,0
10318,1,978.555,0
10319,1,313.553,0
10353,1,0.181,0
10354,1,50.207,0
10355,1,45.259,0
10681,1,81.828,0
10682,1,28.121,0
10687,1,680.33,0
10688,1,284.949,0
10690,1,28.241,0
10691,1,178.501,0
10692,1,1322.883,0
10693,1,1087.417,0
10694,1,190.57,0
10695,1,92.811,0
10696,1,596.993,0
10697,1,1230.314,0
10698,1,1175.641,0
10699,1,732.166,0
10733,1,155.087,0
10734,1,285.794,0
10735,1,62.517,0
10736,1,81.828,0
10753,1,20.879,0
11060,1,189.725,0
11061,1,263.587,0
11062,1,388.984,0
11063,1,348.07,0
11064,1,115.862,0
11066,1,25.948,0
11067,1,270.104,0
11068,1,49.121,0
11069,1,229.311,0
11070,1,244.518,0
11071,1,872.468,0
11072,1,1288.909,0
11073,1,1122.9,0
11074,1,707.243,0
11075,1,1168.762,0
11076,1,1320.107,0
11077,1,973.365,0
11078,1,662.045,0
11079,1,10.741,0
11112,1,0.06,0
11113,1,92.086,0
11114,1,530.252,0
11115,1,553.002,0
11116,1,7.362,0
11133,1,127.75,0
11440,1,405.217,0
11441,1,858.951,0
11442,1,1740.772,0
11443,1,91.724,0
11444,1,41.517,0
11445,1,114.776,0
11446,1,134.087,0
11447,1,0.966,0
11448,1,1234.297,0
11449,1,787.985,0
11450,1,526.631,0
11451,1,890.028,0
11452,1,1116.684,0
11453,1,691.916,0
11454,1,499.657,0
11455,1,409.381,0
11456,1,150.5,0
11457,1,22.69,0
11458,1,74.345,0
11459,1,290.984,0
11493,1,84.604,0
11494,1,643.64,0
11495,1,451.803,0
11496,1,98.604,0
11518,1,323.449,0
11519,1,11.345,0
11819,1,1.388,0
11820,1,6.155,0
11821,1,186.225,0
11822,1,678.338,0
11823,1,712.916,0
11824,1,587.157,0
11825,1,311.501,0
11828,1,210.121,0
11829,1,1217.4,0
11830,1,319.044,0
11831,1,1122.658,0
11832,1,614.553,0
11833,1,303.897,0
11834,1,23.414,0
11835,1,43.871,0
11836,1,192.259,0
11837,1,234.501,0
11838,1,30.293,0
11873,1,4.103,0
11874,1,225.208,0
11875,1,235.708,0
11876,1,159.794,0
11893,1,109.587,0
11898,1,64.811,0
11899,1,283.44,0
11906,1,6.155,0
11907,1,107.414,0
12197,1,2.233,0
12198,1,60.405,0
12199,1,239.811,0
12200,1,133.966,0
12203,1,50.569,0
12204,1,757.33,0
12205,1,328.277,0
12206,1,173.673,0
12207,1,7.483,0
12208,1,8.086,0
12209,1,1005.106,0
12210,1,775.433,0
12211,1,1046.624,0
12212,1,75.311,0
12213,1,26.793,0
12214,1,23.776,0
12301,1,48.276,0
12302,1,44.052,0
12306,1,66.017,0
12577,1,64.086,0
12584,1,731.502,0
12585,1,663.614,0
12586,1,465.019,0
12587,1,266.121,0
12588,1,401.536,0
12589,1,182.483,0
12590,1,893.287,0
12591,1,1484.185,0
12592,1,50.267,0
12593,1,11.948,0
12594,1,53.345,0
12595,1,428.45,0
12596,1,54.914,0
12656,1,38.017,0
12657,1,84.604,0
12658,1,6.638,0
12680,1,133.604,0
12681,1,22.086,0
12682,1,107.716,0
12683,1,119.242,0
12684,1,7.0,0
12686,1,15.207,0
12962,1,8.931,0
12963,1,306.794,0
12964,1,104.035,0
12965,1,223.518,0
12966,1,495.915,0
12967,1,1290.538,0
12968,1,1009.451,0
12969,1,102.587,0
12971,1,570.14,0
12972,1,656.252,0
12973,1,742.123,0
12974,1,631.571,0
12975,1,3.017,0
13036,1,325.742,0
13037,1,344.691,0
13038,1,164.923,0
13046,1,76.638,0
13050,1,259.001,0
13051,1,3.259,0
13060,1,147.0,0
13061,1,156.233,0
13062,1,414.63,0
13063,1,147.362,0
13064,1,385.967,0
13337,1,85.69,0
13338,1,133.604,0
13339,1,5.552,0
13340,1,96.492,0
13342,1,383.07,0
13343,1,543.769,0
13344,1,31.379,0
13345,1,810.554,0
13346,1,1257.711,0
13347,1,1380.573,0
13348,1,796.192,0
13351,1,16.293,0
13352,1,578.588,0
13353,1,896.003,0
13354,1,24.259,0
13416,1,55.276,0
13424,1,89.673,0
13425,1,384.518,0
13426,1,147.362,0
13427,1,60.345,0
13428,1,7.362,0
13429,1,24.259,0
13430,1,429.777,0
13434,1,89.431,0
13439,1,2.172,0
13440,1,269.018,0
13441,1,329.122,0
13442,1,377.518,0
13443,1,332.742,0
13444,1,155.63,0
13717,1,86.957,0
13718,1,961.899,0
13719,1,558.191,0
13720,1,25.948,0
13721,1,9.172,0
13722,1,357.242,0
13723,1,0.241,0
13724,1,410.225,0
13725,1,1086.934,0
13726,1,730.537,0
13727,1,508.588,0
13728,1,252.483,0
13729,1,44.776,0
13731,1,80.983,0
13732,1,46.586,0
13798,1,164.621,0
13804,1,0.845,0
13805,1,731.14,0
13806,1,661.864,0
13807,1,411.07,0
13808,1,444.019,0
13809,1,185.983,0
13810,1,242.104,0
13811,1,17.621,0
13814,1,10.379,0
13819,1,168.845,0
13820,1,711.709,0
13821,1,339.139,0
13822,1,341.613,0
13823,1,671.881,0
13824,1,107.414,0
14103,1,364.906,0
14104,1,807.175,0
14105,1,183.268,0
14106,1,400.148,0
14107,1,510.036,0
14108,1,465.743,0
14109,1,490.243,0
14110,1,5.914,0
14112,1,97.638,0
14182,1,0.121,0
14183,1,88.586,0
14185,1,249.708,0
14186,1,639.536,0
14187,1,373.053,0
14188,1,480.588,0
14189,1,368.829,0
14190,1,276.018,0
14191,1,78.086,0
14192,1,17.017,0
14193,1,123.406,0
14194,1,343.544,0
14195,1,35.362,0
14199,1,336.001,0
14200,1,751.114,0
14201,1,203.785,0
14202,1,602.122,0
14203,1,241.501,0
14204,1,10.741,0
14479,1,274.087,0
14480,1,194.311,0
14481,1,454.519,0
14482,1,272.397,0
14483,1,361.286,0
14484,1,1567.401,0
14485,1,1175.521,0
14486,1,1293.073,0
14487,1,1412.013,0
14488,1,634.347,0
14489,1,554.329,0
14490,1,126.242,0
14559,1,17.259,0
14560,1,99.931,0
14564,1,84.845,0
14565,1,13.035,0
14566,1,394.898,0
14567,1,355.07,0
14568,1,111.518,0
14569,1,37.535,0
14570,1,416.381,0
14571,1,61.19,0
14572,1,205.776,0
14573,1,307.397,0
14574,1,504.665,0
14578,1,205.475,0
14579,1,429.415,0
14580,1,402.743,0
14581,1,77.242,0
14582,1,329.604,0
14584,1,175.845,0
14585,1,69.638,0
14586,1,28.06,0
14591,1,27.879,0
14592,1,49.664,0
14593,1,112.302,0
14859,1,8.931,0
14860,1,10.379,0
14861,1,54.311,0
14862,1,777.726,0
14863,1,243.552,0
14864,1,674.476,0
14865,1,424.225,0
14866,1,940.236,0
14867,1,1152.71,0
14868,1,1190.788,0
14869,1,815.261,0
14870,1,479.863,0
14871,1,22.569,0
14872,1,76.035,0
14943,1,94.862,0
14944,1,167.276,0
14945,1,192.863,0
14946,1,288.087,0
14947,1,48.759,0
14948,1,228.949,0
14949,1,726.916,0
14950,1,452.889,0
14951,1,554.812,0
14952,1,134.931,0
14953,1,216.88,0
14954,1,3.017,0
14957,1,210.363,0
14958,1,249.466,0
14959,1,57.388,0
14960,1,70.604,0
14961,1,213.199,0
14962,1,42.483,0
14964,1,17.741,0
14965,1,17.5,0
14966,1,8.328,0
14970,1,113.509,0
14971,1,176.811,0
15234,1,38.923,0
15235,1,58.474,0
15237,1,84.483,0
15238,1,158.345,0
15242,1,4.466,0
15244,1,241.863,0
15245,1,118.759,0
15246,1,854.968,0
15247,1,148.931,0
15248,1,22.569,0
15249,1,45.259,0
15250,1,28.604,0
15251,1,143.259,0
15260,1,31.862,0
15261,1,99.147,0
15319,1,4.103,0
15321,1,202.035,0
15322,1,313.553,0
15323,1,402.139,0
15324,1,54.069,0
15325,1,83.759,0
15326,1,80.138,0
15327,1,168.604,0
15328,1,767.347,0
15329,1,809.83,0
15330,1,778.209,0
15331,1,861.123,0
15332,1,252.725,0
15333,1,69.276,0
15334,1,13.035,0
15335,1,8.267,0
15336,1,112.966,0
15337,1,198.897,0
15338,1,294.001,0
15339,1,295.208,0
15340,1,44.897,0
15341,1,198.414,0
15342,1,59.5,0
15349,1,85.207,0
15350,1,241.259,0
15351,1,550.226,0
15352,1,103.311,0
15353,1,6.517,0
15613,1,6.578,0
15614,1,598.502,0
15615,1,924.546,0
15617,1,441.363,0
15618,1,641.226,0
15619,1,9.414,0
15624,1,0.845,0
15625,1,82.552,0
15628,1,3.983,0
15629,1,89.311,0
15685,1,0.724,0
15686,1,37.293,0
15687,1,206.621,0
15688,1,196.604,0
15693,1,31.379,0
15694,1,96.431,0
15699,1,97.397,0
15700,1,7.603,0
15701,1,165.225,0
15702,1,764.209,0
15703,1,859.675,0
15704,1,1266.159,0
15705,1,1001.244,0
15706,1,863.356,0
15707,1,495.312,0
15708,1,817.433,0
15709,1,681.899,0
15710,1,412.398,0
15711,1,551.071,0
15712,1,274.69,0
15713,1,109.345,0
15714,1,104.035,0
15715,1,184.716,0
15716,1,260.268,0
15717,1,482.941,0
15718,1,539.907,0
15719,1,857.985,0
15720,1,444.803,0
15721,1,87.5,0
15722,1,18.466,0
15724,1,87.742,0
15725,1,422.536,0
15726,1,139.518,0
15729,1,245.846,0
15730,1,798.787,0
15731,1,679.907,0
15732,1,166.492,0
15733,1,281.027,0
15992,1,54.311,0
15993,1,154.725,0
15994,1,584.743,0
15995,1,140.362,0
15996,1,121.776,0
15997,1,457.053,0
15998,1,876.451,0
15999,1,26.672,0
16001,1,93.173,0
16004,1,144.104,0
16009,1,168.483,0
16065,1,75.13,0
16066,1,245.604,0
16067,1,785.33,0
16068,1,937.037,0
16069,1,104.155,0
16070,1,358.932,0
16071,1,632.054,0
16072,1,591.26,0
16073,1,702.174,0
16074,1,213.38,0
16075,1,311.018,0
16076,1,42.362,0
16078,1,27.879,0
16079,1,71.811,0
16080,1,84.362,0
16081,1,10.017,0
16082,1,258.035,0
16083,1,745.14,0
16084,1,1151.684,0
16085,1,404.07,0
16086,1,811.761,0
16087,1,829.382,0
16088,1,630.605,0
16089,1,380.656,0
16090,1,175.725,0
16091,1,375.768,0
16092,1,184.656,0
16093,1,67.164,0
16094,1,229.432,0
16095,1,237.518,0
16096,1,408.717,0
16097,1,88.526,0
16098,1,356.639,0
16099,1,364.544,0
16100,1,85.811,0
16102,1,16.776,0
16104,1,850.744,0
16105,1,856.296,0
16106,1,93.535,0
16108,1,7.543,0
16109,1,377.277,0
16110,1,1302.668,0
16111,1,582.752,0
16112,1,1143.538,0
16113,1,99.992,0
16372,1,454.398,0
16373,1,504.967,0
16377,1,31.862,0
16378,1,251.397,0
16380,1,286.578,0
16381,1,98.724,0
16389,1,102.587,0
16446,1,157.018,0
16447,1,542.622,0
16448,1,490.846,0
16449,1,1078.727,0
16450,1,862.33,0
16451,1,810.071,0
16452,1,1259.642,0
16453,1,1183.245,0
16454,1,557.588,0
16455,1,528.321,0
16456,1,117.552,0
16458,1,189.001,0
16459,1,291.104,0
16460,1,12.793,0
16462,1,613.226,0
16463,1,710.502,0
16464,1,1105.098,0
16465,1,751.295,0
16466,1,1571.505,0
16467,1,1285.711,0
16468,1,859.192,0
16469,1,655.105,0
16470,1,533.691,0
16471,1,685.881,0
16472,1,118.88,0
16476,1,0.603,0
16477,1,406.122,0
16478,1,612.623,0
16479,1,369.915,0
16482,1,0.966,0
16483,1,96.492,0
16484,1,1078.969,0
16485,1,868.003,0
16486,1,53.466,0
16489,1,221.889,0
16490,1,1212.754,0
16491,1,1014.037,0
16492,1,610.752,0
16493,1,152.914,0
16494,1,26.552,0
16495,1,10.741,0
16752,1,886.709,0
16753,1,743.269,0
16755,1,156.656,0
16756,1,202.156,0
16757,1,285.311,0
16760,1,80.38,0
16761,1,44.655,0
16809,1,149.957,0
16827,1,88.586,0
16829,1,41.759,0
16830,1,478.536,0
16831,1,237.156,0
16832,1,659.993,0
16833,1,659.571,0
16834,1,149.052,0
16835,1,53.586,0
16842,1,289.777,0
16843,1,973.365,0
16844,1,1135.21,0
16845,1,1011.081,0
16846,1,1071.003,0
16847,1,1508.142,0
16848,1,444.26,0
16849,1,954.417,0
16850,1,928.106,0
16851,1,724.623,0
16852,1,615.097,0
16853,1,90.276,0
16854,1,53.466,0
16855,1,19.19,0
16856,1,421.45,0
16857,1,601.64,0
16858,1,351.932,0
16859,1,119.121,0
16860,1,125.095,0
16861,1,11.224,0
16862,1,140.0,0
16863,1,209.276,0
16864,1,710.381,0
16865,1,980.908,0
16866,1,146.156,0
16869,1,523.01,0
16870,1,1059.719,0
16871,1,848.028,0
16872,1,174.638,0
16873,1,302.087,0
16874,1,257.794,0
16875,1,437.441,0
16876,1,196.001,0
16877,1,41.035,0
17132,1,224.363,0
17133,1,179.707,0
17134,1,345.415,0
17149,1,72.776,0
17195,1,102.949,0
17196,1,222.07,0
17209,1,310.053,0
17210,1,79.655,0
17211,1,472.139,0
17212,1,446.191,0
17213,1,355.673,0
17214,1,167.88,0
17215,1,11.405,0
17221,1,518.786,0
17222,1,271.673,0
17223,1,1132.676,0
17224,1,830.77,0
17225,1,811.097,0
17226,1,957.373,0
17227,1,1002.994,0
17228,1,353.199,0
17229,1,428.932,0
17230,1,943.856,0
17231,1,912.115,0
17232,1,265.639,0
17233,1,527.777,0
17234,1,261.897,0
17235,1,134.811,0
17236,1,354.225,0
17237,1,49.724,0
17238,1,229.492,0
17239,1,110.009,0
17240,1,34.759,0
17241,1,294.122,0
17242,1,368.949,0
17243,1,74.164,0
17244,1,482.217,0
17245,1,1097.977,0
17246,1,478.596,0
17249,1,586.493,0
17250,1,1402.659,0
17251,1,1111.917,0
17252,1,602.605,0
17253,1,402.38,0
17254,1,256.466,0
17255,1,133.845,0
17256,1,310.656,0
17257,1,523.433,0
17258,1,112.423,0
17259,1,0.724,0
17512,1,296.656,0
17513,1,178.319,0
17514,1,488.191,0
17529,1,2.172,0
17587,1,70.362,0
17590,1,31.379,0
17591,1,332.622,0
17592,1,109.224,0
17593,1,411.553,0
17599,1,87.862,0
17600,1,11.707,0
17601,1,311.501,0
17602,1,225.992,0
17603,1,707.666,0
17604,1,570.019,0
17605,1,1000.158,0
17606,1,604.476,0
17607,1,404.432,0
17608,1,318.501,0
17609,1,174.035,0
17610,1,241.139,0
17611,1,249.346,0
17612,1,286.699,0
17613,1,100.112,0
17615,1,52.259,0
17616,1,269.259,0
17617,1,26.25,0
17618,1,237.156,0
17619,1,83.517,0
17620,1,303.777,0
17621,1,25.104,0
17622,1,438.95,0
17623,1,251.578,0
17624,1,490.605,0
17625,1,271.13,0
17626,1,56.181,0
17629,1,544.976,0
17630,1,1011.382,0
17631,1,574.183,0
17632,1,827.752,0
17633,1,1178.357,0
17634,1,696.14,0
17635,1,382.648,0
17636,1,86.655,0
17637,1,554.148,0
17638,1,426.639,0
17639,1,399.846,0
17890,1,106.388,0
17891,1,68.673,0
17892,1,416.562,0
17893,1,479.924,0
17894,1,3.138,0
17905,1,3.138,0
17906,1,3.621,0
17914,1,4.707,0
17915,1,101.802,0
17952,1,259.121,0
17967,1,214.828,0
17968,1,11.466,0
17970,1,1.69,0
17971,1,358.268,0
17972,1,148.268,0
17973,1,372.751,0
17974,1,444.924,0
17975,1,519.329,0
17976,1,37.173,0
17978,1,133.121,0
17979,1,11.466,0
17980,1,418.674,0
17981,1,50.086,0
17982,1,510.217,0
17983,1,35.0,0
17985,1,332.38,0
17986,1,517.881,0
17987,1,78.569,0
17988,1,352.354,0
17989,1,6.517,0
17990,1,109.587,0
17991,1,253.509,0
17992,1,229.492,0
17996,1,151.768,0
17999,1,114.293,0
18000,1,389.467,0
18001,1,212.535,0
18002,1,394.898,0
18003,1,155.147,0
18004,1,3.138,0
18006,1,54.914,0
18007,1,61.129,0
18008,1,90.88,0
18009,1,602.907,0
18010,1,631.812,0
18011,1,1128.21,0
18012,1,944.52,0
18013,1,1022.908,0
18014,1,988.149,0
18015,1,998.529,0
18016,1,756.485,0
18017,1,298.406,0
18018,1,223.639,0
18019,1,121.293,0
18269,1,56.664,0
18270,1,74.586,0
18271,1,13.397,0
18272,1,137.768,0
18273,1,379.691,0
18274,1,186.647,0
18285,1,12.793,0
18286,1,80.017,0
18294,1,124.974,0
18295,1,459.708,0
18329,1,57.992,0
18332,1,8.086,0
18336,1,77.483,0
18337,1,25.224,0
18349,1,26.914,0
18350,1,203.242,0
18351,1,626.079,0
18352,1,931.485,0
18353,1,825.701,0
18354,1,1504.582,0
18355,1,777.063,0
18356,1,707.123,0
18357,1,218.026,0
18358,1,279.639,0
18359,1,191.897,0
18360,1,188.759,0
18361,1,19.914,0
18362,1,43.328,0
18365,1,70.483,0
18368,1,236.914,0
18369,1,323.027,0
18370,1,2.897,0
18371,1,82.552,0
18373,1,4.586,0
18374,1,156.294,0
18375,1,115.742,0
18376,1,395.622,0
18379,1,16.897,0
18380,1,31.44,0
18381,1,438.95,0
18382,1,406.363,0
18383,1,691.614,0
18385,1,9.897,0
18386,1,321.82,0
18387,1,186.888,0
18388,1,163.354,0
18389,1,758.657,0
18390,1,1028.701,0
18391,1,1085.003,0
18392,1,1187.952,0
18393,1,1171.297,0
18394,1,963.227,0
18395,1,1245.461,0
18396,1,1036.124,0
18397,1,1094.236,0
18398,1,1063.098,0
18399,1,369.07,0
18400,1,352.837,0
18401,1,25.707,0
18402,1,4.948,0
18403,1,182.121,0
18649,1,20.035,0
18650,1,288.811,0
18651,1,352.354,0
18652,1,533.088,0
18653,1,341.673,0
18654,1,99.207,0
18674,1,163.354,0
18675,1,598.441,0
18676,1,16.052,0
18709,1,35.785,0
18711,1,78.931,0
18716,1,67.466,0
18717,1,154.845,0
18729,1,330.449,0
18730,1,255.983,0
18731,1,506.295,0
18732,1,393.208,0
18733,1,848.813,0
18734,1,1539.341,0
18735,1,749.123,0
18736,1,729.812,0
18737,1,1.69,0
18738,1,138.492,0
18739,1,228.828,0
18753,1,73.5,0
18754,1,336.001,0
18755,1,61.431,0
18756,1,572.433,0
18757,1,56.724,0
18760,1,168.483,0
18761,1,18.586,0
18762,1,51.776,0
18763,1,879.166,0
18764,1,121.414,0
18765,1,11.767,0
18766,1,428.208,0
18767,1,474.251,0
18768,1,673.812,0
18769,1,1093.089,0
18770,1,1322.944,0
18771,1,1253.607,0
18772,1,1314.314,0
18773,1,1219.754,0
18774,1,993.641,0
18775,1,973.003,0
18776,1,897.692,0
18777,1,885.382,0
18778,1,946.511,0
18779,1,897.632,0
18780,1,336.665,0
18781,1,276.923,0
18782,1,256.647,0
18783,1,134.75,0
19030,1,449.57,0
19031,1,589.269,0
19032,1,162.449,0
19033,1,875.546,0
19034,1,559.338,0
19035,1,0.603,0
19045,1,25.707,0
19046,1,157.138,0
19054,1,576.234,0
19055,1,370.036,0
19056,1,217.483,0
19060,1,9.414,0
19088,1,2.776,0
19089,1,7.0,0
19090,1,48.698,0
19091,1,78.569,0
19109,1,45.742,0
19110,1,109.104,0
19111,1,183.207,0
19112,1,385.725,0
19113,1,936.192,0
19114,1,353.018,0
19115,1,326.829,0
19116,1,77.724,0
19118,1,318.984,0
19119,1,97.276,0
19131,1,66.742,0
19132,1,29.086,0
19134,1,343.363,0
19135,1,144.828,0
19136,1,244.759,0
19137,1,327.553,0
19138,1,108.5,0
19139,1,31.621,0
19140,1,291.104,0
19141,1,62.638,0
19142,1,247.837,0
19143,1,942.951,0
19144,1,375.467,0
19145,1,92.328,0
19146,1,789.795,0
19147,1,904.632,0
19148,1,889.968,0
19149,1,1280.4,0
19150,1,987.486,0
19151,1,1006.253,0
19152,1,1081.382,0
19153,1,1204.607,0
19154,1,1242.262,0
19155,1,1005.468,0
19156,1,1103.348,0
19157,1,849.718,0
19158,1,465.381,0
19159,1,596.329,0
19160,1,470.751,0
19161,1,205.354,0
19162,1,276.018,0
19163,1,78.207,0
19164,1,272.337,0
19410,1,140.664,0
19411,1,711.709,0
19412,1,1365.487,0
19413,1,863.356,0
19414,1,404.553,0
19439,1,55.457,0
19440,1,175.725,0
19465,1,25.104,0
19468,1,435.932,0
19469,1,280.604,0
19470,1,462.786,0
19471,1,493.381,0
19472,1,26.069,0
19491,1,20.397,0
19492,1,184.414,0
19493,1,191.897,0
19494,1,42.483,0
19497,1,220.863,0
19498,1,288.328,0
19499,1,150.862,0
19500,1,191.294,0
19501,1,173.009,0
19517,1,357.906,0
19518,1,147.0,0
19519,1,279.639,0
19520,1,123.164,0
19521,1,449.751,0
19522,1,951.339,0
19523,1,980.124,0
19524,1,749.183,0
19525,1,364.242,0
19526,1,713.64,0
19527,1,1236.59,0
19528,1,1238.642,0
19529,1,1202.676,0
19530,1,1031.175,0
19531,1,992.555,0
19532,1,1012.287,0
19533,1,1274.728,0
19534,1,1327.409,0
19535,1,1038.477,0
19536,1,1015.968,0
19537,1,914.589,0
19538,1,793.778,0
19539,1,227.32,0
19540,1,25.586,0
19541,1,209.276,0
19542,1,374.199,0
19543,1,850.503,0
19544,1,437.381,0
19791,1,2.052,0
19792,1,1145.529,0
19793,1,1038.236,0
19794,1,868.968,0
19795,1,46.285,0
19819,1,65.836,0
19825,1,84.604,0
19826,1,13.638,0
19845,1,132.397,0
19846,1,94.862,0
19847,1,201.914,0
19848,1,661.985,0
19849,1,991.649,0
19850,1,228.345,0
19852,1,12.793,0
19871,1,73.017,0
19873,1,27.879,0
19877,1,0.121,0
19878,1,216.578,0
19879,1,707.485,0
19880,1,785.028,0
19881,1,171.802,0
19897,1,229.914,0
19898,1,133.966,0
19899,1,51.173,0
19900,1,123.949,0
19901,1,499.234,0
19902,1,353.682,0
19903,1,782.675,0
19904,1,880.132,0
19905,1,657.338,0
19906,1,679.605,0
19907,1,1266.34,0
19908,1,1313.409,0
19909,1,980.244,0
19910,1,1089.469,0
19911,1,818.942,0
19912,1,907.528,0
19913,1,1086.874,0
19914,1,1018.805,0
19915,1,1034.675,0
19916,1,1009.089,0
19917,1,773.623,0
19918,1,571.105,0
19919,1,460.312,0
19920,1,346.139,0
19921,1,81.104,0
19922,1,99.207,0
19923,1,253.208,0
19924,1,370.277,0
19926,1,126.724,0
20167,1,17.319,0
20168,1,3.44,0
20169,1,41.638,0
20171,1,193.707,0
20172,1,237.639,0
20173,1,188.518,0
20174,1,506.777,0
20175,1,115.621,0
20179,1,163.776,0
20180,1,209.518,0
20181,1,311.682,0
20192,1,110.914,0
20193,1,46.707,0
20194,1,74.526,0
20195,1,9.595,0
20205,1,43.509,0
20225,1,42.604,0
20226,1,44.595,0
20227,1,229.19,0
20228,1,902.942,0
20229,1,60.707,0
20230,1,7.966,0
20232,1,67.707,0
20255,1,89.431,0
20256,1,110.793,0
20257,1,92.569,0
20258,1,750.571,0
20259,1,634.829,0
20260,1,198.776,0
20261,1,604.898,0
20262,1,4.948,0
20272,1,82.914,0
20273,1,74.104,0
20274,1,66.5,0
20275,1,59.742,0
20276,1,3.983,0
20277,1,138.733,0
20278,1,59.621,0
20279,1,575.45,0
20280,1,406.484,0
20281,1,5.672,0
20282,1,410.829,0
20283,1,851.106,0
20284,1,711.468,0
20285,1,802.287,0
20286,1,619.864,0
20287,1,1011.624,0
20288,1,952.123,0
20289,1,532.122,0
20290,1,756.244,0
20291,1,863.959,0
20292,1,557.165,0
20293,1,771.692,0
20294,1,1057.486,0
20295,1,1129.296,0
20296,1,696.924,0
20297,1,1019.348,0
20298,1,249.828,0
20299,1,379.329,0
20300,1,169.63,0
20301,1,134.75,0
20302,1,882.787,0
20303,1,1121.693,0
20304,1,422.234,0
20306,1,47.914,0
20307,1,82.311,0
20547,1,50.388,0
20548,1,90.94,0
20549,1,475.941,0
20550,1,21.604,0
20551,1,33.129,0
20552,1,507.622,0
20553,1,87.017,0
20554,1,108.259,0
20559,1,46.345,0
20560,1,431.467,0
20561,1,51.776,0
20574,1,8.388,0
20575,1,10.138,0
20581,1,151.707,0
20582,1,316.208,0
20583,1,106.69,0
20603,1,1.448,0
20604,1,405.82,0
20605,1,519.752,0
20606,1,14.362,0
20607,1,2.414,0
20608,1,777.666,0
20637,1,71.931,0
20638,1,128.535,0
20639,1,139.397,0
20640,1,146.276,0
20641,1,93.776,0
20642,1,8.328,0
20652,1,86.173,0
20654,1,289.656,0
20655,1,360.018,0
20656,1,369.07,0
20657,1,308.725,0
20658,1,104.035,0
20659,1,77.845,0
20660,1,803.192,0
20661,1,843.563,0
20662,1,406.062,0
20663,1,202.88,0
20664,1,552.76,0
20665,1,523.252,0
