sc_point_gid,class,capacity,capital_adder_per_mw,cf
3450,1,252.0,779729.25,0.0927
3451,2,216.0,1822234.41,0.1566
3454,6,180.0,817780.82,0.3092
3455,6,156.0,1290310.51,0.2997
3456,3,216.0,863300.26,0.2163
3457,3,258.0,516902.08,0.1979
3458,2,270.0,147991.27,0.1822
3459,2,222.0,61594.04,0.1819
3460,4,228.0,10038.46,0.2254
3461,1,204.0,66952.91,0.0893
3467,6,90.0,148209.87,0.316
3468,5,30.0,374134.95,0.2757
3469,3,222.0,265537.12,0.1884
3470,1,222.0,169284.35,0.081
3471,3,258.0,63389.97,0.2234
3472,3,246.0,41471.93,0.2047
3473,4,210.0,53875.82,0.2313
3474,3,252.0,95799.55,0.2104
3475,2,252.0,41183.21,0.1372
3476,3,258.0,28022.84,0.2036
3477,3,228.0,40698.0,0.2046
3478,3,252.0,22400.83,0.2224
3479,3,264.0,28102.48,0.2177
3480,2,264.0,30022.27,0.1718
3481,3,252.0,26227.73,0.2125
3482,1,246.0,37196.88,0.114
3483,2,252.0,12667.41,0.1498
3484,1,252.0,19624.94,0.1317
3485,1,228.0,54799.4,0.0848
3486,1,204.0,38526.83,0.1084
3487,1,90.0,94673.52,0.1103
3823,4,258.0,66863.27,0.2586
3824,3,252.0,95307.44,0.1951
3825,2,156.0,113237.48,0.1796
3830,1,156.0,284292.99,0.0615
3831,1,258.0,506836.19,0.0834
3832,3,252.0,446300.67,0.1895
3833,5,180.0,1195209.52,0.2842
3836,4,210.0,1344939.47,0.2365
3837,2,246.0,1548523.07,0.1712
3838,3,264.0,368721.05,0.2076
3839,3,204.0,66995.69,0.2071
3840,2,126.0,169716.72,0.1516
3841,1,174.0,121160.67,0.1013
3848,2,60.0,182875.11,0.1692
3849,2,270.0,340836.06,0.1813
3850,2,252.0,181709.38,0.1435
3851,4,246.0,55369.58,0.2359
3852,1,234.0,53497.68,0.1237
3853,3,240.0,39519.23,0.219
3854,4,258.0,35365.49,0.2279
3855,2,252.0,27286.15,0.1688
3856,2,240.0,40657.19,0.1461
3857,3,252.0,33642.83,0.2158
3858,3,252.0,26734.36,0.1876
3859,2,252.0,66235.76,0.1746
3860,4,246.0,21361.74,0.2501
3861,3,258.0,19599.3,0.1977
3862,1,258.0,40950.24,0.1255
3863,2,252.0,40572.22,0.1423
3864,1,246.0,47524.51,0.1143
3865,1,240.0,32448.4,0.0955
3866,2,192.0,43322.88,0.1627
3867,1,162.0,82167.9,0.1106
3868,2,192.0,40320.19,0.135
3869,2,162.0,69347.03,0.1713
3870,4,222.0,46848.75,0.2374
3871,6,216.0,59664.09,0.3157
4203,5,246.0,74497.84,0.2661
4204,4,276.0,75925.21,0.2332
4205,4,270.0,54293.4,0.2388
4211,2,180.0,190120.49,0.134
4212,3,264.0,177040.89,0.1975
4213,4,264.0,448364.43,0.2549
4215,5,234.0,808454.17,0.2809
4216,3,156.0,866422.54,0.2157
4217,2,228.0,2699254.28,0.1816
4218,2,264.0,492901.77,0.1742
4219,2,216.0,49800.01,0.1773
4221,2,84.0,98363.37,0.1772
4222,3,30.0,180028.67,0.2002
4228,2,192.0,169337.44,0.1814
4229,2,264.0,248089.71,0.1369
4230,2,252.0,166086.52,0.1575
4231,3,270.0,49334.7,0.2172
4232,3,246.0,37091.22,0.1873
4233,3,246.0,64395.11,0.1962
4234,4,264.0,39134.54,0.2337
4235,3,258.0,34248.48,0.2076
4236,2,258.0,37932.09,0.1824
4237,3,264.0,26441.9,0.1898
4238,2,258.0,32617.61,0.172
4239,3,252.0,33540.79,0.1868
4240,5,252.0,21046.82,0.2832
4241,3,252.0,22219.69,0.2013
4242,2,234.0,64132.9,0.151
4243,2,258.0,62775.91,0.1459
4244,3,234.0,33188.51,0.1883
4245,2,252.0,27931.62,0.1566
4246,2,252.0,47399.61,0.1431
4247,2,210.0,53388.61,0.1572
4248,3,198.0,81565.59,0.1885
4249,1,216.0,44271.65,0.0772
4250,3,240.0,42662.43,0.1835
4251,5,216.0,61620.24,0.296
4252,3,60.0,171492.63,0.1831
4253,4,246.0,105399.87,0.258
4254,3,204.0,104774.19,0.1887
4255,7,246.0,120876.43,0.3404
4256,6,222.0,212209.09,0.3157
4583,4,258.0,49055.66,0.2507
4584,3,264.0,57080.08,0.2131
4585,3,216.0,56256.09,0.2061
4592,3,252.0,200157.65,0.1942
4593,4,258.0,541822.98,0.249
4594,5,102.0,701744.42,0.2845
4595,5,114.0,1635216.82,0.2838
4596,3,54.0,6813112.4,0.2013
4597,2,174.0,2142110.91,0.179
4598,2,264.0,363787.28,0.1816
4599,3,216.0,50854.61,0.1877
4600,3,144.0,54908.38,0.1986
4601,3,24.0,225245.44,0.206
4606,2,30.0,226497.5,0.1791
4608,4,120.0,120213.89,0.2557
4609,3,276.0,85686.89,0.1959
4610,2,258.0,145234.96,0.1525
4611,3,276.0,48100.83,0.1919
4612,2,258.0,37001.42,0.1673
4613,2,246.0,294741.22,0.1779
4614,3,258.0,20061.17,0.19
4615,3,264.0,23246.73,0.2182
4616,3,264.0,17027.26,0.2227
4617,3,252.0,15263.35,0.1985
4618,2,258.0,14168.8,0.1765
4619,4,258.0,20515.88,0.237
4620,4,252.0,20762.36,0.2411
4621,2,240.0,35309.89,0.1436
4622,1,216.0,136692.34,0.1248
4623,2,258.0,54077.29,0.1335
4624,2,234.0,41178.84,0.1527
4625,3,264.0,30237.6,0.1989
4626,1,222.0,86334.48,0.1271
4627,3,228.0,40908.61,0.1854
4628,2,246.0,40362.41,0.1573
4629,1,246.0,35722.78,0.1146
4630,1,150.0,83481.61,0.1014
4631,6,282.0,45568.85,0.3189
4632,8,114.0,134555.99,0.3684
4633,4,258.0,120238.23,0.2508
4634,2,228.0,93142.16,0.1545
4635,5,282.0,113159.75,0.2924
4636,5,294.0,180244.85,0.291
4637,3,270.0,251236.8,0.1832
4638,3,258.0,251379.49,0.1917
4639,7,282.0,275103.09,0.3575
4640,3,186.0,460627.92,0.19
4963,5,252.0,16210.26,0.2647
4964,4,276.0,33307.91,0.2316
4965,4,276.0,44072.97,0.2347
4966,4,60.0,130760.03,0.249
4971,3,60.0,241710.73,0.1932
4973,4,246.0,1222240.25,0.2457
4974,4,186.0,1164670.04,0.2561
4976,3,54.0,7668472.6,0.1923
4977,2,216.0,1827911.42,0.1672
4978,2,252.0,575441.3,0.146
4979,2,258.0,76778.35,0.1741
4982,4,48.0,91814.25,0.2292
4986,7,48.0,127288.66,0.3389
4987,5,54.0,119256.36,0.2869
4988,6,180.0,70989.88,0.3281
4989,1,252.0,113665.53,0.1304
4990,4,288.0,45314.41,0.2262
4991,3,282.0,29341.79,0.2035
4992,2,264.0,49708.08,0.1731
4993,4,252.0,12071.82,0.2401
4994,2,240.0,16878.73,0.1706
4995,2,258.0,20401.23,0.1719
4996,3,252.0,8633.63,0.201
4997,3,258.0,9366.64,0.185
4998,2,252.0,12471.46,0.1803
4999,4,252.0,9955.0,0.2523
5000,2,246.0,16126.72,0.1602
5001,2,240.0,54913.88,0.1471
5002,3,258.0,41522.0,0.1965
5003,1,234.0,195012.53,0.1211
5004,2,246.0,52256.36,0.1351
5005,2,198.0,69532.3,0.1777
5006,2,252.0,84121.0,0.137
5007,1,258.0,30650.62,0.1022
5008,1,252.0,39093.24,0.126
5009,1,246.0,59163.22,0.0849
5010,2,198.0,70960.94,0.1678
5011,7,294.0,62033.35,0.3598
5012,5,234.0,106137.08,0.2776
5013,4,264.0,288091.11,0.2268
5014,1,210.0,142524.93,0.1304
5015,6,276.0,129101.17,0.3109
5016,5,270.0,187920.19,0.267
5017,2,270.0,221205.55,0.1647
5018,7,288.0,208954.97,0.3439
5019,8,282.0,284468.21,0.3824
5020,3,240.0,472237.97,0.1865
5021,2,186.0,523770.89,0.153
5022,6,252.0,250344.87,0.325
5023,8,294.0,109530.41,0.3826
5024,5,270.0,214703.46,0.2705
5342,6,180.0,46339.27,0.318
5343,5,264.0,3333.95,0.2753
5344,3,252.0,18998.79,0.1952
5345,2,228.0,58421.05,0.1744
5346,3,54.0,126366.53,0.2232
5349,3,54.0,158236.21,0.1912
5350,2,198.0,139737.64,0.1571
5351,3,216.0,386142.12,0.2021
5352,4,216.0,1355956.89,0.2324
5353,4,54.0,2453795.74,0.2486
5356,3,60.0,5224710.67,0.2192
5357,2,240.0,1121595.93,0.1726
5358,2,258.0,386614.76,0.1667
5359,2,204.0,299478.34,0.137
5362,6,42.0,119203.72,0.3051
5365,6,54.0,133517.14,0.318
5366,4,84.0,126500.49,0.2408
5368,4,204.0,70372.76,0.2376
5369,1,240.0,78182.53,0.1106
5370,2,270.0,49481.04,0.1803
5371,2,276.0,125419.07,0.1799
5372,3,252.0,40279.04,0.1967
5373,4,276.0,-262.16,0.2338
5374,2,252.0,11221.54,0.1502
5375,2,246.0,20105.3,0.1533
5376,1,264.0,10807.16,0.1222
5377,3,264.0,9290.43,0.1883
5378,2,240.0,16971.97,0.1711
5379,4,258.0,8963.84,0.2546
5380,2,234.0,24302.06,0.1678
5381,2,240.0,45750.02,0.1606
5382,3,270.0,35747.42,0.2005
5383,2,246.0,81192.55,0.1441
5384,1,138.0,107756.33,0.1241
5385,5,180.0,65343.39,0.273
5386,1,234.0,51376.56,0.1149
5387,2,258.0,40471.98,0.1337
5388,1,240.0,42606.08,0.122
5389,1,210.0,65236.03,0.0901
5390,3,246.0,61187.55,0.207
5391,5,234.0,85170.99,0.2903
5392,6,288.0,143229.98,0.328
5393,4,228.0,216649.56,0.23
5394,1,246.0,141316.45,0.1141
5395,4,258.0,132628.89,0.2402
5396,5,276.0,133570.98,0.2817
5397,5,276.0,175083.98,0.2726
5398,5,294.0,198599.24,0.2844
5399,5,258.0,279588.32,0.2679
5400,4,264.0,344205.07,0.2542
5401,2,234.0,547242.86,0.1375
5402,8,186.0,300556.64,0.3652
5403,9,282.0,88839.11,0.3994
5404,4,270.0,237165.03,0.2437
5409,10,132.0,187785.96,0.498
5410,9,270.0,217863.79,0.4204
5411,7,222.0,263481.06,0.3627
5723,5,258.0,6401.41,0.2799
5724,4,258.0,20239.87,0.2372
5725,3,264.0,29514.48,0.2233
5726,3,258.0,22073.49,0.1831
5727,3,210.0,44953.6,0.1911
5728,3,234.0,76063.86,0.2013
5729,3,246.0,97301.64,0.1916
5731,4,276.0,341652.22,0.2444
5732,5,228.0,1364649.11,0.278
5737,1,234.0,1243056.38,0.1221
5738,2,198.0,143465.45,0.1597
5739,3,96.0,90680.15,0.2134
5742,7,66.0,84013.52,0.3314
5743,6,72.0,135438.28,0.309
5744,8,42.0,203839.8,0.3867
5745,3,240.0,114015.51,0.1862
5746,8,180.0,76772.03,0.364
5747,7,102.0,111065.65,0.3357
5748,4,132.0,136501.8,0.2446
5749,4,222.0,40532.64,0.2258
5750,1,222.0,132959.15,0.1316
5751,2,246.0,135504.64,0.1558
5752,3,252.0,38137.94,0.1838
5753,3,264.0,2770.33,0.1952
5754,2,246.0,14363.73,0.1553
5755,1,222.0,22361.58,0.1127
5756,2,234.0,21420.75,0.1368
5757,3,252.0,15288.8,0.1969
5758,2,252.0,15873.35,0.1739
5759,3,252.0,15541.83,0.2175
5760,2,264.0,28353.88,0.1738
5761,2,246.0,54769.31,0.1632
5762,3,240.0,43574.0,0.1989
5763,2,234.0,71742.13,0.1344
5764,1,252.0,49688.35,0.1297
5765,3,258.0,29951.03,0.2151
5766,1,240.0,52224.56,0.1197
5767,2,240.0,36731.08,0.1818
5768,1,264.0,35933.18,0.1131
5769,1,234.0,72616.65,0.1
5770,6,258.0,63877.38,0.3017
5771,2,252.0,114516.88,0.1806
5772,7,264.0,139995.57,0.3384
5773,7,282.0,87434.73,0.3615
5774,3,240.0,128200.5,0.189
5775,3,228.0,151294.01,0.1873
5776,6,282.0,133415.07,0.2989
5777,2,252.0,166969.24,0.181
5778,6,270.0,170715.67,0.3015
5779,6,234.0,221958.51,0.3108
5780,7,276.0,262897.02,0.3327
5781,2,246.0,499545.56,0.1554
5782,4,204.0,358556.88,0.2422
5783,7,282.0,118752.94,0.346
5784,6,282.0,132197.87,0.3142
5785,2,96.0,472652.61,0.1382
5789,10,60.0,178436.38,0.5167
5790,10,300.0,193264.26,0.4598
5791,10,294.0,187756.73,0.4861
5792,10,282.0,222180.06,0.4487
5793,9,300.0,213454.54,0.4104
5794,8,276.0,210803.59,0.3924
5795,8,264.0,194340.85,0.3855
5796,9,234.0,172006.87,0.414
6103,5,258.0,22945.8,0.2922
6104,4,264.0,32697.06,0.2556
6105,4,270.0,16833.54,0.227
6106,3,264.0,10306.97,0.1903
6107,4,282.0,36882.96,0.239
6108,3,270.0,83800.46,0.2077
6109,3,240.0,212205.04,0.1939
6110,3,246.0,319972.63,0.2186
6111,4,264.0,364282.34,0.2324
6112,5,246.0,1203537.6,0.2875
6113,5,108.0,1728162.49,0.2839
6114,4,42.0,10656090.08,0.258
6116,4,102.0,3531002.3,0.2378
6117,2,228.0,940070.08,0.1406
6118,2,60.0,206029.88,0.1772
6119,3,84.0,109140.16,0.1962
6121,3,54.0,142701.93,0.2024
6122,4,210.0,34482.92,0.233
6123,5,54.0,115052.61,0.2716
6124,7,234.0,171159.84,0.361
6125,3,204.0,231452.2,0.2072
6126,7,288.0,24247.44,0.3552
6127,4,90.0,97817.76,0.2366
6128,3,234.0,455929.62,0.1856
6129,3,270.0,92532.32,0.2238
6130,2,252.0,48754.11,0.174
6131,3,252.0,48744.17,0.2203
6132,3,258.0,10848.11,0.1847
6133,3,246.0,4553.29,0.215
6134,3,234.0,4744.1,0.2225
6135,2,240.0,8743.38,0.1728
6136,2,252.0,6712.65,0.1735
6137,3,252.0,21833.23,0.1835
6138,2,258.0,14451.85,0.1808
6139,3,246.0,16743.54,0.1932
6140,3,258.0,28281.12,0.1915
6141,2,270.0,28240.57,0.1717
6142,4,252.0,23109.08,0.2444
6143,1,240.0,85446.55,0.1295
6144,2,246.0,60402.34,0.1622
6145,3,252.0,34155.81,0.2054
6146,1,222.0,87808.85,0.0903
6147,2,252.0,34230.91,0.1632
6148,1,240.0,47169.94,0.1215
6149,1,240.0,65088.28,0.1059
6150,6,240.0,69031.63,0.3203
6151,3,252.0,191846.31,0.2168
6152,2,252.0,118820.4,0.1762
6153,5,282.0,78472.09,0.2925
6154,4,264.0,118990.51,0.2557
6155,1,198.0,212989.0,0.1303
6156,5,252.0,144830.47,0.2879
6157,2,258.0,172439.49,0.1429
6158,4,282.0,163127.69,0.2265
6159,2,180.0,230539.84,0.1529
6160,5,282.0,278500.92,0.277
6161,3,252.0,299338.96,0.2115
6162,3,216.0,230311.17,0.1828
6163,4,258.0,125776.92,0.2581
6164,7,300.0,98011.15,0.3626
6165,3,210.0,345942.77,0.2126
6170,10,276.0,182806.63,0.4671
6171,10,288.0,192738.81,0.4984
6172,10,282.0,226221.63,0.4453
6173,9,276.0,223994.77,0.4061
6174,9,270.0,217906.72,0.4072
6175,9,264.0,214082.72,0.3994
6176,8,264.0,172720.84,0.3741
6177,9,270.0,147568.91,0.4213
6178,10,282.0,135765.24,0.4415
6179,8,258.0,179068.91,0.3943
6180,7,258.0,164990.1,0.356
6181,9,246.0,100570.47,0.397
6182,10,240.0,106218.96,0.4397
6438,6,186.0,39022.78,0.329
6443,7,234.0,24153.08,0.3451
6444,7,252.0,20036.83,0.3426
6445,7,210.0,30888.74,0.3363
6482,7,180.0,74339.68,0.3425
6483,6,258.0,36531.79,0.3
6484,5,258.0,60454.89,0.2653
6485,4,270.0,23452.43,0.237
6486,3,246.0,33099.54,0.213
6487,3,264.0,93707.2,0.2209
6488,4,270.0,124710.92,0.2416
6489,4,252.0,294419.22,0.237
6490,4,258.0,325323.01,0.2444
6491,4,240.0,699763.51,0.2491
6492,5,150.0,1741145.18,0.2861
6493,5,54.0,1476426.27,0.2877
6494,4,36.0,7520794.13,0.2591
6495,4,54.0,5193986.66,0.2292
6496,4,264.0,1301436.93,0.2488
6497,4,258.0,1079682.9,0.2247
6498,3,96.0,246204.68,0.1849
6499,4,60.0,118291.21,0.2263
6501,5,48.0,114930.71,0.2711
6504,4,216.0,70639.73,0.2459
6505,6,288.0,146342.87,0.302
6506,6,306.0,22987.9,0.3004
6507,3,276.0,45531.75,0.2126
6508,2,252.0,223118.23,0.1324
6509,3,240.0,256522.16,0.1938
6510,4,252.0,5593.76,0.2576
6511,4,240.0,2664.76,0.2385
6512,3,264.0,-2461.97,0.2168
6513,3,258.0,969.85,0.2238
6514,3,258.0,-687.45,0.2217
6515,3,234.0,74213.13,0.1927
6516,2,234.0,25243.01,0.1822
6517,2,246.0,22910.61,0.1675
6518,3,240.0,21568.17,0.2125
6519,2,240.0,36545.62,0.136
6520,2,246.0,45658.68,0.179
6521,3,270.0,17405.57,0.2217
6522,3,252.0,25887.43,0.1883
6523,2,222.0,79064.39,0.1441
6524,2,258.0,47829.22,0.1658
6525,3,258.0,41265.37,0.2132
6526,2,240.0,65219.36,0.1565
6527,1,228.0,80435.6,0.1304
6528,2,258.0,63811.34,0.1542
6529,2,258.0,73388.51,0.1412
6530,4,252.0,371527.33,0.2291
6531,3,240.0,278803.81,0.2111
6532,3,246.0,131441.21,0.2047
6533,6,270.0,75562.77,0.3198
6534,5,258.0,132568.21,0.2848
6535,3,156.0,232180.64,0.1925
6536,1,174.0,253286.91,0.1176
6537,1,264.0,262155.16,0.0942
6538,2,270.0,203462.11,0.1489
6539,2,258.0,218961.36,0.1656
6540,4,270.0,232265.38,0.2574
6541,5,276.0,185857.17,0.2889
6542,2,258.0,200569.24,0.1688
6543,1,234.0,506742.02,0.0965
6544,8,282.0,113147.98,0.3808
6545,6,258.0,162602.32,0.314
6550,10,264.0,174508.22,0.5206
6551,10,294.0,210616.85,0.4523
6552,9,282.0,241605.68,0.4072
6553,8,276.0,224650.6,0.3731
6554,8,288.0,212086.45,0.3899
6555,8,282.0,203266.81,0.3758
6556,7,276.0,190414.36,0.353
6557,9,264.0,150148.36,0.4271
6558,10,276.0,120563.48,0.4471
6559,8,258.0,197426.15,0.3785
6560,7,258.0,175741.16,0.35
6561,7,270.0,136298.35,0.3333
6562,8,258.0,117869.17,0.3887
6563,9,276.0,118906.18,0.4032
6564,10,288.0,100994.31,0.4516
6565,9,282.0,126202.59,0.407
6566,8,270.0,146126.77,0.3935
6567,8,264.0,140456.94,0.3693
6568,7,216.0,146307.62,0.3389
6569,7,198.0,157295.56,0.3409
6818,8,270.0,12771.86,0.3682
6822,7,240.0,23941.09,0.3388
6823,8,270.0,15655.3,0.3684
6824,7,252.0,19587.47,0.343
6825,8,258.0,15033.0,0.3688
6826,7,240.0,27128.19,0.358
6862,7,84.0,482937.34,0.358
6863,6,246.0,65650.45,0.3089
6864,5,270.0,71393.27,0.2831
6865,4,246.0,43307.72,0.26
6866,4,252.0,68220.65,0.239
6867,5,264.0,95885.5,0.2624
6868,5,270.0,163188.44,0.2744
6869,4,246.0,736345.12,0.2335
6870,4,78.0,668431.84,0.2597
6871,5,186.0,704855.46,0.2648
6872,5,42.0,4713958.65,0.2898
6875,3,60.0,2743677.85,0.2058
6876,3,234.0,1203224.68,0.194
6877,5,186.0,412062.62,0.2764
6878,2,54.0,444534.61,0.1747
6884,2,60.0,333976.68,0.1781
6885,6,300.0,113680.51,0.3063
6886,7,222.0,33644.71,0.3518
6887,2,252.0,152059.99,0.1595
6888,3,246.0,14660.44,0.2175
6889,5,240.0,1375.4,0.2665
6890,5,258.0,-4062.73,0.2844
6891,4,240.0,3394.87,0.2489
6892,4,252.0,2746.95,0.2378
6893,4,246.0,2873.21,0.2463
6894,4,216.0,18221.73,0.2262
6895,4,258.0,16256.29,0.2474
6896,4,252.0,22290.62,0.2288
6897,3,240.0,34470.17,0.1884
6898,3,252.0,22731.49,0.1946
6899,3,240.0,45263.94,0.1863
6900,2,228.0,40697.38,0.18
6901,4,264.0,15729.08,0.229
6902,2,258.0,43776.87,0.1649
6903,2,240.0,80812.1,0.177
6904,3,258.0,109718.73,0.1896
6905,2,258.0,73819.04,0.1653
6906,3,258.0,101074.94,0.2023
6907,2,240.0,160166.98,0.1717
6908,3,264.0,147755.33,0.1996
6909,3,264.0,148312.35,0.1984
6910,4,246.0,228474.05,0.2357
6911,3,246.0,135033.01,0.2109
6912,4,132.0,184410.44,0.2356
6913,6,180.0,116718.16,0.3075
6914,6,252.0,141858.37,0.3211
6915,3,108.0,200719.5,0.1991
6916,1,180.0,192297.41,0.0961
6917,1,240.0,274467.47,0.0958
6918,2,252.0,195052.49,0.1407
6919,3,258.0,168128.93,0.2133
6920,2,258.0,233883.62,0.1698
6921,5,282.0,144218.59,0.2933
6922,3,282.0,193590.59,0.1939
6923,1,258.0,670366.22,0.0906
6924,4,240.0,403120.59,0.2426
6925,5,264.0,275396.09,0.2858
6926,3,60.0,449897.7,0.1863
6930,10,252.0,111778.82,0.4823
6931,9,288.0,211785.45,0.4264
6932,8,282.0,234994.35,0.3915
6933,8,282.0,217446.8,0.3752
6934,8,282.0,206383.69,0.3828
6935,8,276.0,191800.9,0.385
6936,8,270.0,187784.47,0.3714
6937,9,282.0,177620.02,0.4004
6938,7,270.0,217267.71,0.3443
6939,7,258.0,220386.93,0.358
6940,7,258.0,189807.99,0.3552
6941,6,258.0,165584.38,0.3134
6942,6,264.0,139091.05,0.3195
6943,8,270.0,112486.3,0.3937
6944,10,276.0,92523.19,0.4493
6945,9,276.0,141675.35,0.4201
6946,8,270.0,159674.01,0.395
6947,8,264.0,159637.47,0.3803
6948,8,270.0,147943.04,0.3772
6949,7,270.0,133396.05,0.3432
6950,7,252.0,137916.22,0.3492
6951,8,288.0,121208.03,0.3686
6952,8,264.0,127096.8,0.3646
6953,7,270.0,93399.81,0.3533
6954,7,252.0,83323.77,0.34
6955,7,240.0,123444.49,0.3311
7197,6,210.0,29326.44,0.3267
7198,6,270.0,12995.33,0.3154
7199,7,252.0,16646.02,0.352
7201,8,270.0,12511.46,0.3764
7202,7,270.0,15821.79,0.3578
7203,7,252.0,17161.56,0.347
7204,7,222.0,24602.03,0.361
7205,7,258.0,16357.0,0.3511
7206,8,258.0,16296.79,0.3657
7207,8,234.0,25366.18,0.3802
7242,7,108.0,711352.47,0.3449
7243,6,198.0,145604.2,0.312
7244,5,234.0,473997.47,0.2844
7245,4,234.0,237342.69,0.2541
7246,4,228.0,234529.29,0.2295
7247,4,252.0,215167.75,0.2581
7248,6,276.0,171266.83,0.3098
7249,4,222.0,1006867.47,0.2549
7250,4,198.0,1186689.25,0.2449
7251,5,66.0,597743.52,0.274
7252,5,48.0,8395780.31,0.2721
7254,3,54.0,4367619.83,0.2082
7255,2,240.0,1306476.3,0.1671
7256,4,282.0,427940.03,0.2396
7257,4,246.0,86698.11,0.2594
7258,4,54.0,127759.93,0.2607
7259,6,120.0,112558.61,0.3284
7260,6,138.0,83701.3,0.3072
7261,3,168.0,104698.27,0.2158
7262,7,108.0,98085.23,0.3456
7264,2,162.0,107759.61,0.1689
7265,4,264.0,374579.72,0.2378
7266,5,180.0,84802.63,0.2825
7267,3,222.0,85488.69,0.2214
7268,4,270.0,19878.08,0.2607
7269,5,258.0,-3439.49,0.2702
7270,5,258.0,-2376.88,0.2811
7271,4,240.0,4368.8,0.2503
7272,5,246.0,3618.89,0.2648
7273,4,228.0,11369.44,0.2574
7274,4,258.0,5432.33,0.2581
7275,4,246.0,13892.72,0.2425
7276,4,240.0,19697.3,0.2408
7277,4,246.0,15633.51,0.2615
7278,4,246.0,51917.65,0.24
7279,3,246.0,101857.81,0.2049
7280,2,234.0,42491.0,0.1706
7281,3,258.0,33191.05,0.203
7282,2,252.0,43049.9,0.1771
7283,4,246.0,56008.89,0.2305
7284,3,252.0,258253.02,0.1831
7285,3,246.0,218736.29,0.1865
7286,4,264.0,101647.51,0.2499
7287,3,264.0,84279.69,0.2053
7288,3,264.0,101069.73,0.2145
7289,4,258.0,96386.97,0.233
7290,4,246.0,113291.26,0.2504
7291,4,150.0,76797.45,0.2475
7292,2,192.0,120601.73,0.149
7293,2,144.0,144797.28,0.1746
7294,4,162.0,161903.94,0.2377
7295,1,60.0,192563.28,0.1244
