region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,reinforcement_dist_km
p31031,1,34746,212.535,656224.835,237.075,21.354
p31017,1,34747,128.052,647516.856,231.987,21.354
p31017,1,34748,640.743,663916.517,227.523,21.354
p31017,1,34749,317.656,617577.004,222.645,21.354
p31149,1,34750,450.536,638289.499,217.536,21.354
p31149,1,34751,882.847,611432.158,212.553,21.354
p31149,1,34752,401.234,606257.633,207.834,21.354
p31089,1,34753,676.709,571414.423,202.904,21.354
p31089,1,34754,1290.056,533259.32,198.132,21.354
p31089,1,34755,1178.538,558292.795,193.36,21.354
p31089,1,34756,1121.331,551554.706,188.663,21.354
p31089,1,34757,639.054,547022.263,183.817,21.354
p31089,1,34758,855.692,516530.856,179.418,21.354
p31003,1,34759,877.537,526235.366,177.703,21.354
p31003,1,34760,648.045,510821.954,180.909,21.354
p31003,1,34761,1436.634,538784.64,185.212,21.354
p31003,1,34762,1316.547,571782.77,194.256,9.696
p31139,1,34763,1191.935,277903.561,93.952,159.952
p31139,1,34764,876.39,244425.923,82.432,159.952
p31139,1,34765,464.838,210229.513,70.166,159.952
p31027,1,34766,338.173,175863.626,58.646,159.952
p31027,1,34767,349.337,141488.936,47.126,159.952
p31051,1,34768,245.363,107818.06,35.606,159.952
p06021,1,34971,11.828,529131.88,84.039,129.654
p06103,1,34972,13.035,448896.889,79.829,129.654
p06103,1,34973,1152.409,413442.7,71.956,129.654
p06103,1,34974,1092.546,416210.805,69.592,129.654
p06103,1,34975,276.501,410069.376,68.794,129.654
p06103,1,34976,308.182,416524.571,73.129,129.654
p06063,1,34983,111.337,1783131.829,383.221,87.576
p06063,1,34984,51.957,1896700.611,376.771,87.576
p06063,2,34986,15.328,1474710.695,352.733,87.576
p06035,1,34987,852.434,1585735.926,357.142,87.576
p06035,1,34988,1577.901,1464521.083,343.52,87.576
p06035,1,34989,1174.736,1477152.162,347.556,87.576
p32031,2,34990,267.449,154522.409,25.993,87.433
p32031,1,34991,1025.262,194072.098,33.58,87.433
p32031,1,34992,125.035,240503.755,44.12,87.433
p32031,1,34993,505.872,343470.436,55.008,87.433
p32031,1,34994,424.527,379563.06,71.594,87.433
p32027,1,34995,658.485,445132.045,92.515,87.433
p32027,1,34996,1626.177,492508.892,99.889,87.433
p32027,1,34997,444.622,497609.938,111.857,87.433
p32027,1,34998,107.776,540435.077,123.749,87.433
p32027,1,34999,1188.555,583744.068,139.252,87.433
p32027,1,35000,74.707,615220.338,150.899,87.433
p32027,1,35001,793.537,677311.343,163.261,87.433
p32027,1,35002,155.268,119666.828,28.537,187.481
p32027,1,35003,243.19,777504.754,186.674,87.433
p32027,1,35004,499.657,782204.935,206.177,87.433
p32027,1,35005,352.415,960851.271,239.484,12.12
p32027,1,35006,1197.124,976117.794,246.311,12.12
p32027,1,35007,283.018,263120.278,91.238,724.867
p32013,1,35008,152.069,224622.81,78.674,724.867
p32013,1,35009,617.088,188298.883,66.483,724.867
p32013,1,35010,734.761,152991.018,54.441,724.867
p32015,1,35011,1044.21,126533.01,45.241,724.867
p32015,1,35012,23.655,90193.299,28.546,724.867
p32015,1,35013,94.621,52842.8,16.973,724.867
p32011,1,35014,1098.158,30986.731,9.566,724.867
p32011,1,35015,714.606,41866.334,13.426,724.867
p32011,1,35016,102.104,78099.754,24.968,724.867
p32007,1,35021,190.449,220714.265,52.487,689.537
p32007,1,35022,428.087,172072.484,40.967,689.537
p32007,1,35023,730.899,127311.452,29.667,689.537
p32007,1,35024,12.431,165261.876,26.789,689.537
p32007,1,35025,360.139,44760.706,9.361,689.537
p32007,1,35026,5.552,106583.634,14.083,689.537
p32007,1,35027,1064.003,109088.409,24.983,689.537
p32007,1,35028,30.293,169962.556,36.503,689.537
p32007,1,35029,741.037,224752.893,48.247,689.537
p32007,1,35030,240.415,283722.125,60.938,689.537
p32007,1,35031,1065.21,339842.639,73.673,689.537
p49003,1,35032,151.828,549693.268,186.525,10.786
p49003,1,35033,1578.746,479633.338,182.366,1.117
p49003,1,35034,1762.798,470110.052,177.119,1.117
p49003,1,35035,1310.211,577471.806,161.455,10.786
p49003,1,35036,828.416,483526.399,156.018,10.786
p49003,1,35037,1523.108,397076.382,145.237,10.786
p49003,1,35038,875.847,420425.162,140.224,10.786
p49003,1,35043,9.052,506358.837,154.632,1.117
p49003,1,35044,67.224,6795982.98,44.005,153.912
p49033,1,35051,118.94,472096.096,127.375,1.117
p49033,1,35052,770.063,450469.967,130.568,1.117
p56041,1,35055,172.345,236504.276,82.67,249.218
p56041,1,35056,231.966,192430.187,70.181,249.218
p56023,1,35057,1284.685,157096.755,56.424,249.218
p56023,1,35058,1130.021,125576.011,43.935,249.218
p56023,1,35059,855.571,89581.802,31.819,249.218
p56037,1,35060,812.908,59777.129,20.0,249.218
p56037,1,35061,656.554,28063.061,7.511,249.218
p56037,1,35062,382.225,26822.962,5.351,249.218
p56037,1,35063,89.673,14462.051,3.051,231.874
p56037,1,35064,107.052,51108.573,12.822,210.241
p56037,1,35065,690.106,36358.814,9.718,210.241
p56037,1,35066,926.054,62898.775,8.281,206.731
p56037,1,35067,6.457,45996.717,10.226,231.407
p56037,1,35068,99.086,10459.348,2.039,231.407
p56037,1,35069,559.398,59504.819,14.752,231.407
p56037,1,35070,1521.78,84161.023,26.645,231.407
p56037,1,35071,1568.608,446581.285,158.829,2.489
p56037,1,35072,1748.678,448165.445,156.785,2.489
p56037,1,35073,1415.211,458683.549,155.144,2.489
p56037,1,35074,1391.314,462462.715,159.872,2.489
p56037,1,35075,778.33,464939.956,162.547,2.489
p56037,1,35076,1136.417,476958.279,167.245,2.489
p56007,1,35077,748.821,484851.253,172.174,2.489
p56007,1,35078,353.26,519863.923,177.264,2.489
p56007,1,35079,647.864,210717.011,66.895,190.58
p56007,1,35080,400.57,173527.327,53.585,190.58
p56007,1,35081,521.26,129203.582,41.692,190.58
p56007,1,35082,72.776,100695.252,30.002,190.58
p56007,1,35083,8.448,64259.042,18.385,190.58
p56007,1,35084,240.052,50561.919,17.627,171.145
p56007,1,35085,735.847,24170.522,7.003,171.145
p56007,1,35086,540.691,37154.796,10.225,170.965
p56001,1,35087,1130.383,60405.482,21.556,170.965
p56001,1,35088,1192.297,229495.572,84.268,77.077
p56001,1,35089,234.621,227107.414,81.584,77.077
p56001,1,35090,217.363,252084.301,83.041,77.077
p56031,1,35092,105.483,160293.18,47.506,94.598
p56031,1,35093,810.795,125358.215,40.784,94.598
p56031,1,35094,562.657,105829.306,36.302,94.598
p56031,1,35095,311.984,107653.674,34.885,94.598
p56031,1,35096,307.397,115256.672,39.917,94.598
p56015,1,35097,1009.21,128298.731,45.005,94.598
p56015,1,35098,798.847,157106.441,53.256,94.598
p56015,1,35099,414.872,369564.436,132.443,7.369
p56015,1,35100,1161.581,393488.762,137.299,7.369
p31165,1,35101,864.623,90144.335,30.871,8.33
p31165,1,35102,441.725,71524.28,24.698,8.33
p31165,1,35103,805.002,66563.424,22.461,8.33
p31165,1,35104,971.796,88705.365,27.642,8.33
p31013,1,35105,1232.969,107963.526,34.997,8.33
p31013,1,35106,1362.952,134897.682,46.57,8.33
p31013,1,35107,1540.849,167378.042,58.09,8.33
p31013,1,35108,1129.055,200478.031,69.61,8.33
p31161,1,35109,1217.641,233843.477,81.13,8.33
p31161,1,35110,239.69,272947.525,92.65,8.33
p31161,1,35111,8.931,302310.496,104.17,8.33
p31031,1,35118,170.173,560938.653,184.959,8.33
p31031,1,35119,285.19,579088.017,197.075,8.33
p31031,1,35120,191.656,602453.523,208.595,8.33
p31031,1,35121,172.225,639693.022,220.115,8.33
p31031,1,35122,235.708,662747.892,231.635,8.33
p31031,1,35123,340.467,702596.057,243.23,8.33
p31031,1,35124,361.587,524095.852,181.547,103.012
p31031,1,35125,797.459,687461.002,232.594,21.354
p31031,1,35126,606.709,646051.016,225.239,21.354
p31017,1,35127,22.931,664760.719,220.836,21.354
p31017,1,35128,423.381,622542.251,215.432,21.354
p31017,1,35129,591.441,583488.021,211.305,21.354
p31149,1,35130,596.088,582431.056,206.068,21.354
p31149,1,35131,838.675,546353.33,200.98,21.354
p31149,1,35132,621.312,579075.815,196.208,21.354
p31089,1,35133,758.114,520536.02,191.384,21.354
p31089,1,35134,440.156,555613.296,186.612,21.354
p31089,1,35135,582.933,506827.904,181.84,21.354
p31089,1,35136,831.796,514261.519,177.069,21.354
p31089,1,35137,1333.021,492496.663,172.297,21.354
p31089,1,35138,797.399,480249.723,167.749,21.354
p31003,1,35139,1206.478,464835.529,166.109,21.354
p31003,1,35140,1439.168,493143.069,169.964,21.354
p31003,1,35141,1288.607,505420.548,173.692,21.354
p31003,1,35142,1363.858,516517.273,178.464,21.354
p31139,1,35143,1335.013,523245.423,177.7,9.696
p31139,1,35144,965.761,496868.228,172.243,9.696
p31139,1,35145,391.639,480549.707,164.383,9.696
p31179,1,35146,140.181,185250.943,63.418,159.952
p31179,1,35147,99.207,152406.818,51.898,159.952
p31051,1,35148,60.345,118652.646,40.378,159.952
p31051,1,35149,188.578,85854.927,28.858,159.952
p06021,1,35351,80.983,587483.951,97.544,129.654
p06021,1,35352,120.087,489455.224,89.249,129.654
p06021,1,35353,738.261,448316.689,83.498,129.654
p06021,1,35354,1578.143,454281.781,82.007,129.654
p06007,1,35355,1135.995,453605.468,80.463,129.654
p06007,1,35356,192.38,545869.45,99.947,111.934
p06063,1,35367,180.914,1562724.588,361.236,87.576
p06035,1,35368,948.623,1519975.712,355.264,87.576
p06035,1,35369,1788.324,1437415.797,416.416,87.576
p32031,1,35370,1202.072,98026.097,14.947,87.433
p32031,1,35371,285.311,161470.492,27.511,87.433
p32031,1,35372,833.364,224684.177,43.571,87.433
p32027,2,35374,719.252,417321.9,70.719,87.433
p32027,1,35375,966.365,441709.66,86.425,87.433
p32027,1,35376,392.122,457607.527,99.709,87.433
p32027,1,35377,894.192,526555.404,112.049,87.433
p32027,1,35378,845.675,548587.833,125.486,87.433
p32027,1,35379,262.38,581263.959,139.507,87.433
p32027,1,35380,25.586,622589.575,151.623,87.433
p32027,1,35381,914.71,66833.913,14.482,187.481
p32027,1,35382,9.414,98171.901,19.451,187.481
p32027,1,35383,757.813,871875.023,203.206,12.12
p32027,1,35384,35.724,929474.76,222.928,12.12
p32027,1,35385,34.035,926826.168,229.123,12.12
p32027,1,35386,726.554,962101.92,237.058,12.12
p32027,1,35387,6.155,301187.246,93.378,724.867
p32027,1,35388,540.812,245803.593,82.122,724.867
p32015,1,35389,43.931,193650.337,62.159,724.867
p32015,1,35390,67.466,147966.59,49.819,724.867
p32015,1,35391,1002.572,106060.419,38.299,724.867
p32015,1,35392,58.293,74131.988,26.257,724.867
p32015,1,35393,58.897,56844.192,14.513,724.867
p32011,1,35394,1019.106,12267.175,3.446,724.867
p32011,1,35395,514.019,38116.322,10.838,724.867
p32011,1,35396,68.19,82645.083,23.029,724.867
p32007,1,35397,225.932,119613.068,35.049,724.867
p32007,1,35400,161.121,238002.052,74.285,724.867
p32007,1,35401,469.484,234419.344,58.577,689.537
p32007,1,35402,704.226,198531.166,46.539,689.537
p32007,1,35403,30.293,195849.525,40.344,689.537
p32007,1,35404,53.828,136613.988,28.754,689.537
p32007,1,35405,937.52,82229.677,21.478,689.537
p32007,1,35406,170.414,149062.026,27.424,689.537
p32007,1,35407,991.831,146822.636,35.818,689.537
p32007,1,35408,601.519,225611.546,44.511,689.537
p32007,1,35409,628.433,244513.855,53.111,689.537
p32007,1,35410,202.397,299056.145,43.04,686.208
p32007,1,35411,302.63,365384.462,48.444,686.208
p49003,1,35412,982.055,660140.815,181.406,10.786
p49003,1,35413,846.158,513714.208,170.329,10.786
p49003,1,35414,1675.057,499329.385,84.155,103.717
p49003,1,35416,834.632,425484.677,145.057,10.786
p49003,1,35417,1683.988,366170.212,54.498,103.717
p49003,1,35418,1384.616,189221.899,45.562,103.717
p49003,1,35419,546.726,198799.33,40.948,103.717
p49003,1,35420,52.319,436967.752,42.373,103.717
p49057,1,35424,60.466,289228.798,74.937,1.117
p49057,1,35425,3.983,194363.585,74.043,1.117
p49033,1,35431,482.941,434927.856,114.14,1.117
p49033,1,35432,312.104,449210.322,122.348,1.117
p56041,1,35435,74.345,236151.348,82.074,249.218
p56041,1,35436,547.752,194170.854,70.256,249.218
p56041,1,35437,1034.193,160585.407,58.617,249.218
p56041,1,35438,1143.659,129779.322,46.992,249.218
p56041,1,35439,1286.555,102528.141,35.735,249.218
p56037,1,35440,1260.004,73714.95,24.33,249.218
p56037,1,35441,975.175,51993.195,16.131,249.218
p56037,1,35442,490.001,39789.201,9.175,239.345
p56037,1,35444,103.793,35488.696,9.157,210.241
p56037,1,35445,172.768,26796.923,5.969,210.241
p56037,1,35446,615.64,57219.841,17.449,210.241
p56037,1,35447,153.276,71204.598,15.307,231.407
p56037,1,35448,222.975,51319.885,13.772,231.407
p56037,1,35449,560.846,61693.491,19.087,231.407
p56037,1,35450,1528.78,91342.115,29.627,231.407
p56037,1,35451,1227.78,482161.182,170.423,2.489
p56037,1,35452,1562.815,484898.813,168.752,2.489
p56037,1,35453,1432.349,499844.531,167.559,2.489
p56037,1,35454,1098.098,498788.757,171.647,2.489
p56037,1,35455,1151.745,503898.656,176.164,2.489
p56037,1,35456,791.787,539397.074,178.892,2.489
p56007,1,35457,817.433,516831.616,183.536,2.489
p56007,1,35458,175.483,556598.171,190.935,2.489
p56007,1,35459,445.648,219834.722,69.631,190.58
p56007,1,35460,793.537,198022.546,68.962,171.145
p56007,1,35461,193.466,165060.955,56.2,171.145
p56007,1,35462,130.345,127364.301,41.487,170.965
p56007,1,35463,159.311,89788.329,29.721,170.965
p56007,1,35464,179.949,52712.883,17.85,170.965
p56007,1,35465,682.864,28422.074,7.543,170.965
p56007,1,35466,465.501,35076.823,10.11,170.965
p56001,1,35467,555.536,141772.279,51.495,106.239
p56001,1,35468,1082.71,145834.326,48.289,106.239
p56001,1,35469,970.83,205690.35,69.617,77.077
p56001,1,35470,156.656,199280.465,70.959,77.077
p56031,1,35472,2.897,341843.117,103.699,7.369
p56031,1,35473,93.414,101594.958,30.055,94.598
p56031,1,35474,328.941,79224.731,24.387,94.598
p56031,1,35475,796.856,72090.731,23.141,94.598
p56015,1,35476,1228.504,83255.757,28.344,94.598
p56015,1,35477,1368.202,109205.578,36.964,94.598
p56015,1,35478,1214.685,342490.462,115.888,7.369
p56015,1,35479,1052.296,349311.17,120.902,7.369
p56015,1,35480,1003.779,378924.039,127.308,7.369
p31157,1,35481,1263.383,63455.969,24.096,8.33
p31165,1,35482,950.736,49663.744,14.21,8.33
p31165,1,35483,215.19,41270.258,11.288,8.33
p31165,1,35484,552.036,56943.188,18.705,8.33
p31013,1,35485,1356.677,89285.812,30.278,8.33
p31013,1,35486,1363.314,127011.852,41.798,8.33
p31013,1,35487,1419.073,159199.548,53.318,8.33
p31013,1,35488,902.399,189271.818,64.838,8.33
p31013,1,35489,550.95,230395.739,76.432,8.33
p31161,1,35490,349.76,257628.724,87.952,8.33
p31161,1,35491,46.466,282290.337,100.025,8.33
p31031,1,35499,38.862,564265.179,194.093,8.33
p31031,1,35500,257.673,600671.309,205.911,8.33
p31031,1,35501,542.139,631896.368,217.506,8.33
p31031,1,35502,910.304,665428.979,229.1,8.33
p31031,1,35503,627.829,709001.575,241.142,8.33
p31031,1,35504,870.296,503621.116,170.027,103.012
p31031,1,35505,1122.115,630826.86,226.548,21.354
p31031,1,35506,506.958,602112.546,216.271,21.354
p31017,1,35507,252.725,616427.064,208.947,21.354
p31017,1,35508,159.794,595214.03,204.228,21.354
p31017,1,35509,806.209,586607.692,199.087,21.354
p31149,1,35510,209.88,586829.635,194.939,21.354
p31149,1,35511,1050.305,517903.038,189.776,21.354
p31149,1,35512,1066.296,529586.651,184.688,21.354
p31089,1,35513,872.709,500903.253,179.864,21.354
p31089,1,35514,180.794,500882.586,175.092,21.354
p31089,1,35515,497.726,495734.274,170.32,21.354
p31089,1,35516,793.416,454885.595,165.549,21.354
p31089,1,35517,640.864,475049.284,160.777,21.354
p31089,1,35518,1075.227,473517.497,156.08,21.354
p31003,1,35519,791.485,470149.492,154.44,21.354
p31003,1,35520,499.415,467114.481,158.22,21.354
p31003,1,35521,867.58,470510.081,162.225,21.354
p31003,1,35522,1121.572,455919.737,167.093,21.354
p31139,1,35523,1184.21,497507.577,172.085,9.696
p31139,1,35524,1076.857,448454.523,161.409,9.696
p31139,1,35525,542.381,451638.954,156.268,9.696
p31179,1,35526,0.362,431807.091,148.091,9.696
p31179,1,35527,346.984,411541.623,143.139,9.696
p31179,1,35528,189.363,206321.561,42.877,126.973
p31173,1,35529,204.871,151004.923,31.357,126.973
p31173,1,35530,15.026,96689.22,19.837,126.973
p19133,1,35532,147.302,300883.91,99.855,20.57
p06021,1,35732,456.57,563016.187,99.948,129.654
p06021,1,35733,1921.506,526813.771,95.391,129.654
p06021,1,35734,1583.513,487011.617,93.527,129.654
p06007,1,35735,338.294,502015.661,92.356,129.654
p06007,1,35736,45.379,546337.565,95.338,129.654
p06063,1,35745,19.371,1766855.176,384.281,87.576
p06063,1,35746,102.707,1681508.204,379.627,87.576
p06035,1,35748,310.294,1494000.188,367.455,87.576
p32031,1,35749,419.277,20243.352,1.925,87.433
p32031,1,35750,340.708,87532.647,12.319,87.433
p32031,1,35751,172.587,175813.718,25.905,87.433
p32031,1,35752,14.121,901748.015,59.415,87.433
p32031,2,35753,80.138,339397.679,57.952,87.433
p32027,1,35754,664.881,409016.296,83.73,87.433
p32027,1,35756,508.346,544046.418,98.694,87.433
p32027,1,35757,1215.952,514620.565,110.214,87.433
p32027,1,35760,389.467,767520.92,168.988,12.12
p32027,1,35761,977.71,15376.017,3.371,187.481
p32027,1,35763,1285.831,117400.597,21.086,187.481
p32027,1,35764,650.519,861399.166,211.408,12.12
p32027,1,35765,14.0,899353.902,219.66,12.12
p32027,1,35766,482.519,923043.787,232.067,12.12
p32027,1,35767,77.242,280161.89,92.58,724.867
p32027,1,35768,1480.987,214651.615,81.06,724.867
p32015,1,35769,485.295,191660.924,68.422,724.867
p32015,1,35770,850.382,141654.027,53.919,724.867
p32015,1,35771,1246.124,114288.14,42.399,724.867
p32015,1,35772,716.416,94912.847,35.179,724.867
p32015,1,35773,216.759,73998.334,20.317,724.867
p32011,1,35774,113.931,52511.471,15.562,724.867
p32011,1,35775,120.931,59046.57,18.721,724.867
p32011,1,35776,1.569,103679.789,27.183,724.867
p32007,1,35777,47.31,136003.33,38.966,724.867
p32007,1,35779,166.794,215937.774,62.712,724.867
p32007,1,35780,564.588,255844.577,74.307,724.867
p32007,1,35781,264.311,257911.239,63.938,689.537
p32007,1,35782,150.863,244821.903,57.764,689.537
p32007,1,35784,111.88,169346.668,39.785,689.537
p32007,1,35785,1690.746,124661.647,32.998,689.537
p32007,1,35786,1862.73,148360.391,39.245,689.537
p32007,1,35787,719.433,198810.023,50.765,689.537
p32007,1,35788,1268.211,270576.413,63.329,689.537
p32007,1,35789,674.416,275276.811,35.929,686.208
p32007,1,35790,416.381,214596.46,30.401,686.208
p32007,1,35791,253.69,227847.332,28.51,686.208
p49045,1,35792,1138.952,495036.295,184.388,1.117
p49003,1,35793,660.898,497358.396,165.114,10.786
p49003,1,35794,1607.289,760296.911,153.594,10.786
p49003,1,35796,1803.471,433528.439,137.07,10.786
p49003,1,35800,374.803,1375340.936,27.017,103.717
p49057,1,35804,136.5,213831.192,63.765,1.117
p49057,1,35805,112.242,173845.705,60.062,1.117
p49057,1,35807,153.638,236446.176,71.383,1.117
p49057,1,35808,3.138,293819.708,79.603,1.117
p49033,1,35811,32.828,402674.774,104.527,1.117
p56041,1,35815,22.69,240131.271,86.789,249.218
p56041,1,35816,402.38,206920.92,75.067,249.218
p56041,1,35817,486.501,181237.849,63.495,249.218
p56041,1,35818,807.778,151684.464,55.138,249.218
p56037,1,35819,494.467,120433.305,41.043,249.218
p56037,1,35820,1210.762,106878.135,37.039,239.345
p56037,1,35821,998.348,82072.772,26.099,239.345
p56037,1,35822,52.621,57735.313,17.11,239.345
p56037,1,35825,69.759,61359.737,17.537,210.241
p56037,1,35826,374.923,74700.403,24.181,210.241
p56037,1,35827,3.741,95876.612,27.393,231.407
p56037,1,35828,202.216,75273.162,26.121,231.407
p56037,1,35829,582.571,89721.014,29.025,231.407
p56037,1,35830,890.21,112041.314,37.277,231.407
p56037,1,35831,480.588,139229.804,46.077,231.407
p56037,1,35832,992.796,513377.903,180.421,2.489
p56037,1,35833,1486.901,533469.441,179.452,2.489
p56007,1,35834,933.658,538674.461,183.158,2.489
p56007,1,35835,636.881,542828.464,187.631,2.489
p56007,1,35836,187.794,596394.854,190.359,2.489
p56007,1,35837,207.104,543510.783,195.056,2.489
p56007,1,35838,219.837,571492.948,199.986,2.489
p56007,1,35839,40.552,241245.844,81.371,170.965
p56007,1,35840,541.174,208457.92,69.404,170.965
p56007,1,35841,653.657,171483.285,57.617,170.965
p56007,1,35842,86.052,134188.873,46.097,170.965
p56007,1,35845,44.173,62461.184,19.138,170.965
p56007,1,35846,437.139,130756.114,44.426,106.239
p56001,1,35847,302.328,113038.228,39.729,106.239
p56001,1,35848,770.244,104884.171,36.225,106.239
p56001,1,35849,946.33,160992.523,57.724,77.077
p56001,1,35850,796.071,164809.156,59.364,77.077
p56031,1,35854,234.501,53545.189,13.183,94.598
p56031,1,35855,863.658,46252.98,11.841,94.598
p56015,1,35856,1055.555,58686.081,20.009,94.598
p56015,1,35857,1225.607,291306.501,99.122,7.369
p56015,1,35858,1206.659,320479.088,104.557,7.369
p56015,1,35859,1162.365,314927.738,109.962,7.369
p31157,1,35860,1277.866,44704.219,13.434,31.483
p31157,1,35861,939.27,64719.738,22.339,4.618
p31157,1,35862,787.02,35865.346,9.317,8.33
p31157,1,35863,475.338,16996.439,3.917,8.33
p31157,1,35864,496.217,49770.602,16.481,8.33
p31123,1,35865,733.675,81616.714,28.001,8.33
p31123,1,35866,1377.194,117085.97,39.521,8.33
p31123,1,35867,1285.831,153592.122,51.041,8.33
p31123,1,35868,936.072,184916.6,62.636,8.33
p31123,1,35869,449.812,222494.778,74.305,8.33
p31069,1,35870,215.552,243193.876,86.421,8.33
p31069,1,35871,120.931,276880.49,98.09,8.33
p31091,1,35878,18.345,515885.73,184.09,4.618
p31091,1,35879,88.224,566576.335,195.908,4.618
p31091,1,35880,154.483,603091.97,207.428,4.618
p31091,1,35881,234.621,641266.063,218.948,4.618
p31171,1,35882,612.14,682049.768,230.543,4.618
p31171,1,35883,760.709,472960.778,163.384,103.012
p31171,1,35884,1000.943,455943.88,158.612,103.012
p31171,1,35885,686.605,442816.652,153.735,103.012
p31009,1,35886,985.856,446400.124,148.963,103.012
p31009,1,35887,528.622,603252.151,199.927,21.354
p31009,1,35888,154.604,576956.466,192.655,21.354
p31009,1,35889,422.053,539907.577,187.884,21.354
p31115,1,35890,953.089,545306.546,182.743,21.354
p31115,1,35891,1240.452,494998.01,178.204,21.354
p31115,1,35892,1094.296,541435.811,173.379,21.354
p31071,1,35893,1038.598,469365.75,168.397,21.354
p31071,1,35894,724.623,476689.76,163.572,21.354
p31071,1,35895,992.736,466077.088,158.8,21.354
p31183,1,35896,1066.9,461472.915,154.029,21.354
p31089,1,35897,754.554,436352.601,149.257,21.354
p31089,1,35898,699.037,414834.739,144.56,21.354
p31003,1,35899,733.795,435821.208,142.398,21.354
p31003,1,35900,824.796,443119.059,146.477,21.354
p31003,1,35901,459.769,437644.009,150.875,21.354
p31003,1,35902,585.769,462353.675,155.349,21.354
p31139,1,35903,984.287,460363.134,160.121,21.354
p31139,1,35904,734.942,457559.116,155.688,9.696
p31139,1,35905,716.114,435647.817,145.064,9.696
p31179,1,35906,83.88,406133.311,139.871,9.696
p31179,1,35907,140.906,384817.712,133.148,9.696
p31179,1,35908,488.312,362058.244,126.742,9.696
p31173,1,35909,290.501,149162.583,30.835,126.973
p31173,1,35910,201.07,95004.012,19.315,126.973
p06045,1,36106,153.759,2701189.138,391.339,25.172
p06021,1,36111,108.742,675043.089,120.975,129.654
p06021,1,36112,808.442,611627.736,111.362,129.654
p06021,1,36113,1357.159,596133.431,107.016,129.654
p06021,1,36114,925.451,552787.563,105.047,129.654
p06007,1,36115,1069.072,566721.729,104.025,129.654
p06007,1,36116,1467.892,584703.287,107.007,129.654
p06007,1,36117,267.268,665662.917,118.626,129.654
p06063,2,36126,15.75,1698137.735,393.095,87.576
p06035,2,36128,301.604,1695427.003,379.835,87.576
p32031,1,36129,144.828,141969.402,14.734,87.433
p32031,2,36133,548.053,564033.889,82.617,4.497
p32027,2,36134,159.069,602231.346,90.737,4.497
p32027,2,36135,59.742,630793.17,99.323,4.497
p32027,1,36136,1149.21,639828.433,126.939,12.12
p32027,1,36137,589.329,657283.32,130.983,12.12
p32027,2,36138,2.655,701171.715,139.498,12.12
p32027,1,36139,733.675,720904.345,152.805,12.12
p32027,1,36140,987.124,571671.893,133.293,35.049
p32027,1,36141,1.328,763152.755,170.182,12.12
p32027,1,36143,1325.056,803207.704,195.117,12.12
p32027,1,36144,472.139,867483.891,203.442,12.12
p32027,1,36145,297.501,875485.169,215.857,12.12
p32027,1,36146,245.544,973685.101,228.59,12.12
p32027,1,36147,678.036,261381.707,93.773,724.867
p32015,1,36148,1450.452,235464.805,82.253,724.867
p32015,1,36149,1407.849,182952.022,70.211,724.867
p32015,1,36150,1414.487,155180.23,58.691,724.867
p32015,1,36151,375.587,145134.481,50.651,724.867
p32015,1,36152,105.121,121602.587,40.879,724.867
p32011,1,36153,336.363,92174.983,31.31,724.867
p32011,1,36154,1021.762,76841.818,27.38,724.867
p32011,1,36155,3.621,98059.176,31.999,724.867
p32007,1,36158,387.294,198059.417,58.196,724.867
p32007,1,36159,184.354,228990.566,67.344,724.867
p32007,1,36160,409.984,272520.381,79.5,724.867
p32007,1,36161,41.397,324782.825,90.673,724.867
p32007,1,36163,322.122,233772.798,57.05,689.537
p32007,1,36164,680.692,185089.713,48.956,689.537
p32007,1,36165,1363.194,172198.678,44.816,689.537
p32007,1,36166,1573.255,181685.105,49.289,689.537
p32007,1,36167,675.985,218733.665,55.643,689.537
p32007,1,36168,1902.678,498141.359,190.568,449.665
p32007,1,36169,332.501,237377.126,27.707,686.208
p32007,1,36170,856.175,137121.927,18.583,686.208
p49045,1,36171,1126.4,508176.844,183.593,10.786
p49045,1,36172,708.692,463849.605,172.39,10.786
p49045,1,36173,1693.764,506894.227,160.606,10.786
p49045,1,36174,1800.272,482677.816,148.822,10.786
p49045,1,36177,923.882,394923.551,115.664,10.786
p49045,1,36178,253.208,315212.274,110.734,10.786
p49003,1,36179,749.063,288910.784,101.661,10.786
p49003,1,36180,256.889,307010.504,15.347,103.717
p49045,1,36181,397.794,3845483.005,27.099,103.717
p56041,1,36195,307.76,256387.259,91.412,249.218
p56041,1,36196,518.605,219741.103,80.682,249.218
p56041,1,36197,1228.081,192968.497,71.64,249.218
p56041,1,36198,940.296,192219.673,64.956,239.345
p56037,1,36199,532.002,160806.442,54.169,239.345
p56037,1,36200,845.313,124902.757,42.865,239.345
p56037,1,36201,996.899,106872.015,34.245,239.345
p56037,1,36205,10.741,71882.259,19.955,222.479
p56037,1,36206,90.518,113892.576,33.961,210.241
p56037,1,36207,182.604,127988.795,38.934,231.407
p56037,1,36208,184.535,110925.126,37.483,231.407
p56037,1,36209,630.002,114890.53,40.527,231.407
p56037,1,36210,443.415,138127.03,45.633,231.407
p56037,1,36211,1152.107,161874.081,53.779,231.407
p56037,1,36212,1048.917,549718.946,192.612,2.489
p56037,1,36213,1507.056,567195.125,191.27,2.489
p56007,1,36214,1132.796,567827.888,194.7,2.489
p56007,1,36215,67.104,570890.389,199.45,2.489
p56007,1,36216,54.431,587438.07,204.63,2.489
