r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2561.01,2141.94,2263.79,1509.74,2702.91,1745.09,1893.19,1811.61,2322.59,2068.81,1659.2,2157.58,2334.79,1650.77,2386.37
p2,6717.81,5644.17,4594.39,5187.29,6538.1,5437.97,5362.85,5667.02,5005.99,5605.76,5602.91,5043.58,5871.05,5491.55,5517.21
p3,12299.97,11350.08,11420.44,10796.17,11404.74,11174.61,11718.44,11039.36,10877.56,11744.67,11177.57,11493.6,10977.69,11196.38,11618.44
p4,3524.13,2878.49,3738.47,3077.92,3050.71,3026.02,2967.2,3209.25,3243.65,2784.84,3323.91,3362.9,3325.52,2824.9,3466.25
p5,25937.61,22801.21,23189.67,23510.59,23318.15,22879.48,22771.68,23316.37,23629.87,22834.25,23175.28,23372.5,23017.72,22804.35,23984.08
p6,12608.12,9138.85,8867.9,8727.53,10202.71,9788.68,8821.81,9471.44,9353.11,9127.6,9316.33,9473.81,9181,9973.32,9347.45
p7,35501.9,33817.45,33696.4,35469.31,33883.51,34221.08,34720.61,34110.61,34177.03,34766.07,34325.18,34258.76,33849.9,33767.13,35335.95
p8,18495.95,17300.5,17107.18,16958.54,17195.59,17050.34,18264.37,17024.67,17248.09,17335.01,17429.09,17351.71,17537.2,17068.04,17935.49
p9,26475.99,25302.59,26016.59,25374.12,25388.47,26182.59,25323.73,25887.95,25604.08,25423.28,25136.42,26144.08,25817.44,25553.61,25681.34
p10,34009.4,31615.35,31189.7,31280.55,31434.29,31625.98,31229.65,31112.03,31014.13,31509.11,31509.78,31437.64,31004.5,31399.92,31547.8
p11,2901.17,3217.24,2303.1,2359.36,2677,1938.54,2648.83,2800.94,2447.7,2063.42,2417.69,2834.17,2116.98,2730.96,2670.52
p12,128356.26,126650.64,127044.8,126518.61,126577.87,127457.29,126435.91,127041,126897.09,126771.87,126452.49,127184.34,126996.77,126321.56,127451.86
p13,6546.84,4325.71,5928.38,5369.37,5201.11,5983.27,5368.27,5203.64,5339.25,5761.86,5213.41,5464.51,5240.47,5287.87,5783.93
p14,10350.72,9173.66,9358.62,9253.82,9204.35,9504.33,9479.85,9500.21,9282.72,9699.83,9195.76,9018.09,9880.49,9208.65,9577.01
p15,83836.45,83125.8,83784.59,83094.8,83626.66,83187.63,83582.35,82945.99,83314.99,83678.55,83384.23,82969.71,83180.6,83205.78,84028.16
p16,35379.43,34206.16,33641.31,34352.4,33832.75,33863.24,33969.05,33412.64,34828.48,33207.62,34606.2,34036.73,33830.4,33872.66,34369.36
p17,58649.74,59504.81,58083.22,58245.73,58525.1,58203.96,58230.03,58378.68,58419.6,58486.11,58499.86,57825.93,58461.81,58057.09,58957.64
p18,22413.32,22771.9,21780.55,21762.38,21966.61,22132.78,21878.36,21642.32,21771.54,21874.87,21846.51,21940.11,21223.43,22448.18,22118.18
p19,0,0,0,0,0,0,0,645.94,0,0,0,0,0,0,0
p20,1577.04,1088.7,2081.16,1869.79,1748.49,1447.02,1563.24,1523.41,1242.98,1653.32,1609.86,1482.49,1591.72,1530.7,1912.73
p21,44133.51,43171.29,43412.72,43417.26,42783.62,43771.76,43120.07,43268.31,42969.75,43648.77,42622.42,43648.65,43641.56,43192.15,43493.62
p22,8520,9174.66,8890.7,8168.86,7165.01,9772.75,7971.09,8484.75,8516.44,8554.05,7784.68,8638.19,8522.82,8151.41,8910.53
p23,1400.33,1021.59,664.17,1138,1084.49,654.3,1176.22,762.75,1180.6,819.28,1031.36,600.86,1234.31,1174.33,1130.88
p24,9503.04,9238.3,9232.82,8177.01,9053.15,9076.68,8223.49,8749.76,9404.27,9343.11,8415.51,9285.29,8312.39,9467.62,8950.55
p25,132900.53,131555.9,132107.99,131525.05,131515.31,131798.59,131875.25,131766.81,131591.3,131254.65,131929.35,131953.47,131759.95,131480.83,131975.14
p26,30755.65,29369.55,30738.58,30305.36,29652.93,30055.99,30683.77,29947.46,29491.16,30494.7,29957.8,30143.11,29378.18,30754.32,30161.3
p27,28562.56,27543.51,26935.7,27569.18,27869.94,27444.16,27140.19,27617.95,27969.3,27502.91,27308.83,27625.13,27511.05,27557.95,27825.7
p28,35946.74,32732.65,32944.6,33253.2,32641.7,32550.22,33172.42,32961.37,32590.74,33010.8,33252.04,32501.27,32824,33349.76,33177.24
p29,8590.27,7464.4,6846.54,5273.43,9289.07,6889.04,7499.38,7243.94,6331.34,7606.13,7493.22,7256.03,6845.29,7542.75,7276.52
p30,614.81,0,0,0,0,571.29,0,0,0,375.25,0,0,0,0,489.04
p31,23405.02,21969.74,23897.07,22477.25,22474.7,23151.51,22642.7,22950.06,22836.9,22576.69,23187.5,23150.98,22705.72,22306.55,23428.88
p32,381.11,0,0,0,0,729.56,0,0,0,608.5,0,0,434.68,0,346.24
p33,34898.18,34053.75,33792.99,33621.75,33154.38,34810.33,33795.84,33207.47,34182.97,33995.69,33462.75,33677.95,33713.68,34356.46,33932.84
p34,27707.35,25677.22,26989.04,25886.56,25839.74,27204.87,25773.46,26243.68,26656.7,26047.78,26471.97,26204.14,26101.08,26751.85,26621.77
p38,0,0,0,0,0,0,0,486.12,0,0,0,0,0,0,0
p47,1685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,498.28
p56,565.33,0,0,0,0,725.83,0,0,445.2,0,0,0,467.98,0,335.94
