r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,3655.64,2634.09,2617.97,1744.89,2599.13,2651.53,2510.13,2285.04,2115.45,2245.76,2479.32,2538.5,2826.74,2052.16,2946.66
p2,5200.13,9610.25,6641.31,8454.02,6360.49,7395.01,7253.77,7146.46,7211.74,7583.44,6914.3,6802.37,7629.41,6828.41,7900.42
p3,14389.06,13210.52,14621.06,13769.54,13088.58,13892.33,14168.41,13673.53,13590.76,13569.21,14455.75,13739.11,13428.38,13797.93,14344.77
p4,4348.25,4424.39,3415.28,3970.51,4115.95,3775.89,3796.63,3676.42,3569.69,4329.84,3347.99,4101.79,3968.17,3523.01,4568.41
p5,29202.45,28545.76,27915.16,27246.72,29621.89,28424.4,28501.15,27352.18,29144.41,27584.51,28810,27334.25,28823.74,28550.73,28845.15
p6,13259.89,11692.16,11726.12,12619.46,12009.03,11407.12,12990.5,11659.31,12408.11,11777.53,11663.12,12230.94,12573.62,11961.4,12124.86
p7,43077.33,43754.7,42783.75,43001.29,41095.77,43928.46,42553.27,42556.35,43435.82,42565.14,42200.11,42264.59,43028.08,43580.83,42796.36
p8,23792.32,22042.07,21892.52,21846.34,22495.68,20314.48,24076.65,22412.23,21861.17,22427.35,21906.93,22813.28,22216.53,21261.29,23241.03
p9,33263.33,33451.94,32984.75,31764.42,33943.4,32801.89,32484.26,32786.67,32887.4,32846.96,32866.96,32478.01,33308,32548.21,33472.7
p10,42913.03,40404.24,40897.04,41196.02,40220.07,41216.68,40998.05,39856.45,41497.23,40539.7,40937.88,40316.16,41233.8,40776.31,40735.81
p11,4293.63,3130.03,2933.17,2971.62,2638.65,3433.85,3342.55,3518.11,2812.15,3332.27,2526.11,3535.32,2795.46,3036.42,3575.9
p12,164349.8,164363.58,163148.8,163609.31,165000.16,163468.77,164196.65,163545.11,163504.51,164512.75,163954.87,163140.45,164349.65,163186.19,164699.11
p13,7569.64,6960.64,7075.12,7294.06,6976.75,6896.09,7194.66,6632.55,6842.5,7495.02,6843.09,7399.64,7127.74,6830.53,7337.4
p14,12540.81,11818.18,11574.84,11156.78,12002.78,11695.93,11205.3,11421.3,12092.42,11446.1,11176.79,11863.61,11693.12,11376.22,12105.52
p15,103771.87,103707.63,103362,103197.92,103368.86,102938.34,103413.39,102775.66,103489.43,103305.98,102982.6,103169.32,103042.92,103403.54,103582.56
p16,43305.02,42733.21,43155.63,42870.62,42265.6,42990.56,42952.17,42300.45,43172.92,42285.78,42682.58,43388.17,42365.23,42607.29,43229.86
p17,74112.38,71610.12,72728.18,71523.38,72144.2,72616.57,71928.66,71641.07,72458.83,72327.45,71520.4,72084.78,71898.64,72646.4,72222.12
p18,27201.77,26320.56,27329.07,26228.6,26045.33,26628.26,27131.84,26714.88,26541.88,26171.68,26555.87,26711.88,26840.38,26217.57,27100.43
p19,0,0,0,0,0,0,0,812.93,0,0,0,0,0,0,0
p20,1988.26,1373.94,2056.33,2317.27,2462.27,1214.82,1998.47,1919.52,1904.58,2167.44,2199.38,2049.46,1953.03,2195.04,2034.33
p21,54277.39,53551.11,53335.84,54198.67,53212.17,54452.47,53499.74,53692.09,53891.33,53722.06,52781.97,54314.28,53239.17,53907.28,54103.61
p22,10066.56,11434.51,10625.43,10776.65,10054.78,10465.99,11022.52,10633.75,10223.46,10822.02,10821.25,10278.61,10439.62,10430.79,11089.79
p23,1766.12,1286.41,994.1,1365.37,1311.77,1433.02,715.61,1328.12,1264.4,1441.36,823.82,1295.08,1705.28,775.36,1845.29
p24,11658.82,10830.08,10832.3,9741.54,10893.89,10284.33,10729.72,10693.34,10494.15,10669.03,10093.93,11308.91,10319.04,10501.37,10988.68
p25,165516.26,164029.08,164055.91,164808.52,164210.09,164481.28,164161.44,164371.48,164246.77,164217.77,164170.27,164705.65,163846.63,164354.09,164667.73
p26,37924.2,38498.4,37704.43,37301.14,37276.6,37402.63,37940.55,36806.22,38136.96,37908.08,36880.64,37531.19,38323.26,37113.82,38000.54
p27,34675.3,35213.28,34958.42,34963.53,35442.06,35340.47,35037.24,34258.28,34984.34,35416.72,34702.3,34405.56,35198.39,35215.05,35216.08
