region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p01003,6,54799,94.2516,6475820.1572,3021640.8631,3454179.2941,2.6832,481.4601,105.0677
p01003,6,54800,204.2496,4357046.8194,3039857.5098,1317189.3096,8.3788,496.4102,107.7586
p01003,6,55116,657.8496,3460142.2436,3019593.0711,440549.1725,6.9761,407.833,112.1068
p01003,6,55117,767.8476,3346232.203,3041514.4519,304717.7511,6.9761,423.673,112.1068
p01003,6,55118,877.8456,3150144.3155,3021640.3695,128503.946,2.6832,439.4757,105.0677
p01003,6,55119,980.8776,2991373.6542,3029116.4392,-37742.7849,2.6832,455.3157,105.0677
p01003,6,55120,1003.6224,2896759.5583,3037201.8028,-140442.2445,2.6832,471.1557,105.0677
p01003,6,55121,1003.6224,2820791.2631,3055200.9128,-234409.6497,9.2389,487.033,108.9877
p01003,6,55436,145.9296,6477051.0368,2994823.3108,3482227.726,2.6832,388.6752,105.0677
p01003,6,55437,234.8352,4570446.2712,3036166.951,1534279.3203,2.6832,405.3353,105.0677
p01003,6,55438,418.4136,4054384.7949,3066262.9883,988121.8066,2.6832,421.1753,105.0677
p01003,6,55439,840.8124,3448324.2182,3086747.3034,361576.9148,2.6832,437.0153,105.0677
p01003,6,55440,1003.6224,3274713.2375,3116426.3583,158286.8792,8.3788,456.6567,107.7586
p01003,6,55441,1003.6224,3186045.7629,3134249.6746,51796.0883,6.9761,471.8641,112.1068
p01003,6,55442,1003.6224,3034375.4369,3105101.3098,-70725.8729,2.6832,487.6668,105.0677
p01003,6,55443,1003.6224,2899067.9557,3094661.875,-195593.9192,2.6832,503.6559,105.0677
p01003,6,55761,406.4256,4188563.2501,3178173.5909,1010389.6592,2.6832,459.4165,105.0677
p01003,6,55762,957.7116,3443865.1446,3187271.0351,256594.1095,2.6832,480.4967,105.0677
p01003,6,55763,1003.6224,3243052.3959,3170749.0813,72303.3146,2.6832,494.2279,105.0677
p01003,6,55764,961.4376,3114422.2758,3170933.6598,-56511.384,8.3788,510.1052,107.7586
p01003,6,55765,650.0088,3550059.3454,3153969.7406,396089.6048,6.9761,526.0943,112.1068
p01003,6,56083,217.89,5166947.6725,3266665.9917,1900281.6809,2.6832,496.3367,105.0677
p01003,6,56084,958.878,3516651.774,3262254.6026,254397.1714,9.2389,504.2532,108.9877
p01003,6,56085,951.0372,3769053.5965,3249221.7441,519831.8524,6.9761,516.6663,112.1068
p01003,6,56086,233.4744,4695917.8404,3212196.8267,1483721.0138,2.6832,539.9077,105.0677
p01003,6,56405,389.9664,4377620.7968,3325643.7048,1051977.092,2.6832,520.0559,105.0677
p01003,6,56406,1003.6224,3943521.9016,3297429.9099,646091.9917,2.6832,526.6171,105.0677
p01003,6,56407,1003.6224,3623121.8572,3244303.4161,378818.4412,2.6832,539.0302,105.0677
p01003,6,56408,1003.6224,3365074.5489,3217500.4192,147574.1297,9.2389,554.9075,108.9877
p01003,6,56727,653.3784,4436515.1382,3391865.2039,1044649.9342,8.3788,542.4943,107.7586
p01003,6,56728,1003.6224,3904217.8413,3352188.4976,552029.3437,6.9761,549.0555,112.1068
p01003,6,56729,1003.6224,3482513.8691,3250739.0743,231774.7949,2.6832,561.4313,105.0677
p01003,6,57048,48.8268,8779086.5335,3446713.471,5332373.0625,2.6832,558.5079,105.0677
p01003,6,57049,822.15,4288195.4699,3421350.8928,866844.5771,2.6832,564.8582,105.0677
p01003,6,57050,1003.6224,3678597.0885,3323812.5512,354784.5373,2.6832,573.6336,105.0677
p01003,6,57051,1003.6224,3346368.4682,3278782.8329,67585.6353,8.3788,590.4056,107.7586
p01003,6,57370,190.9332,6657812.1017,3507399.3085,3150412.7931,8.3788,581.2574,107.7586
p01003,6,57371,977.67,4010074.2729,3448467.9786,561606.2943,6.9761,587.8931,112.1068
p01003,6,57372,1003.6224,3438807.6375,3322438.4692,116369.1683,6.9761,596.072,112.1068
p01003,6,57692,361.422,4990098.8295,3513241.3472,1476857.4823,2.6832,606.389,105.0677
p01003,6,57693,1003.59,3591097.8147,3364564.7734,226533.0413,2.6832,609.6605,105.0677
p01003,6,57694,1003.6224,3349175.9853,3317707.2682,31468.7171,2.6832,618.4359,105.0677
p01003,6,58014,719.4744,4023010.7951,3463726.8365,559283.9587,2.1432,625.575,106.4768
p01003,6,58015,1003.6224,3507516.3766,3454168.8975,53347.4791,367.2181,450.5825,110.5023
p01003,6,58335,528.8328,4540141.2571,3531064.1844,1009077.0728,2.6832,642.608,105.0677
p01003,6,58336,1003.6224,3535200.1768,3442698.5985,92501.5783,350.2767,463.3647,110.1977
p01003,6,58337,1003.6224,3419383.7817,3423513.0317,-4129.25,365.9144,455.3801,107.7586
p01003,6,58656,267.2028,5247702.8055,3653988.4063,1593714.3992,8.3788,659.6036,107.7586
p01003,6,58657,1003.6224,3701451.9409,3502447.1057,199004.8351,2.1805,663.7943,106.3868
p01003,6,58658,1003.6224,3496055.9793,3487683.3374,8372.6419,366.1908,471.2201,109.475
p01003,6,58659,1003.6224,3457245.7473,3476355.9779,-19110.2306,361.4682,465.2554,112.1068
p01003,6,58978,905.7096,4061179.0842,3602016.0874,459162.9968,2.6832,686.548,105.0677
p01003,6,58979,1003.6224,3510724.7908,3483892.2527,26832.5381,350.2767,489.0182,110.1977
p01003,6,58980,1003.6224,3477124.8163,3484965.3523,-7840.536,365.9144,480.4989,107.7586
p01003,6,59299,562.8204,4625971.8459,3694302.0974,931669.7485,8.3788,701.349,107.7586
p01003,6,59300,1003.6224,3634346.9756,3564186.7844,70160.1912,2.1805,706.708,106.3868
p01003,6,59301,1003.6224,3546483.424,3546895.1911,-411.7671,366.0635,496.3389,109.475
