r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p17,58689.59,57645.12,58100.37,58108.46,57721.5,57069.32,58284.08,57904.22,57512.72,57747.9,58291.91,57467.61,58086.1,57735.9,57982.1
p18,21737.9,21902.74,21640.38,20422.48,22100.16,21742.52,21360.39,21918.89,21433.39,21445.3,21814.85,21527.03,21087.31,21549.4,22118.18
p20,1577.04,1088.7,2081.16,1869.79,1748.49,1447.02,1563.24,1523.41,1242.98,1653.32,1609.86,1482.49,1591.72,1530.7,1912.73
p21,44104.93,42898.63,42807.21,42272.83,43539.36,42849.24,43141.93,42429.4,43518.92,42667.96,43151.79,42683.82,42809.4,43072.63,42969.32
p22,8520,9174.66,8890.7,8168.86,7165.01,9772.75,7971.09,8484.75,8516.44,8554.05,7784.68,8638.19,8522.82,8151.41,8910.53
p23,1400.33,1021.59,664.17,1138,1084.49,654.3,1176.22,762.75,1180.6,819.28,1031.36,600.86,1234.31,1174.33,1130.88
p24,10378.31,8541.09,8644.76,8758.92,8964.76,8888.69,8764.88,8250.03,9252.32,8880.65,8520.57,8890.03,8633.27,8890.53,8950.55
p25,131520.75,129378.67,131670.07,131703.74,130689.9,130866.1,130092.11,131821.77,130540,131012.09,130732.21,131184.55,131080.59,130389.31,131616.31
p26,31140.17,29530.77,29701.45,29343.35,29513.21,29473.61,30177.02,29510.99,29427.93,29835.94,29472.26,29623.33,29703.46,29412.5,30019.55
p27,27924.12,28193.22,27248.56,27311.24,27640.95,27530.7,27413.67,27452.14,27299.47,27934.05,26877.7,27625.13,27511.05,27557.95,27825.7
p28,35946.74,32732.65,32944.6,33253.2,32641.7,32550.22,32860.34,32961.37,32590.74,33010.8,33252.04,32501.27,32824,33349.76,33177.24
p29,8590.27,7464.4,6846.54,5273.43,9289.07,6889.04,7499.38,7243.94,6331.34,7606.13,7493.22,7256.03,6845.29,7542.75,7276.52
p30,614.81,0,0,0,0,571.29,0,0,0,375.25,0,0,0,0,489.04
p31,23347.89,22106.89,22773.61,22082.05,22898.42,22410.68,21490.47,23103.53,22101.54,22712.88,22008.59,22696.47,22650.19,21395.72,23428.88
p32,729.56,0,0,0,0,0,608.5,0,0,0,0,434.68,0,0,346.24
p33,33467.88,33048.87,33209.77,33958.11,32967.69,33080.66,33807.35,33072.84,32791.93,33636,33308.08,33434.81,33373.74,32999.57,33932.84
p34,26490.89,25165.87,26114.93,25513.27,25713.21,25459.43,25631.51,25588.92,25649.32,25637.76,25900.22,25570.44,25186.12,25155.42,26621.77
p38,0,0,0,0,0,0,0,486.12,0,0,0,0,0,0,0
p47,1685.25,0,0,0,0,0,0,0,0,0,0,0,0,0,498.28
p56,565.33,0,0,0,0,0,725.83,0,0,0,445.2,0,0,0,467.98
p61,15347.55,14099.81,13922.01,14463.18,14272.55,14142.37,14021.2,14533.4,13935.09,14112.64,14436.28,13944.91,14371.73,13918.1,14588.05
p85,637.1,0,418.9,0,0,477.46,0,0,0,0,968.79,0,0,0,767.99
p89,537.71,0,0,0,0,0,0,0,0,0,0,0,0,0,622.29
p90,656.39,0,0,0,350.08,0,0,0,372.97,0,0,0,0,0,487.67
p92,3604.41,3304.49,3060.97,3007.85,2989.89,3197.13,3106.86,2563.64,3424.08,2953.15,3494.04,2744.66,3413.31,3017.6,3237
p94,3262.28,3015.17,3499.54,2738.73,3114.07,3338.89,3190.86,2931.22,3178.2,2015.51,3737.2,3447.5,2990.23,3068.07,3357.78
p95,3086.51,1851.05,2583.73,1791.03,2151.25,1937.66,2251.74,2036.21,2494.01,2212.92,2105.9,1875.78,2137.96,2353.42,2242.22
p97,8239.58,7293.08,7539.22,7323.37,7357.88,7488.94,7506.13,7155.37,7594.81,7125.32,7613.2,7092.46,7688.83,7056.88,7794.81
p99,4031.06,3397.66,2907.96,2482.2,3062.83,4057.1,2773.51,3312.91,2814.38,2848.32,2830.07,3238.18,2830.91,3382.45,3344.69
p109,1178.13,0,614.57,907.1,427.14,453.97,554.4,327.59,775.5,455.11,372.55,400.98,488.44,513.68,827.25
p110,533.92,771.1,576.15,469.22,870.81,466.86,667.63,0,1055.9,387.6,810.75,475.51,587.77,550.1,709.82
p116,3256.08,2817.69,1355.23,3408.52,2649.76,1868.18,2006.1,2723.9,3026.69,2660.36,2200.11,2495.89,2227.64,2383.95,3002.02
p117,0,0,0,0,0,0,0,375.4,0,0,0,0,0,0,0
p118,7696.12,6190.51,6694.73,6686.44,5873.36,6719.03,6486.45,6860.27,6411.88,6110.59,6562.95,6544.85,6438.11,6720.42,6580.98
p119,1023.55,633.88,486.34,536.44,464.55,906.89,0,629.17,431.18,852.21,468.7,0,713.68,879.24,636.84
p120,1102.35,0,0,0,0,0,0,0,0,0,0,0,0,0,822.73
p121,1554.01,0,0,0,0,499.48,0,0,0,0,0,0,0,0,981.68
p122,2040.53,2224.15,2815.65,1537.09,2465.28,1198.59,2472.75,2227.86,1796.9,2140.64,1977.71,1873.91,2144.24,1858.69,2386.08
p127,3663.97,2814,3097.17,2366.58,2965.18,2780.18,2937.38,2548.99,2720.55,2829.38,2589.34,2706.63,2600.42,3388.06,2806.93
p129,908.87,690.88,861.63,868.28,566.99,603.15,630.12,673.22,0,836.73,834.17,512.7,623.02,369.67,1125.3
p130,3013.45,1573.26,1786.34,2254.66,2001.41,1882.6,1904.83,2416.82,1881.25,1408.43,1962.2,2257.97,1908.24,2148.55,2264.11
p131,0,0,0,0,0,0,0,328.15,0,0,0,0,0,0,0
p134,2437.5,1903.38,1247.25,1670.98,1962.25,1425.56,1965.22,1643.73,1739.96,1617.11,1851.18,1355.73,1501.66,1959.42,1850.42
