r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1605.65,1757.43,1831.53,1932.08,2002.84,2023.14,2076.45,2103.97,2151.85,2209.87,2267.97,2340.17,2383.45,2437.92,2586.1
p2,1491.43,1658.01,1719.4,1768.33,1854.89,1918.34,1998.82,2061.09,2108.75,2151.89,2201.56,2267.51,2326.89,2408.61,2650.81
p3,1597.29,1715.75,1823.32,1899.65,1976.01,2037.12,2072.72,2129.81,2186.46,2223.09,2273.59,2324.47,2366.81,2432.38,2599.65
p4,1587.12,1715.54,1781.36,1846.92,1946.4,1986.27,2032.43,2076.73,2126.29,2142.9,2195.59,2271.02,2360.87,2458.97,2647.73
p5,1541.64,1713.04,1786.62,1846.3,1917.09,1973.53,2033.65,2085.36,2147.06,2196.06,2252.32,2325.3,2390.63,2469.41,2651.95
p6,1441.56,1593.46,1670.27,1735.94,1831.98,1902.51,1954.37,2001.72,2047.92,2119.39,2168.74,2229.38,2309.06,2378.17,2577.24
p7,1465.93,1615.72,1727.19,1798.83,1855.96,1914.65,1969.17,2028.22,2100.38,2158.61,2214.04,2265.53,2347.5,2428.83,2588.15
p8,1404.63,1544.94,1644.23,1710.98,1767.31,1825.85,1887.61,1947.24,2022.42,2085.47,2141.87,2219.07,2301.03,2390.46,2506.33
p9,1400.21,1540.5,1628.97,1697.29,1761.55,1822.1,1885.8,1947.63,2010.56,2074.11,2132.85,2202.28,2280.31,2370.67,2496.16
p10,1287.64,1422.4,1496.5,1556.93,1611.05,1662.25,1721.44,1778.56,1839.87,1910.34,1987.64,2071.9,2180.46,2311.39,2471.08
p11,1328.61,1430.85,1503.29,1562.88,1623.54,1686.6,1759.33,1825.3,1893.74,1980.13,2064.81,2117.2,2187.55,2304.73,2457.2
p12,1339.78,1473.59,1548.11,1617.28,1676.55,1738.25,1802.85,1867.07,1931.8,2001.58,2076.07,2158.44,2250.64,2359.98,2509.24
p13,1358.78,1433.23,1505.82,1579.01,1629.41,1673.87,1716.77,1785.67,1845.19,1921.08,1996.07,2106.04,2192.13,2295.52,2466.22
p14,1560.92,1704.18,1781.78,1832.89,1908.87,1966.81,2019.93,2084.34,2141.86,2194.21,2229.25,2286.29,2330.17,2396.21,2564.92
p15,1466.56,1616.62,1712.71,1781.07,1845.77,1901.88,1959.32,2018.74,2078.38,2134.33,2191.35,2259.45,2329.68,2408.54,2524.86
p16,1307.48,1458.6,1549.62,1630.05,1701.65,1768.76,1836.51,1908.99,1984.65,2048.64,2111.18,2183.57,2265.01,2350.68,2483.38
p17,1509.13,1657.88,1736.43,1801.39,1859.98,1919.49,1977.4,2035.62,2094.45,2151.56,2208.83,2270.19,2326.63,2398.1,2549.98
p18,1459.56,1676.37,1750.67,1846.2,1919.09,1976.07,2021.75,2071.33,2126.8,2182.76,2231.31,2289.35,2361.34,2434.12,2591.51
p20,1665.3,1740,1803.29,1857.43,1908.91,1938.75,1987.22,2081.13,2126.84,2187.59,2244.22,2302.04,2374.93,2418.1,2683.76
p21,1503.87,1626.92,1707.33,1769.18,1825.75,1879.21,1933.91,1994.21,2042.79,2103.6,2168.43,2239.6,2317.17,2395.97,2519.49
p22,1471.6,1616.32,1691.55,1761.75,1809.93,1876.02,1927.63,1986.74,2044.43,2107.04,2158.05,2208.67,2278.93,2379.96,2501.99
p23,1521.24,1660.14,1719.06,1776.46,1810.12,1876.68,2008.06,2039.1,2066.07,2136.41,2200.43,2281.82,2307.4,2321.44,2375.52
p24,1560.64,1667.18,1712.57,1801.31,1897.24,1978.16,2052.65,2122.8,2180.34,2246.64,2301.54,2350.8,2405.1,2463.06,2581.34
