r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1242,1484.49,1817.89,1972.94,2032,2102.8,2176.58,2200.12,2209.32,2249.3,2336.64,2410.85,2441.92,2468.47,2490.77
p2,1411.15,1743.04,1915.61,2059.74,2142.9,2214.08,2257.24,2285.18,2325.76,2368.67,2401.84,2430.6,2470.89,2488.68,2539.72
p3,1820.51,2049.33,2125.43,2189.37,2259.42,2300.45,2330.67,2355.27,2389.34,2410.82,2430.38,2460.57,2488.94,2505.67,2544.56
p4,1671.47,2041.05,2122.35,2145.33,2215.13,2260.86,2315.87,2341.82,2359.29,2377.89,2403.3,2440.95,2455.08,2471.2,2489.62
p5,1619.68,1962.51,2062.79,2127.43,2187.36,2239.57,2283.51,2323.6,2363.42,2395.98,2426.63,2458.88,2486.23,2518.21,2569.87
p6,1438.59,1922.44,2015.02,2082.54,2170.55,2215.56,2254.4,2303.61,2334.28,2364.91,2406.6,2445.42,2469.5,2495.01,2531.07
p7,1703.15,1967.09,2069.13,2140.94,2192.61,2232.74,2276.21,2314.11,2349.16,2381.83,2415.18,2450.49,2478.03,2504.9,2556.54
p8,1780.02,2003.77,2074.72,2155.82,2198.45,2234.18,2276.07,2314.84,2344.9,2374.82,2403.91,2436.78,2464.08,2499.89,2528.77
p9,1357.54,1784.88,1939.03,2035.9,2107.29,2160.02,2210.28,2265.18,2321.73,2359.43,2392.62,2419.74,2452.16,2488.06,2521.21
p10,1562.85,1854.27,1948.21,2039.87,2102.62,2157.72,2206.08,2256.3,2307.92,2354.71,2393.26,2434.05,2473.11,2504.63,2571.51
p11,1265.98,1625.75,1858.29,1981.37,2059.43,2097.45,2141.84,2197.63,2255.36,2286.14,2325.55,2363.3,2399.05,2445.72,2507.91
p12,1777.71,1960.32,2059.03,2131.21,2187.5,2238.69,2282.4,2327.3,2366.03,2399.4,2430.68,2463.45,2491.07,2518.06,2580.79
p13,1737.46,1987.91,2043.48,2108.04,2140.17,2201.6,2251.54,2305.33,2336.35,2371.46,2413.6,2460.86,2485.55,2507.31,2580.03
p14,1744.93,1960.02,2065.84,2116.11,2159.2,2215.17,2247.94,2285.04,2318.32,2365.09,2389.72,2412.56,2444.4,2492.93,2544.38
p15,1717.41,1932.46,2025.93,2097.06,2154.78,2206.53,2248.51,2293.29,2335.17,2373.54,2409.06,2444.46,2477.7,2505.69,2571.5
p16,1729.56,1921.48,2022.17,2109.7,2178.65,2218.3,2262.04,2305.02,2339.4,2366.46,2392.07,2423.14,2449.98,2477.71,2509.14
p17,1711.18,1949.63,2054.09,2118.54,2167.3,2216.59,2266.7,2305.59,2341.38,2371.38,2401.6,2430.97,2458.88,2486,2527.98
p18,1702.95,1976.61,2074.61,2142.54,2190.4,2238.12,2278.67,2322.12,2360.41,2398.9,2422.08,2445.67,2473.61,2494.03,2528.54
p19,0,0,0,0,0,0,0,1731.79,0,0,0,0,0,0,0
p20,1732.02,1955.54,1973.27,2084.2,2189.35,2251.44,2261.93,2279.07,2293.5,2298.4,2328.95,2398.14,2446.44,2505.25,2539.45
p21,1652.45,1919.52,2017.47,2093.73,2153.89,2209.87,2262.61,2302.54,2342.49,2374.24,2409.07,2439.79,2473.81,2504.08,2549.88
p22,1690.05,1883.72,2001.43,2067.57,2126.63,2187.34,2229.34,2261.18,2301.33,2338.26,2373.28,2413.19,2456.9,2494.53,2546.18
p23,2010.44,2110.35,2215.26,2253.07,2280.02,2307.66,2310.64,2394.89,2410.16,2423.18,2425.39,2439.29,2464.74,2504.11,2515.65
p24,1677.21,2040.86,2117.51,2168.36,2195.19,2236.13,2286,2317.17,2347.53,2389.58,2420.49,2457.52,2480.79,2497.61,2526.94
p25,1723.66,1944.76,2033.2,2101.73,2165.25,2218.36,2267.83,2310.75,2352.13,2392.09,2426.45,2462,2494.34,2529.16,2614.37
p26,1586.14,1894.4,2006.23,2081.85,2149.99,2199,2240.39,2293.41,2336.52,2376.5,2422.1,2450.89,2479.44,2514.73,2560.21
p27,1721.84,1896.96,1975.61,2055.51,2119.6,2172.56,2226.77,2277.95,2322.38,2360.7,2396.39,2429.68,2459.79,2487.03,2525.5
p28,1806.95,1970.97,2083.57,2152.9,2202.16,2259.67,2308.3,2342.66,2376.78,2405.35,2438.69,2465.12,2493.47,2521.74,2592.08
p29,1789.06,1954.44,2038.5,2078.51,2124.61,2172.26,2212.51,2256.15,2298.31,2335.38,2368.45,2432.32,2472.99,2495.8,2527.13
p30,2408.74,0,0,0,0,0,0,0,0,2497.07,0,0,0,0,2593.73
p31,1737.78,1961.53,2067.99,2157.51,2206.1,2249.6,2286.05,2317.74,2358.58,2385.84,2409.97,2438.29,2467.68,2497.65,2549.75
p32,2220.67,0,0,0,2240.23,0,0,2354.76,0,0,0,2415.23,0,0,2456.36
p33,1705.37,1951.03,2045.78,2115.71,2170.96,2224.76,2274.65,2314.05,2347.32,2382.12,2413.43,2443.39,2472.43,2500.88,2563.46
p34,1699.97,1982.6,2071.89,2127.84,2198.97,2244.39,2286.64,2324.71,2357.1,2388.15,2419.58,2440.15,2463.97,2488.95,2522.27
p38,0,0,0,0,0,0,0,2382.43,0,0,0,0,0,0,0
p47,2091.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2136.9
p56,2064.51,0,0,0,0,0,0,2353.21,0,0,2375.9,0,0,0,2546.74
p61,1829.62,2001.21,2103.55,2180,2244.1,2285.82,2343.14,2386.78,2418.32,2457.01,2494.15,2525.4,2563.64,2616.86,2699.15
p85,1553.2,0,0,1912.06,0,2285.6,0,2297.27,0,0,0,2442.76,0,0,2472.13
p89,2036.73,0,0,0,0,2192,0,0,0,0,0,0,0,0,2504.88
p90,2137.03,0,0,0,0,0,0,0,2399.32,0,0,0,0,0,2447.96
p92,1383.22,1773.72,2016.9,2148.71,2196.57,2228.09,2295.73,2357.35,2395.21,2425.29,2446.4,2469.45,2491.54,2502.25,2520.6
p94,1590.97,1985.12,2035.82,2107.35,2162.19,2231.15,2306.26,2343.96,2387.22,2421.57,2448.37,2465.67,2483.33,2503.65,2521.66
p95,1278.9,1686.83,1988.59,2060.94,2126.5,2164.19,2234.7,2256.75,2280.02,2313.05,2358.11,2403.09,2430.27,2449.11,2498.34
p97,1431.13,1844.41,2002.75,2084.49,2146.52,2205.26,2268.44,2310.3,2342.24,2374.86,2401.9,2429.56,2467.85,2490.16,2526.58
p99,1498.2,1662.21,1778.5,1938.83,2044.78,2117.19,2200.22,2249.28,2301.53,2312.21,2334.08,2370.34,2406.08,2453.69,2500.91
p109,1932.23,0,2175.23,2246.73,2275.11,2318.91,2338.84,2372.72,2407.76,2413.09,2420.09,2420.65,2454.45,2495.27,2499.45
p110,1697.31,1911.52,1989.99,2008.66,0,2193.3,2210.47,2349.18,2361.96,2371.29,2433.03,2448.9,2490.89,2491.27,2495.89
p116,1678.58,1974.54,2036.25,2104.84,2169.48,2191.75,2223.35,2250.62,2294.03,2352.06,2383.41,2440.59,2477.59,2502.6,2524.21
p117,0,0,0,0,0,0,0,2110.69,0,0,0,0,0,0,0
p118,1674.3,1874.85,2037.43,2103.34,2157.5,2207.82,2254.13,2290.98,2332.38,2376.4,2408.85,2436.83,2460.23,2481.74,2512.35
p119,2082.47,2235.24,0,2280.93,2294.66,2342.06,2380.78,2410.33,2420.37,2452.81,0,2463.44,2489.02,0,2512.57
p120,2220.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.14
p121,1736.66,0,2337.61,0,0,0,0,0,0,2460.15,0,0,0,0,2485.68
p122,1318.3,1741.18,2046.5,2109.49,2177.92,2218.83,2290.98,2350.33,2369.1,2392.51,2413.88,2439.91,2473.77,2500.39,2526.73
p127,1316.36,1524.94,1712.36,1859.79,2026.52,2127.71,2210.94,2255.42,2289.25,2310.29,2340.45,2401.41,2434.43,2481.5,2520.47
p129,1629.86,1922.88,2000.17,2167.21,0,2178.63,2199.3,2260.85,2311.63,2393.2,2432.68,2473.61,0,2495.18,2510.5
p130,1622.7,1864.68,2048.23,2108.87,2149.64,2217.35,2266.48,2300.15,2340.42,2386.26,2428.12,2443.14,2462.4,2473.24,2509.9
p131,0,0,0,0,0,0,0,2361.23,0,0,0,0,0,0,0
p134,1373.09,1572.81,1841.77,2002.16,2092.32,2213.36,2253.54,2282.88,2331.07,2370.02,2387.76,2443.2,2482.24,2502.18,2523.83
