r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,3623.13,2324.66,2942.42,2739.71,2206.91,2308.51,2533.67,2427.26,2385.47,2187.53,2486.83,2817.92,2681.73,2340.25,2555.4
p2,9758.19,5919.52,8858.9,7903.29,6840.42,8601.39,7045.55,8481.67,7862.16,7723.33,7600.34,6923.28,8237.44,7218.91,8688.08
p3,11618.26,13372.21,12764.92,12570.93,12041.98,12696,12173.98,12605.92,12780.85,12338.98,12544.72,12471.06,11491.15,12479.68,13410.92
p4,3163.26,2397.7,2973.44,2290.81,2563.67,2662.4,3080.46,2697.03,1984.69,3312.37,2569.92,2651.47,2210.65,3172.91,2791.12
p5,32801.97,26551.51,24664.17,26541.03,24416.94,26285.46,25150.72,25550.75,25201.84,25147.5,25971,25221.38,26271.12,24825.46,26259.43
p6,11177.88,9739.36,8886.65,8967.8,9237.89,8753.22,9380.1,9060.09,8071.06,9666.38,9691.2,8820.82,9067.47,9409.71,9200.42
p7,37817.63,35094.27,35929.94,34858.59,35073.74,34774.83,34614.14,35942.24,33774.91,36178.63,34744.47,34834.31,35011.78,35219.17,35641.13
p8,26557.89,19082.05,22946.41,22079.48,21936.15,21379.36,20885.93,21271.53,21548.39,22052.77,20556.62,22167.88,21053.58,21296.68,22149.54
p9,32430.43,29710.64,30320.34,30424.43,29752.85,30446.69,29750.36,30706.89,30034.68,30481.99,30006.76,30632.38,30190.29,30084.8,30280.59
p10,41145.17,38712.87,39370.51,39124.69,37647.61,39713.17,39153.24,38825.33,38493.79,39695.59,38994.58,38487.56,38589.98,38769.93,40184.98
p11,3944.66,2221.2,2225.08,1750.78,1793.46,2245.71,2544.73,2543.46,2591.44,2517.89,2026.55,1652.62,2669.97,2306.02,2718.32
p12,154404.34,151266.11,151555.16,151982.34,151268.13,151675.5,151066.49,151996.59,152302.83,150320.27,152210.55,151789.18,151525.22,151489.55,152224.03
p13,7392.32,5051.08,6119.51,4907.33,5876.5,4910.11,5591.74,6245.87,5082.38,5782.09,5299.79,5852.64,5228.49,5684.76,5889.75
p14,14342.22,14608.9,13640.25,14194.7,13948.18,13754.48,13880.62,14200.53,14356.87,13615.19,13441.87,15001.15,13800.72,14466.5,14026.73
p15,113331.9,110955.03,110921.14,111486.67,111635.44,110628.99,111816.11,110910.54,111678.54,111060.64,111860.61,111042.94,110738.16,112214.44,111295.47
p16,41832.7,38230.31,39337.08,37333.69,39420.52,39003.36,38536.67,38554.9,38692.37,38057.39,39295.9,38638.05,38727.13,37233.15,40004.09
p17,76948.45,73636.74,73435.79,73893.42,73944.62,72586.6,74343.2,72971.56,74249.8,72348.22,75035.71,73462.61,73445.47,73458.82,74416.25
p18,23552.92,24462.24,22800.6,23115.99,24047.88,22511.39,24734.4,23361.38,22699.73,24193.4,23283.49,23274.43,23131.01,22743.87,24557.28
p20,3229.76,1761.97,2002.64,1826.43,1685.66,2094.91,2273.1,1883.11,1545.11,2176.87,1469.87,2489.01,1798.45,1923.36,2270.57
p21,55983.94,56106.89,53410.42,58254.24,56180.59,54348.14,57516.79,55633.98,54815.26,56826.13,55525.58,55345.4,55823.49,56237.53,56152.73
p22,11953.2,13941.15,11181.84,12621.21,10845.5,12908.41,11049.14,12555.21,11502.18,12159.64,12529.96,11538.1,12058.28,11884.56,12239.71
p23,555.5,856.18,0,966.54,320.79,0,935.14,388.98,0,956.66,549.61,439.6,264.76,318.52,873.79
p24,7351.54,6869.97,7300.58,6712,6810.08,5349.54,8149.81,6660.57,6837.08,6502.93,6840.88,6874.18,6073.4,6000.44,8266.55
p25,170699.8,165856.38,167619.8,166951.77,165629.46,167818.53,166517.06,166785,167212.88,166916.11,166916.36,166467.37,166628.35,166590.14,167515.11
p26,41535.55,36920.61,38801.21,38264,37883.2,38109.81,37653.79,38288.62,37806.57,38466.15,37520.46,38335.26,38070.54,38157.62,38160.59
p27,33695.82,29798.24,34841.99,32608.35,32131.39,32015.29,31804.62,32693.36,31532.99,32057.34,32764.38,32109.66,32722.92,32391.95,32376.12
p28,35842.76,31721.22,35634.85,32746.57,33495.39,33828.56,33467.44,33385.1,33224.95,33273.62,33658.02,32781.18,33324.7,33719.04,33463.48
p29,10627.16,8164.48,8456.25,7928.26,7361.05,9178.73,8164.08,7072.81,9144.04,7968.44,7731.26,8519.68,8143.57,7963.93,8677.53
p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31,27483.96,26118.82,25892.16,26257.1,27090.04,25904.62,26771.32,25562.71,26356.04,26702.57,26417.3,26111.64,26315.38,25888.83,26879.13
p32,226.73,0,0,0,0,0,0,0,0,0,0,0,0,0,299.33
