r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p18,1468.13,1677.63,1756.18,1858.11,1925.96,1977.99,2023.05,2069.26,2122.22,2178.71,2225.08,2282.02,2351.19,2419.63,2492.09
p20,1665.3,1740,1780.75,1841.63,1908.91,1938.75,1983.16,2033.16,2113.64,2177.33,2232.19,2293.12,2340.61,2387.73,2457.5
p21,1511.12,1632.26,1712.34,1774.17,1830.36,1885.2,1940.88,2000.3,2048.28,2109.67,2172.4,2241.57,2318.58,2394.83,2493.45
p22,1471.6,1616.32,1691.55,1763.64,1812.2,1876.02,1928.46,1990.09,2046.74,2107.04,2159.94,2212.05,2284.33,2385.68,2505.69
p23,1521.24,1660.14,1719.06,1754.15,1804.45,1868.68,1943.73,2016.53,2066.07,2136.41,2200.43,2281.82,2307.4,2321.44,2375.53
p24,1558.27,1665.02,1702.21,1774.43,1883.31,1981.94,2057.29,2128.24,2191.62,2254.24,2306.12,2352.02,2402.46,2455.61,2507.9
p25,1339.82,1488.22,1572.27,1640.22,1707.14,1768.86,1828.57,1889.19,1952.55,2015.9,2085.22,2176.06,2274.09,2370.64,2507.27
p26,1378.51,1537.2,1620.33,1691.15,1763.36,1829.93,1892.74,1951.6,2013.68,2075.27,2158.95,2223.32,2293.64,2381.51,2491.44
p27,1211.21,1367.27,1447.71,1509.9,1568.76,1621.92,1684.52,1757.45,1820.71,1889.02,1973.72,2064.9,2174.01,2293.04,2446.65
p28,1233.82,1392.81,1487.31,1562.04,1627.71,1691.98,1754.13,1819.91,1887.91,1962.29,2040.46,2130.86,2241.26,2346,2475.44
p29,1493.44,1567.76,1632.5,1698.48,1787.34,1858.23,1953.61,2020.52,2069.57,2126.03,2181.32,2242.26,2316.2,2370.86,2471.35
p30,1755.38,1780.13,1877.22,1929.07,2026.31,2058.06,2125.46,0,2203.94,2274.85,2310.3,2362.53,2417.8,2536.12,2565.38
p31,1308.53,1426.2,1512.08,1588.32,1662.32,1730.15,1786.94,1851.68,1933.5,2008.77,2082.51,2165.34,2270.71,2382.49,2497.7
p32,1831.77,0,1844.7,0,1970.52,0,2073.53,0,0,2110.8,0,2183.38,0,2240.23,2373.62
p33,1487.03,1657.89,1751.04,1815.05,1879.92,1939.78,1996.56,2051.91,2109.26,2163.35,2212.39,2267.61,2333.56,2405.53,2500.23
p34,1499.95,1661.48,1748.3,1811.26,1867.38,1916.11,1969.76,2030.23,2090.31,2150.63,2212.42,2278.62,2334.77,2404.94,2485.71
p38,2369.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2382.43
p47,1193.82,1312.35,1394.7,1462.19,1610.95,1659.32,1812.9,1889.99,1965.57,2017.92,2069.34,2134.27,2284.87,2439.29,2561.48
p56,2064.51,0,0,0,0,2296.41,0,0,0,0,0,0,0,0,2353.21
p59,2008.43,0,0,0,0,0,2168.39,0,0,0,2169.01,0,0,0,2275.72
p61,1202.15,1346.02,1449.7,1524.83,1595.76,1664.2,1736.2,1807.53,1886.89,1954.51,2045.24,2141.66,2244.49,2387.04,2549.24
p85,1831.91,0,0,1877.27,0,0,0,1906.09,0,0,0,2006.85,0,0,2143.51
p89,2151.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2407.51
p90,1736.12,0,0,0,0,0,2308.42,0,0,0,0,0,0,0,2326.84
p92,1610.64,1778.88,1847.57,1941.23,2018.83,2061.15,2112.51,2195.3,2243.47,2299.77,2360.69,2398.23,2425.8,2469.33,2513.03
p94,1507.23,1688.07,1795.49,1870.35,1939.49,1963.01,2009.6,2056.43,2098.29,2195.41,2267.76,2306.45,2362.13,2430.67,2509.11
p95,1549.18,1667.24,1736.75,1806.11,1848.26,1939.99,1993.96,2034.62,2068.23,2116.47,2176.99,2232.64,2283.72,2363.49,2452.33
p97,1354.98,1474.98,1564.36,1644.87,1699.47,1755.91,1815.7,1879.37,1941.1,2009.49,2103.9,2178.92,2246.83,2331.36,2454.47
p99,1476.33,1612.24,1673.41,1724.72,1770.94,1811.34,1921.21,2007.55,2070.14,2136.48,2218.09,2259.56,2291.93,2372.1,2441.52
p109,1700.35,0,1922.67,1936.59,2001.84,2095.35,2153.47,2163.56,2254.35,2308.31,2350.68,2382.93,2386.03,2413.09,2467.03
p110,1405.83,1629.79,1782.07,1785.52,1813.69,1854.99,1936.46,1961.42,2006.76,2023.73,2045.04,2084.32,2404.78,2443.24,2498.78
p116,1602.83,1663.03,1743.93,1819.49,1882.06,1953.78,1997.73,2048.43,2083.11,2142.81,2191.29,2229.66,2301.57,2356.26,2458.73
p117,0,0,0,0,0,0,0,2080.66,0,0,0,0,0,0,0
p118,1563.32,1682.65,1733.34,1785.55,1838.39,1898.81,1955.52,2018.73,2061.26,2111.8,2162.32,2233.54,2302.1,2373.35,2465.09
p119,1781.31,1937.92,0,2038.08,0,2173.8,0,2255.45,2273.33,2380.42,2419.83,2420.37,0,2430.5,2486.37
p120,2220.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.14
p121,2333.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2364.26
p122,1639.41,1898.26,1979.26,2041.39,2107.03,2142.94,2196.96,2233.26,2272.71,2311.03,2349.75,2399.79,2422.23,2448.48,2490.38
p127,1573.75,1621.98,1714.58,1806.95,1905.06,2001.2,2052.48,2074.6,2123.39,2166.78,2199.61,2254.45,2306.22,2397.61,2473.38
p129,1850.45,0,1982.73,2105.48,2141.33,2164.14,2200.72,2207.53,2229.9,2233.3,2260.85,2283.53,0,2398.26,2420.85
p130,1677.72,1789.78,1862.2,1919.07,1985.42,2064.06,2121.64,2183.29,2244.28,2282.24,2302,2355.46,2429.96,2456.62,2487.02
p134,1734.51,1814.47,1922.76,1990.93,1994.01,2036.86,2136.7,2162.8,2206.16,2251.25,2260.9,2281.78,2376.2,2407.04,2514.64
