region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,2,71325,2775.3207,46995.1082,48511.4279,-1516.3197,1.5955,160.2643
p01001,2,71326,3144.6442,39449.0902,39955.2415,-506.1513,0.7046,138.1726
p01001,3,71327,3328.4072,57484.1806,48971.3037,8512.8769,5.6647,147.6802
p01001,3,71328,3303.6082,88115.8464,54880.6609,33235.1856,2.871,162.7049
p01001,3,71706,3036.1729,30416.7065,38673.1203,-8256.4138,0.4346,153.1468
p01001,3,71707,2789.4861,57567.4371,48522.8363,9044.6008,1.791,151.1721
p01001,3,71708,2560.3917,126346.6921,49314.9576,77031.7346,2.0674,163.3871
p01001,3,72086,2363.2294,57603.9677,51115.893,6488.0747,2.691,169.0055
p01001,3,72087,1884.8464,62872.9535,42765.6402,20107.3133,1.3037,170.4418
p01001,3,72088,1342.181,166104.004,49352.9833,116751.0206,5.2648,175.5574
p01001,3,72466,916.1196,68209.4389,49160.3693,19049.0697,2.241,190.1652
p01003,2,77019,230.2228,70460.9436,75463.4334,-5002.4898,7.0866,90.7577
p01003,2,77020,3393.2679,42839.8428,49732.195,-6892.3522,2.2101,97.4289
p01003,2,77399,1392.8343,37866.1792,47009.5196,-9143.3404,1.5518,81.8918
p01003,2,77400,3912.7117,52113.2443,61840.7876,-9727.5433,4.7056,92.2892
p01003,2,77779,2025.1764,53115.7336,50371.6154,2744.1182,6.0337,69.5463
p01003,3,77780,3325.3524,67605.5771,66770.3211,835.256,10.8693,102.446
p01003,3,78159,1733.4682,37767.7337,39203.574,-1435.8403,3.8429,63.2389
p01003,3,78160,2815.8558,138014.3748,45716.3458,92298.0291,1.4528,72.1255
p01003,3,78161,3035.0342,69496.5866,69330.9534,165.6332,10.6456,86.5894
p01003,3,78539,1906.42,74760.7135,45470.2834,29290.4301,1.4528,83.122
p01003,3,78540,2699.3981,113263.701,34999.9953,78263.7057,0.0,82.933
p01003,3,78541,2913.3693,59215.2802,51397.7544,7817.5258,2.5328,89.8588
p01003,3,78918,50.1726,280027.3113,69521.6695,210505.6418,4.2865,27.1524
p01003,3,78919,1917.3463,138649.8416,41316.5311,97333.3105,0.7946,48.212
p01003,3,78920,2868.5954,115340.1141,42614.849,72725.2651,1.2073,87.6002
p01003,3,78921,3455.4078,94139.4758,70862.8177,23276.6581,12.0611,86.2065
p01003,3,78922,2368.8686,111090.499,87670.6377,23419.8613,18.3053,86.2065
p01003,3,79299,683.995,837879.4346,45833.1768,792046.2578,1.2818,52.2119
p01003,3,79300,1858.574,222774.1475,23748.0921,199026.0554,1.6482,74.2263
p01003,3,79301,1961.5525,111267.3526,26523.9477,84743.4049,1.9337,86.2065
p01003,3,79302,3094.2659,96991.8532,58357.7369,38634.1164,8.1112,90.1601
p01003,3,79679,459.7246,763076.2072,50025.3617,713050.8454,4.2865,83.581
p01003,3,79680,1570.3942,221203.2422,35758.1597,185445.0825,3.9637,66.2781
p01003,3,79681,1295.5297,201470.5553,37293.3334,164177.2219,4.2801,75.2909
p01003,3,79682,2173.0228,95015.8477,33411.6932,61604.1545,3.3865,88.9901
p01003,3,80060,920.9469,261389.4081,50335.688,211053.7201,6.9966,86.902
p01003,3,80061,1574.7827,388017.8652,41939.8939,346077.9713,1.0118,95.2321
p01003,3,80062,2210.956,154016.1949,36110.0911,117906.1038,0.18,106.3239
p01003,3,80440,313.6998,146774.8392,40378.4817,106396.3575,6.5157,95.6885
p01003,3,80441,1164.3703,378701.7866,33256.0458,345445.7408,2.7964,97.6221
p01003,3,80442,667.9906,674934.704,91296.9755,583637.7285,4.6092,113.2023
p01003,3,80820,32.0819,486430.8283,16620.0826,469810.7457,9.2093,120.1771
p01005,2,73616,3074.7159,85772.2571,84303.0394,1469.2178,13.7684,287.5652
p01005,2,73996,2972.2146,63494.6417,61033.0345,2461.6072,4.3674,302.6102
p01005,3,72858,3003.7882,99456.2308,92325.6342,7130.5966,19.177,312.5539
