r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2561.01,2869.54,2932.84,2141.27,2789.63,1976.89,3200.73,2483.13,2440.59,2201.03,2473.85,2844.09,2171.39,2569.33,2853.95
p2,7782.02,6307.98,6445.34,6665.74,6085.28,6260.76,6939.51,6505.54,6373.9,5947.63,6688.78,6033.63,6945.47,6473.09,6690.49
p3,12661.05,13736.48,11611.65,13285.36,11338.15,13052.13,12677.75,12507.08,12961.81,12487.44,12074.52,12269.58,12920.63,12246.32,12884.73
p4,3737.77,4279.73,2774.19,4189.96,3403.27,3121.9,3554.37,3404.23,3860.96,3374.33,3496.6,3846.85,3458.12,3372.74,3770.47
p5,30238.97,28430.26,28162.07,27405.22,28587.59,27987.02,27639.79,28300.94,27982.77,28001.66,27607.85,28272.55,27840.25,27739.33,28547.59
p6,17383.69,13942.31,13708.57,14472.69,14650.28,13515.67,14203.86,14484.5,14185.53,14402.54,14268.4,13663.15,14649.51,13889.79,14445.94
p7,43680.65,42735.88,42348.06,42141.36,43444.72,42305.72,42369.2,43211.83,41940.99,43192.91,43034,42647.29,42055.97,42491.87,43559.69
p8,49728.02,48037.86,47993.22,48347.67,47056.85,47493.07,48139.06,47661.34,48351.15,47392.29,47837.08,48074.61,48199.46,47722.47,48011.6
p9,136364.09,135916.58,134634.45,135992.52,135941.47,135174.41,135704.15,135227.12,135691.67,135793.45,135457.33,135113.82,135989.54,134935.59,136074.78
p10,171526.13,168577.52,169112.45,167999.1,169367.77,169249.18,168274.04,168401.2,168943.34,169055.66,168692.91,168891.59,168207.76,168546.63,169375.89
p11,13323.55,14670.18,13050.08,13478.81,13188.86,13393.87,13802.21,13333.11,13023.52,12888.38,13894.02,13317.9,12429.69,14434.86,13369.3
p12,426615.67,424376.72,425682.7,424620.28,424719.03,425511.71,425492.7,424503.4,425686.98,424842.83,424039.42,425727.04,425163.16,425105.57,425609.76
p13,19045.77,15783.45,17174.37,16072.04,16821.31,16520.51,16479.25,16017.73,16929.81,15347.75,17046.59,16477.97,16760.42,16560.38,16480.78
p14,10824.32,10983.45,11422.66,10382.09,10412,10964.52,11132.82,10580.46,10626.15,10688.7,10458.56,10758.22,10702.09,10799.6,11423.87
p15,95385.2,96187.15,95648.94,94886.54,95324.29,95709.49,95073.25,95973.28,94848.52,95856.53,95305.53,95495.24,95189.52,95782.65,95456.44
p16,55002.38,53299.71,53208.26,52987.19,53600.4,53969.06,53991.26,53440.12,53341.35,53467.6,52725.13,54007.61,53732.47,52856.01,54195.26
p17,65707.36,64618.51,64906.54,65603.97,64524.47,64708.21,65160.79,64941.2,64461.98,65892.81,64394.84,65222.83,64882.24,65117.43,64899.48
p18,25001.34,22406.52,23447.55,23158.94,24205.48,22383.56,24396.78,23210.66,23488.26,23097.41,23581.61,23542.81,23369.25,22833.87,24072.59
p19,0,0,0,0,0,0,0,645.94,0,0,0,0,0,0,0
p20,2794.21,1016.95,2374.14,2043.08,984.72,2117.06,1655.1,1845.89,2087.71,1587.06,1947.43,1461.05,2282.43,1995.78,1806.15
p21,56354.13,55383.28,54832.09,56707.22,55739.24,55435.88,55753.65,55813.34,55293.83,55579.23,55345.36,56434.29,55175.84,56027.63,55806.15
p22,12254.99,10474.83,11064.77,11853.87,10985.24,10956.93,10357.38,11471.03,11089.6,11492.59,11098.72,10787.74,10921.21,11348.03,11218
p23,1758.97,1768.39,1058.14,1897.91,724.78,2130.98,1229.34,1316,1435.1,2058.55,1476.04,1354.92,1132.68,1579.33,1694.21
p24,13431.54,12247.41,13125.05,12325.72,12425.47,12712.16,12176.91,12222.26,12603.26,12126.38,12749.45,12497.94,12603.54,12660.32,12632.67
p25,265346.79,262679.92,262558.38,262804.14,264240.78,262561.26,264001.51,262246.92,263653.57,263182.35,263300.99,263229.6,262486.42,263591.34,263485.26
p26,46845.61,46817.39,45210,46819.71,46135.96,45916.2,46651.33,45887.35,46084.9,45941.08,46854.75,45583.35,46438.84,46229.41,46604.88
p27,80305.82,81485.35,79630.69,80049.19,80096.02,80404.73,80603.01,80118.78,79844.53,79430.03,81213.28,79791.59,80162.68,80180.93,80498.34
p28,128715.88,126369.89,126179.95,126485,125769.18,126792.41,125945.49,126785.28,125992.24,126534.57,126625.71,126284.72,126214.36,125981.62,127233.11
p29,11855.78,10216.98,10663.43,10311.75,10273.7,10417.59,9495.39,10028.31,11030.5,10414.33,10602.86,10240.19,9785.14,11135.32,10511.76
