"r","pshclass1","pshclass2","pshclass3","pshclass4","pshclass5","pshclass6","pshclass7","pshclass8","pshclass9","pshclass10","pshclass11","pshclass12","pshclass13","pshclass14","pshclass15"
"p1",2715.81,2445.28,2267.8,3356.49,2483.36,2185.23,3082.98,2393.86,2376.12,1435.74,3483.41,2633.76,2131.06,2609.25,2933.19
"p2",9009.12,9805.44,8319.05,9119.01,9751.64,7949.69,9631.87,9330.76,7575.02,10025.68,8811.74,9477.03,8675.05,9232.85,9066.57
"p3",15428.84,16306.65,15820.86,16689.83,15267.09,15925.99,16477.77,15972.11,14922.01,16475.65,16056.89,15389.28,16566.47,15893.92,16191.28
"p4",4891.94,4894.24,3800.04,5246.16,4145.11,3714.85,4765.01,5037.33,4488.54,4888.11,4074.75,5030.06,4303.79,4367.94,5019.24
"p5",34031.92,31156.97,29985.57,31684.22,30193.72,31961.76,30042.46,31817.46,30666.76,31064.87,29959.5,32315.07,30582.27,30834.05,31732.72
"p6",17620.71,12769.39,16340.58,14544.63,13942.81,15747.88,15106.69,14241.83,14925.92,13660.93,16186.49,14572.7,14691.38,14605.03,15200.54
"p7",48677.59,46006.55,47863.92,46759.63,46773.39,47463.34,47117.54,47041.46,46944.72,46507.88,47472.83,46544.45,47438.02,46502.31,47577.08
"p8",25987.99,24098.29,25371.69,24309.15,24840.42,25493.91,25250.4,23888.4,26057.75,24286.88,25334.24,24600.36,24966.12,24726.97,25573.77
"p9",38728.63,35516.08,35126.48,35422.31,35991.08,35280.56,35612.7,35287.19,35372.49,36220.24,35932.61,35409.64,35675.2,35487.05,35695.01
"p10",44387.36,44183.42,43633.81,43768.64,44008.7,42853.41,44752.52,43726.87,43195.43,43689.54,44356.92,43333.04,44098.96,43597.28,44072.47
"p11",3880.97,2496.37,2755.88,3708.05,2619.02,2175.6,4176.42,2645.99,2749.75,2936.01,2453.49,3239.01,3307.22,2408.07,3388.74
"p12",183803.24,182868.93,183461.92,182957.4,182938.05,183509.18,182943.53,183404.98,182921.63,182448.47,182718.36,183748.89,183272.25,183031.81,183362.44
"p13",8854.72,6688.24,7922.21,8062.27,7030.9,7583.34,8064.73,7891.97,7829.93,7247.84,7427.96,8247.35,7632.45,7699.47,7728.09
"p14",14212.66,13113.82,13475.77,13284.86,14048.63,12932.5,13310.61,12845.77,13454.96,13525.24,13361.01,13387.41,13017.49,13255.74,13830.37
"p15",119453.64,119677.67,119141.86,119111.68,119248.8,118450.77,119129.34,119116.85,119648.18,119022.26,118887.23,118928.07,119557.3,119171.88,119142.74
"p16",48923.56,49355.05,47586.18,47871.5,49050,48122.33,48116.87,48531.81,48562.29,47452.01,48565.13,48737.99,48026.33,48286.15,48718.55
"p17",85176.28,83390.15,84522.63,83531.98,83542.45,84704.65,84026.71,83582.85,84213.64,83835.75,83929.55,83938.64,83244.74,84005.23,84487.09
"p18",92042.35,90239.05,91879.76,91879.76,90239.05,91879.76,90239.05,91879.76,90239.05,91879.76,91348.92,90364.51,92062.01,90624.22,91818.22
"p20",2892.3,2442.43,2561.31,2551.16,1357.8,3255.78,1714.79,2230.66,2346.4,2592.77,2274.31,1816.76,2777.72,2307.81,2466.19
"p21",59692.43,59467.48,59795.78,60298.98,59715.62,58684.36,59450.1,60385.5,59434.31,59439.22,59892.28,59099.04,59614.6,59473.95,60362.34
"p22",11314.09,10946.11,11151.14,10525.67,11049.79,10897.71,10727.59,11212.99,10201.38,10802.8,11240.97,10778.17,11240.11,10334.51,11374.79
"p23",1886.58,926.85,1176.05,913.71,1574.46,1267.22,872.89,1615.17,1332.94,942.06,1349.27,656.83,1717.8,693.61,1926.06
"p24",12774.34,13090.26,12208.96,11794.15,11804.61,11861.79,12462.62,12095.32,12642,11979.14,11612.39,12402.15,11404.52,13113.02,12407.69
"p25",186554.35,187249.97,186150.35,186576.28,187055.95,186506.73,186029.71,186797.23,187072.11,185798.09,187099.69,186313.43,187130.76,186572.82,186636.43
"p26",44223.79,43045.88,43600.87,42812.01,43673.66,43066.72,43604.42,43616.4,42621.08,43293.72,43267.19,42912.09,43490.8,43528.81,43658.34
"p27",38640.72,37658.02,38113.36,36975.07,37747.12,38917.58,38234.07,37190.3,38478.1,37696.02,38507.7,37568.86,37767.29,38437.93,37954.78
"p28",43429.19,42115.38,42896.99,42815.52,41245.63,43239.6,42621.96,42931.23,42661.67,41656.25,42918.21,42746.63,42459.13,42512.08,43132.8
"p29",11082.44,9353.65,10036.07,10900.1,8766.42,10712.97,9980.06,9798.98,9854.04,10261.34,10628.48,10046.66,10079.42,9479.7,10729
"p30",1316.21,0,0,0,916.32,0,0,0,0,1020.47,0,0,714.07,0,474.36
"p31",32451.7,32035.98,31047.61,32201.66,30496.26,33022.08,31888.33,31021.6,31487.46,32697.09,30718.37,32647.7,31462.17,31211.27,32579.02
"p32",793.06,0,0,0,0,917.69,0,0,0,0,944.9,0,0,0,683.41
"p33",48418.85,45572.88,48303.26,46537.53,47888.31,46572.17,47056.61,47397.01,46322.94,46784.01,47809.06,46947.02,46833.7,47181.87,47245.72
"p34",36614.71,36505.64,36202.25,37434.25,35953.13,36866.22,36167.67,36605.38,35865.04,37107.21,36008.12,36462.23,37166.89,36126.54,36801.96
"p38",0,0,0,0,0,0,0,612.36,0,0,0,0,0,0,0
"p47",1089.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.87
"p50",0,0,0,0,0,0,0,371.07,0,0,0,0,0,0,0
"p56",712.93,0,0,526.25,0,0,0,0,0,912.71,0,0,400.79,0,394.88
"p61",20150.68,18114.87,20164.77,19344.7,19262.97,19299.94,19111.18,18453.93,19606.79,18994.17,19197.25,19336.39,18730.82,19464.24,19302.93
"p85",1004.1,0,701.92,0,0,0,0,1154.57,0,0,0,1147.56,0,0,880.72
"p89",677.04,0,0,0,0,0,0,0,0,0,0,0,0,0,806.91
"p90",884.22,0,0,0,0,629.73,0,0,418.61,0,0,0,522,0,277.32
"p92",4247.7,4759.71,4365.91,4622.21,4271.86,3829.49,4426.26,4769.16,3655.28,4601.75,3904.58,4983.65,4153.2,4501.3,4479.56
"p94",4971.04,4300.6,3681.22,4355.29,4128.23,4873.4,4252.93,4154.99,4218.49,4209.86,3739.56,4675.14,4251.04,3524.53,5049.67
"p95",4026.54,2381.29,2848.93,3160.49,2813.55,2282.85,2637.29,2219.71,3549.54,2293.45,3325.72,2412.68,2895.68,2747.15,3013.88
"p97",10765.34,10089.64,9826.41,9424.31,9844.44,9835.78,10065.63,9964.97,9213.86,9754.45,9935.39,10146.61,10079.49,9792.79,9858.07
"p99",4550.52,5342.8,4033.5,3167.87,5272.48,3941.24,3952.82,3930.42,4356.4,4403.2,4159.4,3696.5,4406,4485.3,4252.88
"p100",460.31,0,0,0,0,0,0,0,0,0,0,0,0,0,374.66
"p109",1444.83,0,1010.41,501.26,621.94,770.99,1045.14,742.78,607.71,499.24,923.04,373.94,658.04,655.68,1203.25
"p110",703.76,994.2,689.44,1031.15,751.53,1392.88,631.11,647.97,734.47,897.63,1408.29,635.02,1039.81,749.53,998.1
"p116",3717.98,4145.74,2910.03,3140.16,3626.09,2926.07,4116.09,3994.65,3447.44,2955.3,3668.3,2918.67,4268.14,3475.21,3508.92
"p117",0,0,0,0,0,0,0,499.94,0,0,0,0,0,0,0
"p118",9786.65,10049.73,10077.47,9872.43,9574.58,9588.81,10176.35,9152.78,9325.62,10900.67,9606.83,9576.25,10231.56,9620.36,10018.79
"p119",718.31,1172.56,1209.18,524.64,1087.34,678.02,0,2002.6,0,964.49,1487.31,0,1072.43,1106.2,1226.99
"p120",1384.36,0,0,0,0,1038,0,0,499.2,0,0,532.45,0,0,546.8
"p121",714.02,0,0,0,0,0,0,0,1346.01,0,0,618.13,0,0,521.92
"p122",5417.02,2979.24,3089.63,3298.76,3044.59,2785.39,3778.4,3113.01,2765.84,2660.09,3546.44,3078.38,2810.23,3686.85,3233.94
"p127",5352.31,3913.53,4525.81,3414.08,5221.86,3698.29,4494.16,4193.45,4313.09,3824.4,4027.04,4760.24,4122.73,4207.55,4575.27
"p129",1609.87,0,1644.98,783.64,632.7,0,1805.09,670.67,662.95,0,1736.4,0,1499.1,851.02,979.55
"p130",4181.16,2300.04,3715.38,2319.6,2840.75,3978.91,2537.02,3021.35,3243.7,2753.94,3392.87,2697.74,3041.78,3012.34,3225.86
"p131",0,0,0,0,0,0,0,400.56,0,0,0,0,0,0,0
"p134",3493.59,2504.79,2396.03,2395.37,2741.26,3019.59,2439.29,1772.34,3374.83,2371.37,3063.53,1959.05,3106.48,2661.13,2554.56
