r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2615.71,1492.87,1900.04,1857.75,2510.13,833.28,2734.37,2071.62,1870.38,1615.9,2538.5,1981.01,1639.71,1853.46,2351.39
p2,8488.67,7943.28,6409.94,6407.82,7498.88,6266.16,6803.12,7061.93,6267.92,6417.06,6704.94,6618.18,7069.11,6772.06,7100.04
p3,14056.02,13930.33,12915.46,13973.1,13706.06,13385.37,13349.73,13708.3,13595.87,13986.67,13163.66,13607.96,13475.61,14048.03,13716.21
p4,4440.63,3744.85,3913.75,3730.37,3188.56,4499.38,3708.22,3041.34,4550.48,3860.35,3773.33,3165.14,3968.17,4281.67,3809.75
p5,28160.08,26136.82,27786.46,26440.45,26613.65,27325.94,27226.31,26346.55,27286.49,27246.62,26188.33,27209.65,26615.39,27174.06,27394.61
p6,13897.08,11660.44,12165.76,11796.81,11761.16,11231.34,12000.24,11229.93,11720.72,11245.91,12431.67,11853.39,11737.08,11441.31,12124.86
p7,42630.87,42365.77,42108.92,42343.16,42046.86,41685.69,42984.07,42233.39,42257.79,42105.39,42615.39,41863.21,42564.53,41650.52,42796.36
p8,22254.47,23058.5,21449.56,22556.84,21596.58,21731.64,22058.09,22081.36,22028.08,22226.31,21693.71,22341.85,22223.66,20767.75,23241.03
p9,32654.94,31594.17,30409.48,31536.24,30674.37,30903.12,30587.38,30837.32,30949.47,30093.75,30934.87,31102.24,29757.98,31362.19,31421.8
p10,40306.08,40261.26,40098,40712.79,39615.83,39741.29,40642.46,40173.56,40013.31,39217.47,40675.28,39976.1,40397.78,39764.86,40346.51
p11,2164.66,3676,2896.75,3213.12,2161.17,3342.55,2892.49,2856.46,2449.38,3244.71,2136.76,2894.7,3374.75,3036.19,2996.83
p12,164675.26,164101.52,164156.85,163674.53,163549.83,164056.09,163387.56,163539.27,163655.99,164534.8,163392.62,163780.46,164349.65,164067.23,163818.07
p13,7813.1,7018.86,6564.29,7389.75,7621.77,7000.58,6343.19,7331.86,6965.23,7240.12,6798.43,6814.43,7127.74,6830.53,7337.4
p14,12042.28,11226.47,11286.87,12184.58,11566.04,11353.41,11155.85,11316.48,11627.15,11367.63,11158.37,11886.77,10968.83,12052.8,11428.94
p15,103315.68,103406.11,100200.33,104749.46,103272.49,102055.17,103268.98,102586.88,103032.47,102631.28,102503.51,102613.73,102837.25,102917.77,102920.46
p16,42362.09,43454.61,42193.83,42863.61,41892.65,42665.81,43077.54,41935.48,43108.32,42287.53,42643.7,42113.84,42764.66,42866.6,42571.12
p17,72702.58,71884.22,71352.76,71150.19,71992.51,70619.68,71539.01,72141.3,70902.81,71692.77,71787.42,71353.7,71629.94,71247.76,71842.4
p18,27472.79,25990.65,26731.92,25209.47,26921.85,25958.47,26567.57,26739.8,25958.26,26876.19,25981.59,26718.46,26082.45,26688.25,26423.06
p20,1988.26,1373.94,2056.33,2317.27,2462.27,1214.82,1998.47,1919.52,1904.58,2167.44,2199.38,2049.46,1953.03,2195.04,2034.33
p21,53972.81,53072.93,53730.24,52935.44,53561.95,53249.53,53352.34,53450.72,54010.55,53330.27,53538.94,53667.6,53327.66,53269.88,53720.13
p22,10066.56,11434.51,10625.43,10776.65,10054.78,10465.99,11022.52,10633.75,10223.46,10822.02,10821.25,10278.61,10439.62,10430.79,11089.79
p23,1766.12,1286.41,994.1,1365.37,1311.77,1433.02,715.61,1328.12,1264.4,1441.36,823.82,1295.08,1705.28,775.36,1845.29
p24,11949.32,10180.37,9172.31,11112.96,10076.63,11585.33,9574.79,11375.9,10283.86,9608.12,11180.39,10052,10409.48,11092.55,10495.81
p25,164265.65,162245.73,164277.53,163302.7,162997.56,163826.07,163578.46,163104.02,163472,163512.43,163336.83,163245.3,163234.22,163080.99,164044.51
p26,38460.5,37120.99,37289.27,37090.51,36403.48,37837.63,36887.87,37230.69,37313.48,37122.48,36779.31,36943.73,37340.34,37263.27,37428.31
p27,35385.43,35122.47,35188.4,34546.41,34204.27,35928.21,34449.5,35165.95,34741.35,34752.05,34702.3,35320.06,34950.49,34548.46,35216.08
p28,41247.26,43267.34,41847.8,41803.82,41117.27,41566.44,41515.73,41265.22,43367.32,40271.64,42560.91,41698.07,42024.47,41735.01,42524.97
p29,10690.03,9280.07,7853.78,9944.69,9515.17,8226.46,9402.07,9030.99,8753.5,9771.42,9344.38,9030.74,8974.59,8901.52,9750.04
p30,427.57,0,0,0,0,0,0,0,0,744.58,0,0,0,0,474.36
p31,30083.26,27451.76,29710.17,27912.99,29241.33,28011.8,29357.52,27682.64,29691.4,28018.31,28914.13,28693.77,28947.04,28630.52,28669.63
p32,917.69,0,0,437.95,0,0,0,0,0,767.73,0,0,0,0,656.14
p33,41558.19,41917.79,41950.67,41113.62,42365.79,41324.58,41633.51,42246.54,41587.53,41341.73,41293.58,42246.19,41706.87,41348.44,42217.01
p34,32847.46,32374.93,32055.12,31227.06,32251.64,32825.19,31540.03,32044.35,32649,31175.63,32228.94,32723.41,31723.17,31304.25,33183.55
p38,0,0,0,0,0,0,0,612.36,0,0,0,0,0,0,0
p47,631.24,0,0,0,0,0,0,0,0,0,0,0,0,0,736.85
p56,712.93,0,0,0,0,0,0,0,0,912.71,0,0,0,0,560.19
p61,18807.93,17557.36,18487.05,18321.2,18307.88,17986.5,18759.43,17729.69,18729.71,18195.45,17638.48,18632.83,18358.93,18273.5,18288.85
p85,807.28,0,0,1086.28,0,600.72,0,527.71,0,0,0,1219.7,0,0,965.93
p89,676.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.15
p90,824.35,0,0,0,0,0,0,0,614.58,0,0,0,0,0,416.41
p92,4626.61,3692.63,4091.53,4021.99,3200.13,4245.8,3991.07,4025.54,3193.18,4049.77,3783.42,4379.22,3469.67,4109.79,4002.94
p94,4087.7,3838.42,4495.98,3203.46,3956.14,3761.05,3784.87,4157.4,3908.87,3796.66,3628.39,4294.13,3481.92,4184.08,3879.96
p95,3892.67,2332.58,3058.86,2062.82,3357.83,2955.76,2413.84,2082.88,3380.95,2556.88,2942.57,2759.04,2688.31,1867.65,3566.17
p97,9567.78,9358.68,9340.6,9069.42,8837.22,9273.41,8835.99,9053.42,8750.71,9468.54,8214.39,9539.82,8878.37,9339.4,9385.07
p99,5417.98,2889.25,4112.41,4072.35,3238.18,3869.41,3721.43,3308.83,3961.63,3547.64,3484.5,3969.4,3911.48,3211.94,4286.22
p109,1559.96,0,1186.38,633.67,698.58,847.86,536.35,760.62,425.57,655.68,573.6,644.93,960.79,465.08,1000.11
p110,671.68,723.12,972.43,659.02,840.2,590.53,744.25,425.84,412.65,696.2,854.71,967.33,580.01,442.3,1081.29
p116,4099.84,2490.23,3427,2179.97,3776.88,2780.41,3027.63,2543.17,3351.29,2433.87,3171.49,3057.77,2988.99,2301.94,3562.72
p117,0,0,0,0,0,0,0,475.65,0,0,0,0,0,0,0
p118,8903.66,8299.59,7362.03,8650.19,8371.9,7726.04,8676.95,8761.09,7710.41,8108.95,8923.9,7648.78,8475.93,8383.11,8631.45
p119,1901.89,678.02,0,798.37,955.03,552.94,367.6,1142.87,664.09,585,0,1106.2,791.32,0,1489.51
p120,1384.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
p121,629.39,0,0,0,0,0,0,0,1534.42,0,0,0,0,0,1239.36
p122,2603.03,3018.7,2811.84,2377.37,2364.1,2476.4,2679.78,2142.65,2851.23,2623.99,1211.6,2865.09,2944.05,2120.12,3081.29
p127,4611.08,3750.6,3092.01,3498.27,3320.76,3638.94,3469.34,3607.95,3607.69,3601.08,3362.84,3345.92,3493.05,3528.31,3644.33
p129,1142.58,1090.89,715.69,0,1090.85,647.47,0,1234.15,629.85,612.12,489.4,0,1338.34,564.59,650.91
p130,2337.21,3519.91,2253.8,2122.89,2592.3,1964.49,1835.77,2713.42,2045.97,2567.94,2100.18,2303.41,2827.49,2261.77,2500.53
p131,0,0,0,0,0,0,0,414.66,0,0,0,0,0,0,0
p134,3071.25,2399.36,1347.03,2340.36,2244.9,2265.96,1222.33,2802.88,1854.74,1690.13,2201.45,2166.21,1572.54,2716.92,2193.88
