r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2415.43,1966.87,1259.94,1370.9,1905.68,1292.27,2114.22,1193.06,1866.92,544.21,1857.91,2387.45,859.45,1916.83,1914.82
p2,5303.26,4708.86,3930.13,5357.83,5248.05,4932.7,4679.72,4936.05,4613.42,4977.34,4852.81,4124.7,5123.8,5382.48,4983.07
p3,8225.14,8326.98,8327.59,8013.05,8145.18,8051.26,8630.1,7714.72,8290.45,8167.24,8123.71,8579.1,8001.94,8147.44,8685.71
p4,1937.81,1880.93,1665.44,1690.82,1413.41,1777.28,2172.08,1603.63,1734.18,1876.59,1603.65,1756.18,1624.16,1799.84,2071.73
p5,21437.61,16512.97,16958.66,16291.47,16536.01,16340.01,16198.57,16296.06,16722.99,16197.26,16016.97,16891.05,16187.39,16439.51,16711.28
p6,7451.92,4776.39,6493.04,5978.52,5083.03,5967.91,5505.62,5937.61,5889.03,5557.51,5880.84,5664.38,5717.82,5853.08,5773.74
p7,25207.11,22788.34,22677.08,22591.1,23013.04,22651.66,22841.08,22289.64,22904.99,22575.84,23490.15,22536.15,22685.49,23013.57,22914.75
p8,17014.02,14315.78,13571.66,13372.91,13223.25,14792.57,13575.24,14104.75,13125.74,14155.68,14139.86,13774.82,13862.8,13766.14,13890.49
p9,20803.02,19456.82,19627.89,18854.97,19362.26,19746.1,19098.24,19789.14,19096.43,19685.57,19378.21,19187.68,19573.21,19105.4,19868.51
p10,26625.84,25540.06,25710.95,24605.42,25702.14,25147.96,25295.78,25218.74,25348.52,25271.49,25221.82,25015.31,25144.95,25315.15,25492.54
p11,2629.77,1480.8,1429.28,1221.3,1890.48,802.3,1836.74,1555.39,1727.62,1075.82,1953.81,1101.74,1779.98,1490.86,1812.21
p12,98144.61,95648.75,96396.5,96795.73,95963.11,95896.06,96807.08,96085.07,96323.47,95866.85,96343.88,96233.68,96356.9,96242.44,96345.98
p13,4086.43,4162.67,3589.74,3163.62,3788.03,4154.21,3458.23,3738.03,3151.51,4035.91,3533.19,3224.88,3844.75,3815.77,3661.17
p14,8878.23,9959.37,8866.73,8721.16,9336.72,9357.56,8664.44,8722.89,9955.49,8636.43,9136.24,8900.36,9623.7,8479.62,9735
p15,72480.39,71937.44,71753.23,72152.75,72603.27,71735.16,72165.23,71872.3,72197.05,72550.58,72179.73,72139.75,71372.25,72259.07,72723.1
p16,26854.85,25406.34,25064.33,24594.18,25421.39,25166.12,24344.32,25769.68,24750.62,24750.4,25363.37,24998.34,24964.08,24751.88,25572.15
p17,50220.42,48146.13,48272.89,48079.25,47578.67,48150.82,48503.24,48108.44,48018.4,47958.22,48296.17,47927.13,48355.32,48099,48120.29
p18,15859.11,15204.73,14819.68,15592.41,15064.83,15194.87,14785.15,14922.73,15355.39,15253.85,14930.55,15038.95,14714.48,14940.74,15754.55
p20,2153.16,1187.98,434.9,1491.15,1123.77,1466.2,1206.66,1564.14,1030.08,1333.46,1097.71,1092.42,1224.73,1495.57,1234.71
p21,35734.12,35748.07,34841.56,36464.49,35657.63,34760.24,35866.01,35654.51,35756.9,35165.75,35711.06,35286.77,35850.65,35090.02,35928.76
p22,8608.14,7948.68,6887.45,8512.38,7018.3,7832.26,8033.25,7042.06,8068.16,7692.38,7722.67,7866.8,7370.45,7809.98,7824.09
p23,370.33,570.78,0,0,858.22,0,0,882.75,289.4,293.07,149.72,288.88,204.87,367.02,470.15
p24,4789.03,4260.1,4184.45,4735.37,4237.33,4193.33,4069.37,4075.73,4410.75,4408.14,4046.05,4215.79,4465.91,3792.61,4672.82
