region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p10,7,38879,1002.6504,3358127.287,2240601.3201,1117525.9668,24.0953,120.5075,3.9547
p10,7,39199,67.6836,8216430.7646,2326657.5008,5889773.2638,24.0953,144.723,3.9547
p10,7,39200,156.3624,6891183.3776,2319461.2152,4571722.1624,24.0953,136.7203,3.9547
p10,7,39519,930.3984,2464529.9516,2130542.0257,333987.9259,24.0953,168.3676,3.9547
p10,7,39520,501.6816,4057255.0958,2335449.843,1721805.2528,24.0953,158.7486,3.9547
p10,7,39840,996.138,2726018.0238,2227017.6517,499000.3721,24.0953,181.1498,3.9547
p10,7,39841,787.0932,3323037.0904,2334248.9314,988788.159,22.7517,164.9451,5.7675
p10,7,40161,1002.4236,2522077.6866,2257727.3675,264350.3192,13.2862,197.2313,20.6841
p10,7,40481,989.3988,3466583.2695,2556803.9384,909779.3311,5.6724,221.4784,29.0153
p10,7,40482,1003.6224,2270407.7951,2235167.5608,35240.2343,9.6015,203.8459,26.5879
p10,7,40802,498.636,4523928.8912,2663194.7093,1860734.1818,3.1987,226.4579,31.4889
p10,7,40803,954.6984,2779957.5414,2383763.9746,396193.5668,5.6724,216.1611,29.0153
p10,8,32773,708.0696,3223752.5318,2821157.3952,402595.1366,180.8687,11.9287,228.1598
p10,8,33094,669.9024,3324519.2228,2865075.7023,459443.5205,153.0627,28.7865,228.1598
p10,8,33415,796.1976,3236470.9208,2731776.8819,504694.0389,171.3052,28.2646,204.2469
p10,8,33737,499.1868,3136671.0293,2561377.1248,575293.9045,152.251,27.0542,204.2469
p10,8,34058,933.5088,2446999.7499,2438575.6478,8424.1021,185.5655,19.7695,141.2057
p10,8,34379,930.204,2373837.5533,2417979.5664,-44142.0131,186.1955,14.7624,141.2057
p10,8,34700,861.678,2286166.1196,2407360.9235,-121194.8039,198.2988,23.3018,114.9853
p10,8,35986,569.9484,2934491.8929,2193137.253,741354.6398,13.249,175.2078,20.6841
p10,8,36308,514.9656,3235884.1475,2144758.0141,1091126.1333,24.058,154.7233,3.9547
p10,8,37592,992.6712,2444608.1039,2075767.0185,368841.0853,24.058,129.6904,3.9547
p10,8,37913,1003.6224,2481558.9845,2092478.7607,389080.2238,24.0953,135.8633,3.9547
p10,8,37914,258.552,4361147.2871,2267066.7067,2094080.5804,24.0953,120.1559,3.9547
p10,8,38234,816.1236,2027867.1121,1955283.0564,72584.0557,24.0953,137.6527,3.9547
p10,8,38235,836.0172,2865116.3576,2122739.8601,742376.4975,24.0953,121.7382,3.9547
p10,8,38555,587.0232,2264256.411,1978689.9644,285566.4466,24.0953,144.1393,3.9547
p10,8,38876,908.5932,2669722.2737,2152462.3707,517259.9029,24.0953,159.9597,3.9547
p10,8,39196,248.2164,4843707.4899,2481547.7524,2362159.7375,18.3854,185.3328,15.1595
p10,8,39197,933.9624,2726198.7673,2196703.2943,529495.473,24.0953,175.2597,3.9547
p10,8,39198,825.5844,3519606.6247,2357614.091,1161992.5337,24.0953,171.3162,3.9547
p10,8,39517,465.3936,4575823.7921,2565513.3188,2010310.4732,9.6015,190.8762,26.5879
p10,8,39518,749.7684,3220309.894,2323840.7382,896469.1559,25.8602,173.7687,6.782
p10,8,39837,1003.6224,4259289.8112,3165557.4568,1093732.3544,5.036,185.7077,148.4474
p10,8,39838,986.9688,3562414.1754,2616316.8182,946097.3573,12.8543,212.5316,37.6926
p10,8,39839,325.0368,4271699.8242,2437181.8423,1834517.9818,17.0109,180.2116,15.904
p10,8,40157,45.8136,9363052.2872,3284877.5105,6078174.7767,5.036,208.6361,148.4474
p10,8,40158,687.852,4660465.959,3228053.6806,1432412.2784,5.036,203.8674,148.4474
p10,8,40159,1003.6224,3425202.9871,2612729.6495,812473.3375,7.3515,203.4583,39.3408
p10,8,40160,926.802,3421570.8305,2483317.2474,938253.5832,5.6724,191.1486,29.0153
p10,8,40478,669.8052,4205197.0009,2802164.2236,1403032.7772,7.3515,238.3999,39.3408
p10,8,40479,383.3568,4844113.2445,2715330.9902,2128782.2543,5.6724,235.8968,29.0153
p10,8,40480,527.3424,4563764.5785,2788556.013,1775208.5655,7.3515,233.9463,39.3408
p10,8,40800,732.6288,3857083.7033,2654769.0665,1202314.6368,5.6724,245.1393,29.0153
p10,8,40801,295.002,4356645.0664,2710796.402,1645848.6644,6.0479,242.4852,41.4699
p10,8,41120,66.6144,9251052.2724,2998790.8696,6252261.4029,6.0851,282.1498,41.3799
p10,8,41121,244.782,5307501.1676,2823632.6665,2483868.5011,5.2687,269.813,30.0426
p10,9,33091,453.0168,5480595.0957,3630718.604,1849876.4917,111.5682,77.9468,268.2349
p10,9,33093,514.0584,4319464.3964,3121565.7976,1197898.5988,151.5599,44.6265,230.0189
p10,9,33412,701.6868,4964165.6679,3656162.7991,1308002.8688,99.5113,96.5009,271.1315
p10,9,33413,1003.6224,3976486.7447,3362004.5778,614482.1669,108.9986,54.6132,275.2896
p10,9,33414,940.248,3763125.4812,3108731.7138,654393.7674,154.9336,38.7732,228.1598
p10,9,33733,580.3812,5113130.01,3656295.4938,1456834.5162,99.5113,90.1634,271.1315
p10,9,33734,1003.6224,3781962.2584,3332310.8495,449651.4089,102.5867,74.047,265.8795
p10,9,33735,1002.2292,3657320.3587,3093189.4723,564130.8864,125.223,57.9425,230.0189
p10,9,33736,729.81,3313104.5068,2731110.1425,581994.3643,179.9537,24.6732,204.2469
p10,9,34055,105.3324,7734926.0426,3275264.8243,4459661.2183,107.8376,67.2214,265.8795
p10,9,34056,609.8004,3887152.1615,3077491.3097,809660.8518,132.5099,51.3814,228.1598
p10,9,34057,916.6284,3179774.9768,2783098.5405,396676.4363,152.251,36.1041,204.2469
p10,9,34376,632.124,3998428.4067,3283143.1896,715285.2171,108.4522,63.028,265.8795
p10,9,34377,795.6792,3685030.107,3057019.5976,628010.5094,133.1245,47.188,228.1598
p10,9,34378,999.9936,2958133.4234,2709576.7499,248556.6735,152.3973,30.6024,204.2469
p10,9,34698,832.7124,3652841.6944,2988066.2102,664775.4843,12.1178,183.6257,138.0978
p10,9,34699,1002.132,2887451.5481,2689003.0156,198448.5325,155.002,34.1861,204.2469
p10,9,35020,1001.2248,3081339.5588,2785790.79,295548.7688,155.002,45.703,204.2469
p10,9,35021,598.9788,2567603.9114,2567397.6087,206.3027,188.8002,39.1418,141.2057
p10,9,36307,851.6016,2684200.0095,2153216.8583,530983.1511,24.058,170.976,3.9547
p10,9,37270,672.462,2392536.1907,2039847.7692,352688.4214,24.058,150.0258,3.9547
p10,9,37591,1003.6224,2412138.3471,2088845.0519,323293.2952,24.058,145.5304,3.9547
p10,9,37911,1003.6224,3634881.2378,2420036.4051,1214844.8327,18.3854,167.5433,15.1595
p10,9,37912,1003.6224,2791049.222,2193784.8461,597264.3758,24.0953,151.756,3.9547
p10,9,38231,1003.6224,3839264.4388,2922528.3523,916736.0865,31.7651,148.3918,112.3455
p10,9,38232,1003.6224,3555608.0832,2429472.5091,1126135.5741,13.2862,169.3327,20.6841
p10,9,38233,1003.6224,2789029.3678,2191807.1682,597222.1995,24.0953,153.4927,3.9547
p10,9,38550,135.2052,8542133.0642,3241931.5688,5300201.4954,5.036,186.8566,148.4474
p10,9,38551,1003.6224,3980201.9196,3073367.1202,906834.7994,5.036,170.7929,148.4474
p10,9,38552,1003.6224,3882123.3918,2953620.8024,928502.5894,31.7651,154.9529,112.3455
p10,9,38553,1003.6224,3555075.1644,2442355.8986,1112719.2658,13.2862,175.8193,20.6841
p10,9,38554,1003.6224,2508160.8656,2145101.5997,363059.2659,24.0953,163.6464,3.9547
p10,9,38871,193.7196,6907182.6165,3249676.0504,3657506.5661,5.036,197.7536,148.4474
p10,9,38872,1003.6224,3848164.6022,3069742.5029,778422.0993,5.036,178.4612,148.4474
p10,9,38873,1003.6224,3793482.7579,3028621.5112,764861.2467,5.036,163.8865,148.4474
p10,9,38874,1003.6224,3743716.6578,2565621.4075,1178095.2503,8.1988,187.0929,29.797
p10,9,38875,875.0592,3375094.2115,2371972.5523,1003121.6592,18.3854,180.3811,15.1595
p10,9,39192,97.038,9403557.3548,3356729.5583,6046827.7965,5.036,226.866,148.4474
p10,9,39193,902.7936,4019045.1902,3120115.1951,898929.9951,5.1633,192.544,148.6274
p10,9,39194,932.6988,3929148.4269,3072041.5967,857106.8302,5.036,176.5549,148.4474
p10,9,39195,934.092,3675944.1698,2601116.95,1074827.2198,11.9671,202.0366,35.7216
p10,9,39514,589.9068,4236430.9099,3123701.2984,1112729.6115,5.036,199.9773,148.4474
p10,9,39515,933.5736,3974764.3171,3097188.7034,877575.6137,5.036,187.8368,148.4474
p10,9,39516,934.4484,4416840.8578,3171977.1855,1244863.6723,5.036,174.4017,148.4474
p10,9,39835,140.0328,7924819.5386,3232372.7788,4692446.7598,5.036,214.3103,148.4474
p10,9,39836,824.2236,4290990.0163,3166768.3541,1124221.6622,5.036,198.1736,148.4474
p10,9,40156,15.8112,9185551.5061,3300864.946,5884686.5601,5.0206,221.3128,148.2301
p10,9,40477,172.6596,7499650.0104,3346875.4565,4152774.554,5.036,236.4803,148.4474
p10,10,34375,26.3412,8400362.9789,3479549.8085,4920813.1704,108.4596,81.035,271.1315
p10,10,34696,342.1116,5435186.6167,3614577.9484,1820608.6683,104.6865,81.9297,276.4388
p10,10,34697,977.9292,4095369.1829,3361291.2073,734077.9756,111.0569,65.8661,265.8795
p10,10,35018,679.1364,4819011.5516,3472663.4648,1346348.0868,111.0569,72.5018,265.8795
p10,10,35019,764.5752,4060346.3589,3058291.8292,1002054.5297,12.1178,179.5249,138.0978
p10,10,35339,57.6072,9458487.6846,3309377.4124,6149110.2722,4.5615,207.2692,150.83
p10,10,35340,833.652,4351940.6931,3097752.0448,1254188.6483,12.1178,161.6553,138.0978
p10,10,35341,877.2948,3426216.2572,2796291.9919,629924.2653,35.7783,151.1802,112.3455
p10,10,35342,601.5384,2917087.8298,2606019.7688,311068.061,74.2469,138.2399,88.8613
p10,10,35660,141.8148,8207826.2217,3189994.0421,5017832.1796,12.1178,176.8221,138.0978
p10,10,35661,991.1808,4199297.2525,3091169.1071,1108128.1455,12.1178,159.344,138.0978
p10,10,35662,796.7808,3773016.6002,2856082.6814,916933.9188,35.7783,148.2506,112.3455
p10,10,35663,563.598,3262983.587,2612195.2795,650788.3075,79.5121,128.7791,82.6938
p10,10,35981,98.334,9210135.491,3164147.1402,6045988.3507,12.1178,168.6974,138.0978
p10,10,35982,980.8452,4040291.5138,3040910.2664,999381.2474,12.1178,152.7829,138.0978
p10,10,35983,1003.6224,3557835.4498,2831335.1792,726500.2706,35.7783,142.3605,112.3455
p10,10,35984,897.156,3088357.5455,2592665.2554,495692.2901,72.7237,126.0732,73.9074
p10,10,35985,637.794,2990734.487,2385712.9694,605021.5176,83.7906,108.7638,39.7584
p10,10,36302,267.3648,5109553.2983,3114567.3844,1994985.914,12.1178,173.6959,138.0978
p10,10,36303,535.734,4479043.6722,2952760.9073,1526282.7649,35.7783,162.2154,112.3455
p10,10,36304,876.4848,3815335.2375,2871012.3761,944322.8614,35.7783,145.7044,112.3455
p10,10,36306,154.8072,5683621.7743,2327501.7228,3356120.0515,6.8078,186.4997,33.2799
p10,10,36625,167.9616,7296265.382,3017801.1019,4278464.2801,35.7783,161.5014,112.3455
p10,10,36945,15.3576,9228481.728,3167303.2728,6061178.4551,31.7651,195.7196,112.3455
p10,10,36947,657.6876,3730581.7036,2627021.4195,1103560.2841,9.257,188.2349,45.341
p10,10,36948,313.794,3661327.8695,2289001.5436,1372326.3258,13.249,177.9158,20.6841
p10,10,37266,310.8456,5367899.5412,3191602.9158,2176296.6255,5.036,174.8337,148.4474
p10,10,37267,790.8192,4475823.0301,3046056.3672,1429766.6629,31.7651,158.1864,112.3455
p10,10,37268,844.4736,3962141.3784,2653675.0908,1308466.2876,5.0605,188.662,43.95
p10,10,37269,931.4028,3228314.1099,2326513.8469,901800.263,18.3481,167.0587,15.1595
p10,10,37587,379.3716,5280438.6997,3181472.9029,2098965.7968,5.036,170.1493,148.4474
p10,10,37588,978.6096,4285483.7149,3031555.2157,1253928.4991,31.7651,154.3093,112.3455
p10,10,37589,832.4532,3940670.1256,2631093.5255,1309576.6001,6.8643,190.1026,41.619
p10,10,37590,1003.6224,3337187.5642,2359057.2554,978130.3088,18.3481,164.7474,15.1595
p10,10,37908,452.142,5160581.2489,3175337.4891,1985243.7598,5.036,170.1711,148.4474
p10,10,37909,1003.6224,4220706.66,3021477.1562,1199229.5038,31.7651,154.3311,112.3455
p10,10,37910,1003.6224,3768383.2944,2615147.1074,1153236.187,13.168,183.5106,38.2698
p10,10,38229,214.0344,6414066.9835,3210264.0238,3203802.9597,5.036,180.8174,148.4474
p10,10,38230,1003.6224,4258829.6223,3122194.204,1136635.4183,5.036,164.2318,148.4474
p101,1,50008,775.2348,1712983.6131,1638732.0988,74251.5143,145.6815,36.069,169.8983
p101,1,50009,1003.2984,1746715.6373,1684133.3932,62582.2441,145.6815,42.1182,169.8983
p101,1,50330,980.0028,1619456.59,1573888.4842,45568.1058,168.4638,31.0659,145.9614
p101,1,50331,1003.5576,1769653.5155,1660958.4918,108695.0237,168.4638,43.8481,145.9614
p101,1,50332,1003.6224,1938958.9995,1750242.5809,188716.4186,18.3774,55.5231,293.8297
p101,1,50333,1003.6224,2104236.7942,1832307.2559,271929.5383,13.6436,68.6744,292.9452
p101,1,50651,443.6532,1846978.6463,1486057.4771,360921.1692,178.0464,21.3639,171.0071
p101,1,50652,687.3984,1641582.4954,1480031.4646,161551.0308,151.4585,29.0625,171.0071
p101,1,50653,1003.6224,1765493.6397,1645803.3548,119690.2849,120.099,56.7068,171.0071
p101,1,50654,1003.6224,1903968.6537,1706688.5646,197280.0891,120.099,67.5911,171.0071
p101,1,50655,1003.6224,2080291.4893,1669514.958,410776.5313,120.099,71.0944,171.0071
p101,1,50955,975.6936,1657083.3577,1742839.2554,-85755.8977,86.7099,37.5015,249.3945
p101,1,50973,536.8356,1802177.3842,1519917.2496,282260.1346,120.099,41.8233,171.0071
p101,1,50974,1003.266,1655463.2498,1518008.9228,137454.327,120.099,40.8668,171.0071
p101,1,50975,1003.6224,1777530.1189,1549082.2603,228447.8586,120.099,49.5895,171.0071
p101,1,50976,1003.5576,1915100.5416,1616073.3259,299027.2157,120.099,60.8955,171.0071
p101,1,51276,459.7236,2142722.1387,1816280.3228,326441.8159,76.6224,51.1224,227.5969
p101,1,51277,983.178,1639538.9656,1687290.1227,-47751.1571,76.6224,35.0587,227.5969
p101,1,51278,444.9492,1711836.0938,1527079.274,184756.8198,110.9117,19.2187,174.8909
p101,1,51294,134.8812,3099306.7772,1388359.3231,1710947.4541,120.099,21.3734,171.0071
p101,1,51295,961.794,1512258.0467,1389315.1113,122942.9354,120.099,25.0268,171.0071
p101,1,51296,1003.2336,1659603.6706,1485588.7411,174014.9295,120.099,38.4944,171.0071
p101,1,51297,1003.6224,1840363.3748,1600516.7947,239846.5801,120.099,57.7535,171.0071
p101,1,51298,1003.6224,2279174.8591,1766919.9469,512254.9122,120.099,75.2955,171.0071
p101,1,51598,769.662,1785446.7568,1688000.0414,97446.7154,76.6224,41.6199,227.5969
p101,1,51599,927.0288,1534625.464,1558947.8081,-24322.3441,76.6224,25.7799,227.5969
p101,1,51616,438.5664,1801724.92,1407352.838,394372.082,120.099,26.4721,171.0071
p101,1,51617,899.0676,1585577.8622,1458177.8255,127400.0367,120.099,34.5088,171.0071
p101,1,51618,1003.6224,1752648.3792,1592754.6935,159893.6857,120.099,52.1344,171.0071
p101,1,51619,1003.6224,2067979.8952,1722316.0964,345663.7988,120.099,67.6054,171.0071
p101,1,51919,140.1948,3395820.1567,1688340.4277,1707479.729,76.6224,48.181,227.5969
p101,1,51920,959.3964,1686297.3201,1662596.8135,23700.5066,33.2307,140.6709,40.2834
p101,1,51921,947.2464,1439674.7671,1535485.1567,-95810.3896,56.1094,123.2321,20.8359
p101,1,51938,288.2304,1915962.7979,1437299.8125,478662.9854,103.6758,35.9552,171.0071
p101,1,52235,216.8208,3694588.3145,2516872.0163,1177716.2982,62.0386,223.1794,272.0496
p101,1,52241,415.5948,1995455.2877,1612889.0847,382566.203,41.1864,141.8089,12.5984
p101,1,52242,1003.4604,1453183.3225,1499365.268,-46181.9456,58.5869,115.8274,10.5439
p101,1,52243,907.7184,1267303.3311,1381648.4255,-114345.0944,58.5869,100.831,10.5439
p101,1,52556,572.9616,3015400.6252,2485739.5196,529661.1056,62.7661,209.0265,281.3606
p101,1,52557,456.192,2879083.1141,2211490.3146,667592.7996,2.6742,223.4528,172.6669
p101,1,52563,731.43,1624271.1361,1468976.7373,155294.3988,42.3463,117.9151,10.5439
p101,1,52564,1003.4604,1324548.4067,1370991.1771,-46442.7704,58.5869,93.4263,10.5439
p101,1,52565,679.2012,1221595.6016,1253362.9479,-31767.3463,58.5869,78.4298,10.5439
p101,1,52878,985.932,2533036.8265,2176931.4186,356105.4079,2.6742,208.8216,172.6669
p101,1,52879,235.8396,2899141.5452,1914277.242,984864.3032,1.0041,193.8059,93.4091
p101,1,52883,191.6784,2890284.4164,1565439.9395,1324844.4768,42.3463,124.7688,10.5439
p101,1,52884,865.3716,1646041.5055,1443129.4915,202912.014,42.3463,109.4032,10.5439
p101,1,52885,1003.6224,1409289.1404,1329152.2402,80136.9002,42.3463,94.6704,10.5439
p101,1,52886,1003.6224,1184420.24,1242510.8915,-58090.6515,58.5869,71.0251,10.5439
p101,1,52887,918.5076,1005730.0989,1124903.0396,-119172.9407,58.5869,56.0287,10.5439
p101,1,53199,1003.6224,3167137.7608,2752658.0414,414479.7194,51.1486,230.0507,406.3843
p101,1,53200,897.7392,2196616.3111,1789275.5864,407340.7247,8.1498,181.7604,54.0311
