sc_point_gid|old,sc_point_gid
29283,86356
29284,86357
29285,86359
29286,86360
29287,86361
29288,86362
29289,86363
29290,86364
29291,86365
29292,86366
29293,86367
29294,86368
29295,86369
29296,86370
29301,87059
29302,87060
29303,87061
29304,87062
29305,87063
29306,87064
29307,87066
29308,87067
29309,87068
29310,87069
29311,87070
29312,87071
29314,87073
29316,87075
29317,87076
29318,87077
29319,87078
29320,87079
29321,87080
29322,87081
29323,87082
29324,87083
29325,87085
29326,87086
29327,87087
29328,87088
29329,87089
29330,87090
29331,87091
29332,87092
29333,87093
29334,87094
29335,87095
29336,87096
29337,87097
29338,87098
29339,87099
29340,87100
29341,87785
29342,87786
29343,87787
29344,87788
29345,87106
29346,87791
29347,87792
29348,87793
29349,87794
29350,87795
29351,87796
29352,87797
29353,87798
29354,87799
29355,87800
29356,87801
29357,87802
29358,87803
29359,87804
29360,87805
29361,87806
29362,87807
29363,87809
29366,87812
29367,87813
29368,87814
29369,87815
29370,87816
29371,87817
29372,87818
29373,87819
29374,87820
29375,87821
29376,87822
29377,87823
29378,87824
29379,87825
29380,87827
29381,87828
29382,87829
29383,87830
29384,87831
29385,87832
29386,87833
29387,87834
29388,87835
29389,87836
29390,87837
29391,87838
29392,87839
29393,87840
29394,87841
29395,87842
29396,87843
29397,87845
29398,87846
29399,87847
29400,87848
29401,87849
29402,87850
29403,87851
29404,87852
29405,87853
29406,87854
29407,87855
29408,87856
29409,87857
29410,87858
29411,87859
29412,87860
29413,87861
29414,87863
29415,87864
29416,87865
29417,87866
29418,87867
29419,87868
29420,87869
29421,87870
29422,88555
29423,88556
29424,88557
29425,88558
29426,88559
29427,88560
29428,88561
29429,88562
29430,88563
29431,88564
29432,88566
29433,88567
29434,88568
29435,88569
29436,88570
29437,88571
29438,88572
29439,88573
29440,88574
29441,88575
29442,88576
29443,88577
29444,88578
29445,88579
29446,88580
29447,88581
29448,88583
29449,88584
29450,88585
29451,88586
29452,88587
29453,88588
29454,88589
29455,88590
29456,88591
29457,88592
29458,88593
29459,88594
29460,88595
29461,88596
29462,88597
29463,88598
29464,88599
29465,88601
29466,88602
29467,88603
29468,88604
29469,88605
29470,88606
29471,88607
29472,88608
29473,88609
29474,88610
29475,88611
29476,88612
29477,88613
29478,88614
29479,88615
29480,88616
29481,88617
29482,88619
29483,88620
29484,88621
29485,88622
29486,88623
29487,88624
29488,88625
29489,87942
29490,87943
29491,87944
29492,87945
29493,87946
29494,87947
29495,87948
29496,87949
29497,87950
29498,87951
29499,87953
29500,87954
29501,87955
29502,87956
29503,87957
29504,87958
29505,87959
29506,87960
29507,87961
29508,87962
29509,87279
29518,87973
29519,87974
29520,87975
29521,87976
29522,87977
29523,87978
29524,87979
29525,87980
29526,87981
29527,87982
29528,87983
29529,87984
29530,87985
29531,87986
29532,87987
29533,87988
29534,87990
29535,87991
29536,87992
29537,87993
29538,87994
29539,87995
29540,87996
29541,87997
29542,87998
29543,87999
29544,88684
29569,87342
29570,88028
29571,87345
29572,87346
29573,87347
29574,87348
29575,87349
29576,87350
29577,87351
29578,87352
29579,87353
29580,87354
29581,87355
29582,87356
29583,87357
29584,87358
29585,87359
29586,87360
29587,87361
29588,87362
29589,87364
29590,87365
29591,87366
29592,87367
29593,87368
29594,87369
29595,87370
29596,87371
29597,87372
29598,87373
29599,87374
29600,87375
29601,87376
29602,87377
29603,87378
29604,87379
29605,87380
29606,87381
29607,87383
29608,87384
29609,87385
29610,87386
29611,87387
29612,87388
29613,87389
29614,86706
29615,86707
29616,86708
29617,86709
29618,86710
29619,86711
29620,86712
29621,87397
29622,86714
29623,86715
29625,86034
29644,86337
29645,86338
29646,87023
29647,87024
29648,87025
29649,87026
29650,87027
29651,87028
29652,87029
29653,87030
29654,87031
29655,87032
29656,87033
29657,87034
29658,87035
29659,87036
29660,87037
29661,87038
29662,87039
29663,87040
29664,87041
29665,87043
29666,87044
29667,87045
29668,87046
29669,87047
29670,87048
29671,87049
29672,87050
29673,87051
29674,87052
29675,87053
29676,87054
29677,87055
29679,87741
29680,87742
29681,87743
29682,87744
29683,87745
29684,87746
29685,87747
29686,87749
29687,87750
29688,87751
29689,87752
29690,87753
29691,87754
29694,87757
29695,87758
29696,87759
29697,87760
29699,87762
29700,87763
29701,87764
29702,87765
29703,87766
29704,87767
29705,87769
29706,87770
29707,87771
29708,87772
29709,87773
29710,87774
29711,87775
29712,87776
29713,87777
29714,87778
29715,87779
29716,87780
29717,87781
29718,87782
29719,87783
29720,87784
29721,87785
29722,88470
29723,87788
29724,87789
29725,87790
29726,87791
29727,87792
29728,88477
29729,88478
29730,88479
29731,88480
29732,88481
29733,88482
29734,88483
29735,88484
29736,88485
29737,88486
29738,88487
29739,88488
29740,88489
29741,88490
29742,88492
29743,88493
29745,88495
29746,88496
29747,88497
29748,88498
29749,88499
29750,88500
29751,88501
29752,88502
29753,88503
29754,88504
29755,88505
29756,88506
29757,88507
29758,88508
29759,88509
29760,88511
29761,88512
29762,88513
29763,88514
29764,88515
29765,88516
29766,88517
29767,88518
29768,88519
29769,88520
29770,88521
29771,88522
29772,88523
29773,88524
29774,88525
29775,88526
29776,88527
29777,88529
29778,88530
29779,88531
29780,88532
29781,88533
29782,88534
29783,88535
29784,88536
29785,88537
29786,88538
29787,88539
29788,88540
29789,88541
29790,88542
29791,88543
29792,88544
29793,88545
29794,88547
29795,88548
29796,88549
29797,88550
29798,88551
29799,88552
29800,88553
29801,88554
29802,88555
29803,88556
29804,88557
29805,88558
29806,88559
29807,88560
29808,88561
29809,89246
29810,89247
29811,88565
29812,88566
29813,88567
29814,89252
29815,89253
29816,89254
29817,89255
29818,89256
29819,89257
29820,89258
29821,89259
29822,89260
29823,89261
29824,89262
29825,89263
29826,89264
29827,89265
29828,89267
29829,89268
29830,89269
29831,89270
29832,89271
29833,89272
29834,89273
29835,89274
29836,89275
29837,89276
29838,89277
29839,89278
29840,89279
29841,89280
29842,89281
29843,89282
29844,89283
29845,89285
29846,89286
29847,89287
29848,89288
29849,89289
29850,89290
29851,89291
29852,89292
29853,89293
29854,89294
29855,89295
29856,88612
29857,88613
29858,88614
29859,88615
29860,88616
29861,88617
29862,88619
29863,88620
29864,88621
29865,88622
29866,88623
29867,88624
29868,88625
29869,88626
29870,88627
29871,88628
29872,88629
29873,88630
29874,88631
29875,88632
29876,88633
29877,88634
29878,88635
29879,88637
29880,88638
29881,88639
29882,88640
29883,88641
29884,88642
29885,88643
29886,88644
29887,88645
29888,88646
29889,88646
29898,88657
29899,88658
29900,88659
29901,88660
29902,88661
29903,88662
29904,88663
29905,88664
29906,88665
29907,88666
29908,88667
29909,88668
29910,88669
29911,88670
29912,88671
29913,88672
29914,88674
29915,88675
29916,88676
29917,88677
29918,88678
29919,88679
29920,88680
29921,88681
29922,88682
29923,88683
29924,88684
29948,88709
29949,88026
29950,88027
29951,88029
29952,88030
29953,88031
29954,88032
29955,88033
29956,88034
29957,88035
29958,88036
29959,88037
29960,88038
29961,88039
29962,88040
29963,88041
29964,88042
29965,88043
29966,88044
29967,88045
29968,88046
29969,88048
29970,88049
29971,88050
29972,88051
29973,88052
29974,88053
29975,88054
29976,88055
29977,88056
29978,88057
29979,88058
29980,88059
29981,88060
29982,88061
29983,88062
29984,88063
29985,88064
29986,88065
29987,87382
29988,88068
29989,88069
29990,88070
29991,88071
29992,87388
29993,87389
29994,87390
29995,87391
29996,87392
29997,87393
29998,87394
29999,87395
30001,87397
30002,87398
30005,88769
30023,87704
30024,87021
30025,87022
30026,87023
30027,87708
30028,87709
30029,87710
30030,87711
30031,87712
30032,87713
30033,87714
30034,87715
30035,87716
30036,87717
30037,87718
30038,87719
30039,87720
30040,87721
30041,87722
30042,87723
30043,87724
30044,87726
30045,87727
30046,87728
30047,87729
30048,87730
30049,87731
30050,87732
30051,87733
30052,87734
30053,87735
30054,87736
30055,87737
30056,87738
30057,87739
30058,87740
30060,88426
30061,88427
30062,88428
30063,88429
30064,88430
30065,88431
30067,88434
30068,88435
30069,88436
30070,88437
30071,88438
30072,88439
30073,88440
30074,88441
30075,88442
30076,88443
30077,88444
30078,88445
30079,88446
30080,88447
30081,88448
30082,88449
30083,88450
30084,88451
30085,88453
30086,88454
30087,88455
30088,88456
30089,88457
30090,88458
30091,88459
30092,88460
30093,88461
30094,88462
30095,88463
30096,88464
30097,88465
30098,88466
30099,88467
30100,88468
30101,88469
30102,88470
30103,88472
30104,88473
30105,88474
30106,88475
30107,88476
30108,88477
30109,88478
30110,89163
30111,89164
30112,89165
30113,89166
30114,89167
30115,89168
30116,89169
30117,89170
30118,89171
30119,89172
30120,89173
30121,89174
30122,89176
30123,89177
30124,89178
30127,89181
30128,89182
30129,89183
30130,89184
30131,89185
30132,89186
30133,89187
30134,89188
30135,89189
30136,89190
30137,89191
30138,89192
30139,89193
30140,89195
30141,89196
30142,89197
30143,89198
30144,89199
30145,89200
30146,89201
30147,89202
30148,89203
30149,89204
30150,89205
30151,89206
30152,89207
30153,89208
30154,89209
30155,89210
30156,89211
30157,89213
30158,89214
30159,89215
30160,89216
30161,89217
30162,89218
30163,89219
30164,89220
30165,89221
30166,89222
30167,89223
30168,89224
30169,89225
30170,89226
30171,89227
30172,89228
30173,89229
30174,89231
30175,89232
30176,89233
30177,89234
30178,89235
30179,89236
30180,89237
30181,89238
30182,89239
30183,89240
30184,89241
30185,89242
30186,89243
30187,89244
30188,89245
30189,89246
30190,89247
30191,89249
30192,89250
30193,89251
30194,89252
30195,89253
30196,89254
30197,89255
30198,89256
30199,89257
30200,89258
30201,89259
30202,89260
30203,89261
30204,89262
30205,89263
30206,89264
30207,89265
30208,89267
30209,89268
30210,89269
30211,89270
30212,89271
30213,89272
30214,89273
30215,89274
30216,89275
30217,89276
30218,89277
30219,89278
30220,89279
30221,89280
30222,89281
30223,89282
30224,89283
30225,89285
30226,89286
30227,89287
30228,89288
30229,89289
30230,89290
30231,89291
30232,89292
30233,89293
30234,89294
30235,89295
30236,89296
30237,89297
30238,89298
30239,89299
30240,89300
30241,89301
30242,89303
30243,89304
30244,89305
30245,89306
30246,89307
30247,89308
30248,89309
30249,89310
30250,89311
30251,89312
30252,89313
30253,89314
30254,89315
30255,89316
30256,89317
30257,89318
30258,89319
30259,89321
30260,89322
30261,89323
30262,89324
30263,89325
30264,89326
30265,89327
30266,89328
30267,89329
30268,89330
30279,89342
30280,89343
30281,89344
30282,89345
30283,89346
30284,89347
30285,89348
30286,89349
30287,89350
30288,89351
30289,89352
30290,89353
30291,89354
30292,89355
30293,89356
30294,89358
30295,89359
30296,89360
30297,89361
30298,89362
30299,89363
30300,89364
30301,89365
30302,89366
30303,89367
30304,89368
30327,89392
30328,88709
30329,88710
30330,88711
30331,88713
30332,88714
30333,88715
30334,88716
30335,88717
30336,88718
30337,88719
30338,88720
30339,88721
30340,88722
30341,88723
30342,88724
30343,88725
30344,88726
30345,88727
30346,88728
30347,88729
30348,88730
30349,88732
30350,88733
30351,88734
30352,88735
30353,88736
30354,88737
30355,88738
30356,88739
30357,88740
30358,88741
30359,88742
30360,88743
30361,88744
30362,88745
30363,88746
30364,88747
30365,88748
30366,88065
30367,88066
30368,88067
30369,88068
30370,88754
30371,88071
30372,88072
30373,88073
30374,88074
30375,88075
30376,88076
30377,88077
30378,88078
30379,88079
30380,88080
30402,88386
30403,87704
30404,87705
30405,87706
30406,87707
30407,87708
30408,88393
30409,88394
30410,88395
30412,88397
30413,88398
30414,88399
30415,88400
30416,88401
30417,88402
30418,88403
30419,88404
30420,88405
30421,88406
30422,88407
30423,88408
30424,88410
30425,88411
30426,88412
30427,88413
30428,88414
30429,88415
30430,88416
30431,88417
30432,88418
30433,88419
30434,88420
30435,88421
30436,88422
30437,88423
30438,88424
30439,88425
30440,88426
30441,89111
30442,89112
30443,89113
30444,89114
30445,88432
30446,88433
30447,89118
30448,89119
30449,89120
30450,89121
30451,89122
30452,89123
30453,89124
30454,89125
30455,89126
30456,89127
30457,89128
30458,89129
30459,89130
30460,89131
30461,89132
30462,89133
30463,89134
30464,89136
30465,89137
30466,89138
30467,89139
30468,89140
30469,89141
30470,89142
30471,89143
30472,89144
30473,89145
30474,89146
30475,89147
30476,89148
30477,89149
30478,89150
30479,89151
30480,89152
30481,89153
30482,89154
30483,89156
30484,89157
30485,89158
30486,89159
30487,89160
30488,89161
30489,89162
30490,89163
30491,89164
30492,89849
30493,89850
30494,89851
30495,89852
30496,89853
30497,89854
30498,89855
30499,89856
30500,89857
30501,89858
30502,89860
30503,89861
30504,89862
30507,89865
30508,89866
30509,89867
30510,89868
30511,89869
30512,89870
30513,89871
30514,89872
30515,89873
30516,89874
30517,89875
30518,89876
30519,89878
30520,89879
30521,89880
30522,89881
30523,89882
30524,89883
30525,89884
30526,89885
30527,89886
30528,89887
30529,89888
30530,89889
30531,89890
30532,89891
30533,89892
30534,89893
30535,89894
30536,89895
30537,89897
30538,89898
30539,89899
30540,89900
30541,89901
30542,89902
30543,89903
30544,89904
30545,89905
30546,89906
30547,89907
30548,89908
30549,89909
30550,89910
30551,89911
30552,89912
30553,89913
30554,89915
30555,89916
30556,89917
30557,89918
30558,89919
30559,89920
30560,89921
30561,89922
30562,89923
30563,89924
30564,89925
30565,89926
30566,89927
30567,89928
30568,89929
30569,89930
30570,89931
30571,89933
30572,89934
30573,89935
30574,89936
30575,89937
30576,89938
30577,89939
30578,89940
30579,89941
30580,89942
30581,89943
30582,89944
30583,89945
30584,89946
30585,89947
30586,89948
30587,89949
30588,89951
30589,89952
30590,89953
30591,89954
30592,89955
30593,89956
30594,89957
30595,89958
30596,89959
30597,89960
30598,89961
30599,89962
30600,89963
30601,89964
30602,89965
30603,89966
30604,89967
30605,89969
30606,89970
30607,89971
30608,89972
30609,89973
30610,89974
30611,89975
30612,89976
30613,89977
30614,89978
30615,89979
30616,89980
30617,89981
30618,89982
30619,89983
30620,89984
30621,89985
30622,89987
30623,89988
30624,89989
30625,89990
30626,89991
30627,89992
30628,89993
30629,89994
30630,89995
30631,89996
30632,89997
30633,89998
30634,89999
30635,90000
30636,90001
30637,90002
30638,90003
30639,90004
30640,90006
30641,90007
30642,90008
30643,90009
30644,90010
30645,90011
30646,90012
30647,90013
30648,90698
30659,90026
30660,90027
30661,90028
30662,90029
30663,90030
30664,90031
30665,90032
30666,90033
30667,90034
30668,90035
30669,90036
30670,90037
30671,90038
30672,90039
30673,90040
30674,90042
30675,90043
30676,90044
30677,90045
30678,90046
30679,90047
30680,90048
30681,90049
30682,90050
30683,90051
30684,90052
30706,90075
30707,89392
30708,89393
30709,89394
30710,89395
30711,89397
30712,89398
30713,89399
30714,89400
30715,89401
30716,89402
30717,89403
30718,89404
30719,89405
30720,89406
30721,89407
30722,89408
30723,89409
30724,89410
30725,89411
30726,89412
30727,89413
30728,89414
30729,89415
30730,89417
30731,89418
30732,89419
30733,89420
30734,89421
30735,89422
30736,89423
30737,89424
30738,89425
30739,89426
30740,89427
30741,89428
30742,89429
30743,89430
30744,88747
30745,88748
30746,88749
30747,88750
30748,88751
30749,88752
30750,88753
30751,88755
30752,88756
30753,88757
30754,88758
30755,88759
30756,88760
30757,88761
30758,88762
30759,88763
30760,88764
30782,88387
30783,88388
30784,88389
30785,88390
30786,88391
30787,88392
30788,88393
30789,89078
30790,89079
30791,89080
30792,89081
30793,89082
30794,89083
30795,89084
30796,89085
30797,89086
30798,89087
30799,89088
30800,89089
30801,89090
30802,89091
30803,89092
30804,89094
30805,89095
30806,89096
30807,89097
30808,89098
30809,89099
30810,89100
30811,89101
30812,89102
30813,89103
30814,89104
30815,89105
30816,89106
30817,89107
30819,89109
30820,89110
30821,89111
30822,89796
30823,89114
30824,89115
30825,89116
30826,89117
30827,89118
30828,89803
30829,89804
30830,89805
30831,89806
30832,89807
30833,89808
30834,89809
30835,89810
30836,89811
30837,89812
30838,89813
30839,89814
30840,89815
30841,89816
30842,89817
30843,89818
30844,89820
30845,89821
30846,89822
30847,89823
30848,89824
30849,89825
30850,89826
30851,89827
30852,89828
30853,89829
30854,89830
30855,89831
30856,89832
30857,89833
30858,89834
30859,89835
30860,89836
30861,89837
30862,89839
30863,89840
30864,89841
30865,89842
30866,89843
30867,89844
30868,89845
30869,89846
30870,89847
30871,89848
30872,89849
30873,89850
30874,90535
30875,90536
30876,90537
30877,90538
30878,90539
30879,90540
30880,90541
30881,90542
30882,90544
30883,90545
30884,90546
30885,90547
30888,90550
30889,90551
30890,90552
30891,90553
30892,90554
30893,90555
30894,90556
30895,90557
30896,90558
30897,90559
30898,90560
30899,90562
30900,90563
30901,90564
30902,90565
30903,90566
30904,90567
30905,90568
30906,90569
30907,90570
30908,90571
30909,90572
30910,90573
30911,90574
30912,90575
30913,90576
30914,90577
30915,90578
30916,90579
30917,90581
30918,90582
30919,90583
30920,90584
30921,90585
30922,90586
30923,90587
30924,90588
30925,90589
30926,90590
30927,90591
30928,90592
30929,90593
30930,90594
30931,90595
30932,90596
30933,90597
30934,90599
30935,90600
30936,90601
30937,90602
30938,90603
30939,90604
30940,90605
30941,90606
30942,90607
30943,90608
30944,90609
30945,90610
30946,90611
30947,90612
30948,90613
30949,90614
30950,90615
30951,90617
30952,90618
30953,90619
30954,90620
30955,90621
30956,90622
30957,90623
30958,90624
30959,90625
30960,90626
30961,90627
30962,90628
30963,90629
30964,90630
30965,90631
30966,90632
30967,90633
30968,90635
30969,90636
30970,90637
30971,90638
30972,90639
30973,90640
30974,90641
30975,90642
30976,90643
30977,90644
30978,90645
30979,90646
30980,90647
30981,90648
30982,90649
30983,90650
30984,90651
30985,90653
30986,90654
30987,90655
30988,90656
30989,90657
30990,90658
30991,90659
30992,90660
30993,90661
30994,90662
30995,90663
30996,90664
30997,90665
30998,90666
30999,90667
31000,90668
31001,90669
31002,90671
31003,90672
31004,90673
31005,90674
31006,90675
31007,90676
31008,90677
31009,90678
31010,90679
31011,90680
31012,90681
31013,90682
31014,90683
31015,90684
31016,90685
31017,90686
31018,90687
31019,90688
31020,90690
31021,90691
31022,90692
31023,90693
31024,90694
31025,90695
31026,90696
31027,90697
31028,90698
31039,90710
31040,90711
31041,90712
31042,90713
31043,90714
31044,90715
31045,90716
31046,90717
31047,90718
31048,90719
31049,90720
31050,90721
31051,90722
31052,90723
31053,90724
31054,90726
31055,90727
31056,90728
31057,90729
31058,90730
31059,90731
31060,90732
31061,90733
31062,90734
31063,90735
31064,90736
31086,90075
31087,90076
31088,90077
31089,90078
31090,90079
31091,90080
31092,90082
31093,90083
31094,90084
31095,90085
31096,90086
31097,90087
31098,90088
31099,90089
31100,90090
31101,90091
31102,90092
31103,90093
31104,90094
31105,90095
31106,90096
31107,90097
31108,90098
31109,90099
31110,90101
31111,90102
31112,90103
31113,90104
31114,90105
31115,90106
31116,90107
31117,90108
31118,90109
31119,90110
31120,90111
31121,90112
31122,90113
31123,89430
31124,89431
31125,89432
31126,89433
31127,89434
31128,89435
31129,89436
31130,89437
31131,89439
31132,89440
31133,89441
31134,89442
31135,89443
31136,89444
31137,89445
31138,89446
31161,89070
31162,89071
31163,89072
31164,89073
31165,89074
31166,89075
31167,89076
31168,89077
31169,89078
31170,89763
31171,89764
31172,89765
31173,89766
31174,89767
31175,89768
31176,89769
31177,89770
31178,89771
31179,89772
31180,89773
31181,89774
31182,89775
31183,89777
31184,89778
31185,89779
31186,89780
31187,89781
31188,89782
31189,89783
31190,89784
31191,89785
31192,89786
31193,89787
31194,89788
31195,89789
31198,89792
31199,89793
31200,89794
31201,89795
31202,89796
31203,89798
31204,89799
31205,89800
31206,89801
31207,89802
31208,89803
31209,90488
31210,90489
31211,90490
31212,90491
31213,90492
31214,90493
31215,90494
31216,90495
31217,90496
31218,90497
31219,90498
31220,90499
31221,90500
31222,90501
31223,90502
31224,90504
31225,90505
31226,90506
31227,90507
31228,90508
31229,90509
31230,90510
31231,90511
31232,90512
31233,90513
31234,90514
31235,90515
31236,90516
31237,90517
31238,90518
31239,90519
31240,90520
31241,90521
31242,90523
31243,90524
31244,90525
31245,90526
31246,90527
31247,90528
31248,90529
31249,90530
31250,90531
31251,90532
31252,90533
31253,90534
31254,90535
31255,90536
31256,91221
31257,91222
31258,91223
31259,91224
31260,91225
31261,91227
31262,91228
31263,91229
31264,91230
31265,91231
31266,91232
31268,91234
31269,91235
31270,91236
31271,91237
31272,91238
31273,91239
31274,91240
31275,91241
31276,91242
31277,91243
31278,91244
31279,91246
31280,91247
31281,91248
31282,91249
31283,91250
31284,91251
31285,91252
31286,91253
31287,91254
31288,91255
31289,91256
31290,91257
31291,91258
31292,91259
31293,91260
31294,91261
31295,91262
31296,91263
31297,91265
31298,91266
31299,91267
31300,91268
31301,91269
31302,91270
31303,91271
31304,91272
31305,91273
31306,91274
31307,91275
31308,91276
31309,91277
31310,91278
31311,91279
31312,91280
31313,91281
31314,91283
31315,91284
31316,91285
31317,91286
31318,91287
31319,91288
31320,91289
31321,91290
31322,91291
31323,91292
31324,91293
31325,91294
31326,91295
31327,91296
31328,91297
31329,91298
31330,91299
31331,91301
31332,91302
31333,91303
31334,91304
31335,91305
31336,91306
31337,91307
31338,91308
31339,91309
31340,91310
31341,91311
31342,91312
31343,91313
31344,91314
31345,91315
31346,91316
31347,91317
31348,91319
31349,91320
31350,91321
31351,91322
31352,91323
31353,91324
31354,91325
31355,91326
31356,91327
31357,91328
31358,91329
31359,91330
31360,91331
31361,91332
31362,91333
31363,91334
31364,91335
31365,91337
31366,91338
31367,91339
31368,91340
31369,91341
31370,91342
31371,91343
31372,91344
31373,91345
31374,91346
31375,91347
31376,91348
31377,91349
31378,91350
31379,91351
31380,91352
31381,91353
31382,91354
31383,91356
31384,91357
31385,91358
31386,91359
31387,91360
31388,91361
31389,91362
31390,91363
31391,91364
31392,91365
31393,91366
31394,91367
31395,91368
31396,91369
31397,91370
31398,91371
31399,91372
31400,91374
31401,91375
31402,91376
31403,91377
31404,91378
31405,91379
31406,91380
31407,91381
31408,91382
31420,91395
31421,91396
31422,91397
31423,91398
31424,91399
31425,91400
31426,91401
31427,91402
31428,91403
31429,91404
31430,91405
31431,91406
31432,91407
31433,91408
31434,91409
31435,91411
31436,91412
31437,91413
31438,91414
31439,91415
31440,91416
31441,91417
31442,91418
31443,91419
31444,91420
31465,90758
31466,90759
31467,90760
31468,90761
31469,90762
31470,90763
31471,90764
31472,90766
31473,90767
31474,90768
31475,90769
31476,90770
31477,90771
31478,90772
31479,90773
31480,90774
31481,90775
31482,90776
31483,90777
31484,90778
31485,90779
31486,90780
31487,90781
31488,90782
31489,90783
31490,90785
31491,90786
31492,90787
31493,90788
31494,90789
31495,90790
31496,90791
31497,90792
31498,90793
31499,90794
31500,90795
31501,90796
31502,90113
31503,90114
31504,90115
31505,90116
31506,90117
31507,90118
31508,90119
31509,90120
31510,90121
31511,90123
31512,90124
31513,90125
31514,90126
31515,90127
31541,89754
31542,89755
31543,89756
31544,89757
31545,89758
31546,89759
31547,89760
31548,89761
31549,89762
31550,89763
31551,90448
31552,90449
31553,90450
31554,90451
31555,90452
31556,90453
31557,90454
31558,90455
31559,90456
31560,90457
31561,90458
31562,90459
31563,90461
31564,90462
31565,90463
31566,90464
31567,90465
31568,90466
31569,90467
31570,90468
31571,90469
31572,90470
31573,90471
31574,90472
31575,90473
31576,90474
31577,90475
31578,90476
31579,90477
31580,90478
31582,90481
31583,90482
31584,90483
31585,90484
31586,90485
31587,90486
31588,90487
31589,90488
31590,90489
31591,91174
31592,91175
31593,91176
31594,91177
31596,91179
31597,91180
31598,91181
31599,91182
31600,91183
31601,91184
31602,91185
31603,91187
31604,91188
31605,91189
31606,91190
31607,91191
31608,91192
31609,91193
31610,91194
31611,91195
31612,91196
31613,91197
31614,91198
31615,91199
31616,91200
31617,91201
31618,91202
31619,91203
31620,91204
31621,91205
31622,91207
31623,91208
31624,91209
31625,91210
31626,91211
31627,91212
31628,91213
31629,91214
31630,91215
31631,91216
31632,91217
31633,91218
31634,91219
31635,91220
31636,91221
31637,91222
31638,91907
31639,91908
31640,91909
31641,91227
31642,91228
31643,91913
31644,91914
31645,91915
31646,91916
31647,91917
31648,91918
31649,91919
31650,91920
31651,91921
31652,91922
31653,91923
31654,91924
31655,91925
31656,91926
31657,91927
31658,91928
31659,91930
31660,91931
31661,91932
31662,91933
31663,91934
31664,91935
31665,91936
31666,91937
31667,91938
31668,91939
31669,91940
31670,91941
31671,91942
31672,91943
31673,91944
31674,91945
31675,91946
31676,91948
31677,91949
31678,91950
31679,91951
31680,91952
31681,91953
31682,91954
31683,91955
31684,91956
31685,91957
31686,91958
31687,91959
31688,91960
31689,91961
31690,91962
31691,91963
31692,91964
31693,91965
31694,91967
31695,91968
31696,91969
31697,91970
31698,91971
31699,91972
31700,91973
31701,91974
31702,91975
31703,91976
31704,91977
31705,91978
31706,91979
31707,91980
31708,91981
31709,91982
31710,91983
31711,91985
31712,91986
31713,91987
31714,91988
31715,91989
31716,91990
31717,91991
31718,91992
31719,91993
31720,91994
31721,91995
31722,91996
31723,91997
31724,91998
31725,91999
31726,92000
31727,92001
31728,92003
31729,92004
31730,92005
31731,92006
31732,92007
31733,92008
31734,92009
31735,92010
31736,92011
31737,92012
31738,92013
31739,92014
31740,92015
31741,92016
31742,92017
31743,92018
31744,92019
31745,92021
31746,92022
31747,92023
31748,92024
31749,92025
31750,92026
31751,92027
31752,92028
31753,92029
31754,92030
31755,92031
31756,92032
31757,92033
31758,92034
31759,92035
31760,92036
31761,92037
31762,92038
31763,92040
31764,92041
31765,92042
31766,92043
31767,92044
31768,92045
31769,92046
31770,92047
31771,92048
31772,92049
31773,92050
31774,92051
31775,92052
31776,92053
31777,92054
31778,92055
31779,92056
31780,92058
31781,92059
31782,92060
31783,92061
31784,92062
31785,92063
31786,92064
31787,92065
31788,92066
31789,92066
31800,92079
31801,92080
31802,92081
31803,92082
31804,92083
31805,92084
31806,92085
31807,92086
31808,92087
31809,92088
31810,92089
31811,92090
31812,92091
31813,92092
31814,92093
31815,92095
31816,92096
31817,92097
31818,92098
31819,92099
31820,92100
31821,92101
31822,92102
31823,92103
31824,92104
31844,91441
31845,91442
31846,91443
31847,91444
31848,91445
31849,91446
31850,91447
31851,91448
31852,91450
31853,91451
31854,91452
31855,91453
31856,91454
31857,91455
31858,91456
31859,91457
31860,91458
31861,91459
31862,91460
31863,91461
31864,91462
31865,91463
31866,91464
31867,91465
31868,91466
31869,91467
31870,91468
31871,91470
31872,91471
31873,91472
31874,91473
31875,91474
31876,91475
31877,91476
31878,91477
31879,91478
31880,91479
31881,90796
31882,90797
31883,90798
31884,90799
31885,90800
31886,90801
31887,90802
31888,90803
31889,90804
31890,90805
31891,90806
31892,90808
31921,90438
31922,90439
31923,90440
31924,90441
31925,90442
31926,90443
31927,90444
31928,90445
31929,90446
31930,90447
31931,90448
31932,91133
31933,91134
31934,91135
31935,91136
31936,91137
31937,91138
31938,91139
31939,91140
31940,91141
31941,91142
31942,91144
31943,91145
31944,91146
31945,91147
31946,91148
31947,91149
31948,91150
31949,91151
31950,91152
31951,91153
31952,91154
31953,91155
31954,91156
31955,91157
31956,91158
31957,91159
31958,91160
31959,91161
31961,91163
31962,91165
31963,91166
31964,91167
31965,91168
31966,91169
31967,91170
31968,91171
31969,91172
31970,91173
31971,91174
31972,91859
31973,91860
31974,91861
31975,91862
31976,91863
31977,91864
31978,91865
31979,91866
31980,91867
31981,91868
31982,91869
31983,91871
31984,91872
31985,91873
31986,91874
31987,91875
31988,91876
31989,91877
31990,91878
31991,91879
31992,91880
31993,91881
31994,91882
31995,91883
31996,91884
31997,91885
31998,91886
31999,91887
32000,91888
32001,91890
32002,91891
32003,91892
32004,91893
32005,91894
32006,91895
32007,91896
32008,91897
32009,91898
32010,91899
32011,91900
32012,91901
32013,91902
32014,91903
