region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p01003,6,54799,94.252,6463633.789,3021640.863,3441992.926,2.683,481.46,105.068
p01003,6,54800,204.25,4344860.453,3039857.51,1305002.944,8.379,496.41,107.759
p01003,6,55116,657.85,3447955.878,3019593.071,428362.807,6.976,407.833,112.107
p01003,6,55117,767.848,3334045.835,3041514.451,292531.384,6.976,423.673,112.107
p01003,6,55118,877.846,3137957.95,3021640.369,116317.581,2.683,439.476,105.068
p01003,6,55119,980.878,2979187.284,3029116.439,-49929.154,2.683,455.316,105.068
p01003,6,55120,1003.622,2884573.194,3037201.803,-152628.609,2.683,471.156,105.068
p01003,6,55121,1003.622,2808604.899,3055200.913,-246596.014,9.239,487.033,108.988
p01003,6,55436,490.374,4086947.867,3025376.399,1061571.468,2.683,388.675,105.068
p01003,6,55437,665.885,3766457.203,3072707.71,693749.493,2.683,405.335,105.068
p01003,6,55438,819.202,3622536.269,3096223.183,526313.086,2.683,421.175,105.068
p01003,6,55439,1003.622,3372571.817,3097963.072,274608.745,2.683,437.015,105.068
p01003,6,55440,1003.622,3262526.869,3116426.358,146100.511,8.379,456.657,107.759
p01003,6,55441,1003.622,3173859.397,3134249.675,39609.722,6.976,471.864,112.107
p01003,6,55442,1003.622,3022189.073,3105101.309,-82912.236,2.683,487.667,105.068
p01003,6,55443,1003.622,2886881.592,3094661.875,-207780.283,2.683,503.656,105.068
p01003,6,55760,254.988,4660225.947,3234070.86,1426155.086,6.976,444.554,112.107
p01003,6,55761,847.552,3726410.336,3209079.772,517330.564,2.683,459.416,105.068
p01003,6,55762,1003.622,3414910.215,3190247.307,224662.908,2.683,480.497,105.068
p01003,6,55763,1003.622,3230866.028,3170749.081,60116.946,2.683,494.228,105.068
p01003,6,55764,961.438,3102235.91,3170933.66,-68697.75,8.379,510.105,107.759
p01003,6,55765,650.009,3537872.983,3153969.741,383903.242,6.976,526.094,112.107
p01003,6,56082,33.178,8224395.398,3356940.361,4867455.038,2.683,456.263,105.068
p01003,6,56083,602.77,4039985.093,3303443.188,736541.904,2.683,496.337,105.068
p01003,6,56084,1003.622,3489923.485,3265562.719,224360.766,9.239,504.253,108.988
p01003,6,56085,951.037,3756867.231,3249221.744,507645.487,6.976,516.666,112.107
p01003,6,56086,233.474,4683731.468,3212196.827,1471534.641,2.683,539.908,105.068
p01003,6,56404,20.153,8393559.346,3459067.301,4934492.045,2.683,478.639,105.068
p01003,6,56405,862.034,3904829.97,3361104.887,543725.084,2.683,520.056,105.068
p01003,6,56406,1003.622,3931335.534,3297429.91,633905.624,2.683,526.617,105.068
p01003,6,56407,1003.622,3610935.488,3244303.416,366632.073,2.683,539.03,105.068
p01003,6,56408,1003.622,3352888.186,3217500.419,135387.766,9.239,554.907,108.988
p01003,6,56726,214.456,6334374.31,3449628.209,2884746.101,2.683,536.598,105.068
p01003,6,56727,1003.622,4249103.823,3411597.06,837506.762,8.379,542.494,107.759
p01003,6,56728,1003.622,3892031.476,3352188.498,539842.978,6.976,549.055,112.107
p01003,6,56729,1003.622,3470327.504,3250739.074,219588.43,2.683,561.431,105.068
p01003,6,57048,581.159,4901641.734,3496293.742,1405347.992,2.683,558.508,105.068
p01003,6,57049,1003.622,4195851.652,3433530.89,762320.761,2.683,564.858,105.068
p01003,6,57050,1003.622,3666410.722,3323812.552,342598.17,2.683,573.634,105.068
p01003,6,57051,1003.622,3334182.104,3278782.833,55399.271,8.379,590.406,107.759
p01003,6,57370,748.537,4737611.46,3554664.669,1182946.791,8.379,581.257,107.759
p01003,6,57371,1003.622,3994696.623,3451474.808,543221.815,6.976,587.893,112.107
p01003,6,57372,1003.622,3426621.269,3322438.469,104182.801,6.976,596.072,112.107
p01003,6,57691,63.536,9472690.9,3642426.105,5830264.796,2.683,600.713,105.068
p01003,6,57692,737.068,4633721.787,3567422.751,1066299.036,2.683,606.389,105.068
p01003,6,57693,1003.622,3578939.902,3364571.075,214368.828,2.683,609.66,105.068
p01003,6,57694,1003.622,3336989.621,3317707.268,19282.353,2.683,618.436,105.068
p01003,6,58013,23.101,9409475.28,3698803.567,5710671.714,8.379,627.005,107.759
p01003,6,58014,796.684,4039968.017,3483176.599,556791.417,2.143,625.575,106.477
p01003,6,58015,1003.622,3495330.008,3454168.897,41161.111,367.218,450.582,110.502
p01003,6,58335,712.217,4417975.904,3575629.965,842345.939,2.683,642.608,105.068
p01003,6,58336,1003.622,3523013.809,3442698.599,80315.21,350.277,463.365,110.198
p01003,6,58337,1003.622,3407197.416,3423513.032,-16315.616,365.914,455.38,107.759
p01003,6,58656,474.368,5231487.105,3702651.973,1528835.132,8.379,659.604,107.759
p01003,6,58657,1003.622,3689265.574,3502447.106,186818.469,2.181,663.794,106.387
p01003,6,58658,1003.622,3483869.616,3487683.337,-3813.721,366.191,471.22,109.475
p01003,6,58659,1003.622,3445059.379,3476355.978,-31296.599,361.468,465.255,112.107
p01003,6,58977,110.354,9275561.094,3806681.713,5468879.381,2.683,675.534,105.068
p01003,6,58978,1002.91,4059228.285,3620197.837,439030.448,2.683,686.548,105.068
p01003,6,58979,1003.622,3498538.424,3483892.253,14646.17,350.277,489.018,110.198
p01003,6,58980,1003.622,3464938.453,3484965.352,-20026.899,365.914,480.499,107.759
p01003,6,59299,844.83,4562771.285,3750089.372,812681.914,8.379,701.349,107.759
p01003,6,59300,1003.622,3622160.61,3564186.785,57973.826,2.181,706.708,106.387
p01003,6,59301,1003.622,3534297.058,3546895.191,-12598.132,366.064,496.339,109.475
p01003,6,59302,1003.622,3474867.978,3524001.376,-49133.398,367.488,489.778,110.772
p01003,6,59620,394.146,5391736.272,3816358.739,1575377.532,2.683,717.521,105.068
p01003,6,59621,1003.622,3804464.517,3618562.091,185902.426,2.683,719.016,105.068
p01003,6,59622,1003.622,3533059.217,3535613.291,-2554.074,350.277,512.179,110.198
p01003,6,59623,1003.622,3496611.553,3539403.674,-42792.122,365.914,505.618,107.759
p01003,6,59941,377.719,5743055.09,3918384.073,1824671.016,2.683,732.992,105.068
p01003,6,59942,1003.622,4149745.04,3732990.62,416754.42,2.683,734.856,105.068
p01003,6,59943,1003.622,3649540.977,3635749.39,13791.587,2.181,742.013,106.387
p01003,6,59944,1003.622,3551458.607,3597268.25,-45809.643,365.974,521.458,109.385
p01003,6,59945,1003.622,3492382.619,3576082.463,-83699.844,366.821,516.462,110.232
p01003,6,60262,155.941,8395251.247,4007055.68,4388195.567,2.683,753.048,105.068
p01003,6,60263,931.306,4547275.308,3848053.397,699221.911,2.683,750.696,105.068
p01003,6,60264,1003.622,3770923.835,3681248.056,89675.779,2.683,757.853,105.068
p01003,6,60265,1003.622,3531440.119,3583027.102,-51586.983,350.277,538.352,110.198
p01003,6,60266,1003.622,3512826.689,3595601.458,-82774.768,365.914,534.139,107.759
p01003,6,60583,40.468,9960179.655,4078910.905,5881268.751,2.683,778.68,105.068
p01003,6,60584,663.26,5156401.302,3973066.641,1183334.661,2.683,767.132,105.068
p01003,6,60585,1003.622,4077749.833,3786428.097,291321.736,2.683,773.693,105.068
p01003,6,60586,1003.622,3675496.761,3708587.012,-33090.251,2.181,778.465,106.387
p01003,6,60587,1003.622,3567899.258,3650080.157,-82180.899,365.936,548.142,109.295
p01003,6,60588,1003.622,3535188.859,3644806.409,-109617.55,366.731,548.291,110.142
p01003,6,60905,57.218,9858487.628,4081438.524,5777049.104,2.683,785.656,105.068
p01003,6,60906,955.346,4568847.06,3926085.987,642761.073,2.683,789.533,105.068
p01003,6,60907,1003.622,3779631.627,3750140.498,29491.129,2.683,794.569,105.068
p01003,6,60908,1003.622,3550043.782,3634468.561,-84424.779,350.277,563.982,110.198
p01003,6,60909,1003.622,3550557.259,3659763.901,-109206.641,365.914,564.131,107.759
p01003,6,61227,446.99,5580826.23,4039575.811,1541250.419,2.683,806.044,105.068
p01003,6,61228,1003.622,4081346.406,3854287.764,227058.642,2.683,810.145,105.068
p01003,6,61229,1003.622,3723669.091,3785859.641,-62190.55,8.379,816.743,107.759
p01003,6,61230,1003.622,3609443.935,3718297.23,-108853.295,365.57,579.971,109.078
p01003,6,61231,1003.622,3594238.15,3731824.584,-137586.433,366.641,588.173,110.052
p01003,6,61548,111.488,9642212.209,4164183.734,5478028.475,2.683,821.884,105.068
p01003,6,61549,900.558,4606675.753,3999395.522,607280.231,2.683,827.505,105.068
p01003,6,61550,1003.622,3889339.695,3849432.741,39906.954,2.683,833.864,105.068
p01003,6,61551,1003.622,3598880.883,3704560.086,-105679.203,350.277,595.811,110.198
p01003,6,61870,296.33,5846006.857,4133596.033,1712410.825,2.683,842.794,105.068
p01003,6,61871,957.128,4251410.178,3959116.307,292293.871,2.683,848.386,105.068
p01003,6,61872,1003.622,3834714.555,3883431.022,-48716.467,8.379,854.985,107.759
p01003,6,61873,1003.622,3670129.742,3802628.879,-132499.137,365.48,618.287,108.988
p01003,6,61874,1003.622,3640059.0,3808901.763,-168842.763,366.551,624.625,109.962
p01003,6,62192,568.037,4920790.939,3995851.48,924939.459,349.531,628.163,110.198
p01003,6,62193,1003.622,4074876.25,3907153.519,167722.731,349.606,639.808,110.198
p01003,6,62194,1003.622,3740939.4,3811565.443,-70626.043,350.277,634.873,110.198
p01003,6,62513,30.197,10032752.578,4329391.882,5703360.696,2.683,887.288,105.068
p01003,6,62514,371.822,5799578.916,4244187.495,1555391.421,2.683,899.057,105.068
p01003,6,62515,849.366,4754694.702,4159875.355,594819.347,8.379,896.283,107.759
p01003,6,62516,993.611,4121641.937,3984796.136,136845.801,365.39,656.27,109.078
p01003,6,62517,985.802,3801018.773,3913783.174,-112764.401,366.461,661.375,109.872
p01003,6,62836,28.868,10043193.768,4273861.347,5769332.421,350.277,668.79,110.198
p01003,6,62837,147.614,8648021.825,4239932.325,4408089.5,350.277,670.728,110.198
p01003,7,51577,604.033,549040.208,1325957.929,-776917.721,16.58,71.06,89.764
p01003,7,51898,795.128,978213.363,1526034.428,-547821.065,16.58,86.9,89.764
p01003,7,51899,906.163,1214422.592,1607448.998,-393026.406,16.58,93.461,89.764
p01003,7,52220,791.111,1585683.569,1780177.865,-194494.296,16.58,109.301,89.764
p01003,7,52221,861.646,1656875.454,1810123.418,-153247.964,16.58,115.863,89.764
p01003,7,52222,711.601,1747637.657,1827195.188,-79557.53,2.683,126.887,105.068
p01003,7,52864,1003.622,1924059.785,2022353.345,-98293.559,2.683,158.716,105.068
p01003,7,52865,54.173,5599991.345,2015329.013,3584662.332,2.683,168.995,105.068
p01003,7,53184,82.75,6137600.063,2138622.458,3998977.605,2.683,181.117,105.068
p01003,7,53185,381.542,2657691.221,2069074.356,588616.865,2.683,174.556,105.068
p01003,7,53186,68.461,5684182.61,2062618.601,3621564.009,2.683,183.886,105.068
p01003,7,54147,396.284,3544295.4,2541207.828,1003087.572,2.683,276.844,105.068
p01003,7,54148,148.36,5671967.197,2541899.855,3130067.342,2.683,294.846,105.068
p01003,7,54469,1003.622,2750785.552,2535075.413,215710.138,2.683,285.227,105.068
p01003,7,54470,534.73,3158399.847,2551313.758,607086.089,2.683,301.067,105.068
p01003,7,54791,655.776,3183817.112,2638055.473,545761.639,2.323,307.032,105.555
p01003,7,55113,105.268,7494468.284,2803402.157,4691066.127,2.683,339.115,105.068
p01003,7,55114,437.821,4024916.273,2999468.319,1025447.954,6.976,379.413,112.107
p01003,7,55115,547.819,3695597.228,2999456.213,696141.014,6.976,391.993,112.107
p01003,7,55435,258.844,4410049.745,3001279.2,1408770.545,2.683,370.24,105.068
p01003,7,63158,472.1,6286602.878,4499213.276,1787389.602,8.379,957.31,107.759
p01003,7,63159,857.466,5218166.355,4295174.746,922991.608,365.48,700.734,108.988
p01003,7,63160,991.44,4820368.552,4282439.542,537929.009,366.461,722.003,109.872
p01003,7,63479,740.632,5645261.087,4390257.562,1255003.525,350.277,723.135,110.198
p01003,7,63480,1000.123,5278597.232,4339963.122,938634.11,350.277,716.574,110.198
p01003,7,63800,327.532,6610848.651,4567008.142,2043840.509,2.683,982.942,105.068
p01003,7,63801,405.972,6469117.44,4554729.54,1914387.9,8.379,976.418,107.759
p01003,7,63802,966.103,5552587.309,4490688.106,1061899.203,365.48,752.312,108.988
p01003,7,63803,1003.622,5298045.965,4443143.245,854902.72,366.371,745.751,109.655
p01003,7,64123,761.238,5814655.794,4521326.409,1293329.385,350.277,768.152,110.198
p01061,6,55122,1003.622,2511011.872,2843980.108,-332968.236,180.717,365.952,316.093
p01061,6,55123,1003.622,2370037.768,2776784.282,-406746.514,180.717,350.112,316.093
p01061,6,55445,1003.622,2746660.091,2757148.597,-10488.506,180.717,342.89,316.093
p01061,6,55767,1003.622,2727457.046,2769397.772,-41940.726,180.717,353.734,316.093
p01061,6,56410,1003.622,2739847.902,2815142.186,-75294.284,180.717,379.375,316.093
p01061,6,57053,1003.622,2773146.895,2843235.037,-70088.142,180.717,392.02,316.093
p01061,6,57696,1003.622,2827162.907,2903036.713,-75873.806,180.717,417.139,316.093
p01061,6,58339,1003.622,2879138.926,2963192.824,-84053.898,180.717,442.258,316.093
p01069,6,54801,314.312,3034508.946,2749572.322,284936.624,139.729,376.63,407.573
p01069,6,55444,1003.622,2441743.294,2762303.773,-320560.479,139.729,369.839,407.573
p01069,6,55766,1003.622,2782709.985,2748446.293,34263.691,139.729,371.895,407.573
p01069,6,55768,1003.622,2550442.421,2662341.045,-111898.624,139.729,358.773,407.573
p01069,6,56087,1003.234,2877321.579,2800094.777,77226.803,139.729,387.735,407.573
p01069,6,56088,989.917,2733838.545,2748597.378,-14758.833,139.729,381.174,407.573
p01069,6,56089,520.474,3109882.758,2711060.963,398821.795,139.729,376.701,407.573
p01069,6,56409,1003.622,2792040.387,2792606.867,-566.481,139.729,397.014,407.573
p01069,6,56411,1003.622,2580840.157,2699647.89,-118807.733,139.729,377.038,407.573
p01069,6,56730,1003.622,2863069.395,2838219.408,24849.987,139.729,412.854,407.573
