region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p01069,6,56731,1003.622,2742066.754,2797732.181,-55665.428,139.729,408.381,407.573
p01069,6,56732,1003.622,2642345.393,2736662.442,-94317.049,139.729,389.346,407.573
p01069,6,57052,1003.622,2814084.933,2843684.94,-29600.007,139.729,424.221,407.573
p01069,6,57054,1003.622,2643152.043,2752817.591,-109665.548,139.729,398.625,407.573
p01069,6,57373,1003.622,2849860.623,2857904.754,-8044.132,139.729,427.587,407.573
p01069,6,57374,1003.622,2772339.565,2825502.7,-53163.136,139.729,421.026,407.573
p01069,6,57375,1003.622,2706197.114,2797814.919,-91617.805,139.729,414.465,407.573
p01069,6,57695,1003.622,2839501.359,2879255.945,-39754.586,139.729,441.347,407.573
p01069,6,57697,1003.622,2692204.811,2812391.391,-120186.58,139.729,423.744,407.573
p01069,6,58016,1003.622,2885686.824,2912914.897,-27228.073,139.729,453.377,407.573
p01069,6,58017,1003.622,2829687.427,2886944.949,-57257.521,139.729,446.145,407.573
p01069,6,58018,1003.622,2756024.788,2857502.096,-101477.309,139.729,439.584,407.573
p01069,6,58338,1003.622,2888484.383,2930642.076,-42157.693,139.729,461.985,407.573
p01069,6,58340,1003.622,2756349.083,2875758.479,-119409.396,139.729,448.862,407.573
p01069,6,58660,1003.622,2877075.647,2945799.466,-68723.82,139.729,471.264,407.573
p01069,6,58661,1003.622,2811912.091,2918591.999,-106679.908,139.729,464.702,407.573
p01069,6,58981,1003.622,2928853.889,2987558.624,-58704.734,139.729,487.104,407.573
p01069,6,58982,1002.359,2862945.494,2960198.151,-97252.657,139.729,480.542,407.573
p01069,6,58983,1003.622,2805508.517,2942521.45,-137012.933,139.729,478.231,407.573
p01069,6,59303,1003.622,2910758.078,3000849.145,-90091.067,139.729,496.382,407.573
p01069,6,59304,1003.622,2856248.206,2983971.948,-127723.741,139.729,494.071,407.573
p01069,6,59624,1003.622,2963133.857,3045440.331,-82306.474,139.729,513.788,407.573
p01069,6,59625,1003.622,2906536.965,3025240.022,-118703.058,139.729,509.911,407.573
p01069,6,59626,1003.622,2861887.829,3027239.286,-165351.457,139.729,516.789,407.573
p01069,6,59946,1003.622,2950821.381,3065793.318,-114971.937,139.729,526.269,407.573
p01069,6,59947,996.818,2914933.781,3068134.418,-153200.637,139.729,532.312,407.573
p01069,6,60267,1003.622,3010778.177,3123679.808,-112901.631,139.729,550.097,407.573
p01069,6,60268,1003.622,2959322.983,3108218.081,-148895.099,139.729,548.152,407.573
p01069,6,60269,1003.622,2924800.52,3113114.86,-188314.34,139.729,555.188,407.573
p01069,6,60589,1003.622,3003500.045,3147694.668,-144194.623,139.729,563.992,407.573
p01069,6,60590,1003.622,2965422.919,3150797.669,-185374.75,139.729,570.553,407.573
p01069,6,60910,1003.622,3062280.582,3201581.851,-139301.268,139.729,585.815,407.573
p01069,6,60911,1003.622,3012945.289,3191093.361,-178148.072,139.729,586.393,407.573
p01069,6,60912,1003.622,2985457.324,3197047.334,-211590.01,139.729,593.007,407.573
p01069,6,61232,1003.622,3065002.034,3237017.294,-172015.261,139.729,604.768,407.573
p01069,6,61233,1003.622,3025409.516,3235166.732,-209757.216,139.729,608.795,407.573
p01069,6,61552,1003.622,3139167.917,3273744.622,-134576.705,139.729,615.538,407.573
p01069,6,61553,1003.622,3111718.408,3279729.081,-168010.673,139.729,622.161,407.573
p01069,6,61554,1003.622,3067236.144,3273808.995,-206572.851,139.729,624.635,407.573
p01069,6,61875,1003.622,3104910.642,3312135.633,-207224.992,139.729,640.949,407.573
p01069,6,61876,1003.622,3107067.886,3326517.585,-219449.7,139.729,647.932,407.573
p01069,6,62195,1003.622,3167916.118,3346610.769,-178694.651,139.729,652.139,407.573
p01069,6,62196,1003.622,3138421.447,3347754.825,-209333.378,139.729,656.389,407.573
p01069,6,62197,1003.622,3141695.74,3363116.738,-221420.998,139.729,663.772,407.573
p01069,6,62518,1003.622,3188491.879,3401946.741,-213454.862,139.729,679.085,407.573
p01069,6,62519,1003.622,3211857.76,3438801.228,-226943.468,139.729,695.61,407.573
p01069,6,62838,445.338,4762576.093,3671603.028,1090973.065,139.729,700.558,407.573
p01069,6,62839,1002.877,3631332.663,3543772.039,87560.623,139.729,694.556,407.573
p01069,6,62840,1003.622,3434052.79,3524565.747,-90512.957,139.729,711.397,407.573
p01069,7,63161,1003.622,4109550.581,3724094.113,385456.469,139.729,727.237,407.573
p01069,7,63162,993.514,3940720.723,3684408.383,256312.341,139.729,728.812,407.573
p01069,7,63481,811.004,4901549.072,3920340.993,981208.078,139.729,749.638,407.573
p01069,7,63482,1003.622,4539537.895,3858428.969,681108.927,139.729,743.077,407.573
p01069,7,63483,1003.622,4446292.776,3839975.413,606317.362,139.729,744.652,407.573
p01069,7,63804,1003.622,4709239.109,3932540.443,776698.666,139.729,760.492,407.573
p01069,7,63805,288.911,5668768.984,3966351.671,1702417.313,139.729,769.1,407.573
p01069,7,64124,1003.622,4957181.339,4017305.555,939875.785,139.729,774.757,407.573
p01069,7,64125,1003.622,4922522.123,4013550.561,908971.561,139.729,776.332,407.573
p01069,7,64126,452.758,5753084.533,4053843.094,1699241.439,139.729,783.675,407.573
p01097,2,50612,70.924,2611921.941,926870.777,1685051.164,78.95,14.645,3.141
p01097,2,50931,189.475,1770206.714,961670.152,808536.562,6.153,44.645,50.91
p01097,2,50932,748.343,886147.223,1000513.05,-114365.827,86.128,22.064,3.141
p01097,2,50933,989.14,862288.293,1006513.726,-144225.433,78.95,24.834,3.141
p01097,2,50934,1001.452,950084.933,1068481.696,-118396.763,78.95,35.824,3.141
p01097,2,51252,851.245,1138192.623,1161026.614,-22833.99,76.953,49.348,33.382
p01097,2,51253,515.322,1508427.903,1311569.472,196858.431,8.432,95.899,49.231
p01097,2,51254,983.243,1223775.421,1271056.47,-47281.049,78.95,63.125,3.141
p01097,2,51255,1000.48,1121186.904,1157094.678,-35907.774,78.95,48.659,3.141
p01097,2,51256,541.469,1476404.22,1263211.664,213192.556,84.858,57.269,3.141
p01097,2,51574,708.232,1401944.537,1292843.603,109100.934,8.432,97.778,49.231
p01097,2,51575,669.287,1438612.266,1318951.881,119660.385,78.95,70.599,3.141
p01097,2,51576,990.274,1326511.634,1287074.842,39436.792,78.95,65.692,3.141
p01097,2,51896,554.364,1715494.216,1448268.234,267225.982,78.95,86.439,3.141
p01097,2,51897,828.824,1858239.583,1456399.237,401840.347,78.95,81.905,3.141
p01097,2,52217,930.236,1967646.874,1611774.808,355872.066,78.95,102.279,3.141
p01097,7,51578,911.153,1199986.017,1691631.636,-491645.619,84.858,79.67,3.141
p01097,7,51579,996.656,1183467.856,1712549.278,-529081.422,84.858,87.391,3.141
p01097,7,51900,994.907,1414842.877,1856800.019,-441957.142,84.858,102.176,3.141
p01097,7,51901,745.006,1558135.502,1864274.046,-306138.544,84.858,109.792,3.141
p01097,7,52218,444.139,1583247.111,1776024.071,-192776.96,78.95,97.745,3.141
p01097,7,52219,905.256,1519114.659,1941793.689,-422679.03,84.858,104.789,3.141
p01097,7,52539,970.153,1560674.741,1968009.805,-407335.064,78.95,114.48,3.141
p01097,7,52540,817.776,2052641.771,2094603.153,-41961.382,84.858,120.629,3.141
p01097,7,52541,251.068,2952141.641,2187267.555,764874.086,90.641,134.063,3.569
p01097,7,52542,628.592,2315292.499,2095166.904,220125.595,6.153,175.547,50.91
p01097,7,52543,942.192,1982759.052,2093613.631,-110854.579,6.153,193.732,50.91
p01097,7,52861,798.822,2745937.128,2291604.539,454332.589,39.295,176.363,12.3
p01097,7,52862,938.466,2407456.614,2190845.121,216611.493,6.153,187.092,50.91
p01097,7,52863,392.656,2943786.192,2174818.406,768967.786,6.153,191.492,50.91
p01097,7,53182,172.336,5496198.822,2334266.789,3161932.032,9.658,193.877,45.881
p01097,7,53183,97.945,6914219.521,2314459.167,4599760.355,6.153,203.354,50.91
p06011,7,21854,97.913,5686062.62,1791730.307,3894332.313,170.451,18.37,205.437
p06011,7,22175,114.016,5232988.508,1708941.232,3524047.276,165.448,13.726,205.437
p06011,9,21853,552.485,3093250.772,2041618.039,1051632.733,165.448,36.053,205.437
p06011,9,22174,409.244,3371840.802,1984048.408,1387792.394,166.099,24.428,205.437
p06011,10,21532,308.902,3828222.389,2211255.673,1616966.716,166.876,46.781,220.679
p06011,10,21852,25.985,8545581.42,2381229.85,6164351.57,161.429,51.018,214.09
p06015,8,19606,314.636,2288774.843,1987303.021,301471.822,42.929,186.579,184.805
p06015,9,19605,285.638,3814232.886,2331386.664,1482846.221,47.858,199.288,196.617
p06015,10,19926,85.86,7416506.346,2187220.998,5229285.347,10.949,187.209,224.282
p06021,6,21533,210.503,2937783.23,1652664.076,1285119.154,154.549,11.934,259.166
p06021,9,20890,119.524,5524019.917,2048749.389,3475270.528,147.212,56.258,281.967
p06021,10,21210,242.968,4887342.043,2420449.258,2466892.785,147.212,53.773,281.967
p06021,10,21211,176.839,5577402.652,2128931.313,3448471.339,154.549,37.445,259.166
p06021,10,21531,66.582,8432173.324,2385350.451,6046822.874,154.549,50.887,259.166
p06023,10,18306,17.042,9355107.371,2945910.558,6409196.813,0.135,329.644,570.317
p06023,10,18628,16.783,9094594.506,2853205.538,6241388.968,0.135,307.478,570.317
p06023,10,18629,34.052,9127871.598,2810355.234,6317516.364,0.135,289.673,570.317
p06033,10,21209,320.825,4908834.907,2679678.869,2229156.038,118.493,123.205,266.745
p06037,6,36954,37.357,5370698.218,1327668.285,4043029.933,82.758,6.997,33.746
p06037,6,37273,53.428,7135445.695,1812599.397,5322846.299,75.855,47.436,39.758
p06037,6,37274,55.631,6895694.581,1656920.998,5238773.583,75.855,31.887,39.758
p06037,6,37276,34.7,5878174.178,1517416.968,4360757.211,24.058,52.131,3.955
p06037,6,38237,78.214,6359107.339,1831297.391,4527809.948,24.095,90.48,3.955
p06037,6,38238,20.93,5899376.791,1675031.221,4224345.57,24.095,76.643,3.955
p06037,6,38558,45.781,6506097.405,1939719.205,4566378.2,24.095,104.667,3.955
p06037,6,38562,15.487,6951276.983,1647334.091,5303942.892,33.767,40.405,3.955
p06037,6,38880,17.334,7165521.011,1956407.968,5209113.043,22.752,95.252,5.767
p06037,6,38886,21.481,5711120.228,1309408.678,4401711.55,39.66,15.204,23.912
p06037,6,39203,18.5,8060700.893,2095688.905,5965011.987,33.767,82.969,3.955
p06037,6,39204,29.322,7767389.995,1924946.006,5842443.989,33.767,67.129,3.955
p06037,6,39205,16.913,5980632.176,1629852.496,4350779.681,33.767,57.918,3.955
p06037,8,36307,58.19,6133041.696,2030821.758,4102219.938,24.058,170.976,3.955
p06037,8,36308,23.62,6587553.448,2069050.26,4518503.188,24.058,154.723,3.955
p06037,8,38234,91.141,5674835.531,1918516.747,3756318.784,24.095,137.653,3.955
p06037,8,40478,15.876,8597911.802,2533288.273,6064623.529,7.352,238.4,39.341
p06037,9,36306,39.787,6473742.926,2043632.63,4430110.296,6.808,186.5,33.28
p06037,10,35984,48.632,5963781.56,1989971.615,3973809.945,72.724,126.073,73.907
p06037,10,35985,46.073,6339407.889,2061625.895,4277781.995,83.791,108.764,39.758
p06055,10,23457,338.612,3260206.712,1921164.762,1339041.95,173.241,28.042,107.922
p06069,9,32448,358.085,4377788.333,2286995.677,2090792.655,148.239,72.295,156.412
p06069,9,32770,245.041,4616913.197,2271421.966,2345491.232,144.785,71.293,159.476
p06069,9,32771,309.614,3965676.552,2024817.346,1940859.206,176.132,40.962,156.412
p06073,6,39523,20.574,6369695.06,1948640.151,4421054.91,4.241,140.304,11.791
p06073,6,39844,23.231,6525708.682,2003000.716,4522707.966,4.241,159.532,11.791
p06073,6,40165,22.615,6475976.855,1966681.978,4509294.877,4.241,145.537,11.791
p06073,6,40172,16.783,5620491.312,1176039.548,4444451.764,4.241,19.29,11.791
p06073,6,40493,22.55,5615153.025,1161244.201,4453908.824,4.241,9.815,11.791
p06073,6,41772,155.326,6362469.559,2131640.981,4230828.577,6.374,125.465,7.241
p06073,6,42092,105.235,7836936.807,2212181.481,5624755.327,6.374,144.389,7.241
p06073,6,43049,81.324,8203826.656,2529190.185,5674636.472,8.708,256.993,18.362
p06073,6,43370,198.029,5588027.811,2480281.268,3107746.543,8.298,250.945,30.101
p06073,6,43371,18.533,8647918.863,2554295.718,6093623.145,8.298,229.714,30.101
p06073,6,43373,88.355,7421186.093,2302550.447,5118635.646,8.298,202.146,30.101
p06073,6,43693,140.357,6748082.794,2391065.224,4357017.569,8.298,224.034,30.101
p06075,1,26992,187.369,2382814.517,899303.871,1483510.646,16.786,20.11,1.844
p06075,1,27313,174.28,2767422.542,866705.208,1900717.334,16.786,11.466,1.844
p06075,8,27631,157.075,6277597.308,1856168.254,4421429.055,16.786,70.617,1.844
p06075,8,27951,83.236,8385564.724,2146541.498,6239023.226,16.786,98.181,1.844
p06075,8,27952,141.912,6752299.95,1939908.498,4812391.453,16.786,82.636,1.844
p06075,8,28273,78.57,7864021.249,2008840.191,5855181.058,16.786,93.914,1.844
p06075,8,28594,28.447,8173650.498,2039849.452,6133801.046,16.786,94.008,1.844
p06075,9,27309,19.57,8466779.927,2092257.688,6374522.239,16.786,84.817,1.844
p06075,9,27310,181.991,5764825.435,1873288.196,3891537.239,16.786,67.069,1.844
p06075,9,27630,26.6,8219610.902,2056884.405,6162726.497,16.786,86.457,1.844
p06083,9,38227,80.741,8628074.27,2565855.862,6062218.408,30.536,220.412,432.888
p06083,9,38547,119.459,8015950.977,2679989.125,5335961.852,6.241,302.543,217.985
p06083,9,38548,143.824,7269698.385,2629217.559,4640480.826,6.241,289.674,217.985
p06085,8,31487,15.617,7743580.664,2192127.828,5551452.835,231.276,30.228,66.086
