region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,416,50.448,1165580.798,740416.25,425164.548,5.773,206.94
p1,1,796,147.651,1317865.847,727350.1,590515.747,1.288,204.677
p1,1,797,137.328,1339301.039,739177.8,600123.239,1.214,203.659
p1,1,798,178.716,1247287.79,787049.8,460237.99,1.304,219.271
p1,1,799,164.3,972920.522,820063.1,152857.422,1.44,233.744
p1,1,1176,229.578,1253429.169,689508.44,563920.729,2.998,187.341
p1,1,1177,169.95,1703734.41,667587.06,1036147.35,0.217,178.796
p1,1,1178,178.654,1071671.162,699723.5,371947.662,3.138,185.106
p1,1,1179,60.5,972953.034,910795.8,62157.234,4.78,245.926
p1,1,1180,16.238,975618.376,946710.0,28908.376,11.187,245.656
p1,1,1557,45.192,3141482.955,657105.4,2484377.555,0.525,165.939
p1,1,1558,75.017,867927.121,730549.94,137377.181,7.546,177.368
p1,1,1559,114.225,813499.28,769917.1,43582.18,15.582,185.106
p1,1,1937,53.983,797217.843,602696.8,194521.043,0.562,152.351
p1,1,1938,74.999,663391.286,585332.6,78058.686,0.667,150.776
p1,1,1939,40.309,669083.738,673616.1,-4532.362,12.695,150.776
p1,1,2315,6.026,2183277.86,702843.44,1480434.42,2.436,171.71
p1,1,2316,94.372,882555.403,556253.94,326301.463,9.575,152.589
p1,1,2317,257.972,845032.967,560804.8,284228.167,1.828,142.732
p1,1,2318,74.801,708583.18,560422.0,148161.18,2.421,138.491
p1,1,2319,38.299,640886.252,652105.44,-11219.188,10.215,145.012
p1,1,2321,46.575,769544.507,756984.4,12560.107,1.723,180.474
p1,1,2695,20.703,1427306.64,760091.9,667214.74,27.494,180.863
p1,1,2696,293.735,948067.184,590061.8,358005.384,1.378,146.618
p1,1,2697,91.617,2020382.696,567366.56,1453016.136,2.533,134.116
p1,1,2698,70.468,792958.662,515674.78,277283.882,5.581,128.808
p1,1,2699,224.828,663624.725,572974.75,90649.975,3.005,145.537
p1,1,2700,129.46,733066.729,637358.0,95708.729,1.378,159.653
p1,1,2701,21.689,740693.51,740474.94,218.57,4.271,170.135
p1,1,3076,63.29,751631.673,613579.94,138051.733,15.393,146.618
p1,1,3077,133.542,937048.865,623781.9,313266.965,6.584,138.036
p1,1,3078,165.139,531803.769,532870.06,-1066.291,7.53,115.067
p1,1,3079,52.691,670338.74,684884.94,-14546.2,18.223,145.537
p1,1,3081,119.812,657424.95,631834.5,25590.45,6.801,146.012
p1,1,3082,69.402,659875.133,638408.1,21467.033,2.586,154.521
p1,1,3456,60.475,961114.018,409752.1,551361.918,1.896,109.905
p1,1,3457,258.529,788964.708,461850.25,327114.458,3.095,102.51
p1,1,3458,187.222,552840.338,471801.3,81039.038,10.998,99.582
p1,1,3459,174.638,494839.207,480383.62,14455.587,7.046,102.543
p1,1,3461,120.54,558892.216,546752.75,12139.466,1.049,137.964
p1,1,3836,158.233,1282486.952,409040.28,873446.672,1.859,102.749
p1,1,3837,201.899,1386910.806,369732.12,1017178.686,0.18,91.333
p1,1,3838,150.323,592377.361,363519.75,228857.611,0.09,90.114
p1,1,3839,54.913,486921.676,472449.38,14472.296,7.592,98.011
p1,1,3840,234.378,553236.587,496162.56,57074.027,2.697,118.09
p1,1,3841,82.272,575876.757,535645.0,40231.757,3.446,127.494
p1,1,4215,129.731,1526551.669,1006299.8,520251.869,0.922,246.509
p1,1,4216,151.197,831457.563,293953.7,537503.863,7.416,73.079
p1,1,4217,158.205,2089213.078,303728.28,1785484.798,1.251,72.098
p1,1,4218,208.625,678114.998,365449.03,312665.968,3.005,87.707
p1,1,4219,117.001,470553.963,464206.6,6347.363,15.401,87.707
p1,1,4221,5.183,613371.842,618991.7,-5619.858,15.231,123.636
p1,1,4595,23.852,2072254.564,1033417.8,1038836.764,15.699,246.389
p1,1,4596,39.382,4740382.356,252927.34,4487455.016,1.558,57.003
p1,1,4597,31.476,1663723.331,265126.06,1398597.271,2.136,60.555
