sc_point_gid,class,capacity,capital_adder_per_mw,cf
3088,6,935.28,0,0.9951
3089,6,953.89,0,0.9951
3090,6,1021.06,0,0.9951
3091,6,1018.22,0,0.9951
3092,6,711.63,0,0.9951
3093,6,990.78,0,0.9951
3094,6,981.47,0,0.9951
3095,7,956.61,0,0.995
3096,7,954.09,0,0.995
3097,7,962.63,0,0.995
3098,6,973.02,0,0.9951
3099,6,950.74,0,0.995
3100,6,967.22,0,0.995
3101,6,987.11,0,0.9951
3102,6,839.98,0,0.9951
3103,6,601.93,0,0.9951
3104,6,354.53,0,0.9951
3105,6,159.79,0,0.9951
3106,6,9.78,0,0.9951
3459,7,150.51,0,0.9949
3460,7,918.47,0,0.995
3461,6,1021.52,0,0.9951
3462,6,772.98,0,0.9951
3463,6,127.52,0,0.9951
3464,6,157.43,0,0.9951
3466,6,419.93,0,0.9951
3467,6,867.32,0,0.9951
3468,6,935.02,0,0.9951
3469,6,1015.91,0,0.9951
3470,6,996.75,0,0.9951
3471,6,1006.0,0,0.9951
3472,6,967.43,0,0.9951
3473,6,914.34,0,0.9951
3474,6,976.14,0,0.9951
3475,7,922.3,0,0.995
3476,7,951.25,0,0.995
3477,7,959.93,0,0.995
3478,6,975.23,0,0.9951
3479,6,975.83,0,0.9951
3480,6,972.49,0,0.9951
3481,6,989.78,0,0.9951
3482,6,998.97,0,0.9951
3483,6,1005.89,0,0.9951
3484,6,1033.49,0,0.9951
3485,6,1103.94,0,0.9951
3486,6,1081.13,0,0.9951
3487,5,904.72,0,0.9952
3488,5,681.0,0,0.9952
3489,5,232.15,0,0.9952
3490,5,31.85,0,0.9952
3839,7,107.89,0,0.9949
3840,7,689.67,0,0.995
3841,6,1026.46,0,0.9951
3842,6,708.72,0,0.9951
3843,6,12.37,0,0.9951
3847,6,181.35,0,0.9951
3848,6,377.91,0,0.9951
3849,6,915.21,0,0.9951
3850,6,948.56,0,0.9951
3851,6,992.77,0,0.9951
3852,6,977.02,0,0.9951
3853,7,961.79,0,0.995
3854,7,950.33,0,0.995
3855,7,935.41,0,0.995
3856,7,943.62,0,0.995
3857,7,954.83,0,0.995
3858,6,978.87,0,0.9951
3859,6,982.47,0,0.9951
3860,6,980.86,0,0.9951
3861,6,987.01,0,0.9951
3862,6,962.52,0,0.9951
3863,6,919.35,0,0.9951
3864,6,973.9,0,0.9951
3865,6,1062.35,0,0.9951
3866,6,1159.03,0,0.9951
3867,6,1257.94,0,0.9951
3868,5,790.04,0,0.9952
3869,5,393.92,0,0.9952
3870,6,1129.35,0,0.9952
3871,6,920.62,0,0.9951
3872,6,635.24,0,0.9951
3873,6,378.43,0,0.9951
3874,6,136.74,0,0.9951
3875,6,8.84,0,0.9951
4219,7,83.78,0,0.9949
4220,7,274.81,0,0.995
4221,6,1034.6,0,0.9951
4222,6,698.77,0,0.9951
4223,6,197.77,0,0.9951
4227,6,13.3,0,0.9951
4228,6,894.42,0,0.9951
4229,6,801.47,0,0.9951
4230,6,938.62,0,0.9951
4231,6,980.11,0,0.9951
4232,7,957.68,0,0.995
4233,7,922.67,0,0.995
4234,7,917.04,0,0.995
4235,7,928.72,0,0.995
4236,7,932.17,0,0.995
4237,7,943.48,0,0.995
4238,6,972.78,0,0.9951
4239,6,983.83,0,0.9951
4240,6,969.98,0,0.9951
4241,6,984.46,0,0.9951
4242,6,849.41,0,0.9951
4243,6,903.65,0,0.9951
4244,6,984.76,0,0.9951
4245,6,1019.3,0,0.9951
4246,6,1078.29,0,0.9951
4247,6,1123.72,0,0.9951
4248,6,1030.65,0,0.9951
4249,6,687.38,0,0.9951
4250,6,1156.6,0,0.9951
4251,6,1128.64,0,0.9951
4252,6,1158.09,0,0.9951
4253,6,1136.04,0,0.9951
4254,6,1106.06,0,0.9951
4255,6,782.34,0,0.9951
4256,6,694.7,0,0.9951
4257,6,479.01,0,0.9951
4258,6,231.52,0,0.9951
4259,6,47.4,0,0.995
4599,7,136.48,0,0.9949
4600,7,670.59,0,0.995
4601,6,988.9,0,0.9951
4602,6,271.95,0,0.9951
4605,6,131.62,0,0.9951
4606,6,464.56,0,0.9951
4607,6,24.08,0,0.9951
4608,6,483.09,0,0.9951
4609,6,874.14,0,0.9951
4610,6,972.45,0,0.9951
4611,6,969.26,0,0.995
4612,7,941.6,0,0.995
4613,7,903.2,0,0.995
4614,7,905.41,0,0.995
4615,7,920.36,0,0.995
4616,7,915.78,0,0.995
4617,7,921.95,0,0.995
4618,7,957.58,0,0.995
4619,6,932.28,0,0.9951
4620,6,963.74,0,0.9951
4621,6,983.46,0,0.9951
4622,6,774.36,0,0.995
4623,7,958.02,0,0.995
4624,7,957.37,0,0.995
4625,6,979.55,0,0.9951
4626,6,1011.89,0,0.9951
4627,6,1048.23,0,0.9951
4628,6,1074.26,0,0.9951
4629,6,939.12,0,0.9951
4630,6,846.15,0,0.9951
4631,6,657.15,0,0.9951
4632,6,1080.52,0,0.9951
4633,6,1066.7,0,0.9951
4634,6,1050.76,0,0.9951
4635,6,963.65,0,0.9951
4636,6,1012.7,0,0.9951
4637,6,980.72,0,0.9951
4638,6,981.0,0,0.9951
4639,7,944.32,0,0.995
4640,7,784.06,0,0.995
4641,7,466.57,0,0.995
4642,7,208.98,0,0.995
4643,7,174.6,0,0.995
4644,7,65.19,0,0.995
4979,7,120.81,0,0.9949
4980,7,77.27,0,0.995
4981,6,344.81,0,0.9951
4982,6,290.6,0,0.9951
4984,6,21.97,0,0.9951
4985,6,195.85,0,0.9951
4986,6,522.08,0,0.9951
4987,6,412.8,0,0.9951
4988,6,987.84,0,0.9951
4989,6,986.72,0,0.9951
4990,6,977.72,0,0.9951
4991,7,952.69,0,0.995
4992,7,937.29,0,0.995
4993,7,909.84,0,0.995
4994,7,914.11,0,0.995
4995,7,918.83,0,0.995
4996,7,899.05,0,0.995
4997,7,901.48,0,0.995
4998,7,947.65,0,0.995
4999,6,978.76,0,0.9951
5000,6,991.49,0,0.9951
5001,6,804.87,0,0.9951
5002,7,934.84,0,0.995
5003,7,930.7,0,0.995
5004,7,917.47,0,0.995
5005,7,862.89,0,0.995
5006,6,973.71,0,0.9951
5007,6,993.88,0,0.9951
5008,6,1013.75,0,0.9951
5009,6,1022.44,0,0.9951
5010,6,946.47,0,0.9951
5011,6,781.86,0,0.9951
5012,6,944.5,0,0.9951
5013,6,1023.66,0,0.9951
5014,6,1021.96,0,0.9951
5015,6,1014.26,0,0.9951
5016,6,1005.77,0,0.9951
5017,6,995.02,0,0.9951
5018,6,979.67,0,0.9951
5019,7,960.89,0,0.995
5020,7,937.62,0,0.995
5021,7,704.65,0,0.995
5022,7,507.32,0,0.995
5023,7,843.44,0,0.995
5024,7,754.68,0,0.995
5025,7,133.89,0,0.995
5026,7,142.46,0,0.995
5027,7,140.19,0,0.995
5028,7,129.57,0,0.9949
5029,7,61.66,0,0.9949
5030,7,1.64,0,0.9948
5359,7,201.61,0,0.9949
5360,7,184.33,0,0.995
5361,6,45.46,0,0.9951
5362,6,47.59,0,0.9951
5363,6,69.9,0,0.9951
5364,6,426.26,0,0.9951
5365,6,897.51,0,0.9951
5366,6,1004.16,0,0.9951
5367,6,869.79,0,0.9951
5368,6,986.74,0,0.9951
5369,6,980.71,0,0.9951
5370,6,973.23,0,0.9951
5371,7,961.28,0,0.995
5372,7,943.96,0,0.995
5373,7,930.85,0,0.995
5374,7,930.72,0,0.995
5375,7,925.26,0,0.995
5376,7,900.49,0,0.995
5377,7,908.22,0,0.995
5378,7,957.51,0,0.995
5379,6,992.83,0,0.9951
5380,6,1005.69,0,0.9951
5381,6,808.24,0,0.9951
5382,7,956.49,0,0.995
5383,7,805.95,0,0.995
5384,7,309.86,0,0.995
5385,7,569.41,0,0.995
5386,7,949.21,0,0.995
5387,7,962.38,0,0.995
5388,6,969.91,0,0.9951
5389,6,986.42,0,0.9951
5390,6,777.5,0,0.9951
5391,6,980.92,0,0.9951
5392,6,1002.72,0,0.9951
5393,6,1012.56,0,0.9951
5394,6,1012.02,0,0.9951
5395,6,1007.8,0,0.9951
5396,6,1001.75,0,0.9951
5397,6,992.44,0,0.9951
5398,6,979.52,0,0.9951
5399,7,958.46,0,0.995
5400,7,947.0,0,0.995
5401,7,932.11,0,0.995
5402,7,824.41,0,0.995
5403,7,908.95,0,0.995
5404,7,901.44,0,0.995
5405,7,61.33,0,0.995
5408,7,0.24,0,0.9949
5409,7,255.76,0,0.9948
5410,7,161.18,0,0.9948
5739,7,310.85,0,0.9949
5740,7,539.98,0,0.995
5741,6,190.85,0,0.9951
5742,6,102.62,0,0.9951
5743,6,855.63,0,0.9951
5744,6,892.08,0,0.9951
5745,6,1010.48,0,0.9951
5746,6,994.77,0,0.9951
5747,6,984.77,0,0.9951
5748,6,972.03,0,0.9951
5749,6,975.49,0,0.9951
5750,6,965.95,0,0.995
5751,7,956.18,0,0.995
5752,7,954.48,0,0.995
5753,7,948.95,0,0.995
5754,7,948.37,0,0.995
5755,7,943.4,0,0.995
5756,7,930.37,0,0.995
5757,7,940.93,0,0.995
5758,6,981.37,0,0.9951
5759,6,1017.25,0,0.9951
5760,6,1030.3,0,0.9951
5761,6,833.41,0,0.9951
5762,7,957.39,0,0.995
5763,7,865.57,0,0.995
5764,7,853.16,0,0.995
5765,7,913.71,0,0.995
5766,7,926.73,0,0.995
5767,7,931.22,0,0.995
5768,7,935.69,0,0.995
5769,7,955.01,0,0.995
5770,6,976.52,0,0.9951
5771,6,993.16,0,0.9951
5772,6,1002.93,0,0.9951
5773,6,963.15,0,0.9951
5774,6,1003.95,0,0.9951
5775,6,1003.57,0,0.9951
5776,6,999.52,0,0.9951
5777,6,979.39,0,0.9951
5778,6,948.21,0,0.9951
5779,6,967.5,0,0.995
5780,7,946.0,0,0.995
5781,7,939.48,0,0.995
5782,7,927.17,0,0.995
5783,7,917.72,0,0.995
5784,7,909.76,0,0.995
5785,7,262.65,0,0.995
5789,7,113.16,0,0.9949
5790,7,415.2,0,0.9949
6119,7,225.84,0,0.9949
6120,7,578.53,0,0.995
6121,6,880.46,0,0.9951
6122,6,715.09,0,0.9951
6123,6,700.74,0,0.9951
6124,6,1020.48,0,0.9951
6125,6,993.38,0,0.9951
6126,6,976.62,0,0.9951
6127,6,974.29,0,0.9951
6128,6,967.65,0,0.995
6129,6,966.71,0,0.995
6130,6,970.88,0,0.995
6131,6,968.39,0,0.995
6132,6,946.65,0,0.995
6133,6,965.76,0,0.995
6134,6,968.53,0,0.995
6135,6,969.7,0,0.995
6136,6,971.09,0,0.995
6137,6,982.63,0,0.9951
6138,6,1018.57,0,0.9951
6139,6,1054.48,0,0.9951
6140,6,933.12,0,0.9951
6141,6,1003.67,0,0.9951
6142,6,978.62,0,0.9951
6143,7,884.32,0,0.995
6144,7,877.84,0,0.995
6145,7,912.23,0,0.995
6146,7,893.16,0,0.995
6147,7,896.9,0,0.995
6148,7,919.07,0,0.995
6149,7,758.46,0,0.995
6150,7,962.32,0,0.995
6151,6,985.99,0,0.9951
6152,6,999.59,0,0.9951
6153,6,1004.13,0,0.9951
6154,6,1001.86,0,0.9951
6155,6,1000.28,0,0.9951
6156,6,999.37,0,0.9951
6157,6,976.18,0,0.9951
6158,6,960.49,0,0.9951
6159,6,972.18,0,0.995
6160,7,954.8,0,0.995
6161,7,946.44,0,0.995
6162,7,802.72,0,0.995
6163,7,925.08,0,0.995
6164,7,916.33,0,0.995
6165,7,552.34,0,0.995
6169,7,0.1,0,0.9949
6170,7,466.47,0,0.9949
6499,7,135.77,0,0.9948
6500,7,34.12,0,0.9949
6501,6,145.9,0,0.9951
6503,6,13.85,0,0.9951
6504,6,697.86,0,0.9951
6505,6,984.23,0,0.9951
6506,6,966.44,0,0.995
6507,7,962.45,0,0.995
6508,7,964.6,0,0.995
6509,6,969.08,0,0.995
6510,6,972.69,0,0.9951
6511,6,975.09,0,0.9951
6512,6,977.6,0,0.9951
6513,6,982.78,0,0.9951
6514,6,991.7,0,0.9951
6515,6,833.92,0,0.9951
6516,6,876.15,0,0.9951
6517,6,959.89,0,0.9951
6518,6,1078.77,0,0.9951
6519,6,946.9,0,0.9951
6520,6,902.82,0,0.9951
6521,6,1116.97,0,0.9951
6522,6,1022.11,0,0.9951
6523,7,940.12,0,0.995
6524,7,890.74,0,0.995
6525,7,894.88,0,0.995
6526,7,851.54,0,0.995
6527,7,868.23,0,0.995
6528,7,894.29,0,0.995
6529,7,912.1,0,0.995
6530,7,954.44,0,0.995
6531,6,984.73,0,0.9951
6532,6,1000.42,0,0.9951
6533,6,1003.63,0,0.9951
6534,6,996.51,0,0.9951
6535,6,774.59,0,0.9951
6536,6,899.76,0,0.9951
6537,6,998.69,0,0.9951
6538,6,989.78,0,0.9951
6539,6,977.98,0,0.9951
6540,6,958.24,0,0.995
6541,7,953.11,0,0.995
6542,7,892.21,0,0.995
6543,7,931.46,0,0.995
6544,7,921.92,0,0.995
6545,7,728.32,0,0.995
6550,7,465.91,0,0.9949
6551,7,72.79,0,0.9948
6879,7,204.15,0,0.9949
6880,7,105.38,0,0.9949
6882,6,134.88,0,0.9951
6883,6,502.63,0,0.9951
6884,6,869.73,0,0.9951
6885,6,966.43,0,0.995
6886,7,949.68,0,0.995
6887,7,870.5,0,0.995
6888,7,958.53,0,0.995
6889,6,968.28,0,0.995
6890,6,976.24,0,0.9951
6891,6,982.79,0,0.9951
6892,6,990.03,0,0.9951
6893,6,1000.15,0,0.9951
6894,6,998.76,0,0.9951
6895,6,993.73,0,0.9951
6896,6,922.92,0,0.9951
6897,6,889.73,0,0.9951
6898,6,1048.5,0,0.9951
6899,6,993.8,0,0.9951
6900,6,1113.49,0,0.9951
6901,6,1175.13,0,0.9951
6902,6,1061.61,0,0.9951
6903,6,969.47,0,0.995
6904,7,908.31,0,0.995
6905,7,856.8,0,0.995
6906,7,849.03,0,0.995
6907,7,883.26,0,0.995
6908,7,885.37,0,0.995
6909,7,906.53,0,0.995
6910,7,950.29,0,0.995
6911,6,977.52,0,0.9951
6912,6,1006.9,0,0.9951
6913,6,843.44,0,0.9951
6914,6,995.49,0,0.9951
6915,6,537.21,0,0.9951
6916,6,765.23,0,0.9951
6917,6,1005.46,0,0.9951
6918,6,996.6,0,0.9951
6919,6,984.45,0,0.9951
6920,6,972.29,0,0.995
6921,7,959.61,0,0.995
6922,7,947.86,0,0.995
6923,7,937.17,0,0.995
6924,7,926.49,0,0.995
6925,7,765.85,0,0.995
6926,7,144.4,0,0.995
6927,7,11.37,0,0.995
6930,7,376.62,0,0.9949
6931,7,149.02,0,0.9948
6954,7,466.28,0,0.9949
6955,7,653.86,0,0.9949
6956,7,77.56,0,0.9949
7259,7,617.82,0,0.9949
7260,7,532.57,0,0.995
7261,6,587.06,0,0.995
7262,6,749.69,0,0.9951
7263,6,59.11,0,0.9951
7264,6,757.49,0,0.995
7265,7,939.37,0,0.995
7266,7,909.9,0,0.995
7267,7,925.86,0,0.995
7268,7,954.92,0,0.995
7269,6,969.38,0,0.995
7270,6,924.46,0,0.9951
7271,6,989.3,0,0.9951
7272,6,1001.75,0,0.9951
7273,6,1015.58,0,0.9951
7274,6,1051.4,0,0.9951
7275,6,1090.08,0,0.9951
7276,6,1128.07,0,0.9951
7277,6,1233.73,0,0.9951
7278,6,1058.11,0,0.9951
7279,6,970.98,0,0.9951
7280,6,1120.05,0,0.9951
7281,6,1218.64,0,0.9951
7282,6,1077.69,0,0.9951
7283,6,967.32,0,0.995
7284,7,887.64,0,0.995
7285,7,866.82,0,0.995
7286,7,888.67,0,0.995
7287,7,914.35,0,0.995
7288,7,899.75,0,0.995
7289,7,922.83,0,0.995
7290,6,969.19,0,0.995
7291,6,1001.85,0,0.9951
7292,6,1020.87,0,0.9951
7293,6,719.16,0,0.9951
7294,6,952.78,0,0.9951
7295,6,368.87,0,0.9951
7296,6,869.17,0,0.9951
7297,6,1014.67,0,0.9951
7298,6,1004.64,0,0.9951
7299,6,991.92,0,0.9951
7300,6,978.69,0,0.9951
7301,6,965.9,0,0.995
7302,7,953.74,0,0.995
7303,7,942.21,0,0.995
7304,7,930.39,0,0.995
7305,7,912.42,0,0.995
7306,7,851.89,0,0.995
7307,7,136.88,0,0.995
7308,7,2.15,0,0.995
7310,7,246.25,0,0.9949
7311,7,344.34,0,0.9949
7333,7,41.73,0,0.9948
7334,7,764.85,0,0.9949
7335,7,796.85,0,0.9949
7336,7,110.88,0,0.9948
7638,7,225.4,0,0.9949
7639,7,681.15,0,0.995
7640,7,929.13,0,0.995
7641,6,973.4,0,0.9951
7642,6,962.4,0,0.9951
7643,6,861.26,0,0.9951
7644,7,915.05,0,0.995
7645,7,904.14,0,0.995
7646,7,880.54,0,0.995
7647,7,914.5,0,0.995
7648,7,955.2,0,0.995
7649,6,892.86,0,0.995
7650,6,728.07,0,0.9951
7651,6,999.46,0,0.9951
7652,6,894.9,0,0.9951
7653,6,1027.62,0,0.9951
7654,6,1105.53,0,0.9951
7655,6,1198.71,0,0.9951
7656,6,1223.64,0,0.9951
7657,6,1314.25,0,0.9952
7658,6,1322.23,0,0.9952
7659,6,1269.01,0,0.9951
7660,6,1190.39,0,0.9951
7661,6,1185.74,0,0.9951
7662,6,1047.89,0,0.9951
7663,7,944.54,0,0.995
7664,7,897.02,0,0.995
7665,7,918.96,0,0.995
7666,7,652.62,0,0.995
7667,7,950.31,0,0.995
7668,7,927.5,0,0.995
7669,7,926.24,0,0.995
7670,6,970.23,0,0.9951
7671,6,1021.88,0,0.9951
7672,6,1042.91,0,0.9951
7673,6,1047.67,0,0.9951
7674,6,1041.29,0,0.9951
7675,6,580.55,0,0.9951
7676,6,957.05,0,0.9951
7677,6,1026.11,0,0.9951
7678,6,1013.66,0,0.9951
7679,6,1000.03,0,0.9951
7680,6,797.23,0,0.9951
7681,6,972.07,0,0.995
7682,7,959.18,0,0.995
7683,7,946.98,0,0.995
7684,7,933.8,0,0.995
7685,7,922.34,0,0.995
7686,7,885.0,0,0.995
7687,7,273.79,0,0.995
7688,7,220.27,0,0.995
7690,7,230.67,0,0.9949
7691,7,613.27,0,0.9949
7692,7,40.89,0,0.9948
7714,7,229.81,0,0.9949
7715,7,236.82,0,0.9948
7738,7,40.38,0,0.9948
8017,7,0.28,0,0.9949
8018,7,490.94,0,0.9949
8019,7,839.92,0,0.995
8020,7,938.83,0,0.995
8021,6,981.78,0,0.9951
8022,6,997.11,0,0.9951
8023,6,992.63,0,0.9951
8024,6,965.7,0,0.995
8025,7,893.95,0,0.995
8026,7,876.52,0,0.995
8027,7,877.63,0,0.995
8028,7,955.78,0,0.995
8029,6,730.65,0,0.9951
8030,6,989.54,0,0.9951
8031,6,990.77,0,0.9951
8032,6,1024.93,0,0.9951
8033,6,1044.53,0,0.9951
8034,6,1165.31,0,0.9951
8035,6,1285.18,0,0.9951
8036,6,1272.73,0,0.9951
8037,6,1326.2,0,0.9952
8038,6,1331.06,0,0.9952
8039,6,1300.6,0,0.9952
8040,6,1264.84,0,0.9951
8041,6,1160.3,0,0.9951
8042,6,1048.84,0,0.9951
8043,7,832.2,0,0.995
8044,7,911.05,0,0.995
8045,6,1040.44,0,0.9951
8046,6,1001.61,0,0.9951
8047,7,950.69,0,0.995
8048,7,945.84,0,0.995
8049,6,954.33,0,0.9951
8050,6,1001.81,0,0.9951
8051,6,1048.94,0,0.9951
8052,6,1075.96,0,0.9951
8053,6,1084.21,0,0.9951
8054,6,1077.66,0,0.9951
8055,6,865.44,0,0.9951
8056,6,767.78,0,0.9951
8057,6,1038.53,0,0.9951
8058,6,1023.44,0,0.9951
8059,6,1001.2,0,0.9951
8060,6,960.32,0,0.9951
8061,6,952.25,0,0.9951
8062,7,964.18,0,0.995
8063,7,922.21,0,0.995
8064,7,932.54,0,0.995
8065,7,925.17,0,0.995
8066,7,821.79,0,0.995
8067,7,537.92,0,0.995
8068,7,252.72,0,0.995
8069,7,252.22,0,0.995
8070,7,786.23,0,0.9949
8071,7,796.03,0,0.9949
8072,7,183.27,0,0.9949
8105,7,6.38,0,0.9948
8106,7,31.72,0,0.9948
8116,7,2.73,0,0.9949
8117,7,273.28,0,0.9949
8118,7,647.25,0,0.9949
8119,7,176.65,0,0.9949
8128,7,79.49,0,0.9949
8129,7,5.72,0,0.9949
8130,7,6.43,0,0.9949
8131,7,1.41,0,0.995
8396,7,29.0,0,0.9948
8397,7,207.01,0,0.9949
8398,7,585.97,0,0.9949
8399,7,844.42,0,0.995
8400,6,988.18,0,0.9951
8401,6,997.55,0,0.9951
8402,6,1014.39,0,0.9951
8403,6,1020.77,0,0.9951
8404,6,959.61,0,0.9951
8405,7,914.99,0,0.995
8406,7,872.21,0,0.995
8407,7,889.27,0,0.995
8408,7,890.93,0,0.995
8409,6,793.87,0,0.9951
8410,6,1000.91,0,0.9951
8411,6,1018.37,0,0.9951
8412,6,1039.34,0,0.9951
8413,6,1062.93,0,0.9951
8414,6,1157.61,0,0.9951
8415,6,1251.67,0,0.9951
8416,6,1260.25,0,0.9951
8417,6,1288.77,0,0.9952
8418,6,1304.69,0,0.9952
8419,6,1281.32,0,0.9951
8420,6,1212.27,0,0.9951
8421,6,1120.83,0,0.9951
8422,6,1027.94,0,0.9951
8423,7,884.24,0,0.995
8424,6,977.67,0,0.9951
8425,6,1196.3,0,0.9951
8426,6,1121.16,0,0.9951
8427,7,941.58,0,0.995
8428,7,953.85,0,0.995
8429,6,995.67,0,0.9951
8430,6,1039.37,0,0.9951
8431,6,1084.57,0,0.9951
8432,6,1097.94,0,0.9951
8433,6,1059.14,0,0.9951
8434,6,1086.45,0,0.9951
8435,6,1084.38,0,0.9951
8436,6,953.38,0,0.9951
8437,6,1051.13,0,0.9951
8438,6,1032.96,0,0.9951
8439,6,1015.08,0,0.9951
8440,6,975.15,0,0.9951
8441,6,977.51,0,0.9951
8442,6,962.35,0,0.995
8443,7,941.76,0,0.995
8444,7,874.18,0,0.995
8445,7,927.26,0,0.995
8446,7,591.74,0,0.995
8447,7,817.91,0,0.995
8448,7,7.86,0,0.995
8449,7,207.9,0,0.995
8450,7,773.77,0,0.9949
8451,7,806.01,0,0.9949
8452,7,417.78,0,0.9949
8473,7,147.38,0,0.9948
8474,7,688.99,0,0.9949
8475,7,640.72,0,0.9949
8476,7,89.28,0,0.9949
8484,7,142.8,0,0.9949
8485,7,600.56,0,0.9949
8486,7,663.11,0,0.9949
8487,7,122.29,0,0.9949
8495,7,46.1,0,0.9948
8496,7,509.37,0,0.9949
8497,7,854.53,0,0.995
8498,7,906.88,0,0.995
8499,7,816.09,0,0.9949
8500,7,276.61,0,0.9949
8501,7,0.28,0,0.9948
8506,7,46.26,0,0.9948
8507,7,315.0,0,0.9949
8508,7,822.79,0,0.9949
8509,7,820.05,0,0.9949
8510,7,844.48,0,0.995
8511,7,752.61,0,0.995
8512,7,696.41,0,0.995
8513,7,678.35,0,0.995
8514,7,533.68,0,0.995
8515,7,491.92,0,0.995
8516,7,16.44,0,0.9949
8520,7,83.27,0,0.9949
8521,7,104.08,0,0.9949
8522,7,12.16,0,0.9949
8776,7,1.2,0,0.995
8777,7,88.72,0,0.995
8778,7,348.14,0,0.995
8779,6,441.1,0,0.9951
8780,6,1029.91,0,0.9951
8781,6,1036.61,0,0.9951
8782,6,1038.89,0,0.9951
8783,6,1035.4,0,0.9951
8784,6,993.15,0,0.9951
8785,7,943.48,0,0.995
8786,7,914.25,0,0.995
8787,7,866.36,0,0.995
8788,7,940.86,0,0.995
8789,6,971.29,0,0.9951
8790,6,1010.34,0,0.9951
8791,6,1033.75,0,0.9951
8792,6,1057.35,0,0.9951
8793,6,1069.26,0,0.9951
8794,6,1089.25,0,0.9951
8795,6,1168.36,0,0.9951
8796,6,1226.11,0,0.9951
8797,6,1252.97,0,0.9951
8798,6,1263.95,0,0.9951
8799,6,1235.46,0,0.9951
8800,6,1164.36,0,0.9951
8801,6,1086.2,0,0.9951
8802,6,814.34,0,0.9951
8803,7,932.74,0,0.995
8804,6,1016.76,0,0.9951
8805,6,1281.26,0,0.9952
8806,6,977.09,0,0.9951
8807,7,927.78,0,0.995
8808,6,971.27,0,0.995
8809,6,949.49,0,0.9951
8810,6,1023.73,0,0.9951
8811,6,1132.21,0,0.9951
8812,6,1182.15,0,0.9951
8813,6,1187.27,0,0.9951
8814,6,1154.32,0,0.9951
8815,6,1117.96,0,0.9951
8816,6,1087.9,0,0.9951
8817,6,1063.9,0,0.9951
8818,6,1042.82,0,0.9951
8819,6,1023.61,0,0.9951
8820,6,1005.91,0,0.9951
8821,6,989.08,0,0.9951
8822,6,973.36,0,0.9951
8823,7,958.69,0,0.995
8824,7,942.61,0,0.995
8825,7,911.48,0,0.995
8826,7,907.82,0,0.995
8827,7,903.88,0,0.995
8828,7,139.7,0,0.995
8830,7,14.75,0,0.9949
8831,7,313.57,0,0.9949
8832,7,207.04,0,0.9949
8853,7,252.83,0,0.9949
8854,7,852.06,0,0.995
8855,7,870.23,0,0.995
8856,7,214.96,0,0.9949
8863,7,238.98,0,0.9949
8864,7,799.83,0,0.9949
8865,7,903.63,0,0.995
8866,7,870.59,0,0.995
8867,7,567.53,0,0.9949
8871,7,113.25,0,0.9949
8872,7,16.25,0,0.9948
8874,7,171.04,0,0.9948
8875,7,451.08,0,0.9949
8876,7,848.06,0,0.995
8877,7,911.39,0,0.995
8878,7,941.22,0,0.995
8879,7,934.0,0,0.995
