region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,416,50.4478,454433.63452881423,740416.25,425164.5478,5.7728,206.9396
p1,1,796,147.6513,615571.4683238749,727350.1,590515.7468,1.2882,204.6768
p1,1,797,137.3277,643483.3086966744,739177.8,600123.2386,1.2137,203.6586
p1,1,798,178.7162,507470.53079888294,787049.8,460237.9898,1.3037,219.2707
p1,1,799,164.3001,197070.2118468635,820063.1,152857.4221,1.44,233.7437
p1,1,1176,229.5785,597133.7916650141,689508.44,563920.7286,2.9982,187.3408
p1,1,1177,169.9495,1072707.3712593766,667587.06,1036147.35,0.2173,178.7961
p1,1,1178,178.6535,410557.3254845649,699723.5,371947.6621,3.1383,185.1063
p1,1,1179,60.4997,143143.47332228883,910795.8,62157.2336,4.7801,245.9257
p1,1,1180,16.2377,147187.76631471107,946710.0,28908.3758,11.1867,245.6557
p1,1,1557,45.1919,2508513.207551967,657105.4,2484377.5552,0.5246,165.9394
p1,1,1558,75.0169,233400.59664699703,730549.94,137377.1814,7.5457,177.3678
p1,1,1559,114.225,152385.44318456482,769917.1,43582.1798,15.5823,185.1063
p1,1,1937,53.983,236693.18239247135,602696.8,194521.0427,0.5618,152.3509
p1,1,1938,74.9994,129631.12483708386,585332.6,78058.6861,0.6673,150.7761
p1,1,1939,40.3088,135520.216745539,673616.1,-4532.3618,12.6948,150.7761
p1,1,2315,6.0256,1509209.8912339085,702843.44,1480434.4199,2.4364,171.7095
p1,1,2316,94.3719,358008.35064408614,556253.94,326301.4626,9.5746,152.5889
p1,1,2317,257.9719,334509.67972225795,560804.8,284228.1674,1.8282,142.7315
p1,1,2318,74.8009,219285.97943181032,560422.0,148161.1796,2.421,138.4914
p1,1,2319,38.2991,123267.57667485042,652105.44,-11219.1883,10.2148,145.0124
p1,1,2321,46.5747,56899.07562137861,756984.4,12560.1071,1.7228,180.4741
p1,1,2695,20.703,715550.7869470897,760091.9,667214.7399,27.4943,180.8635
p1,1,2696,293.7353,381615.38199129933,590061.8,358005.3844,1.3782,146.6181
p1,1,2697,91.6168,1488505.5590207838,567366.56,1453016.136,2.5328,134.116
p1,1,2698,70.4681,331905.49764613074,515674.78,277283.8819,5.5811,128.8076
p1,1,2699,224.8276,144539.9662551838,572974.75,90649.975,3.0046,145.537
p1,1,2700,129.4596,151012.69954216294,637358.0,95708.7289,1.3782,159.6526
p1,1,2701,21.6886,95155.15926513309,740474.94,218.5697,4.271,170.1347
p1,1,3076,63.2896,185179.87079129927,613579.94,138051.7332,15.3933,146.6181
p1,1,3077,133.5417,393791.6865064679,623781.9,313266.9648,6.5839,138.0361
p1,1,3078,165.1395,120754.93903021584,532870.06,-1066.2913,7.5302,115.0673
p1,1,3079,52.6908,151253.9812551838,684884.94,-14546.2,18.2232,145.537
p1,1,3081,119.8117,124149.36713523674,631834.5,25590.4497,6.8012,146.0121
p1,1,3082,69.4023,89806.65448668122,638408.1,21467.0334,2.5855,154.5206
p1,1,3456,60.4753,582010.3010684061,409752.1,551361.9182,1.8964,109.9049
p1,1,3457,258.5292,397040.36142189417,461850.25,327114.4579,3.0946,102.5099
p1,1,3458,187.2217,191640.99471576727,471801.3,81039.0378,10.9976,99.582
p1,1,3459,174.6376,125059.06320495665,480383.62,14455.5868,7.0456,102.543
p1,1,3461,120.5397,58902.26709125319,546752.75,12139.4658,1.0491,137.9637
p1,1,3836,158.2327,911070.0141654362,409040.28,873446.6723,1.8591,102.749
p1,1,3837,201.8991,1054119.247348623,369732.12,1017178.6863,0.18,91.3334
p1,1,3838,150.3228,266111.01461745956,363519.75,228857.6109,0.09,90.1144
p1,1,3839,54.913,122659.69522552239,472449.38,14472.2961,7.592,98.011
p1,1,3840,234.3781,122057.4120997694,496162.56,57074.027,2.6974,118.0896
p1,1,3841,82.2719,114135.27258937497,535645.0,40231.7572,3.4456,127.4944
p1,1,4215,129.7313,545744.41795186,1006299.8,520251.8694,0.9218,246.5094
p1,1,4216,151.197,568339.97255048,293953.7,537503.8628,7.4157,73.0793
p1,1,4217,158.2048,1817234.8103537462,303728.28,1785484.7979,1.251,72.0983
p1,1,4218,208.6247,360009.9511902224,365449.03,312665.9685,3.0046,87.7067
p1,1,4219,117.0009,152448.91619022243,464206.6,6347.3635,15.4012,87.7067
p1,1,4221,5.1827,164945.18544183753,618991.7,-5619.8578,15.2314,123.6361
p1,1,4595,23.8516,1090592.051142823,1033417.8,1038836.7637,15.6995,246.3885
p1,1,4596,39.3823,4521982.438672779,252927.34,4487455.0155,1.5582,57.0033
p1,1,4597,31.4759,1438778.9371283636,265126.06,1398597.2715,2.1355,60.5554
p1,1,4598,338.7113,335264.8396902224,426695.16,226674.727,11.0248,87.7067
p1,1,4599,84.6926,194748.10149022244,505337.22,7515.9288,18.8197,87.7067
p1,1,4976,55.5678,5091915.982278021,195999.6,5061105.2608,1.5518,43.1166
p1,1,4977,71.1089,1246528.2956247842,255987.73,1200040.3332,5.0321,56.6007
p1,1,4978,297.8696,414680.5617126656,315888.56,367166.2788,2.9737,73.3813
p1,1,4979,208.9556,152768.80152395874,500460.06,33026.4776,12.0212,102.4387
p1,1,5355,7.6905,5611666.330974659,140362.7,5568731.32,2.5701,24.7778
p1,1,5356,18.8779,3468051.501195867,239398.28,3428026.3054,2.3374,50.413
p1,1,5357,108.4815,769963.3118704071,262638.44,732030.1937,0.45,55.4786
p1,1,5358,300.2242,321195.0132078902,369739.2,241769.1319,4.6156,67.5716
p1,1,5359,137.8014,201566.17802395875,410672.97,171610.9441,1.6701,102.4387
p1,1,5735,13.5976,6433119.735919104,177400.62,6309157.7789,5.171,11.3912
p1,1,5736,57.5078,3719997.9513496915,225658.36,3691941.222,1.3564,48.892
p1,1,5737,168.8872,850815.0923333842,298430.62,812390.7737,0.27,64.6096
p1,1,5738,72.0424,133027.8484745568,388944.56,66591.0488,3.2437,76.5381
p1,1,5739,15.6178,128759.8815239587,513677.06,-4199.4424,14.7031,102.4387
p1,1,5745,20.0481,229578.53051444434,788964.1,47774.2189,15.315,172.5616
p1,1,6112,302.1363,830802.3922062487,760757.25,788003.8756,2.5019,222.9181
p1,1,6113,44.0669,1144709.5700859688,819297.06,1099689.7575,7.8593,228.9737
p1,1,6114,13.4757,7084662.80977647,77033.836,7042972.7809,0.5618,8.0329
p1,1,6115,8.4567,3232820.593842982,188419.56,3201211.621,1.4464,39.1273
p1,1,6116,53.3874,2336280.5440946054,213080.08,2305263.1295,1.5364,43.0575
p1,1,6117,142.3537,652848.9107128025,315397.94,608027.3762,0.63,61.9789
p1,1,6118,11.4939,186037.9253027739,380834.3,63972.2081,9.5539,62.0933
p1,1,6124,5.6007,155007.09162817395,671744.2,86055.0958,2.2474,173.4526
p1,1,6125,24.1964,217086.79942008352,714436.56,118131.5758,6.7884,173.0244
p1,1,6128,8.6135,316945.68649048614,639269.25,272386.8356,0.9591,183.6008
p1,1,6491,268.1666,499601.9035186316,764105.0,447882.6092,4.1682,214.5587
p1,1,6492,106.9246,1158590.5607978394,760162.8,1122196.1011,0.2173,216.126
p1,1,6494,83.8219,4945836.642706267,147996.1,4924160.4242,0.6891,35.3499
