r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1770.43,2033.07,2084.36,2155.03,2246.19,2286.34,2358.3,2412.43,2462.45,2514.23,2570.38,2596.77,2698.73,2760.27,2864.62
p2,1631.51,1816.67,1933.13,1990.8,2105.84,2205.87,2262.79,2336.4,2373.6,2451.05,2511.07,2593.66,2697.28,2773.56,2889.92
p3,1756.86,1881.77,2036.5,2142.8,2228.84,2305.47,2372.55,2445.96,2502.15,2557.48,2622.04,2677.99,2745.14,2822.16,2926.72
p4,1737.71,1829.13,1960.64,2059.78,2145.44,2216.94,2259.81,2314.12,2402.26,2432.61,2496.56,2611.09,2724.4,2830.95,2914.5
p5,1655.9,1858.98,1952.78,2041.09,2131.9,2204.09,2284.86,2347.69,2424.99,2509.59,2574.71,2669.52,2762.34,2850.31,2961.46
p6,1554.51,1740.52,1829.99,1942.05,2046.91,2144.94,2214.71,2267.97,2338.59,2410.6,2492.73,2588.49,2681.99,2795.74,2901
p7,1579.02,1756.77,1892.49,1998.69,2080.55,2157.81,2217.25,2296.79,2386.5,2471.45,2542.08,2611.18,2717.92,2805.93,2908.94
p8,1500.16,1671.07,1775.5,1861.61,1945.29,2026.36,2107.62,2184.86,2268.9,2352.77,2438.92,2533.66,2644.18,2743.85,2870.27
p9,1499.58,1668.54,1775.43,1871.8,1955.21,2035.44,2118.95,2207.83,2292.77,2371.73,2448.96,2534.49,2638.85,2754.12,2884
p10,1384.61,1531.48,1618.31,1692.04,1761.14,1829.9,1898.91,1979.17,2063.27,2152.97,2252.67,2364.57,2494.91,2651.94,2858.65
p11,1414.23,1535.5,1629.22,1700.8,1776.34,1872.42,1935.09,2026.89,2116.58,2237.76,2331.36,2425.86,2544.76,2676.82,2855.87
p12,1420.14,1572.62,1667.62,1750.25,1833.43,1913.75,1997.3,2079.77,2166.76,2261.85,2358.96,2468.47,2587.91,2730.58,2903.97
p13,1415.22,1540.86,1620.13,1711.47,1790.19,1857.71,1920.63,2000.75,2080.82,2160.15,2253.17,2388.4,2509.05,2642.95,2845.02
p14,1691.08,1878.05,1987.5,2084.42,2157.76,2214.79,2291.47,2363.88,2431.48,2497.86,2559.04,2632.17,2705.18,2783.15,2896.79
p15,1601.07,1782,1894.75,1982.99,2061.43,2133.38,2207.47,2285.59,2364.39,2438.99,2520.08,2613.02,2701.73,2806.56,2933.92
p16,1389.02,1567.81,1669.21,1757.06,1856.72,1955.16,2034.53,2128.5,2216.42,2302.42,2389.99,2475.54,2588.85,2702.44,2858.47
p17,1648.83,1827.15,1921.94,2007.76,2095.35,2177.35,2253.73,2323.29,2398.5,2467.28,2543.72,2621.27,2702.07,2795.07,2892.57
p18,1599.66,1852.65,1965.17,2074.03,2165.47,2233.01,2285.2,2353.86,2412.58,2473.09,2544.22,2622.42,2701.07,2809.11,2909.45
p20,1863.7,1928.16,1947.72,2069.38,2133.37,2178.07,2257.53,2372.73,2435.79,2529.67,2599.42,2670.18,2742.4,2800.9,2891.29
p21,1634.8,1774.66,1868.08,1940.67,2023.43,2093.58,2170.87,2247.67,2317.96,2396.14,2483.58,2572.87,2669.94,2770.93,2904.71
p22,1640.94,1796.22,1874.12,1969.88,2039.29,2115.72,2158.03,2223.41,2313.37,2393.91,2475.09,2557.4,2647.33,2749,2896.59
p23,1667.53,1835.37,1907.42,2003.04,2063.67,2100.25,2222.24,2274.88,2338.99,2493.84,2579.43,2654.9,2760.38,2824.05,2896.45
p24,1698.6,1830.31,1891.26,1997.47,2132.25,2225.96,2320.91,2409.31,2493.89,2580.26,2646.96,2715.73,2785.44,2855.22,2920.14
p25,1417.96,1582.25,1687.14,1775.98,1861.44,1935.62,2016.92,2096.03,2184.32,2265.95,2360.82,2476.49,2600.57,2738.88,2910.59
p26,1498.19,1671.84,1765.3,1842.08,1938.5,2026.05,2112.01,2195.71,2285.65,2378.58,2469.98,2564.4,2656.46,2759.62,2900.89
p27,1295.5,1452.12,1532.45,1599.76,1678.58,1755.56,1829.33,1908.05,1989.85,2077.85,2202.47,2324.4,2455.82,2609.61,2821.93
p28,1312.92,1493.26,1594.38,1691.06,1774.11,1852.11,1933.95,2017.4,2106.85,2205.86,2307.79,2427.99,2565.8,2710.71,2889.91
p29,1563.04,1685.21,1744.38,1820.91,1925.3,2022.88,2113.05,2211.35,2286.63,2367.31,2430.09,2530.78,2668.97,2758.96,2884.51
p30,1647.16,1658.79,1949.43,2035.25,2124.51,2195.37,2316.12,2480.67,2507.23,2555.69,2589.92,2717.74,2860.51,2872.71,2948.95
