sc_point_gid,latitude,longitude
1642,48.24010182,-125.6783418
1643,48.28137082,-125.4632489
1644,48.32235183,-125.247842
1961,48.02897438,-126.0372929
1962,48.07071468,-125.8232649
1963,48.11216879,-125.608922
2283,47.94287819,-125.7537255
2284,47.9842308,-125.5398155
2602,47.73167669,-126.110522
2603,47.77349835,-125.8976667
2604,47.81503542,-125.684499
2605,47.85628723,-125.4710205
2606,47.89725315,-125.2572327
2923,47.60402863,-126.0407525
2924,47.64574926,-125.8283231
2925,47.68718576,-125.6155834
2926,47.72833747,-125.4025349
2927,47.76920375,-125.189179
2928,47.80978396,-124.9755173
3244,47.47637168,-125.9712947
3245,47.51799198,-125.7592898
3246,47.5593286,-125.5469766
3247,47.6003809,-125.3343566
3248,47.64114824,-125.1214312
3566,47.39022592,-125.6905649
3567,47.43146335,-125.4786767
3568,47.47241692,-125.2664837
3569,47.513086,-125.0539873
3887,47.26245048,-125.6221462
3889,47.34444492,-125.1989141
3890,47.38501641,-124.9868452
4210,47.21646431,-125.131646
4211,47.25693888,-124.9200031
4530,47.04781307,-125.2755981
4531,47.08847449,-125.0646774
4532,47.12885281,-124.853459
4533,47.16894741,-124.6419446
4534,47.20875768,-124.4301356
4851,46.91990951,-125.2085059
4852,46.96047487,-124.9980063
4853,47.00075759,-124.787211
4854,47.04075706,-124.5761216
4855,47.08047267,-124.3647395
5171,46.75124338,-125.3514955
5172,46.79199491,-125.1417107
5173,46.83246486,-124.9316308
5174,46.87265264,-124.7212572
5175,46.91255762,-124.5105913
5176,46.95217922,-124.2996345
5492,46.62341238,-125.2845791
5493,46.6640687,-125.0752107
5494,46.70444389,-124.8655491
5495,46.74453736,-124.6555956
5496,46.78434851,-124.4453517
5497,46.82387673,-124.2348189
5814,46.5361303,-125.0090041
5815,46.57641137,-124.7997592
5816,46.61641118,-124.5902244
5817,46.65612912,-124.3804011
5818,46.6955646,-124.1702907
6134,46.36771133,-125.1516287
6135,46.40817914,-124.9430888
6136,46.44836673,-124.7342594
6137,46.4882735,-124.5251418
6138,46.52789887,-124.3157376
6454,46.19918646,-125.2934294
6455,46.23984016,-125.0855908
6456,46.28021466,-124.8774631
6457,46.3203094,-124.6690477
6458,46.36012376,-124.4603459
6459,46.39965718,-124.2513593
6775,46.07139389,-125.2272718
6776,46.11195447,-125.0198421
6777,46.1522363,-124.8121251
6778,46.1922388,-124.6041222
6779,46.23196138,-124.3958348
6780,46.27140347,-124.1872644
7095,45.90283982,-125.3681383
7096,45.94358563,-125.161403
7097,45.98405372,-124.9543807
7098,46.02424349,-124.7470731
7099,46.06415437,-124.5394813
7100,46.10378579,-124.3316068
7101,46.14313717,-124.1234511
7416,45.77510765,-125.302152
7417,45.81576115,-125.0958209
7418,45.85613735,-124.8892048
7419,45.89623568,-124.6823051
7420,45.93605556,-124.475123
7421,45.97559642,-124.2676601
7422,46.01485769,-124.0599177
7737,45.64735809,-125.236452
7738,45.68791989,-125.030524
7739,45.72820482,-124.8243126
7740,45.76821231,-124.6178194
7741,45.8079418,-124.4110456
7742,45.84739271,-124.2039928
7904,48.24484267,-88.36263635
8058,45.51959061,-125.1710367
8059,45.56006132,-124.9655103
8060,45.60025559,-124.7597023
8061,45.64017285,-124.5536142
8062,45.67981254,-124.3472474
8063,45.7191741,-124.1406032
8223,48.13177638,-88.83028871
8225,48.11082421,-88.38077583
8226,48.09987191,-88.15614682
8227,48.0886024,-87.93160606
8378,45.35114902,-125.3107495
8379,45.39180469,-125.1059043
8380,45.4321849,-124.900778
8381,45.4722891,-124.6953721
8382,45.51211673,-124.4896878
8383,45.55166722,-124.2837265
8384,45.59094002,-124.0774896
8543,48.0077035,-89.07163532
8545,47.98743894,-88.62301624
8546,47.97683136,-88.39882954
8547,47.96590716,-88.174728
8548,47.95466655,-87.95071409
8549,47.94310972,-87.72679026
8550,47.9312369,-87.50295894
8700,45.26399978,-125.0410529
8701,45.30429011,-124.8363255
8702,45.34430484,-124.6313202
8703,45.38404342,-124.4260383
8704,45.42350531,-124.2204811
8861,47.90160225,-89.75994743
8862,47.89260363,-89.53590025
8863,47.88328828,-89.31192537
8865,47.86370811,-88.86420236
8866,47.85344364,-88.64045915
8867,47.84286316,-88.41679807
8868,47.83196685,-88.19322155
8869,47.82075493,-87.96973205
8870,47.80922757,-87.74633199
8871,47.797385,-87.52302379
8872,47.78522743,-87.29980988
8873,47.77275507,-87.07669267
9019,45.05495007,-125.3843063
9020,45.09569976,-125.180533
9021,45.13617538,-124.9764808
9022,45.1763764,-124.772151
9023,45.21630225,-124.567545
9024,45.25595238,-124.3626641
9025,45.29532625,-124.1575097
9181,47.77616785,-89.99827462
9182,47.76750824,-89.774684
9183,47.75853255,-89.55116271
9184,47.74924094,-89.32771322
9185,47.73963357,-89.10433796
9186,47.72971062,-88.88103939
9187,47.71947225,-88.65781993
9188,47.70891867,-88.43468203
9189,47.69805005,-88.2116281
9190,47.68686659,-87.98866057
9191,47.67536849,-87.76578185
9192,47.66355596,-87.54299435
9193,47.6514292,-87.32030048
9194,47.63898843,-87.09770263
9195,47.62623387,-86.8752032
9340,44.92728433,-125.3192246
9341,44.96794447,-125.115844
9342,45.00833096,-124.9121863
9343,45.04844326,-124.7082527
9344,45.08828081,-124.5040447
