r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2932.84,2647.04,1674.36,2143.43,2497.78,1569.08,2440.59,2201.04,1902.97,1778.6,2568.81,1556.79,2575.86,2020.31,2110.79
p2,8648.32,7032.21,7206.95,7699.59,6634.03,7312.63,7731.01,7126.64,6373.69,7903.18,7125.22,6871.96,8127.11,7058.26,7457.83
p3,12851.98,13675.58,12230.06,13485.19,12941.99,12489.99,13056.29,13010.7,12023.5,13458.57,12542.72,12507.56,12946.7,13354.32,12884.74
p4,4584.51,3854.29,3621.41,4313.89,3462.37,4042.05,4714.84,3878.16,4080.53,4127.9,4155.49,3966.42,3998.41,4138.04,4130.34
p5,30715.47,28529.16,29755.21,30175.76,29558.24,29102.89,28804.01,29916.53,29479.31,29595.5,28643.77,30025.83,29001.34,29440.51,29514.71
p6,15888.24,15047.47,15609.57,14874.03,15046.79,14514.87,14719.29,15423.38,14765.91,14980.74,15496.55,14744.75,15051.74,14620.26,15465.35
p7,45234.42,45305.97,44132.17,45005.7,43822.1,45768.33,43662.82,45522.28,43873.34,45446.81,44394.28,44806.79,44528.99,44671.3,44709.59
p8,50853.53,49597.72,49292.64,51209.53,49722.64,50174.58,49858.77,49669.52,49889.62,50087.99,50574.1,49904.26,48654.12,51268.87,50196.58
p9,136159.5,136515.74,136015.94,135260.3,137041.93,136276.13,136179.71,136199.29,135686.26,135960.47,136293.46,136105.62,136276.61,136273.13,136133.08
p10,172818.22,173409.24,171152,172351.1,173324.46,172621.08,172914.87,171248.93,173271.92,172547.65,172274.12,172930.04,172447.9,172212,172848.51
p11,14166.42,14600.64,14060.52,13768.09,13900.23,13589.31,13624.86,13869.64,14136.65,13446.86,14112.25,13660.93,12857.16,14786.9,13995.65
p12,440040.64,439787.74,441180.26,440279.29,439861.95,438821.24,440990.27,439571.1,440430.64,438831.72,440668.85,440212.44,439583.24,440232.13,440122.7
p13,18246.86,18857.17,17517.54,18107.88,18002.43,17672.6,17548.24,17704.88,18288.82,17842.05,17805.46,17731.96,17662.99,18055.15,17912.61
p14,11487.7,10522.07,11313.59,10520.86,10837.04,9853.06,11474.5,10864,10720.48,10581.68,10946.77,10018.54,10702.06,10799.59,11423.84
p15,98092.74,97463.45,96376.13,96900.5,97197.93,97326.69,96776.99,97013.28,96879.61,97447.07,96422.72,97083.06,97499.78,96951.22,97071.45
p16,58745.6,57715.52,55721.39,57547.6,57227.97,56987,56332.82,57331.85,57079.88,56368.59,57285.93,57051.81,56890.29,57433.8,57024.51
p17,67531.61,65997.42,67690.56,66763.15,66787.08,67059.29,67312.9,66909.92,66382.37,67153.07,66622.43,66853.65,66953.31,67068.94,67219.37
p18,79972.25,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,80279.1,78792.45,78580.47,79198.7,79402.08,78755.71,79284.08
p20,2794.21,1016.95,2374.14,2043.08,2025.07,1806.65,1791.77,1436.16,2087.71,1587.06,1947.44,2363.55,1740.86,1565.87,2236.05
p21,57298.76,57744.39,56712.49,57549.82,57527.51,56759.27,57129.49,57923.13,56815.62,57381.87,57094.82,57058.09,57430.62,57197.47,57781.65
p22,12254.99,10474.83,11064.79,11656.43,10903.87,10526.23,11836.73,11471.03,11089.58,10763.53,11090.28,11525.23,10921.23,11348.02,11217.98
p23,1758.97,1768.39,2020.79,935.26,1796.54,1059.22,1897.99,1334.7,2118.56,1125.36,1608.78,1362.25,1760.95,1579.33,1694.21
p24,14506.12,13148.38,12970.07,13216.76,12881.47,13482.3,12622.95,13504.51,12857.05,13346.31,12517.45,13191.67,13210.02,13430.72,13400.86
p25,276109.29,273166.8,274799.33,273896.65,274838.77,274444.23,273605.97,273921.34,274564.87,274182.78,274559.38,274338.38,273829.79,274329.2,274607.53
p26,48384.26,47125.69,46972.04,47954.81,46889.95,46988.24,47580.37,47675.43,46772.56,48007.82,46918.07,47344.53,47069.16,47762.83,47415.89
p27,84234.78,81911.83,83542.51,82436.24,82478.04,82520.87,82929.64,82899.9,83168.66,82696.16,82924.83,82856.56,82574.32,82407.76,83422.65
p28,136150.97,133589.89,133857.68,133347.77,134070.37,134118.25,134233.74,133353.37,134409.25,133261.46,133954.71,133763.59,133784.65,134126.63,134247.58
p29,11381.3,11695.9,9708.62,11871.29,11018.49,10172.09,10483.04,11928.37,10917.17,10429.4,10340.05,11203.58,10562.1,11552.44,10915.93
p30,1042.45,1021.7,1127.36,609.49,602.32,1323.98,802.65,571.09,483.99,1585.49,519.43,1027.74,848.61,387.86,1284.03
p31,103363.26,102461.83,102818.01,102179.8,103103.64,102193.35,102609.59,102959.42,101890.82,102596.55,102725.91,102818.78,102300.89,102739.51,102506.2
p32,1319.72,732.4,0,764.94,0,628.6,0,698.16,0,620.51,0,729.56,552.37,496.16,440.96
p33,53621.5,52164.9,53589.39,52524.74,53075.43,52414.69,53191.17,52682,53110.91,52299.68,53302.18,52644.18,52437.02,52814.79,53280.59
p34,47144.13,45714.12,46090.81,45898.4,44644.45,46721.7,46415.14,44918.44,46257.54,46199.15,45905.35,45555.29,45959.72,45744.26,46551.82
p38,461.03,0,0,0,0,0,0,0,0,0,0,0,0,0,546.38
p47,3817.36,3067.54,2358.47,3279.47,2728.07,3143.42,2213.81,2733.61,3064.28,2825.13,2003.18,3367.68,3341.85,2430.89,3192.86
p56,565.33,0,0,417.82,0,0,0,0,0,0,725.83,0,0,0,467.98
p59,698.79,0,0,0,696.85,0,0,603.33,0,0,0,681.29,0,0,496.4
