r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p61,60919.01,60492.7,59044.04,61231.37,60340.11,60512.41,59460.21,61006.94,60392.46,59985.62,60281.32,60597.05,60131.45,60025.96,60573.29
p85,799.22,0,0,916.62,0,0,0,0,1025.75,0,0,0,912.64,0,700.63
p89,537.8,0,0,0,0,0,0,639.76,0,0,0,0,0,0,622.29
p90,703.34,0,0,0,0,0,782.77,0,0,413.39,0,0,350.26,0,372.97
p92,3639.66,3193.77,3558.76,3141.64,3819.74,2830.18,3572.26,3034,3469.66,3722.35,3025.28,3769.51,3445.1,3297.98,3436.98
p94,3183.8,3657.99,3155.8,4325.68,3415.57,3639.7,3147.74,3472.01,2757.84,4388.21,3487.58,2834.93,4029.28,3507.01,3486.6
p95,3196.45,2333.41,2100.78,1594.38,2182.79,2205.17,1910.97,2664.4,2094.99,1521.5,2196.37,2215.08,2616.7,2056.11,2182.73
p97,17776.55,18594.22,17896.89,17229.98,17683.73,18024.52,17570.59,17689.51,17698.07,17673.72,17570.49,17980.4,17466.89,17939.87,17762.81
p99,4558.98,3461.18,3168.94,3041.01,4336.39,3441.96,3546.65,3038.03,3523.05,3167.66,3616.05,3588.94,3226.13,3693.95,3488.03
p109,605.64,1132.1,0,800.32,612.71,866.14,394.87,425.16,1077.49,378.72,488.71,905.15,372.55,820.05,621.01
p110,559.46,787.62,817.74,1064.87,684.41,718.29,420.31,603.12,1123.78,623.49,502.68,1114.72,437.63,753.46,1011.69
p116,3543.38,3297.45,3211.61,2114.75,2586.19,3619.25,2314.02,2932.43,3227.21,2166.25,3423.54,1822.05,3883.28,2731.39,2926.54
p117,0,0,0,0,0,0,0,394.97,0,0,0,0,0,0,0
p118,8055.06,8149.87,6717.82,7592.7,8253.37,7292.03,7909.98,7584.1,7321.66,7666.45,7499.92,7960.09,7531.04,7492.41,7917.67
p119,1661.77,932.16,415.37,0,931.14,865.53,436.64,633.88,0,818.96,654.68,431.18,852.21,468.7,879.24
p120,1102.35,0,0,0,0,0,0,0,0,0,0,0,0,0,822.73
p121,1554.01,0,0,0,0,0,0,0,0,0,1066.5,0,0,0,400.49
p122,3486.33,3247.31,3224.9,2465.15,2786.12,2491.28,2612.59,1931.67,2805.27,3278.2,2239.08,2959.91,2779.98,2179.55,3159.78
p127,4677.97,2537.49,3903.86,3477.29,3592.12,3028.48,3862.89,3167.26,3557.67,3164.56,3569.66,3466.41,3257.74,3349.54,3829.19
p129,711.61,1339.31,618.95,0,908.87,861.63,865.17,469.47,922.29,630.08,868.28,350.16,402.63,673.22,1347.86
p130,3324.85,2516.67,3040.28,2541.58,2255.39,2292.3,2963.31,2627.7,2686.79,2724.17,2618.23,2222.46,2797.2,2331.28,3165.5
p131,0,0,0,0,0,0,0,722.58,0,0,0,0,0,0,0
p134,3185.11,1064.99,2727.16,1069.65,1933.41,1819.25,1544.86,1829.26,2627.5,1764.66,1652.05,1926.88,1842.47,1635.17,2083.26
