region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km
p10,8,60469,5.339,16885859.498,15047559.148,1838300.35,76.996,302.026
p10,8,62364,4.753,8041089.929,6242877.545,1798212.383,24.403,270.481
p10,8,62741,251.984,1744308.164,1682765.686,61542.478,146.517,8.725
p10,8,62742,274.851,1618683.524,1557141.046,61542.478,149.251,8.725
p10,8,62743,21.769,3351408.924,1680503.204,1670905.72,26.79,226.93
p10,8,62744,3.029,9066633.168,7268420.785,1798212.383,18.596,270.481
p10,8,62745,1.059,16929677.503,15131465.12,1798212.383,9.743,270.481
p10,8,63121,252.902,1649513.822,1587971.344,61542.478,134.401,8.725
p10,8,63122,640.828,1630694.469,1569151.991,61542.478,140.788,8.725
p10,8,63125,152.856,2048894.261,250681.878,1798212.383,21.872,270.481
p10,8,63126,56.272,2237815.702,439603.319,1798212.383,23.531,270.481
p10,8,63505,54.828,2469561.922,577556.576,1892005.346,26.267,283.545
p10,8,63506,172.18,2102394.609,304182.226,1798212.383,35.572,270.481
p10,8,63507,102.439,2357266.438,559054.055,1798212.383,40.697,270.481
p10,8,63881,25.273,2489268.049,1036673.813,1452594.236,24.149,170.819
p10,8,63882,211.011,1823706.304,1522574.726,301131.578,115.696,28.909
p10,8,63886,3.038,8046588.569,6154583.223,1892005.346,16.247,283.545
p10,8,63887,74.132,2302540.405,433687.643,1868852.762,26.221,278.613
p10,8,63888,2.976,15863596.706,13994743.944,1868852.762,35.316,278.613
p10,8,64261,65.383,1686301.899,233707.663,1452594.236,12.033,170.819
p10,8,64262,135.402,1727546.516,274952.28,1452594.236,16.841,170.819
p10,8,64641,137.579,1474785.016,22190.78,1452594.236,0.562,170.819
p10,8,64642,225.174,1650140.075,197545.84,1452594.236,12.231,170.819
p10,8,64643,446.185,1721938.15,269343.914,1452594.236,24.198,170.819
p10,8,65021,39.086,2269924.229,920586.429,1349337.801,29.292,183.061
p10,8,65022,43.667,1865815.32,413221.084,1452594.236,17.644,170.819
p10,8,65023,193.4,1482024.474,1424290.527,57733.947,148.952,9.743
p10,8,65027,0.648,39598661.952,37729809.19,1868852.762,24.194,278.613
p10,8,65402,130.532,1555339.364,206001.563,1349337.801,15.728,183.061
p10,8,65403,142.857,1590557.513,241219.713,1349337.801,23.715,183.061
p10,8,65404,636.247,1431117.884,1369575.406,61542.478,167.693,8.725
p10,8,65407,5.1,3912823.081,1832683.979,2080139.102,6.466,336.945
p10,8,65410,0.175,67168793.922,65037770.0,2131023.923,5.841,356.409
p10,8,65782,192.549,1411473.09,1077630.735,333842.355,137.122,35.122
p10,8,65783,576.681,1479154.348,1090213.064,388941.284,140.728,40.638
p10,8,65784,629.21,1465303.992,1076362.708,388941.284,153.218,40.638
p10,8,65785,654.244,1486854.869,1425312.391,61542.478,175.421,8.725
p10,8,65787,2.718,5121778.434,3060484.136,2061294.298,5.895,332.41
p10,8,65788,5.604,3215683.809,1130961.879,2084721.93,2.816,337.575
p10,8,65789,0.952,20347767.062,18216743.139,2131023.923,14.25,356.409
p10,8,65790,6.584,5016255.063,2885231.14,2131023.923,14.101,356.409
p10,8,65791,13.923,4139199.481,2008175.558,2131023.923,23.516,356.409
p10,8,66162,23.989,2033431.513,684093.712,1349337.801,12.36,183.061
p10,8,66163,503.231,1524228.721,174890.92,1349337.801,21.688,183.061
p10,8,66164,624.737,1475227.62,1086286.336,388941.284,154.485,40.638
p10,8,66165,664.061,1477773.881,1088832.597,388941.284,166.154,40.638
p10,8,66167,0.303,38066845.921,36245122.029,1821723.892,8.932,263.159
p10,8,66168,22.044,2604978.869,742645.745,1862333.124,16.27,280.406
p10,8,66169,3.688,6013663.791,4032717.211,1980946.581,11.975,311.323
p10,8,66170,26.875,2741713.047,760766.466,1980946.581,13.739,311.323
p10,8,66171,1.105,17776182.517,15696575.846,2079606.671,13.383,333.406
p10,8,66542,32.885,2111737.406,762399.606,1349337.801,23.977,183.061
p10,8,66543,225.993,1626208.953,276871.152,1349337.801,30.023,183.061
p10,8,66544,251.219,1666727.404,317389.603,1349337.801,39.5,183.061
p10,8,66547,139.006,1872874.817,10541.693,1862333.124,0.307,280.406
p10,8,66548,128.657,1951678.225,57646.259,1894031.967,3.836,289.558
p10,8,66549,1.078,9089929.256,7108982.676,1980946.581,4.736,311.323
p10,8,66550,75.679,2031236.872,22853.737,2008383.134,0.382,319.066
p10,8,66551,270.152,2101541.59,21934.918,2079606.671,1.468,333.406
p10,8,98314,142.41,1492716.248,1431173.77,61542.478,191.923,8.725
p10,8,98315,125.09,1475227.62,1086286.336,388941.284,154.485,40.638
p10,9,42971,303.592,3195463.091,1074901.897,2120561.193,118.41,514.02
p10,9,43351,232.819,3350951.91,1230390.716,2120561.193,109.719,514.02
p10,9,43731,187.138,3057454.877,936893.684,2120561.193,103.171,514.02
p10,9,43732,386.851,2722899.939,602338.745,2120561.193,90.989,514.02
p10,9,44111,90.135,3532751.358,736495.105,2796256.253,33.577,606.379
p10,9,44112,192.623,2900809.6,780248.407,2120561.193,84.211,514.02
p10,9,44113,248.41,2899004.579,778443.386,2120561.193,72.767,514.02
p10,9,44492,88.711,3169652.621,787778.511,2381874.11,43.599,548.909
p10,9,44493,171.457,2716314.57,595753.377,2120561.193,56.961,514.02
p10,9,44870,144.726,2744691.313,360463.956,2384227.357,23.887,549.291
p10,9,44871,296.509,2599038.418,478477.225,2120561.193,46.745,514.02
p10,9,44874,163.935,2670369.164,549807.97,2120561.193,48.009,514.02
p10,9,45250,67.802,2748612.612,364385.255,2384227.357,11.227,549.291
p10,9,45251,184.307,2461683.009,341121.815,2120561.193,34.861,514.02
p10,9,45252,334.469,2445988.959,325427.766,2120561.193,33.348,514.02
p10,9,45630,186.399,2454046.508,73378.459,2380668.049,5.05,548.655
p10,9,45632,238.143,2389752.411,269191.218,2120561.193,19.946,514.02
p10,9,45633,327.899,2349864.071,229302.877,2120561.193,20.902,514.02
p10,9,45634,263.139,2454853.831,334292.638,2120561.193,28.035,514.02
p10,9,45635,39.038,4405911.782,1963617.443,2442294.339,55.203,550.168
p10,9,46011,154.064,2399240.451,278679.258,2120561.193,18.577,514.02
p10,9,46012,133.163,2249725.315,129164.122,2120561.193,6.404,514.02
p10,9,46014,172.506,2384987.371,355661.704,2029325.667,37.614,489.112
p10,9,46015,7.065,9133121.157,6918669.413,2214451.744,26.798,518.548
p10,9,46016,168.743,2841458.467,399164.128,2442294.339,31.934,550.168
p10,9,46395,36.585,3054429.598,839977.855,2214451.744,13.65,518.548
p10,9,46396,7.603,6980056.389,4537762.05,2442294.339,27.773,550.168
p10,9,46775,231.119,2246819.045,32367.301,2214451.744,1.012,518.548
p10,9,46776,119.66,2748825.396,534373.652,2214451.744,12.206,518.548
p10,9,46777,159.202,2494914.843,52620.504,2442294.339,3.191,550.168
p10,9,47155,315.63,2276842.439,333041.681,1943800.758,32.796,453.378
p10,9,47156,138.407,2497473.168,126837.693,2370635.475,5.364,537.65
p10,9,47157,3.216,7073615.261,4631320.922,2442294.339,10.106,550.168
p10,9,47535,268.529,2239548.612,295747.855,1943800.758,26.499,453.378
p10,9,47536,33.357,3105165.702,734530.227,2370635.475,20.508,537.65
p10,9,47537,2.857,27493307.757,25549507.0,1943800.758,46.813,453.378
p10,9,47538,23.33,5005941.638,2563647.299,2442294.339,37.248,550.168
p10,9,47914,154.567,2019967.304,76166.547,1943800.758,5.428,453.378
p10,9,47915,335.641,2117848.908,174048.15,1943800.758,18.29,453.378
p10,9,47916,15.052,5162099.043,3218298.286,1943800.758,30.481,453.378
p10,9,47917,5.904,14173796.255,12229995.497,1943800.758,46.871,453.378
p10,9,47918,2.203,41942553.634,39500259.295,2442294.339,51.721,550.168
p10,9,47919,75.037,3443279.688,1000985.349,2442294.339,46.156,550.168
p10,9,48295,250.483,2227554.093,283753.335,1943800.758,22.414,453.378
p10,9,48296,21.788,4366147.19,2422346.433,1943800.758,35.067,453.378
p10,9,48297,0.024,2849127058.825,2847183258.068,1943800.758,44.835,453.378
p10,9,48298,0.371,283744671.064,281302376.725,2442294.339,61.282,550.168
p10,9,48299,4.503,23780710.257,21338415.918,2442294.339,61.027,550.168
p10,9,48674,225.331,2250895.009,307094.251,1943800.758,28.743,453.378
p10,9,48675,18.844,4613830.725,2670029.967,1943800.758,31.329,453.378
p10,9,48676,0.115,599468229.04,597524428.283,1943800.758,44.606,453.378
p10,9,48679,0.077,1472944286.713,1470501992.374,2442294.339,74.073,550.168
p10,9,49054,155.918,2334518.301,390717.544,1943800.758,38.694,453.378
p10,9,49055,0.886,73297905.865,71354105.107,1943800.758,48.874,453.378
p10,9,49059,0.026,4939374704.163,4936932409.824,2442294.339,86.562,550.168
p10,9,49060,0.39,391868550.444,389426256.105,2442294.339,103.922,550.168
p10,9,49434,48.684,2744205.414,958162.488,1786042.926,43.495,358.985
p10,9,49435,2.394,33543202.126,31599401.368,1943800.758,58.822,453.378
p10,9,49440,0.311,647568941.273,645126646.934,2442294.339,149.094,550.168
p10,9,49815,0.173,303305789.48,301519746.554,1786042.926,39.406,358.985
p10,9,49816,22.185,5602521.935,3816479.009,1786042.926,59.959,358.985
p10,9,49820,0.206,1129787855.387,1127345561.048,2442294.339,185.985,550.168
p10,9,49821,0.152,1416888980.503,1414446686.164,2442294.339,170.494,550.168
p10,9,50194,77.715,2080316.621,294273.695,1786042.926,19.337,358.985
p10,9,50195,30.53,3022139.269,1236096.343,1786042.926,28.832,358.985
p10,9,50196,1.221,57357857.812,55571814.885,1786042.926,47.843,358.985
p10,9,50197,0.439,189661366.303,187875323.377,1786042.926,57.285,358.985
p10,9,50201,0.2,1135331994.674,1132889700.335,2442294.339,179.278,550.168
p10,9,50202,0.546,380654498.199,378212203.861,2442294.339,167.842,550.168
p10,9,50574,10.982,3249342.503,1463670.734,1785671.769,10.314,358.895
p10,9,50575,3.476,12520227.146,10734184.22,1786042.926,32.184,358.985
p10,9,50576,5.823,11695324.833,9909281.907,1786042.926,42.861,358.985
p10,9,50581,0.417,549609726.492,547167432.153,2442294.339,184.068,550.168
p10,9,50582,0.478,457103884.127,454661589.789,2442294.339,175.86,550.168
p10,9,50583,5.274,41441761.944,39326419.625,2115342.32,200.767,367.575
p10,9,50953,0.123,253028110.648,251242438.879,1785671.769,15.519,358.895
p10,9,50954,6.917,3682529.85,1896858.081,1785671.769,9.519,358.895
p10,9,50955,2.959,14774010.495,12988338.726,1785671.769,34.233,358.895
p10,9,50957,0.764,102137311.04,100351639.27,1785671.769,62.441,358.895
p10,9,50959,0.026,4570144429.333,4568620048.979,1524380.354,100.319,323.213
p10,9,50960,0.259,526672951.815,525148571.462,1524380.354,110.837,323.213
p10,9,50962,0.547,409630698.339,407515356.019,2115342.32,208.675,367.575
p10,9,51334,4.41,7513934.464,5728262.695,1785671.769,21.665,358.895
p10,9,51335,3.091,18020527.706,16234855.936,1785671.769,39.633,358.895
p10,9,51336,17.983,4982275.697,3196603.928,1785671.769,47.107,358.895
p10,9,51337,3.336,23452060.723,21662603.854,1789456.869,47.62,324.523
p10,9,51338,0.43,212762678.326,211238297.972,1524380.354,83.922,323.213
p10,9,51339,0.585,184621164.989,183096784.635,1524380.354,92.178,323.213
p10,9,51340,1.084,108661909.697,107137529.344,1524380.354,95.089,323.213
p10,9,51342,10.176,23058179.631,20942837.312,2115342.32,193.841,367.575
p10,9,51343,0.792,265335920.084,263220577.765,2115342.32,186.833,367.575
p10,9,51713,89.84,1937533.16,218163.88,1719369.28,10.045,318.5
p10,9,51716,174.404,2009665.246,720221.556,1289443.691,76.899,281.91
p10,9,51717,70.521,2611347.427,821890.558,1789456.869,38.463,324.523
p10,9,51718,3.414,24346204.337,22821823.984,1524380.354,70.156,323.213
p10,9,51719,0.122,720419574.335,718895193.981,1524380.354,74.927,323.213
p10,9,51720,0.245,419307261.788,417782881.435,1524380.354,83.056,323.213
p10,9,51722,1.632,129464741.475,127349399.156,2115342.32,187.501,367.575
p10,9,51723,15.59,14324826.691,12209484.371,2115342.32,175.893,367.575
p10,9,51725,2.991,54362980.069,52247637.75,2115342.32,150.968,367.575
p10,9,52093,110.349,1902181.152,182811.872,1719369.28,7.319,318.5
p10,9,52096,173.259,1884282.453,594838.762,1289443.691,65.471,281.91
p10,9,52097,167.199,2010122.702,720679.011,1289443.691,68.779,281.91
p10,9,52098,5.002,14595403.076,13071022.722,1524380.354,58.54,323.213
p10,9,52099,1.39,56690865.408,55166485.054,1524380.354,65.998,323.213
p10,9,52102,0.166,1222937455.183,1220822112.864,2115342.32,183.149,367.575
p10,9,52103,15.454,14059162.447,11943820.128,2115342.32,171.682,367.575
p10,9,52104,6.183,28809321.105,26693978.785,2115342.32,158.864,367.575
p10,9,52105,3.229,48954481.129,46839138.809,2115342.32,145.501,367.575
p10,9,52473,6.049,5595294.339,3875925.059,1719369.28,19.392,318.5
p10,9,52477,30.296,3426050.849,1636593.98,1789456.869,32.437,324.523
p10,9,52478,3.541,16295047.803,14770667.45,1524380.354,42.154,323.213
p10,9,52479,3.086,21989970.256,20465589.903,1524380.354,52.954,323.213
p10,9,52480,1.844,51398583.531,49874203.178,1524380.354,56.231,323.213
p10,9,52481,0.261,846492590.422,844377248.102,2115342.32,199.441,367.575
p10,9,52482,0.213,967946379.91,965831037.591,2115342.32,185.382,367.575
p10,9,52483,0.165,1137973462.234,1135858119.915,2115342.32,173.195,367.575
p10,9,52484,1.149,150663794.958,148548452.638,2115342.32,161.842,367.575
p10,9,52485,0.046,3429050413.593,3426935071.273,2115342.32,151.28,367.575
p10,9,52486,0.838,164503982.21,162388639.891,2115342.32,125.247,367.575
p10,9,52853,14.21,4002955.245,2713511.554,1289443.691,32.709,281.91
p10,9,52854,39.52,2099633.276,810189.585,1289443.691,30.602,281.91
p10,9,52857,5.328,10138653.899,8614273.546,1524380.354,30.166,323.213
p10,9,52858,6.515,7299623.588,5775243.235,1524380.354,30.112,323.213
p10,9,52859,1.861,28653608.909,27129228.555,1524380.354,37.203,323.213
p10,9,52861,0.19,527451589.732,525927209.378,1524380.354,61.009,323.213
p10,9,52862,0.119,1802663914.158,1800548571.838,2115342.32,189.645,367.575
p10,9,52866,0.05,2529413999.028,2527298656.708,2115342.32,115.55,367.575
p10,9,53233,8.74,3965745.74,2676302.049,1289443.691,19.89,281.91
p10,9,53234,0.021,931608105.903,930318662.213,1289443.691,19.008,281.91
p10,9,53237,3.241,8263925.731,6739545.377,1524380.354,16.773,323.213
p10,9,53238,1.629,17079840.83,15555460.476,1524380.354,19.33,323.213
p10,9,53239,1.435,33016227.669,31491847.315,1524380.354,31.894,323.213
p10,9,53241,0.927,103113213.498,101588833.145,1524380.354,68.293,323.213
p10,9,53242,0.478,207883456.204,206359075.85,1524380.354,74.813,323.213
p10,9,53245,0.123,949755821.31,947822161.841,1933659.47,103.807,302.198
p10,9,53246,3.902,32554043.04,30620383.571,1933659.47,102.813,302.198
p10,9,53613,19.474,2040280.024,750836.334,1289443.691,9.244,281.91
p10,9,53614,2.892,4698556.054,3409112.363,1289443.691,7.593,281.91
p10,9,53617,12.352,1916567.815,392187.462,1524380.354,2.766,323.213
p10,9,53618,71.976,1860536.805,336156.451,1524380.354,15.18,323.213
p10,9,53620,2.452,28978961.179,27454580.826,1524380.354,50.507,323.213
p10,9,53622,0.266,356626497.837,355102117.483,1524380.354,70.927,323.213
p10,9,53623,0.368,367639663.996,365706004.527,1933659.47,112.875,302.198
p10,9,53624,0.744,158574394.677,156640735.207,1933659.47,101.355,302.198
p10,9,53625,5.489,20408216.339,18474556.87,1933659.47,88.205,302.198
p10,9,53626,3.356,36808331.691,34874672.221,1933659.47,102.642,302.198
p10,9,53628,27.448,5180151.246,3064808.926,2115342.32,77.133,367.575
p10,9,53993,4.378,4338209.102,3048765.412,1289443.691,9.384,281.91
p10,9,53994,0.218,54115874.915,52826431.224,1289443.691,8.524,281.91
p10,9,53997,2.536,8077764.982,6601980.963,1475784.018,12.668,320.624
p10,9,53998,144.064,1740811.276,265027.258,1475784.018,23.817,320.624
p10,9,54000,9.702,7454521.612,5930141.259,1524380.354,43.374,323.213
p10,9,54004,0.472,192297756.978,190364097.508,1933659.47,78.06,302.198
p10,9,54005,1.61,55605147.681,53671488.212,1933659.47,75.321,302.198
p10,9,54006,8.702,12954178.791,11020519.321,1933659.47,83.392,302.198
p10,9,54007,0.109,884915703.373,882800361.054,2115342.32,87.243,367.575
p10,9,54008,6.629,14497616.395,12382274.075,2115342.32,74.834,367.575
p10,9,54372,1.016,29631507.768,28342064.077,1289443.691,26.783,281.91
p10,9,54373,6.837,5385196.511,4095752.821,1289443.691,22.44,281.91
p10,9,54374,4.47,6518248.59,5228804.9,1289443.691,20.46,281.91
p10,9,54375,0.459,66932698.891,65456914.872,1475784.018,22.254,320.624
p10,9,54376,20.812,2581793.404,1092915.575,1488877.829,19.051,314.82
p10,9,54377,148.318,1653102.891,177318.872,1475784.018,17.044,320.624
p10,9,54378,80.603,1893771.348,417987.33,1475784.018,24.979,320.624
p10,9,54385,3.727,20968521.238,19034861.768,1933659.47,64.303,302.198
p10,9,54386,16.444,7872833.718,5939174.248,1933659.47,81.536,302.198
p10,9,54387,7.865,13683007.602,11567665.283,2115342.32,70.001,367.575
p10,9,54388,3.582,23172755.999,21057413.68,2115342.32,60.274,367.575
p10,9,54389,13.955,6216015.079,4100672.759,2115342.32,48.952,367.575
p10,9,54751,0.372,59066225.64,57543000.786,1523224.854,12.881,210.659
p10,9,54752,5.693,4964956.335,3441731.481,1523224.854,17.547,210.659
p10,9,54753,6.823,4669153.962,3481047.254,1188106.709,14.151,244.033
p10,9,54754,1.925,8041914.03,6853807.322,1188106.709,6.778,244.033
p10,9,54755,0.611,52960168.818,51772062.109,1188106.709,20.112,244.033
p10,9,54756,103.952,1784864.034,596757.325,1188106.709,37.097,244.033
p10,9,54757,84.766,1832479.345,644372.636,1188106.709,46.552,244.033
p10,9,54763,2.465,33338423.893,31519865.966,1818557.927,56.925,259.876
p10,9,54764,5.358,13066905.177,11133245.708,1933659.47,55.899,302.198
p10,9,54765,4.59,13100274.989,11166615.519,1933659.47,49.79,302.198
p10,9,54768,0.163,467553045.896,465437703.576,2115342.32,61.21,367.575
p10,9,54769,20.064,4731253.398,2615911.078,2115342.32,42.777,367.575
p10,9,55132,7.935,3415721.789,1892496.935,1523224.854,11.785,210.659
p10,9,55134,13.615,2005049.452,816942.743,1188106.709,5.338,244.033
p10,9,55136,26.685,2584052.236,1395945.527,1188106.709,27.822,244.033
p10,9,55137,59.833,2023596.965,963971.585,1059625.38,47.326,219.647
p10,9,55138,59.929,2116915.887,1057290.507,1059625.38,55.05,219.647
p10,9,55144,31.887,4063846.767,2130187.298,1933659.47,46.53,302.198
p10,9,55145,3.212,14077695.286,12144035.817,1933659.47,37.077,302.198
p10,9,55146,0.943,57412383.18,55478723.711,1933659.47,48.161,302.198
p10,9,55150,10.099,5419570.153,3304227.834,2115342.32,23.767,367.575
p10,9,55512,18.93,2372091.627,1433199.347,938892.281,27.043,179.028
p10,9,55513,68.097,1351888.79,412996.509,938892.281,27.043,179.028
p10,9,55514,2.281,11393524.632,10205417.923,1188106.709,17.604,244.033
p10,9,55517,18.84,3405918.023,2346292.642,1059625.38,36.649,219.647
p10,9,55518,132.536,1570955.662,511330.281,1059625.38,43.741,219.647
p10,9,55519,85.349,1787607.101,727981.72,1059625.38,55.261,219.647
p10,9,55520,3.487,9574122.073,7755564.146,1818557.927,19.83,259.876
p10,9,55524,9.687,6214578.787,4280919.317,1933659.47,32.325,302.198
p10,9,55525,0.837,34395882.812,32462223.343,1933659.47,24.886,302.198
p10,9,55526,22.013,3573373.313,1639713.844,1933659.47,27.654,302.198
p10,9,55529,8.587,6481828.761,4366486.442,2115342.32,24.47,367.575
p10,9,55530,7.558,3329922.381,1214580.061,2115342.32,4.936,367.575
p10,9,55531,9.8,4209912.905,2094570.586,2115342.32,14.105,367.575
p10,9,55893,26.778,1642090.401,703198.12,938892.281,15.3,179.028
p10,9,55894,4.354,5095010.079,4064259.305,1030750.774,14.063,202.347
p10,9,55898,51.786,1932048.5,872423.12,1059625.38,39.433,219.647
p10,9,55899,101.493,1628549.78,568924.399,1059625.38,51.9,219.647
p10,9,55900,54.065,2059265.986,240708.059,1818557.927,7.447,259.876
p10,9,55903,20.089,4001348.016,2182790.089,1818557.927,37.915,259.876
p10,9,55904,24.738,3384659.001,1450999.531,1933659.47,28.475,302.198
p10,9,55905,8.313,4395874.049,2462214.579,1933659.47,15.513,302.198
p10,9,55908,1.662,16954049.907,14862337.227,2091712.68,18.964,357.323
p10,9,55909,6.397,4688028.473,2596315.793,2091712.68,8.775,357.323
p10,9,55910,23.542,2617077.562,502383.425,2114694.137,5.674,361.228
p10,9,55911,1.374,14721193.342,12605851.023,2115342.32,12.569,367.575
p10,9,56273,74.595,1038331.28,88944.484,949386.796,4.277,182.206
p10,9,56274,14.434,1321741.449,295018.829,1026722.619,2.396,201.388
p10,9,56275,12.741,1838196.366,778570.986,1059625.38,6.95,219.647
p10,9,56276,25.514,1549092.497,489467.116,1059625.38,9.628,219.647
p10,9,56279,6.201,6021313.798,4202755.871,1818557.927,17.723,259.876
p10,9,56280,39.832,2144223.703,325665.776,1818557.927,7.468,259.876
p10,9,56281,31.345,2406536.17,587978.244,1818557.927,10.607,259.876
p10,9,56282,18.823,3206770.629,1406958.483,1799812.146,20.655,255.217
p10,9,56283,17.45,3727519.419,1927707.272,1799812.146,25.13,255.217
p10,9,56284,19.104,3518300.702,1584641.232,1933659.47,20.117,302.198
p10,9,56288,0.577,64117680.317,62025967.636,2091712.68,30.131,357.323
p10,9,56289,0.392,78959607.188,76844913.051,2114694.137,15.374,361.228
p10,9,56290,7.363,5855426.214,3740732.077,2114694.137,16.34,361.228
p10,9,56291,1.406,20365233.423,18249891.103,2115342.32,24.0,367.575
p10,9,56292,7.421,8063568.343,5948226.023,2115342.32,34.678,367.575
p10,9,56654,4.924,3026685.722,2023590.112,1003095.61,7.067,197.288
p10,9,56655,5.06,3317755.153,2258129.773,1059625.38,8.667,219.647
