r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p85,2022.42,0,0,0,0,2211.24,0,0,2740.62,0,0,0,0,2772.01,3024.72
p89,0,0,0,0,0,0,0,3055.25,0,0,0,0,0,0,0
p90,2479.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2921.39
p92,1929.54,2029.98,2126.35,2220.97,2385.97,2455.32,2540.13,2633.99,2715.9,2773.52,2857.31,2985.69,3088.7,3130.47,3240.82
p94,1656.35,1751.88,2108.21,2402.1,2442.58,2550.05,2667.79,2743.67,2842.14,2970.02,3044.55,3085.35,3147.63,3229.07,3275.16
p95,1897.42,2139.28,2203.24,2269.87,2330.1,2404.43,2504.33,2517.1,2568.51,2698.24,2795.51,2895.5,2983.3,3170.76,3283.77
p97,1912.09,2081.96,2171.34,2262.19,2365.79,2460.42,2571.11,2644.44,2742.27,2814.71,2895.26,2992.26,3117.23,3198.66,3305.22
p99,1551.36,1741.68,2015.31,2076.71,2253.67,2373.04,2492.38,2597.29,2715.6,2792.82,2874.54,2948.09,3010.76,3065.48,3235.84
p100,0,0,0,0,0,0,0,3200.29,0,0,0,0,0,0,0
p109,2506.44,2589.62,0,0,2771.66,0,2784.76,0,2948.92,2962.45,0,3003.47,3130.46,3216.83,3327.42
p110,2054.05,2129.09,2232.26,2337.65,2419.78,2502.37,2560.61,2578.45,2608.84,2769.72,2782.66,2809.91,2851.15,2976.8,3135.46
p116,2060.09,0,2245.53,2386.36,2490.17,2651.34,2708.92,2774.79,2850.45,2944.99,2983.24,3024.3,3062.15,3164.38,3266.77
p117,0,0,0,0,0,0,0,2377.83,0,0,0,0,0,0,0
p118,1843.14,1966.43,2132.24,2237.67,2364.08,2488.2,2552.23,2589.69,2666.47,2746.1,2812.87,2931.29,3094.95,3193.26,3281.93
p119,2115.51,2328.18,0,0,0,2971.91,0,2982.96,2987.26,0,0,3002.4,0,3257.64,3304.3
p120,0,0,0,0,0,0,0,2689.79,0,0,0,0,0,0,0
p121,3084.74,0,0,0,0,0,0,0,0,0,0,0,0,0,3240.43
p122,2347.24,0,2495.64,2633.04,2700.46,2750.75,2865.13,3050.88,0,3140.86,3154.66,3171.12,3203.92,3252.55,3314.42
p127,1729.94,2031.18,2317.75,2391.44,2450.67,2587.58,2644.48,2712.8,2794.65,2864.26,2954.6,3042.9,3124.43,3293.07,3333.91
p129,2247.19,0,2393.17,2447.88,0,2569.56,0,2623.45,0,2832.69,2951.51,0,3014.7,3129.55,3256.11
p130,2238.7,2288.39,2483.28,2492.81,2592.92,2672.2,2762.66,2828.17,2848.18,2892.69,2923.06,3098.93,3152.47,3213.52,3330.8
p131,0,0,0,0,0,0,0,3025.91,0,0,0,0,0,0,0
p134,2291.82,2473.05,2546.85,2674.04,2764.67,2955.05,3015.4,3033.37,3181.49,3216.84,3222.13,3248.96,3283.05,3306.73,3314.91
