region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km
p01097,7,77775,185.704,112358.684,112358.684,0,12.325,91.527
p01097,7,78155,327.367,100620.658,100620.658,0,25.954,31.013
p01097,7,78535,224.895,117972.717,117972.717,0,19.939,31.013
p01097,7,78915,427.804,79384.669,79384.669,0,13.419,40.772
p01097,7,79295,691.238,49492.611,49492.611,0,11.106,40.772
p01097,7,79296,13.685,194382.54,194382.54,0,1.85,33.878
p01097,7,79676,60.182,96823.823,96823.823,0,7.043,44.755
p01097,7,80056,17.708,273771.608,273771.608,0,5.314,48.004
p01107,7,69794,77.698,120280.726,120280.726,0,9.954,195.534
p01129,7,77395,0.514,23376223.353,23376223.353,0,16.831,91.527
p04001,5,63934,1498.278,64513.547,64513.547,0,19.351,235.611
p04001,5,63935,1582.994,51530.817,51530.817,0,16.639,235.611
p04001,5,64314,1782.561,111755.929,111755.929,0,31.309,235.611
p04001,5,64315,1943.731,90463.463,90463.463,0,28.949,235.611
p04001,5,64693,1456.451,183574.38,183574.38,0,47.873,235.611
p04001,5,64694,1564.631,142247.385,142247.385,0,44.298,235.611
p04001,5,64695,1706.766,166827.471,166827.471,0,42.758,235.611
p04001,5,65073,1504.226,217445.708,217445.708,0,20.042,311.399
p04001,5,65074,1559.882,99362.571,99362.571,0,7.462,311.399
p04001,5,65075,1451.527,178412.33,178412.33,0,9.095,311.399
p04001,5,65452,1401.888,324086.56,324086.56,0,77.858,235.611
p04001,5,65454,1690.851,151912.6,151912.6,0,9.402,311.399
p04001,5,65455,1765.241,163694.928,163694.928,0,11.215,311.399
p04001,5,65831,1324.667,472927.634,472927.634,0,93.984,235.611
p04001,5,66209,1481.949,305300.416,305300.416,0,73.785,412.802
p04001,6,62035,1047.702,58747.975,58747.975,0,13.91,269.37
p04001,6,62036,1040.81,80088.613,80088.613,0,23.426,269.37
p04001,6,62414,1037.699,19034.397,19034.397,0,3.284,270.098
p04001,6,62415,1197.117,31648.839,31648.839,0,7.955,269.37
p04001,6,62416,1146.688,62574.085,62574.085,0,20.295,269.37
p04001,6,62794,1057.09,58180.296,58180.296,0,12.967,270.098
p04001,6,62795,1189.293,57851.526,57851.526,0,15.35,269.37
p04001,6,63174,1013.024,62457.698,62457.698,0,13.631,235.611
p04001,6,63175,1091.72,39807.09,39807.09,0,9.168,235.611
p04001,6,63554,1157.74,46110.311,46110.311,0,11.459,235.611
p04001,6,63555,1195.848,17122.954,17122.954,0,3.821,235.611
p04001,6,63933,1150.04,69119.188,69119.188,0,7.502,268.916
p04001,6,64312,1078.017,138802.341,138802.341,0,11.491,302.537
p04001,6,64313,1358.478,104193.197,104193.197,0,6.295,268.916
p04001,6,64691,962.51,264897.975,264897.975,0,23.304,302.537
p04001,6,64692,1038.805,212332.099,212332.099,0,23.261,302.537
p04001,6,65069,1036.127,204285.269,204285.269,0,9.027,370.145
p04001,6,65070,1080.536,403166.158,403166.158,0,20.77,370.145
p04001,6,65071,1173.301,309562.992,309562.992,0,79.789,235.611
p04001,6,65072,1302.379,273597.111,273597.111,0,65.281,235.611
p04001,6,65449,1182.251,334387.707,334387.707,0,29.614,370.145
p04001,6,65450,1211.637,499712.206,499712.206,0,25.793,370.145
p04001,6,65451,1286.89,405648.345,405648.345,0,82.702,235.611
p04001,6,65829,1329.607,359095.295,359095.295,0,36.866,370.145
p04001,6,65830,1343.102,443387.993,443387.993,0,85.739,412.802
p04001,7,61275,5.209,5077157.622,5077157.622,0,37.195,269.37
p04001,7,61276,185.87,191800.032,191800.032,0,41.976,269.37
p04001,7,61654,139.996,155228.985,155228.985,0,24.557,269.37
p04001,7,61655,641.115,92822.629,92822.629,0,25.675,269.37
p04001,7,61656,862.284,126943.266,126943.266,0,30.992,269.37
p04001,7,62033,44.666,318548.383,318548.383,0,19.91,270.098
p04001,7,62034,872.618,61060.52,61060.52,0,12.515,269.37
p04001,7,62413,409.9,72985.022,72985.022,0,16.331,269.37
p04001,7,62793,551.15,59074.787,59074.787,0,5.656,289.508
p04001,7,63172,27.928,532755.677,532755.677,0,18.298,302.489
p04001,7,63173,717.59,90900.418,90900.418,0,24.887,235.611
p04001,7,63551,8.706,638909.335,638909.335,0,4.817,302.489
p04001,7,63552,510.131,74218.073,74218.073,0,6.031,289.793
p04001,7,63553,943.211,94443.1,94443.1,0,23.054,235.611
p04001,7,63930,118.924,329997.207,329997.207,0,11.351,336.941
p04001,7,63931,618.419,148984.344,148984.344,0,9.047,302.537
p04001,7,63932,922.859,153303.367,153303.367,0,16.544,268.916
p04001,7,64310,804.022,264926.543,264926.543,0,14.78,336.941
p04001,7,64311,918.735,126152.03,126152.03,0,10.811,302.537
p04001,7,64690,952.341,387438.626,387438.626,0,76.102,235.611
p04003,4,70773,1038.812,217745.147,217745.147,0,25.03,241.943
p04003,4,73809,1990.281,192808.857,192808.857,0,27.58,227.94
p04003,4,74188,2004.098,79381.85,79381.85,0,10.603,227.94
p04003,4,74189,2238.541,143652.905,143652.905,0,19.171,227.94
p04003,4,74190,2059.242,229803.786,229803.786,0,30.712,227.94
p04003,4,74568,991.296,41393.393,41393.393,0,4.914,227.94
p04003,4,74569,1223.423,125218.473,125218.473,0,16.434,227.94
p04003,4,74570,1422.753,196806.406,196806.406,0,30.989,227.94
p04003,5,70385,1176.927,105111.785,105111.785,0,32.354,184.345
p04003,5,70386,518.263,87817.885,87817.885,0,9.828,171.989
p04003,5,70387,478.695,73070.651,73070.651,0,11.612,184.345
p04003,5,70767,262.978,50018.534,50018.534,0,6.332,184.345
p04003,5,70768,1339.736,33602.043,33602.043,0,7.201,184.345
p04003,5,70769,1416.283,60024.98,60024.98,0,19.094,184.345
p04003,5,70770,1418.404,92775.193,92775.193,0,30.688,184.345
p04003,5,70771,1478.604,110939.93,110939.93,0,17.672,241.943
p04003,5,70772,1433.149,124012.953,124012.953,0,15.509,241.943
p04003,5,71152,548.568,36334.743,36334.743,0,4.051,241.943
p04003,5,71907,897.108,60774.082,60774.082,0,13.642,132.521
p04003,5,71908,1468.345,71834.502,71834.502,0,25.162,132.521
p04003,5,71909,1393.174,101536.024,101536.024,0,26.985,168.543
p04003,5,72284,1441.862,62397.392,62397.392,0,14.876,108.352
p04003,5,72285,1468.784,71073.053,71073.053,0,18.96,108.352
p04003,5,72286,1437.966,56949.919,56949.919,0,18.215,132.521
p04003,5,72287,1559.846,31598.57,31598.57,0,6.531,168.543
p04003,5,72288,1757.263,46584.326,46584.326,0,10.008,168.543
p04003,5,72289,1549.212,84083.988,84083.988,0,21.528,168.543
p04003,5,72290,780.95,150268.708,150268.708,0,53.185,132.521
p04003,5,72662,1418.622,96255.602,96255.602,0,31.134,138.72
p04003,5,72663,1032.088,99843.392,99843.392,0,30.165,138.72
p04003,5,72664,1442.357,35914.463,35914.463,0,4.131,129.336
p04003,5,72665,1501.657,97336.231,97336.231,0,29.953,108.352
p04003,5,72666,1573.827,70624.4,70624.4,0,17.804,168.543
p04003,5,72667,1732.454,37793.424,37793.424,0,7.971,168.543
p04003,5,72668,1877.507,54360.303,54360.303,0,10.973,168.543
p04003,5,72669,1685.172,89148.755,89148.755,0,22.124,168.543
p04003,5,72670,481.662,195680.235,195680.235,0,34.07,168.543
p04003,5,73042,1487.681,60487.218,60487.218,0,19.856,138.72
p04003,5,73043,786.491,55225.43,55225.43,0,18.027,138.72
p04003,5,73044,1402.761,80455.057,80455.057,0,7.986,129.336
p04003,5,73045,1504.334,133901.798,133901.798,0,41.793,108.352
p04003,5,73046,1613.878,101559.473,101559.473,0,25.001,168.543
p04003,5,73047,1744.974,4489.278,4489.278,0,0.472,169.641
p04003,5,73048,1827.492,79595.94,79595.94,0,21.386,168.543
p04003,5,73049,1745.024,115654.361,115654.361,0,28.056,168.543
p04003,5,73050,872.65,211774.467,211774.467,0,40.456,168.543
p04003,5,73421,676.233,84146.356,84146.356,0,9.991,123.8
p04003,5,73422,506.316,16437.166,16437.166,0,1.558,126.597
p04003,5,73423,236.801,55165.558,55165.558,0,4.836,132.693
p04003,5,73424,1406.823,136054.097,136054.097,0,43.324,138.72
p04003,5,73425,1541.716,149733.391,149733.391,0,51.364,138.72
p04003,5,73426,1648.996,111774.521,111774.521,0,17.502,169.641
p04003,5,73427,1759.838,92929.205,92929.205,0,11.992,169.641
p04003,5,73428,1813.866,112222.53,112222.53,0,17.278,169.641
p04003,5,73429,1807.01,156489.529,156489.529,0,39.154,168.543
p04003,5,73430,1522.927,227511.761,227511.761,0,48.314,168.543
p04003,5,73801,1064.126,94621.687,94621.687,0,24.058,126.56
p04003,5,73802,588.688,46542.872,46542.872,0,3.824,148.156
p04003,5,73803,1180.718,32635.673,32635.673,0,8.847,138.72
p04003,5,73804,1404.628,102821.031,102821.031,0,31.729,138.72
p04003,5,73805,1590.37,132910.521,132910.521,0,41.448,138.72
p04003,5,73806,1687.281,125832.99,125832.99,0,20.302,213.275
p04003,5,73807,1796.068,122837.051,122837.051,0,19.929,213.275
p04003,5,73808,1782.217,141515.047,141515.047,0,22.123,227.94
p04003,5,73810,1829.741,245132.427,245132.427,0,55.973,168.543
p04003,5,73811,1453.258,288181.304,288181.304,0,92.565,132.521
p04003,5,74181,651.145,89367.575,89367.575,0,23.698,126.56
p04003,5,74182,407.095,114605.474,114605.474,0,22.332,138.72
p04003,5,74183,1043.853,65728.627,65728.627,0,20.463,138.72
p04003,5,74184,1378.995,86854.143,86854.143,0,27.458,138.72
p04003,5,74185,1593.741,21004.226,21004.226,0,2.157,194.314
p04003,5,74186,1707.752,68126.789,68126.789,0,8.993,213.275
p04003,5,74187,1828.806,62185.644,62185.644,0,8.409,213.275
p04003,5,74191,1581.215,289593.804,289593.804,0,100.795,132.521
p04003,5,74565,134.728,137985.606,137985.606,0,11.148,194.314
p04003,5,74566,286.434,77396.859,77396.859,0,9.358,213.275
p04003,5,74567,597.971,59737.09,59737.09,0,7.72,213.275
p04003,5,74571,1197.08,284176.257,284176.257,0,43.105,227.94
p04003,6,70383,483.829,243849.275,243849.275,0,45.684,104.686
p04003,6,70384,659.765,183917.679,183917.679,0,45.418,184.345
p04003,6,70763,542.75,183093.465,183093.465,0,37.871,108.352
