r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p90,364.69,0,0,0,0,0,0,0,0,0,0,0,0,0,210.67
p92,1148.13,2417.1,1663.3,1515.57,1928.55,952.31,1906.55,1967.01,1473.39,1732.25,0,3809.3,1080.91,2193.14,1825.86
p94,1475.37,1400.95,1448.61,1953.19,1037.49,1490.35,1377.41,1122.01,1394.17,1491.13,1793.4,1182.33,1153.23,1767.93,1436.72
p95,2431.17,1594.73,1358.11,1594,1203.18,1488.05,1290.34,1483.31,1424.68,1479.23,1216.14,1357.67,1708.08,1309.69,1692
p97,13599.75,12168.75,12684.58,11633.58,12656.67,11786.85,13164.71,12314.33,12281.99,11801.39,12563.94,12589.36,12376.78,12182.26,12713.26
p99,802.74,3624.95,2353.39,1472.02,2921.63,2122.73,2175.64,2256.58,1958.91,2352.7,1823.93,2269.89,2330.05,2093.53,2235.57
p100,0,0,0,0,0,0,0,361.27,0,0,0,0,0,0,0
p109,574.41,0,751.7,0,0,604.18,407.66,0,435.54,366.07,0,488.27,433.1,0,542.84
p110,751.05,507.46,813.19,0,770.34,484.29,0,898.6,372.36,529.91,0,771.53,341.65,459.76,736.98
p116,2438.73,0,2737.55,2603.87,2090.99,1550.59,2437.28,769.12,2532.13,2008.27,1959.59,2078.82,1820.46,1801.85,2209.36
p117,0,0,0,0,0,0,0,369.38,0,0,0,0,0,0,0
p118,6119.36,5160.33,4972.84,5561.41,5490.21,5597.94,5310.09,5362.63,5587.81,5671.02,4400.81,6402.6,5351.99,5457.72,5472.52
p119,596.75,229.69,0,0,0,902.03,0,0,721.24,0,426.61,0,290.38,291.02,318.72
p120,0,0,0,0,0,0,0,307.27,0,0,0,0,0,0,0
p121,1631.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1191.49
p122,734.81,0,2153.97,603.76,620.97,576.48,1105.09,0,851.46,885.72,1167.65,359.53,1023.49,495.25,1048.84
p127,3006.71,3713.65,1725.23,3438.71,2548.75,2489.78,2927.26,2351.24,2869.51,2520.9,2892.96,2317.9,2707.85,2646.3,3035.98
p129,758.93,0,778.09,604.42,0,583.8,519.49,0,713.53,0,575.52,676.9,0,736.17,389.74
p130,1174.28,1700.33,1571.46,1512.25,644.42,1747.98,631.55,1473.78,1483.54,1217.13,1012.37,929.56,1011.43,1234.47,1848.53
p131,0,0,0,0,0,0,0,721.4,0,0,0,0,0,0,0
p134,1262.7,863.28,937.93,631.59,1391.1,588.55,740.16,1487.57,539.13,1226.13,750.84,655.31,1519.29,768.76,1068.4
