r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2860.46,2427.62,817.96,2854.46,2456.2,1818.96,1028.42,2886.45,1455.51,2125.31,1815.89,2334.97,1762.88,2254.69,2044.31
p2,6997.3,5849.41,4827,7290.98,6227.23,6026.62,5810.1,6646.88,5407.35,5675.95,6938.15,5793.03,6406.17,6042.67,6348.19
p3,9870.15,10191.66,9408.69,9881.99,10303.07,9382.27,10199.2,9786.12,9822.76,9494.49,10117.29,9246.74,10037.52,10269.73,10023.94
p4,2325.38,1694.39,2424.09,1139.96,3101.1,1865.68,2165.18,1562.1,1576.25,3060.99,1644.86,2250.34,2241.26,1706.01,2627.83
p5,29602.85,23064.28,22798.3,22716.06,23656.13,23165.04,22823.91,23104.65,22595.49,23342.52,23156.78,22081.25,23665.21,23420.01,23172.05
p6,11367.44,9637.54,9587.15,9635.48,9901.92,9655.24,9745.78,9547.51,9178.95,10490.72,9473.94,9615.06,9665.3,9877.15,9754.2
p7,34949.21,34201.69,31792.15,30946.99,31444.43,31910.89,31284.21,31074.06,32064.82,31383.57,31131.51,31855.41,30751.08,31241.04,32357.07
p8,39046.07,38480,37053.24,38538.3,35967.76,38880.48,37918.27,38032.98,37713.6,38017.25,37317.74,37996.87,37638.15,37347.15,38333.24
p9,107260.17,103974.32,103371.72,104330.7,104745.22,104318.96,104048.27,103331.08,104750.04,103781.01,104506.23,104231.03,104046.26,104022.76,104345.13
p10,162364.6,154667.4,152389.73,154537.37,153002.06,153134.49,154491.01,152764.09,153746.55,153594.25,153499.47,153101.59,153223.38,153380.65,154004.6
p11,10189.54,10721.99,8877.88,9362.09,9339.15,9275.25,9288.14,9936.08,8773.32,10035.56,9237.32,9053.42,9447.99,9400.24,9752.35
p12,378242.36,346501.63,347161.01,347229.12,346504.86,346266.52,347805.13,346952.53,346968.69,346808.92,347285.69,346932.33,346824.39,347242.44,347061.05
p13,14105.52,13136.2,13931.51,13786.91,13750.14,13387.55,12989,13543.96,12948.74,13961.89,13455.04,13649.31,13210.67,13569.92,13687.63
p14,12063.33,10552.13,11609.15,11030.86,10445.11,11075.9,11592.98,10806.01,11800.81,10666.38,11567.07,10726.7,11094.15,11388.42,11400.35
p15,89840.62,88427.79,89366.9,88199.19,88082.42,89296.52,88769.04,87992.51,88501.18,88827.72,88568.89,88535.16,88768.93,88921.59,88771.59
p16,43541.22,45173.55,43900.43,44904.24,43278.52,44255.72,44004.87,44011.27,43196.97,44239.11,44124.01,43924.33,43356.48,43894.83,44424.13
p17,60433.89,58328.85,57912.99,58328.56,57981.88,58108.13,57618.12,57754.73,58315.31,58060.92,58127.89,57784.6,58199.35,58345.13,58180.99
p18,19912.05,18277.24,18735.68,18662.35,18434.3,18278.13,18510.91,18124.49,18834.96,18076.11,18994.92,18091.91,18439.64,18491.07,19046.6
p20,2444.34,1496.75,1409.58,1602.11,709.15,2146.26,1811.75,1220.52,1892.54,1146.94,1770.44,1310.91,1230.71,1860.52,1654.79
p21,52398.62,52069.83,51058.7,52049.34,51827.76,50701.12,52266.86,52188.23,51573.66,51377.09,51718.45,52074.44,51816.55,51544.19,51898.71
p22,13546.57,11993.44,11068.45,12561.42,12369.38,11903.97,12545.76,11630.45,12905.33,12042.46,11017.94,12310.6,12565.37,11774.68,12934.03
p23,1261.43,803.77,594.82,546.01,537.21,0,1331.48,773.23,959.41,311.19,783.23,796.6,691.19,779.93,725.45
p24,7803.59,6790.08,6845.51,7079.83,7132.18,6640.2,6986.24,7147.11,6779.91,7060.51,6636.9,7325.28,7103.07,6161.33,7792.62
p25,244958.46,231661.43,232280.78,233191.91,230947.27,232884.66,231998.26,232077.33,231217.68,232501.55,231654.11,232338.64,232068.52,231763.44,232380.15
p26,42311.35,38660.19,39999.92,39349.43,40004.78,38953.77,39867.69,39662.78,39053.28,38881.56,40073.77,39461.29,39718.34,39101.34,40134.42
p27,69225.41,71507,72500.81,68709.8,71629.85,70852.66,70118.14,69597.18,70708.36,70814.76,69847.23,70930.43,70055.27,70503.32,70460.36
p28,107894.07,104055.59,103238.46,105363.08,103468.22,104467.21,103472.57,104773.52,103575.29,104525.01,104083.78,103532.01,104380.47,103951.74,104146.07
p29,9724.48,6976.66,8605.68,7237.08,7675.43,8376.28,7325.1,7877.25,6062.47,8949.16,8171.74,7362.36,8159.87,7399.75,7995.62
p30,1266.64,0,549.66,0,493.11,0,0,589.31,0,568.91,0,452.69,0,374.55,342.11
p31,83530.17,77737.75,76795.65,76659.57,77865.84,77372.76,77401.42,77237.85,77169.8,77126.82,77229.64,77227.31,77363.55,77010.42,77574.15
p32,412.68,0,365.25,0,0,0,610.48,181.39,0,239.46,0,0,0,0,881.34
p33,49670.98,49063.85,48704.72,48271.58,49312.7,48191.75,49105.08,48542.88,48804.27,48604.29,48431.39,49123.62,48452.82,49028.93,48725.13
p34,39547.38,37991.44,39877.7,40686.17,38941.03,39100.71,39715.16,39222.01,39070.98,39600.76,39571.88,39413.59,39314.85,39702.19,39437.52
p38,0,0,0,0,0,0,0,183.33,0,0,0,0,0,0,0
p47,4453.62,1171.82,2274.09,2077.1,1929.44,1506.11,2304.68,1524.66,1751.57,2064.37,2028.78,1473.89,2079.05,1126.81,2773.18
p59,513.11,0,0,0,0,0,0,0,0,0,0,0,0,0,428.38
p61,44221.84,44363.89,44302.21,43501.09,43229.42,44151.12,43557.96,43252.26,44081.92,43610.9,43188.18,44133.08,43363.48,43401.68,44163.27
p85,765.7,0,0,0,0,585.44,0,0,359.15,0,0,0,0,545.48,205.87
p89,0,0,0,0,0,0,0,549.83,0,0,0,0,0,0,0
