region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,416,341.132,1165487.0621,740416.25,425070.8121,5.7728,206.9396
p1,1,796,920.1424,1317865.7838,727350.1,590515.6838,1.2882,204.6768
p1,1,797,629.6079,1339301.1628,739177.8,600123.3628,1.2137,203.6586
p1,1,798,670.7909,1247287.6887,787049.8,460237.8887,1.3037,219.2707
p1,1,799,578.9025,972920.5433,820063.1,152857.4433,1.44,233.7437
p1,1,1176,793.3194,1253429.2167,689508.44,563920.7767,2.9982,187.3408
p1,1,1177,1052.6845,1703734.3969,667587.06,1036147.3369,0.2173,178.7961
p1,1,1178,1019.568,1071671.1116,699723.5,371947.6116,3.1383,185.1063
p1,1,1179,392.8615,972888.1175,910795.8,62092.3175,4.7801,245.9257
p1,1,1180,119.5087,975332.5543,946710.0,28622.5543,11.1867,245.6557
p1,1,1557,447.2729,3141371.5472,657105.4,2484266.1472,0.5246,165.9394
p1,1,1558,523.6621,867894.71,730549.94,137344.77,7.5457,177.3678
p1,1,1559,505.439,813499.239,769917.1,43582.139,15.5823,185.1063
p1,1,1560,7.5929,1024737.9638,1038321.25,-13583.2862,21.3807,245.9257
p1,1,1937,529.9384,797135.0152,602696.8,194438.2152,0.5618,152.3509
p1,1,1938,413.5575,663358.6964,585332.6,78026.0964,0.6673,150.7761
p1,1,1939,215.8694,668954.4128,673616.1,-4661.6872,12.6948,150.7761
p1,1,2315,95.0859,2182793.0695,702843.44,1479949.6295,2.4364,171.7095
p1,1,2316,333.539,882555.4142,556253.94,326301.4742,9.5746,152.5889
p1,1,2317,1276.6726,845032.9233,560804.8,284228.1233,1.8282,142.7315
p1,1,2318,593.5694,708550.3429,560422.0,148128.3429,2.421,138.4914
p1,1,2319,180.7816,640748.5798,652105.44,-11356.8602,10.2148,145.0124
p1,1,2320,28.4352,718590.412,734549.44,-15959.028,11.0956,159.9226
p1,1,2321,140.6017,769438.7077,756984.4,12454.3077,1.7228,180.4741
p1,1,2695,454.1065,1427062.6026,760091.9,666970.7026,27.4943,180.8635
p1,1,2696,975.3374,948067.2895,590061.8,358005.4895,1.3782,146.6181
p1,1,2697,575.6041,2020379.9162,567366.56,1453013.3562,2.5328,134.116
p1,1,2698,463.4131,792916.838,515674.78,277242.058,5.5811,128.8076
p1,1,2699,742.9239,663624.6551,572974.75,90649.9051,3.0046,145.537
p1,1,2700,582.5283,733066.7474,637358.0,95708.7474,1.3782,159.6526
p1,1,2701,110.8012,740459.4228,740474.94,-15.5172,4.271,170.1347
p1,1,3074,547.2176,2093333.9692,786588.4,1306745.5692,0.0,191.8792
p1,1,3075,610.6395,1435145.6,746199.9,688945.7,1.9337,180.8108
p1,1,3076,288.1347,751573.1911,613579.94,137993.2511,15.3933,146.6181
p1,1,3077,938.3898,937048.8781,623781.9,313266.9781,6.5839,138.0361
p1,1,3078,703.3083,531803.7803,532870.06,-1066.2797,7.5302,115.0673
p1,1,3079,146.8293,670252.1571,684884.94,-14632.7829,18.2232,145.537
p1,1,3080,13.11,755678.8456,776632.8,-20953.9544,13.2013,165.5809
p1,1,3081,388.5914,657425.0522,631834.5,25590.5522,6.8012,146.0121
p1,1,3082,164.2722,659831.1398,638408.1,21423.0398,2.5855,154.5206
p1,1,3454,495.704,1323147.4119,812025.75,511121.6619,5.9001,202.3485
p1,1,3455,413.0489,1287910.9344,468004.94,819905.9944,20.6916,109.9049
p1,1,3456,517.0861,961048.4047,409752.1,551296.3047,1.8964,109.9049
p1,1,3457,1649.3189,788964.6811,461850.25,327114.4311,3.0946,102.5099
p1,1,3458,968.368,552840.3658,471801.3,81039.0658,10.9976,99.582
p1,1,3459,603.7502,494839.2439,480383.62,14455.6239,7.0456,102.543
p1,1,3461,332.0414,558892.1633,546752.75,12139.4133,1.0491,137.9637
p1,1,3836,1108.1791,1282486.9009,409040.28,873446.6209,1.8591,102.749
p1,1,3837,1248.8296,1386910.7252,369732.12,1017178.6052,0.18,91.3334
p1,1,3838,1019.5891,592377.4202,363519.75,228857.6702,0.09,90.1144
p1,1,3839,285.0835,486841.3992,472449.38,14392.0192,7.592,98.011
p1,1,3840,625.1149,553236.5587,496162.56,57073.9987,2.6974,118.0896
p1,1,3841,277.4279,575857.9507,535645.0,40212.9507,3.4456,127.4944
p1,1,4215,979.2036,1526551.6798,1006299.8,520251.8798,0.9218,246.5094
p1,1,4216,878.9281,831457.5197,293953.7,537503.8197,7.4157,73.0793
p1,1,4217,1052.5869,2089213.0536,303728.28,1785484.7736,1.251,72.0983
p1,1,4218,1291.667,678115.0826,365449.03,312666.0526,3.0046,87.7067
p1,1,4219,436.8518,470553.9105,464206.6,6347.3105,15.4012,87.7067
p1,1,4221,12.0372,613200.9496,618991.7,-5790.7504,15.2314,123.6361
p1,1,4594,377.6757,1421576.3464,1012873.25,408703.0964,14.2531,266.8847
p1,1,4595,436.1168,2072035.2251,1033417.8,1038617.4251,15.6995,246.3885
p1,1,4596,343.591,4740248.7437,252927.34,4487321.4037,1.5582,57.0033
p1,1,4597,694.2594,1663552.205,265126.06,1398426.145,2.1355,60.5554
p1,1,4598,1656.689,653369.8749,426695.16,226674.7149,11.0248,87.7067
p1,1,4599,347.1715,512838.7245,505337.22,7501.5045,18.8197,87.7067
p1,1,4600,7.3004,626431.8944,638561.75,-12129.8556,26.4617,85.9744
p1,1,4973,942.1549,1766470.7386,965831.7,800639.0386,4.5474,258.4789
p1,1,4974,725.4915,1705328.1183,956753.5,748574.6183,16.8439,261.5028
p1,1,4975,101.2543,8820572.3075,200417.89,8620154.4175,1.5582,42.8428
p1,1,4976,444.4378,5257026.0453,195999.6,5061026.4453,1.5518,43.1166
p1,1,4977,702.124,1455987.2441,255987.73,1199999.5141,5.0321,56.6007
p1,1,4978,1506.906,683054.8904,315888.56,367166.3304,2.9737,73.3813
p1,1,4979,738.5911,533486.5723,500460.06,33026.5123,12.0212,102.4387
p1,1,5352,830.1312,1814449.6228,930423.8,884025.8228,13.7168,253.3516
p1,1,5353,567.2518,2545601.844,978026.8,1567575.044,16.1931,272.7102
p1,1,5355,164.8469,5708658.645,140362.7,5568295.945,2.5701,24.7778
p1,1,5356,470.5985,3667163.2629,239398.28,3427764.9829,2.3374,50.413
p1,1,5357,916.2484,994668.5644,262638.44,732030.1244,0.45,55.4786
p1,1,5358,1192.4467,611508.305,369739.2,241769.105,4.6156,67.5716
p1,1,5359,579.1462,582283.9,410672.97,171610.93,1.6701,102.4387
p1,1,5731,2237.3122,987852.8766,774214.06,213638.8166,16.674,203.7513
p1,1,5732,651.0354,1684568.1608,791903.7,892664.4608,0.7046,227.3937
p1,1,5733,136.349,3198971.8846,1018719.4,2180252.4846,3.9792,276.7858
p1,1,5734,24.0571,15121385.0677,69891.88,15051493.1877,5.252,8.1629
p1,1,5735,136.854,6486235.3203,177400.62,6308834.7003,5.171,11.3912
p1,1,5736,516.4975,3917526.5314,225658.36,3691868.1714,1.3564,48.892
p1,1,5737,1187.3198,1110821.3854,298430.62,812390.7654,0.27,64.6096
p1,1,5738,428.4229,455496.8808,388944.56,66552.3208,3.2437,76.5381
p1,1,5739,44.053,509297.8952,513677.06,-4379.1648,14.7031,102.4387
p1,1,5740,6.6595,487822.9677,480947.38,6875.5877,1.0491,108.2743
p1,1,5745,58.5701,836561.6617,788964.1,47597.5617,15.315,172.5616
p1,1,5748,22.4723,768985.8333,740723.44,28262.3933,12.2129,183.2035
p1,1,6112,1662.0772,1548761.1235,760757.25,788003.8735,2.5019,222.9181
p1,1,6113,411.095,1918871.0852,819297.06,1099574.0252,7.8593,228.9737
p1,1,6114,207.6356,7119680.9403,77033.836,7042647.1043,0.5618,8.0329
p1,1,6115,155.8538,3389215.0412,188419.56,3200795.4812,1.4464,39.1273
p1,1,6116,449.8643,2518258.4628,213080.08,2305178.3828,1.5364,43.0575
p1,1,6117,670.993,923425.3162,315397.94,608027.3762,0.63,61.9789
p1,1,6118,36.7805,444597.6703,380834.3,63763.3703,9.5539,62.0933
p1,1,6119,24.7154,505056.4016,501059.44,3996.9616,17.5559,78.7482
p1,1,6120,11.0759,589645.7925,584360.8,5284.9925,4.9447,118.5083
p1,1,6121,11.7029,552714.9835,538772.06,13942.9235,0.09,127.6122
p1,1,6124,80.1647,757327.8416,671744.2,85583.6416,2.2474,173.4526
p1,1,6125,138.1149,832354.7777,714436.56,117918.2177,6.7884,173.0244
p1,1,6128,168.3752,911256.6025,639269.25,271987.3525,0.9591,183.6008
p1,1,6491,1304.5507,1211987.6655,764105.0,447882.6655,4.1682,214.5587
p1,1,6492,861.7464,1882359.041,760162.8,1122196.241,0.2173,216.126
p1,1,6493,51.5205,1785689.1809,873080.0,912609.1809,2.8774,236.6738
p1,1,6494,455.1166,5072139.8721,147996.1,4924143.7721,0.6891,35.3499
p1,1,6495,435.8452,3519859.3322,116261.56,3403597.7722,1.431,22.466
p1,1,6496,447.0674,1052334.7121,195860.03,856474.6821,2.0828,38.5255
p1,1,6497,793.9533,942914.9017,236604.17,706310.7317,0.36,49.0231
p1,1,6498,142.5871,419616.9312,319493.72,100123.2112,10.1093,53.5923
p1,1,6504,31.1102,661346.7849,647279.8,14066.9849,4.5847,161.9586
p1,1,6505,64.1011,698794.5892,624047.56,74747.0292,0.2173,170.6258
p1,1,6871,651.2722,1181660.8388,744050.7,437610.1388,16.9233,211.9077
p1,1,6872,228.0355,3356497.5298,297619.22,3058878.3098,2.421,70.6497
p1,1,6874,437.019,3444495.2294,164255.11,3280240.1194,0.1273,38.3353
p1,1,6875,683.4935,1908682.6491,143994.17,1764688.4791,1.2818,31.1497
p1,1,6876,877.7996,973209.2252,188159.17,785050.0552,1.8064,40.6764
p1,1,6877,243.3642,549193.7799,306715.75,242478.0299,2.3528,65.2087
p1,1,6878,80.8927,556062.7754,337584.4,218478.3754,0.5091,64.8908
p1,1,6884,26.1016,680889.0331,540627.75,140261.2831,5.4037,143.99
p1,1,6885,36.3939,595176.596,541949.9,53226.696,5.5284,141.3017
p1,1,7249,799.2823,1195002.7295,550383.0,644619.7295,2.8028,159.2975
p1,1,7250,565.9526,1156898.161,395892.47,761005.691,16.395,106.3043
p1,1,7251,159.3542,1228222.4955,903668.6,324553.8955,38.289,222.5171
p1,1,7252,391.1862,5829408.7937,292196.0,5537212.7937,0.63,73.8897
p1,1,7253,514.5645,5223330.4679,262887.34,4960443.1279,3.3556,62.8495
p1,1,7254,636.0724,3014178.8429,166302.33,2847876.5129,0.1273,47.4483
p1,1,7255,1226.7823,1142241.6272,287634.12,854607.5072,4.3456,65.3141
p1,1,7256,1296.0592,509177.4684,237906.7,271270.7684,0.7573,53.0038
p1,1,7257,232.4624,328740.8297,291528.28,37212.5497,2.1946,64.625
p1,1,7259,23.2525,487448.7417,470917.66,16531.0817,2.5546,83.6823
p1,1,7260,6.4227,588127.1129,585402.0,2725.1129,11.224,88.186
p1,1,7264,23.8028,568237.1039,546242.8,21994.3039,10.0103,137.667
p1,1,7265,157.6406,663882.2869,439932.56,223949.7269,0.45,129.665
p1,1,7628,502.4437,636108.5576,583555.25,52553.3076,4.2119,152.09
p1,1,7629,747.2288,1944841.995,465189.2,1479652.795,0.9964,139.516
p1,1,7630,946.8675,3322877.1937,447740.2,2875136.9937,1.5364,134.7833
p1,1,7631,1974.6518,1012970.5637,380982.6,631987.9637,1.7755,93.9103
p1,1,7632,2400.4452,2027205.6819,321802.1,1705403.5819,4.8393,80.0918
p1,1,7633,667.3637,3423086.4855,271809.03,3151277.4555,2.2101,73.468
p1,1,7634,978.8797,2127357.1569,239355.94,1888001.2169,1.9555,61.3131
p1,1,7635,1167.7628,1085418.8923,275578.66,809840.2323,1.161,64.7113
p1,1,7636,849.9426,469446.5785,365435.44,104011.1385,4.1437,74.0069
p1,1,7637,115.6426,379436.6287,353039.16,26397.4687,0.2546,86.0366
p1,1,7638,57.5949,379279.2072,380511.7,-1232.4928,4.7274,83.6748
p1,1,7639,16.4711,444425.0334,442160.94,2264.0934,4.0165,103.248
p1,1,7640,103.2779,521584.708,483443.4,38141.308,4.5937,112.951
p1,1,7641,14.5241,540309.6204,516336.9,23972.7204,17.7759,119.8065
p1,1,7644,12.915,572738.4258,589359.4,-16620.9742,17.7242,131.4714
p1,1,7645,35.2689,461363.6556,448667.66,12695.9956,7.3156,114.3191
p1,1,8008,1507.2196,692763.904,545996.5,146767.404,6.2729,149.3836
p1,1,8009,1759.3261,887011.208,492214.28,394796.928,3.4174,143.9516
p1,1,8010,2082.3951,1088436.777,474276.94,614159.837,6.2665,131.9767
p1,1,8011,2971.6888,771253.3589,376046.8,395206.5589,2.0764,107.3225
p1,1,8012,2983.4194,668054.4824,325389.72,342664.7624,2.6537,86.3247
p1,1,8013,1067.1075,1478500.5993,317994.38,1160506.2193,3.5601,84.6019
p1,1,8014,1340.6797,666182.4161,380828.06,285354.3561,0.3073,86.0819
p1,1,8015,1515.6832,480238.0477,370693.78,109544.2677,5.2765,77.3598
p1,1,8016,374.3285,384632.7427,369070.2,15562.5427,5.2919,73.9297
p1,1,8017,527.8277,468548.7801,436494.28,32054.5001,10.0976,79.8644
p1,1,8018,27.7525,416885.141,413342.6,3542.541,4.9165,89.6313
p1,1,8019,14.127,441068.2417,438959.97,2108.2717,7.1329,96.0714
p1,1,8020,305.9119,511944.7086,456675.03,55269.6786,4.1065,128.2883
p1,1,8021,553.4417,668893.9051,462879.66,206014.2451,4.001,119.8065
p1,1,8022,162.6213,497074.3964,452496.9,44577.4964,10.8395,108.9643
p1,1,8025,35.6172,430738.36,434921.72,-4183.36,10.4821,104.0889
p1,1,8026,340.2299,889623.338,336567.66,553055.678,0.9218,100.0378
p1,1,8388,1213.9161,926860.0404,532366.6,394493.4404,2.3464,160.803
p1,1,8389,1473.1558,630643.7741,456138.7,174505.0741,2.9674,130.4121
p1,1,8390,1508.6196,595319.1568,412608.75,182710.4068,0.09,120.2293
p1,1,8391,1599.2856,754288.2856,372513.4,381774.8856,4.0319,106.4071
p1,1,8392,1620.3404,662399.6545,389234.3,273165.3545,3.1537,96.1757
p1,1,8393,1409.1869,629691.3092,416863.97,212827.3392,6.2329,98.7985
p1,1,8394,1771.0776,443634.3699,407172.62,36461.7499,6.2766,94.4876
p1,1,8395,316.5908,489837.6476,466287.7,23549.9476,13.9959,80.3463
p1,1,8397,9.8499,517512.4317,488871.7,28640.7317,21.3126,74.8515
p1,1,8399,73.965,528370.9851,518192.12,10178.8651,19.2223,96.0714
p1,1,8400,40.6118,575582.7337,550329.75,25252.9837,16.0068,128.2883
p1,1,8401,490.2462,536718.1957,396194.5,140523.6957,1.6264,111.1605
p1,1,8402,800.5676,534998.8396,358680.28,176318.5596,0.27,100.6294
p1,1,8770,705.4816,509720.7501,499577.06,10143.6901,7.8748,126.5816
p1,1,8771,991.9863,483300.6673,439806.84,43493.8273,16.6703,106.4071
p1,1,8772,1262.4343,501076.9413,429581.4,71495.5413,5.8729,104.2113
p1,1,8773,1077.4277,560671.9669,454856.7,105815.2669,7.1548,109.4351
p1,1,8774,572.3962,481538.7338,472598.84,8939.8938,19.2569,94.4876
p1,1,8775,121.8075,516815.4395,505641.7,11173.7395,25.1027,94.4876
p1,1,9154,525.4732,596340.5166,566337.25,30003.2666,15.3922,122.54
p1,1,9163,883.1494,731134.1322,239194.84,491939.2922,3.7683,64.1393
p1,2,6126,23.5869,627766.5889,635364.4,-7597.8111,19.8278,148.4298
p1,2,6127,7.5929,613231.3615,625269.94,-12038.5785,16.6059,147.3806
p1,2,6129,688.5577,686389.1098,653048.8,33340.3098,5.6929,173.174
p1,2,6506,45.7109,623750.7008,631600.56,-7849.8592,6.2702,160.3545
p1,2,6507,144.0325,563694.7739,559764.5,3930.2739,5.7739,145.4251
p1,2,6508,146.7527,662231.2151,543383.56,118847.6551,0.3446,154.7181
p1,2,6509,329.9237,707162.547,568774.9,138387.647,0.5773,164.0637
p1,2,6886,6.3669,595534.7018,607397.06,-11862.3582,5.801,155.5435
p1,2,6887,151.4896,563653.7777,491931.47,71722.3077,1.9992,133.2304
p1,2,7266,47.522,453638.2781,443331.22,10307.0581,3.8365,119.2872
p1,2,7646,408.6743,1413570.7293,378092.2,1035478.5293,0.18,112.2235
p1,2,8023,6.6874,493671.6336,473946.0,19725.6336,12.8812,100.3824
p1,2,8024,74.7312,529585.9145,514639.5,14946.4145,21.067,96.8095
p1,2,8403,598.5745,413533.3022,357527.7,56005.6022,2.1574,95.9931
p1,2,8404,308.2803,360538.6682,357084.2,3454.4682,14.2403,74.4441
p1,2,8405,441.9056,367812.3951,376993.56,-9181.1649,5.1492,91.0446
p1,2,8406,381.6672,369213.0869,381221.7,-12008.6131,3.3929,104.1198
p1,2,8781,84.8459,510334.3337,485813.66,24520.6737,17.0687,102.2494
p1,2,8782,644.0137,415523.4394,397049.06,18474.3794,7.0802,84.1136
p1,2,8783,2355.9675,374280.22,308660.44,65619.78,2.651,81.9461
p1,2,8784,1584.3924,257178.7471,256838.55,340.1971,1.1764,74.4441
p1,2,8785,788.8961,323564.8536,341064.38,-17499.5264,2.3682,88.4543
p1,2,8786,663.7344,338303.6078,358019.03,-19715.4222,3.6474,96.6524
p1,2,8787,165.7629,327086.7645,332800.3,-5713.5355,5.3947,89.9338
p1,2,9161,108.3561,391734.8985,394501.56,-2766.6615,27.3159,64.1393
p1,2,9162,446.2002,303551.2396,304491.88,-940.6404,14.9012,64.1393
p1,2,9164,1370.6928,587913.0497,250325.0,337588.0497,6.1275,62.9784
p1,2,9165,1112.9265,337026.804,331550.28,5476.524,2.2346,90.2501
p1,2,9166,161.235,372059.5315,391999.8,-19940.2685,7.1058,90.1069
p1,2,9543,915.7469,219658.006,199319.55,20338.456,1.3191,46.9716
p1,2,9544,1160.337,407231.0806,266156.1,141074.9806,5.4256,71.2041
p1,2,9545,2383.0234,289408.8856,285105.62,4303.2656,2.2937,81.3853
p1,2,9546,583.0298,344195.0958,363352.53,-19157.4342,5.4293,86.8451
p1,2,9924,1739.0758,179016.9859,178256.25,760.7359,2.4737,37.4956
p1,2,9925,1753.2378,187181.3501,200752.33,-13570.9799,0.4346,49.6967
p1,2,9926,1778.6637,263181.6341,282959.38,-19777.7459,2.471,68.3918
p1,2,10304,2602.4211,159906.6752,181657.25,-21750.5748,6.0311,30.5799
p1,2,10305,3123.2619,265782.8283,289372.72,-23589.8917,11.2601,52.155
p1,2,10306,1410.5036,291629.6713,310057.7,-18428.0287,7.1137,64.8652
p10,3,49427,775.9532,2557371.7408,2548360.5,9011.2408,9.9075,366.4798
