r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p34,1998.05,2529.66,2681.76,2792.18,2881.81,2949.58,3013.9,3082.52,3133.52,3183.11,3221.74,3260.42,3294.93,3327.85,3360.77
p38,0,0,0,0,0,0,0,3228.41,0,0,0,0,0,0,0
p47,2768.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2886.13
p56,2759.54,0,0,0,0,3103.92,0,0,3206.63,0,0,3231.77,0,0,3244.52
p61,2291.13,2573.45,2732.64,2849.52,2942.94,3020.75,3092.65,3156.1,3204.39,3250.78,3291.52,3339.74,3394.57,3448.2,3596.93
p85,1844.96,0,3140.35,0,0,3177.45,0,0,0,0,3254.98,0,0,0,3277.55
p89,2729.98,0,0,0,0,2952.67,0,0,0,0,0,0,0,0,3311.78
p90,2940.55,0,0,0,0,0,3308.69,0,0,0,0,0,0,0,3360.88
p92,1670.27,2249.15,2631.11,2752.89,2837.47,2973.29,3047.81,3097.52,3160.3,3213.41,3271.77,3296.12,3305.66,3323.63,3364.32
p94,1991.35,2546.97,2673.22,2829.7,2913.13,2963.31,3036.9,3111.76,3178.4,3225.35,3259.87,3300.03,3322.16,3335.11,3371.02
p95,1265.43,2057.72,2479.16,2687.8,2823.4,2870.35,2929.09,3041,3075.51,3126.24,3180.76,3239.76,3275.05,3297.73,3329.1
p97,1665.19,2319.89,2572.72,2709.5,2840.61,2929.03,2982.5,3050.67,3101.65,3150.14,3186.43,3209.49,3261.13,3311.84,3360.2
p99,1829.1,2112.96,2269.84,2590.5,2739.92,2806.06,2900.07,2983.23,3054.16,3111.94,3165.03,3211.99,3253.55,3290.78,3339.23
p109,2528.11,2839.03,2842.88,2883.71,3023.08,3045.28,3046.05,3136.06,3140.85,3197.82,3249.67,3273.15,3282.27,3295.96,3320.31
p110,2370.52,0,2516.12,2609.57,2626.86,2684.22,2831.88,2859.96,2948.29,3044.07,3160.31,3198.44,3223.99,3237.72,3311.41
p116,2049.46,2405.58,2602.75,2682.87,2727.24,2808.45,2873.85,2937.28,2996.3,3034.06,3095.67,3205.63,3248.15,3301.27,3342.09
p117,0,0,0,0,0,0,0,2789.21,0,0,0,0,0,0,0
p118,2165.29,2459.19,2632.81,2715.32,2817.24,2910.97,2977.53,3048.2,3105.44,3142.74,3177.66,3226.89,3269.72,3307.98,3361.2
p119,2691.74,2973.04,0,2973.57,3042.51,0,3096.42,3143.84,0,3155.69,0,3266.59,3330.4,3349.22,3349.48
p120,2902.55,0,0,0,0,0,0,0,0,0,0,0,0,0,3080.89
p121,2128.96,0,0,0,0,0,0,2500.08,0,0,3198.14,0,0,0,3295.04
p122,1449.65,1918.68,2150.36,2445.89,2713.3,2828.87,2930.37,3009.18,3068.79,3151.09,3191.16,3215.29,3265.79,3321.72,3347.62
p127,1565.3,1883.23,2209.9,2426.02,2662.93,2869.93,2986.04,3064.55,3091.07,3130.2,3189.74,3213.28,3262.26,3313.69,3370.31
p129,2062.33,2548.72,2676.33,2812.96,0,2828.96,2970.77,3053.85,3128.4,3143.51,3174.12,3245.26,3328.31,3330.29,3356.86
p130,1813.8,2450.81,2650.46,2734.12,2847.43,2979.67,3014.3,3066.48,3098.46,3148.42,3196.24,3220.24,3266.84,3312.13,3361.98
p131,0,0,0,0,0,0,0,3229.61,0,0,0,0,0,0,0
p134,1593.16,1920.25,2119.06,2498.15,2707.69,2845.66,2925.71,3008.5,3108.51,3138.28,3197.88,3256.09,3288.67,3306.91,3382.97
