r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1954.6,2024.93,2057.22,2120.04,2176.58,2198.02,2204.67,2220.43,2278.25,2354.66,2410.85,2439.74,2455.84,2478.28,2492.69
p2,1751.63,1925.31,2066.96,2129.69,2198.79,2248.57,2274.67,2301.16,2347.79,2380.83,2407.58,2440.88,2476.09,2490.24,2544.01
p3,1923.6,2076.73,2138.53,2199.59,2267,2307.08,2332.38,2357.12,2391.21,2412.72,2433.01,2462.31,2490.24,2507.31,2546.07
p4,1840.22,2088.58,2125.02,2157.37,2224.4,2268.84,2325.19,2343.53,2360.68,2382.74,2411.81,2445.19,2455.08,2472.73,2491.93
p5,1885.2,2023.85,2103.43,2161.42,2215.18,2262.16,2301.9,2339.32,2374.84,2406.86,2434.57,2463.58,2490.65,2521.29,2571.16
p6,1759.13,1957.83,2035.91,2126.49,2191.79,2227.66,2268.99,2312.74,2338.99,2368.1,2412.54,2448.56,2472.3,2495.91,2531.07
p7,1838.47,1990.22,2085.08,2150.5,2202.27,2240.16,2282.57,2318.77,2351.17,2383.88,2416.92,2451.84,2478.89,2505.41,2556.54
p8,1847.73,2015.92,2090.26,2166.86,2203.62,2239.54,2282.03,2319.5,2348.45,2377.01,2404.85,2438.01,2465.1,2500.6,2528.77
p9,1766.64,1937.46,2021.86,2092.63,2144.9,2194.09,2237.77,2302.15,2337.69,2374.31,2401.39,2427.21,2458.91,2491.11,2522.12
p10,1713.99,1888.55,1984.1,2058.81,2118.13,2165.52,2214.1,2264.55,2315.75,2359.55,2396.4,2437.04,2474.44,2505.22,2572.35
p11,1663.31,1891.17,2024.78,2081.76,2101.36,2141.84,2190.09,2243.14,2275.88,2310.11,2334.89,2369.75,2408.07,2453.5,2516.36
p12,1780.36,1961.77,2059.98,2131.92,2188.08,2239.25,2282.97,2327.76,2366.28,2399.62,2430.88,2463.51,2491.07,2518.13,2580.99
p13,1808.24,1994.46,2052.9,2112.65,2146.35,2213.96,2257.44,2313.75,2338.42,2375.7,2418.6,2461.65,2485.55,2507.31,2580.03
p14,1855.04,1979.14,2074.03,2122.77,2171.16,2219.69,2250.55,2290.67,2321.6,2367.33,2391.21,2413.95,2445.86,2493.73,2546.85
p15,1778.17,1942.14,2032.63,2101.53,2157.78,2210.14,2250.87,2296.15,2337.26,2374.96,2410.27,2445.49,2478.52,2506.09,2571.8
p16,1779.65,1934.78,2033.95,2119.61,2184.17,2222.04,2264.57,2306.65,2340.67,2367.25,2393.13,2423.72,2450.2,2478.24,2509.39
p17,1790.42,1974.42,2068.4,2127.39,2173.35,2223.88,2270.75,2308.87,2343.75,2373.07,2403.67,2432.66,2460.15,2486.7,2528.4
p18,1806.21,2007.4,2085.74,2151.29,2197.97,2244.31,2283.54,2327.46,2364.28,2402.49,2424.17,2447.84,2474.8,2494.73,2530.18
p20,1732.02,1955.54,1973.27,2084.2,2189.35,2251.44,2261.93,2279.07,2293.5,2298.4,2328.95,2398.14,2446.44,2505.25,2539.45
p21,1750.81,1942.29,2029.93,2102.92,2159.85,2216.54,2267.21,2306.67,2345.22,2375.84,2410.62,2441.49,2474.5,2504.79,2551.18
p22,1690.05,1883.72,2001.43,2067.57,2126.63,2187.34,2229.34,2261.18,2301.33,2338.26,2373.28,2413.19,2456.9,2494.53,2546.18
p23,2010.44,2110.35,2215.26,2253.07,2280.02,2307.66,2310.64,2394.89,2410.16,2423.18,2425.39,2439.29,2464.74,2504.11,2515.65
p24,1902.24,2084.33,2150.76,2176.94,2209.92,2260.66,2296.49,2325.4,2358.75,2401.13,2430.5,2464.09,2484.86,2502.28,2529.69
p25,1780.57,1955.95,2039.71,2107.02,2169.11,2222.07,2270.75,2313.42,2354.44,2393.64,2427.65,2462.77,2494.69,2529.45,2614.62
p26,1766.39,1944.02,2029.27,2102.63,2162.41,2208.51,2251.37,2303.25,2342.69,2382.14,2425.31,2452.89,2480.84,2515.55,2560.73
p27,1722.94,1899.53,1978.02,2057.72,2120.42,2173.17,2227.58,2278.55,2323.26,2361.15,2396.39,2430.06,2460.34,2487.36,2525.5
p28,1806.95,1970.97,2083.88,2154.17,2202.69,2259.67,2308.3,2342.66,2377.17,2405.57,2438.69,2465.12,2493.47,2521.74,2592.08
p29,1789.06,1954.44,2038.5,2078.51,2124.61,2172.26,2212.51,2256.15,2298.31,2335.38,2368.45,2432.32,2472.99,2495.8,2527.13
p30,2408.74,0,0,0,0,0,0,0,0,2497.07,0,0,0,0,2593.73
p31,1837.58,1987.58,2089.38,2168.29,2212.1,2256.41,2291.15,2321.29,2361.72,2387.31,2412.65,2440.18,2469.46,2499,2550.62
p32,2240.23,0,0,2354.76,0,0,0,0,0,2415.23,0,0,0,0,2456.36
p33,1798.59,1972.69,2061.22,2126.01,2179.47,2233.63,2280.43,2318.11,2351.37,2384.81,2414.98,2444.57,2473.39,2501.81,2564.26
p34,1878.73,2011.4,2086.92,2147.52,2209.16,2253.24,2294.06,2329.37,2362.36,2392.57,2421.79,2442.15,2466.27,2490.06,2522.27
p38,0,0,0,0,0,0,0,2382.43,0,0,0,0,0,0,0
p47,2091.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2136.9
p56,2064.51,0,0,0,0,0,0,0,0,2353.21,0,0,0,0,2546.74
p61,1829.62,2001.21,2103.55,2180,2244.1,2285.82,2343.14,2386.78,2418.32,2457.01,2494.15,2525.4,2563.64,2616.86,2699.15
p85,1881.59,0,0,1912.06,0,2285.6,0,2297.27,0,0,0,2442.76,0,0,2472.13
p89,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,2504.88
p90,2137.03,0,0,0,0,0,0,0,2399.32,0,0,0,0,0,2447.96
p92,1897.14,2050.81,2148.71,2196.57,2213.51,2267,2321.88,2387.34,2408.16,2433.59,2452.05,2478.09,2495.44,2503.68,2523.74
p94,1723.2,1993,2062.51,2124.54,2162.75,2231.15,2306.26,2343.96,2387.22,2421.57,2448.37,2465.67,2483.33,2503.65,2521.66
p95,1759.43,2011.6,2060.94,2119.52,2160,2234.7,2252.73,2274.6,2293.75,2331.28,2371.91,2412.19,2432.3,2453.97,2498.34
p97,1720.08,1936.73,2040.23,2118.75,2164.48,2239.25,2282.64,2321.71,2350.06,2381.23,2405.95,2434.4,2470.64,2490.78,2526.58
p99,1641.44,1767.42,1867.77,2025.79,2073.5,2156.91,2211.79,2270,2304.16,2317.21,2336.88,2373.33,2414.63,2459.37,2500.91
p109,1932.23,0,2175.23,2246.73,2275.11,2318.91,2338.84,2372.72,2407.76,2413.09,2420.09,2420.65,2454.45,2495.27,2499.45
p110,1697.31,1911.52,1989.99,2008.66,2193.3,2210.47,2349.18,2361.17,2362.75,2371.29,2404.19,2440.97,2490.89,2491.27,2495.89
p116,1782.28,1997.8,2064.33,2125.92,2181.91,2201.48,2241.09,2263.99,2307.22,2363.55,2390.35,2451.28,2483.7,2504.8,2524.21
p117,0,0,0,0,0,0,0,2110.69,0,0,0,0,0,0,0
p118,1760.48,1903.66,2062.81,2110.41,2169.82,2213.05,2259.38,2295.86,2334.52,2376.4,2410.38,2437.84,2460.23,2481.74,2512.35
p119,2082.47,2235.24,0,2280.93,2294.66,2342.06,2380.78,2410.33,2420.37,2452.81,0,2463.44,2489.02,0,2512.57
p120,2220.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.14
p121,2337.61,0,0,0,0,0,0,0,2460.15,0,0,0,0,0,2485.68
p122,2046.5,2109.49,2177.92,2218.83,2266.12,2326.25,2352.61,2374.18,2392.51,2413.88,2420.83,2454.31,2481.37,2502.38,2526.73
p127,1953.93,2067.4,2141.9,2207.99,2235.8,2277.81,2289.97,2315.21,2335.18,2382.84,2410.53,2434.07,2469.04,2495.19,2526.68
p129,2167.21,2178.63,2199.3,0,2260.85,2311.63,0,2393.2,2432.68,2464.81,2482.41,0,2495.18,2498.85,2522.15
p130,1938.03,2084.92,2133.44,2165.47,2237.63,2268.98,2286.89,2335.23,2386.26,2424.32,2433.59,2451.07,2465.45,2479.02,2517.17
p131,0,0,0,0,0,0,0,2361.23,0,0,0,0,0,0,0
p134,1967.96,2092.32,2188.45,2234.94,2253.71,2282.88,2317.33,2363.03,2381.48,2389.92,2443.2,2482.24,2495.04,2506.84,2527.35
