region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p1,8,4851,61.884,6360438.143225362,2341469.266,4369770.911,108.674,92.958,133.377
p1,8,5172,598.655,2540803.466703715,2286543.371,572230.805,109.089,84.077,129.114
p1,8,5173,589.874,2093322.5384824052,2042009.426,331736.432,124.617,68.237,107.164
p1,8,5493,399.978,3204683.8207037146,2340508.567,1182145.963,109.089,83.406,129.114
p1,8,5494,539.978,2211409.852482405,2036088.266,455744.905,124.617,61.676,107.164
p1,8,5814,139.774,5881794.962703715,2356974.769,3842790.903,109.089,77.218,129.114
p1,8,5815,394.146,2822724.861482405,2168070.096,935078.085,120.734,66.273,107.164
p1,8,6135,58.32,6820909.4714859845,2378637.68,4763702.105,147.238,72.201,118.755
p1,8,6136,260.788,3089472.2434824053,2168803.825,1201091.737,120.734,65.453,107.164
p1,8,6456,192.683,4641911.940485984,2313648.938,2649693.316,147.238,63.906,118.755
p1,8,6457,168.545,4337366.507482405,2037709.284,2580080.543,156.642,47.915,107.164
p1,8,6777,78.991,5783657.422494055,2226353.473,3932392.018,134.819,62.579,131.79
p1,8,6778,115.895,4556110.046482406,1872626.198,2963907.169,156.816,39.959,107.164
p1,8,7098,760.914,1749806.242494055,2116941.316,7952.994,134.819,60.627,131.79
p10,8,40477,32.724,8193674.462763668,3310370.028,5743385.692,5.036,236.48,148.447
p101,1,50331,682.83,1582109.30525733,1661235.177,245480.243,168.464,43.848,145.961
p101,1,50652,138.154,2872767.696515559,1479826.874,1712221.483,151.458,29.062,171.007
p101,1,50653,978.026,1454322.6695155594,1645786.81,127816.52,120.099,56.707,171.007
p101,1,50654,1003.622,1584563.7515155594,1706688.565,197155.848,120.099,67.591,171.007
p101,1,50955,247.244,1543271.0856349808,1743446.594,418077.887,86.71,37.502,249.394
p101,1,50974,533.142,1636811.9735155595,1518312.592,437780.041,120.099,40.867,171.007
p101,1,50975,1003.622,1458125.2165155592,1549082.26,228323.617,120.099,49.59,171.007
p101,1,50976,1003.558,1595695.6375155593,1616073.326,298902.972,120.099,60.896,171.007
p101,1,51276,411.545,1591240.8051153682,1816328.491,357442.698,76.622,51.122,227.597
p101,1,51277,201.398,2084691.181115368,1687967.053,979254.511,76.622,35.059,227.597
