r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p33,1458.24,1623.75,1714.22,1799.65,1863.14,1932.03,1992.41,2047.33,2106.13,2164.87,2210.83,2266.36,2342.66,2416.5,2550.87
p34,1547.04,1711.2,1791.13,1848.91,1899.72,1956.95,2002.81,2067.01,2127.56,2191.76,2249.69,2303.29,2361.39,2428.5,2541.68
p38,0,0,0,0,0,0,0,2382.43,0,0,0,0,0,0,0
p47,1606.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.07
p50,0,0,0,0,0,0,0,2869.46,0,0,0,0,0,0,0
p56,2064.51,0,0,2296.42,0,0,0,0,0,2353.21,0,0,2488.5,0,2601.5
p61,1548.32,1691.85,1766.57,1872.45,1931.63,2010.7,2073.26,2125.21,2185.87,2239.74,2297.11,2361.17,2430.88,2513.5,2622.89
p85,1831.91,0,1864.76,0,0,0,0,1906.09,0,0,0,2006.85,0,0,2143.51
p89,2151.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2407.51
p90,1736.12,0,0,0,0,1960.97,0,0,2308.42,0,0,0,2326.84,0,2835.89
p92,1610.64,1778.89,1863.36,1956.86,2034.38,2066.08,2142.15,2203.85,2243.59,2308.11,2362.21,2398.23,2425.8,2473.57,2559.23
p94,1507.23,1706.9,1795.49,1870.35,1939.49,1971.64,2013.69,2065.69,2100.47,2195.41,2267.76,2310.81,2372.49,2434.92,2550.55
p95,1549.18,1667.24,1721.9,1797.85,1848.26,1933.27,1975.77,2018.05,2061.22,2116.47,2176.99,2227.46,2271.56,2341.99,2440.17
p97,1489.54,1682.55,1741.84,1786.45,1833.57,1915,1965.18,2019.94,2103.92,2157.48,2196.55,2242.68,2300.26,2366.35,2506.68
p99,1476.33,1622.5,1684.87,1733.26,1775.91,1836.54,1939.59,2001.32,2065.89,2136.48,2223.68,2260.88,2296.62,2379.11,2502.51
p100,2865.59,0,0,0,0,0,0,0,0,0,0,0,0,0,2899.16
p109,1700.35,0,1922.67,1936.59,2001.84,2095.35,2153.47,2163.56,2254.36,2308.31,2350.68,2382.93,2386.03,2413.09,2467.03
p110,1405.83,1629.79,1782.08,1785.52,1813.69,1854.99,1936.45,1961.42,2006.76,2023.73,2045.05,2084.32,2404.78,2443.24,2498.78
p116,1602.83,1686.27,1759.55,1800.52,1869.45,1934.28,1991.23,2031.45,2074.03,2135.81,2187.2,2239.16,2311.56,2377.66,2521.33
p117,0,0,0,0,0,0,0,2080.66,0,0,0,0,0,0,0
p118,1563.32,1682.65,1735.43,1792.39,1838.19,1895.32,1953.21,2018.73,2059.97,2110.84,2160.48,2227.55,2299.78,2373.35,2465.27
p119,1781.31,1937.91,2013.69,2062.47,2112.36,2235.24,0,2264.39,0,2380.42,2420.1,0,2430.5,2463.44,2629.97
p120,2220.63,0,0,0,0,2363.14,0,0,2723.54,0,0,2813.93,0,0,2891.42
p121,2284.46,0,0,0,0,0,0,0,2333.09,0,0,2364.26,0,0,2699
p122,1709.8,1898.26,1979.26,2053.07,2125.93,2159.19,2215.86,2259.19,2294.38,2337.28,2375.36,2415.03,2434.35,2465.88,2647.65
p127,1573.75,1621.98,1694.76,1799.83,1875.43,1961.67,2021.14,2057.26,2102.72,2159.2,2190.27,2244.04,2287.99,2392.06,2473.38
p129,1850.44,0,2044.1,2141.33,2164.14,0,2204.12,2229.9,2233.31,0,2272.19,0,2398.26,2420.85,2529.5
p130,1677.72,1789.78,1874.81,1922.28,1985.42,2072.43,2148.4,2212.4,2259.44,2283.3,2319.98,2374.98,2443.38,2465.55,2726.03
p131,0,0,0,0,0,0,0,2746.78,0,0,0,0,0,0,0
p134,1728.3,1745.9,1885.06,1972.48,1992.82,2036.86,2114.05,2162.8,2219.83,2254.04,2266.18,2319.95,2394.16,2474.32,2719.49
