region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,4,72086,228.0,-4301.7188,51115.893,-55417.6117,2.691,169.0055
p01001,4,72087,246.0,2893.7783,42765.6402,-39871.8618,1.3037,170.4418
p01001,4,72088,234.0,156791.48,49617.9498,107173.5301,7.0584,173.3692
p01001,4,72466,222.0,60275.2474,95112.2725,-34837.0251,15.2457,166.5473
p01001,5,71325,252.0,35844.1695,109144.3688,-73300.1993,14.5705,128.1341
p01001,5,71326,246.0,-30733.3976,39955.2415,-70688.639,0.7046,138.1726
p01001,5,71327,240.0,8201.4109,64197.682,-55996.2711,8.9457,136.6298
p01001,5,71328,246.0,56883.2652,77581.0487,-20697.7835,14.4651,138.6433
p01001,5,71706,246.0,-43459.8163,38673.1203,-82132.9366,0.4346,153.1468
p01001,5,71707,246.0,-7978.2669,48522.8363,-56501.1032,1.791,151.1721
p01001,5,71708,246.0,128639.4673,83834.0837,44805.3835,16.4232,147.6802
p01003,5,77019,120.0,85781.5269,112019.4241,-26237.8972,18.3542,74.435
p01003,5,77020,252.0,-30300.2756,49732.195,-80032.4706,2.2101,97.4289
p01003,5,77399,180.0,-14115.1532,47009.5196,-61124.6728,1.5518,81.8918
p01003,5,77400,252.0,-22794.0227,61840.7876,-84634.8103,4.7056,92.2892
p01003,5,77779,180.0,57891.3138,101737.1716,-43845.8578,16.9131,53.5012
p01003,5,77780,240.0,10487.7928,76993.224,-66505.4313,14.2941,63.2389
p01003,5,78159,192.0,-9597.9431,45800.5918,-55398.5348,1.521,59.3406
p01003,5,78160,240.0,115314.7996,45716.3458,69598.4538,1.4528,72.1255
p01003,5,78161,246.0,39782.6346,108854.794,-69072.1594,21.9121,63.2389
p01003,5,78539,204.0,143441.7313,157881.5421,-14439.8108,27.5598,3.141
p01003,5,78540,258.0,169847.3947,125576.1734,44271.2213,24.7826,46.5973
p01003,5,78541,246.0,24222.62,82227.9092,-58005.2891,16.5468,74.8138
p01003,5,78918,54.0,405433.4442,82301.2221,323132.2221,6.9029,3.141
p01003,5,78919,210.0,228584.1257,144007.5921,84576.5336,25.8397,3.141
p01003,5,78920,240.0,128070.1228,88511.3734,39558.7495,15.4023,46.5973
p01003,5,78921,246.0,73296.3695,108583.9183,-35287.5488,22.7228,58.0486
p01003,5,78922,228.0,57564.2176,87670.6377,-30106.4202,18.3053,86.2065
p01003,5,79300,234.0,275167.201,45984.3783,229182.8226,5.6929,58.0486
p01003,5,79301,240.0,138293.5261,80768.6383,57524.8878,17.3093,58.0486
p01003,5,79302,240.0,47482.7815,58357.7369,-10874.9553,8.1112,90.1601
p01003,5,79680,246.0,241301.9321,35758.1597,205543.7724,3.9637,66.2781
p01003,5,79681,228.0,216191.1811,37293.3334,178897.8477,4.2801,75.2909
p01003,5,79682,234.0,58051.9008,33411.6932,24640.2075,3.3865,88.9901
p01003,5,80060,222.0,322806.9161,73119.4997,249687.4164,15.782,66.2781
p01003,5,80061,216.0,537113.2274,83493.5397,453619.6877,19.0407,66.2781
p01003,5,80062,222.0,200534.2274,88788.4934,111745.734,20.7081,75.2909
p01003,5,80441,210.0,487548.4647,33256.0458,454292.419,2.7964,97.6221
p01003,6,79299,84.0,1335390.4923,157792.0421,1177598.4502,28.5615,3.141
p01003,6,79679,120.0,1232537.7012,190481.9821,1042055.7191,39.6673,3.141
p01003,6,80440,108.0,198032.4125,55609.608,142422.8045,16.3242,86.902
p01003,6,80442,174.0,944139.2737,119893.3658,824245.908,16.5313,97.6221
p01003,7,80819,60.0,334323.9216,33738.4638,300585.4578,28.6286,107.9977
p01003,7,80820,60.0,736347.127,32875.8838,703471.2432,14.8575,107.9977
p01005,4,72858,240.0,65791.8433,124827.2394,-59035.3961,23.9289,287.5652
p01005,4,73238,234.0,44252.1582,105061.2894,-60809.1311,21.7359,287.5652
p01005,4,73239,246.0,27703.4131,77583.926,-49880.5129,11.6276,317.0086
p01005,4,73618,258.0,59271.9649,126792.9394,-67520.9745,24.789,287.5652
p01005,4,73619,246.0,107869.561,60789.876,47079.685,6.602,317.0086
p01005,4,73999,240.0,93036.4288,93203.426,-166.9973,16.4786,317.0086
