r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p16,1471.02,1652.58,1787.65,1891.13,2013.54,2132.5,2238.85,2344.39,2462.11,2594.64,2686.71,2795.74,2906.97,3060.29,3247.93
p17,1788.84,1988.98,2111.21,2224.23,2340.25,2440.78,2532.71,2617.36,2706.96,2790.63,2896.49,2985.89,3084.65,3186.78,3316.77
p18,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1273.39,1840.62,2443.15,2772.93,3172.29
p20,2026.09,2122.75,2155.29,2324.14,2378.46,2414.4,2485.52,2608.52,2675.07,2916.76,3020.63,3086.9,3134.29,3189.32,3337.43
p21,1773.88,1942.43,2047.87,2146.41,2240.4,2327.91,2427.46,2518.84,2608.13,2699.42,2816.94,2931.48,3047.67,3191.42,3323.54
p22,1768.59,1939.49,2048.4,2150.51,2226.55,2329.6,2408.06,2502.15,2620.24,2711.13,2830.98,2938.44,3033.55,3178.98,3328.8
p23,1814.99,1842.44,1983.49,2037.52,2220.07,2356.91,2483.96,2668.12,2822.52,2847.97,2941.63,3027.31,3102.32,3164.34,3236.22
p24,1817.06,1985.63,2064.22,2188.14,2325.9,2476.22,2595.04,2697.72,2804.69,2908.11,2997.74,3082.45,3171.3,3237.52,3317.06
p25,1505.46,1693.83,1820.77,1929.01,2033.39,2128.68,2228.47,2324.39,2430.74,2537.12,2654.57,2787.29,2939.21,3115.47,3319.18
p26,1587.98,1794.73,1912.59,2021.43,2129.22,2252.18,2351.58,2447.11,2555.02,2666.74,2772.1,2886.84,3013.52,3129.26,3301.31
p27,1361.7,1522.02,1618.22,1714.07,1807.09,1888.19,1979.63,2069.77,2184.13,2295.35,2441.82,2597.1,2781.81,2967.56,3215.21
p28,1382.24,1586.54,1708.92,1825.12,1921.28,2016.83,2117.86,2220.93,2329.02,2448.8,2576.23,2712.36,2870.22,3046.04,3270.7
p29,1648.92,1819.52,1848.59,1930.38,2052.04,2190.08,2301.26,2436.37,2593.29,2675.42,2753.58,2918.8,3048.1,3160.06,3299.9
p30,1810.52,1865.41,0,2130.48,2458.59,0,2568.32,2589.16,2750.27,0,2846.8,3066.53,3162.54,3205.22,3348.37
p31,1471.82,1618.08,1729.93,1839.66,1949.13,2056.67,2151.29,2250.44,2373.87,2502.91,2628.43,2755.24,2914.11,3098.93,3301.24
p32,2118.82,2253.45,0,2485.69,0,2756.52,0,2793.78,2861.99,0,2898.11,3058.54,3172.23,3197.16,3249.59
p33,1777.48,2009.03,2139.61,2234.22,2340.68,2439.13,2522.73,2623.31,2717.1,2806.6,2896.48,2988.33,3081.2,3195.3,3318.21
p34,1766.65,1995.3,2135.42,2238.46,2331.05,2414.45,2494.18,2589.47,2694.19,2783.33,2863.77,2975.64,3079.51,3188.94,3310.26
p38,3167.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3209.9
p47,1350.5,1456.83,1541.03,1643.96,1693.89,1935.72,2094.38,2355.81,2397.76,2504.6,2641.87,2794.43,2883.19,3118.33,3333.33
p56,2759.53,0,0,3059.97,0,0,0,0,0,0,3103.92,0,0,0,3244.52
p59,2667.22,0,0,0,0,0,2863.93,0,0,0,2902.55,0,0,0,3048.75
p61,1352.63,1525.6,1623.82,1733.99,1835.02,1954.02,2050.56,2169.34,2299.35,2422.65,2575.58,2725.34,2896.7,3090.65,3366.7
p85,2375.15,0,0,0,2452.36,0,0,2529.18,0,0,0,2600.24,0,0,2918.11
p89,2891.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3243.36
p90,2344.55,0,0,0,0,0,0,0,0,0,0,0,0,0,3194.16
p92,2174.6,2324.78,2423.19,2541.45,2594.17,2684.65,2770.26,2826.67,2939.13,2999.26,3076.92,3148.95,3222.99,3299.85,3353.99
p94,1607.96,1969.93,2236.4,2328.42,2463.4,2563.06,2615.38,2703.01,2820.07,2872.93,2955.09,3016.57,3114.2,3257.16,3325.42
p95,1897.87,2111.69,2267.5,2297.77,2385.03,2485.77,2566.34,2640.05,2717.86,2758.85,2825.41,2991.53,3122.01,3222.56,3311.7
p97,1556.65,1739.98,1898.43,2030.57,2136.99,2224.54,2307.54,2407.58,2520.57,2621.85,2758.92,2892.4,2993.87,3125.39,3277.02
p99,1642.49,1843.4,2054.6,2148.58,2230.16,2310.55,2383.94,2515.29,2679.55,2745.14,2873.94,3022.64,3089.53,3189.94,3311.64
p109,2218.21,2349.69,2441.24,2682.98,2695.51,2783.6,2883.71,2938.05,2941.54,2991.96,3083.83,3106.68,3137.83,3174.32,3224.07
p110,1888.61,1983.34,2196.77,2270.44,2288.34,2296.02,2473.17,2555.34,2637.81,2718.27,2757.54,2769.73,2831.88,2934.86,3244.29
p116,1864.86,2045.49,2187.33,2289.52,2378.19,2436.68,2533.19,2636.95,2665.36,2717.95,2839.18,2926.51,3030.8,3120.52,3300.37
p117,0,0,0,0,0,0,0,2763.69,0,0,0,0,0,0,0
p118,1914.18,2095.07,2178.75,2271.81,2361.9,2445.19,2512.01,2623.63,2731.75,2794.23,2852.02,2946.37,3034.5,3189.43,3330.53
p119,1957.03,2430.91,2506.05,2681.76,2712.42,2790.74,0,2884.06,3002.46,3091.17,3134.28,3187.69,3237.05,3246.3,3312.46
p120,2902.55,0,0,0,0,0,0,0,0,0,0,0,0,0,3080.89
p121,2500.08,0,0,0,0,0,0,0,0,0,3062.72,0,0,0,3207
p122,2040.7,2252.14,2443.37,2552.34,2624.31,2776.86,2828.08,2884.54,2949.65,2998.03,3044.88,3139.8,3180.22,3214.18,3280.94
p127,1927.11,2015.93,2104.95,2305.53,2477.1,2567.63,2606.03,2648.19,2723.27,2814.42,2869.44,2939.38,3025.52,3146.57,3309.49
p129,2341.33,2606.96,2625.63,2812.96,2828.96,0,2846.23,2863.5,2866.83,2945.34,2970.77,3009.3,3138.69,3174.11,3328.31
p130,2093.33,2280.25,2412.44,2488.43,2558.68,2670.21,2755.07,2838.15,2907.35,2977.48,3047.75,3117.99,3183.3,3253.43,3347.57
p134,1972.04,2171.53,2346.39,2505.51,2550.43,2605.7,2684.16,2795.96,2867.82,2946.06,3056.27,3121.54,3166.21,3220.15,3286.38
