r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2652.89,977.56,2217.18,1649.5,1297.05,1506.38,1826.74,1658.18,1256.07,1498.6,1829.54,1478.04,1566.04,1822.05,1779.11
p2,7202.71,5411.19,6546.4,5922.27,6732.69,6274.26,5779.53,6155.81,6113.01,6488.49,6237.39,5687.61,6552.66,5903.94,6458.47
p3,12010.7,9795.48,10771.87,10163.61,10503.28,9380.62,11207.43,10344.75,10594.85,10705.26,10010.46,10187.22,10716.33,10526.62,10537.07
p4,3233.54,4205.77,3524.16,3045.36,3799.41,3670.33,3445.93,3241.99,3662.71,3584.43,4037.83,3058.54,3940.63,2544.08,4475.68
p5,23212.92,20948.29,21074.52,20882.71,19980.93,20930.78,20728.65,21273.05,20631.5,20709.51,21008,20621.36,20747.62,20392.49,21191.57
p6,11402.47,10111.73,10404.77,9898.65,10091.11,10292.35,9164.33,10879.16,9585.97,10436.79,10035.98,10190.06,9649.07,10403.42,10396.14
p7,33436.29,31246.78,32318.06,31366.67,31867.93,32188.08,32242.37,31301.93,32304.1,31291.28,32029.95,32150.19,32133.18,31837.55,31923.53
p8,17547.01,17856.64,16745.77,17550.57,16583.84,17072.09,17652.5,16708.68,17720.94,16741.27,17146.94,16931.07,17454.26,16915.77,17657.55
p9,25590.95,24525.28,23949.52,24642.19,24243.78,25090.03,23890.26,24408.6,24170.82,25021.66,24556.74,24439.02,24088.15,24464.69,24764.96
p10,29785.79,29071.41,30089.79,29092.5,30129.55,28809.07,30095.79,29555.95,29136.41,29587.27,28992.23,29706.06,29444.84,29414.72,29879.92
p11,2932,2188.37,2145.12,1888.47,2384.87,1758.21,2180.85,1784.61,2274.69,1631.06,2319.14,2339.83,2075.72,2252.85,2306.35
p12,124722.83,124138.68,123592.08,124820.01,123885.19,124378.26,123988.67,124178.5,124349.47,124356.21,123839.28,123682.52,124407.45,124140.17,124660.6
p13,5593.66,4926.25,5133.25,5601.44,5212.25,4859.54,4710.28,5181.11,4815.7,5427.44,5108.38,5003.48,5058.19,4761.89,5526.84
p14,9272.16,9079.84,8476.94,9176.78,8322.43,8852.12,8769.4,8701.7,8712.16,8666.59,8943.43,8348.42,9047.33,8638.14,8782.61
p15,80382.93,78541.35,79359.64,78811.39,79435.79,78613.74,78472.05,79690.69,79355.49,78938.87,78721.75,79097.68,79145.19,79130.76,79177.98
p16,33090.31,32599.56,32160.14,32662.99,32467.82,32181.19,32437.68,33025.31,32491.47,31858.01,32518.26,32586.96,32514.07,32280.95,32646.24
p17,55819.04,54387.96,55275.8,54975.25,54620.87,55302.49,55184.01,54798.39,54631.89,55231.37,54748.48,55141.2,54976.79,54742.37,55346.42
p18,19493.66,21327.29,19820.34,20213.08,19717.93,20320.2,20359.37,19423.27,20472.57,19942.64,19867.95,20314.05,20044.61,20104.48,20215.35
