region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,1941,60.0,1003169.6947,889421.56,113748.1347,16.125,180.4741
p1,1,2320,168.0,719804.9303,677663.94,42140.9903,17.2769,145.0124
p1,1,2321,156.0,848849.8377,756984.4,91865.4377,1.7228,180.4741
p1,1,2701,84.0,825494.6214,715070.6,110424.0214,6.512,166.1955
p1,1,3081,186.0,727076.4262,631834.5,95241.9262,6.8012,146.0121
p1,1,3082,72.0,786373.7658,638408.1,147965.6658,2.5855,154.5206
p1,1,3461,204.0,613705.6635,546752.75,66952.9135,1.0491,137.9637
p1,1,3841,174.0,654816.7285,533656.06,121160.6685,3.4983,126.8053
p1,1,5737,234.0,1541487.0006,298430.62,1243056.3806,0.27,64.6096
p1,2,1180,144.0,978407.3065,854202.4,124204.9065,52.8776,185.1063
p1,2,1559,210.0,812559.7376,698192.3,114367.4376,15.7315,155.5872
p1,2,1940,54.0,901416.8049,800671.9,100744.9049,27.3697,150.7761
p1,2,2318,210.0,827565.1824,559903.7,267661.4824,10.4757,128.8076
p1,2,2319,192.0,658092.8196,620711.4,37381.4196,19.3996,128.8076
p1,2,2699,150.0,776750.809,567948.3,208802.509,17.3285,128.8076
p1,2,2700,204.0,811925.9824,619718.06,192207.9224,14.9422,145.0124
p1,2,2702,102.0,854591.8239,780293.25,74298.5739,9.703,160.7599
p1,2,3458,270.0,578674.9876,430683.72,147991.2676,19.6915,82.1896
p1,2,3459,222.0,541456.2618,479862.22,61594.0418,7.1574,102.273
p1,2,3837,246.0,1892539.6328,344016.56,1548523.0728,50.1569,62.8427
p1,2,3840,126.0,664724.3244,495007.6,169716.7244,2.8774,117.6551
p1,2,4217,228.0,3002982.5635,303728.28,2699254.2835,1.251,72.0983
p1,2,4218,264.0,856324.365,363422.6,492901.765,18.2206,63.2836
p1,2,4219,216.0,514006.6132,464206.6,49800.0132,15.4012,87.7067
p1,2,4221,84.0,713761.5691,615398.2,98363.3691,16.5132,120.9451
p1,2,4597,174.0,2407236.9667,265126.06,2142110.9067,2.1355,60.5554
p1,2,4598,264.0,710917.577,347130.3,363787.277,17.0995,57.6716
p1,2,4606,30.0,1956976.5995,1730479.1,226497.4995,121.8782,225.5687
p1,2,4977,216.0,2078899.673,250988.25,1827911.423,10.1865,46.1494
p1,2,4978,252.0,891329.8551,315888.56,575441.2951,2.9737,73.3813
p1,2,4979,258.0,485208.3476,408430.0,76778.3476,15.8576,73.3813
p1,2,5357,240.0,1384234.3658,262638.44,1121595.9258,0.45,55.4786
p1,2,5358,258.0,725565.0423,338950.28,386614.7623,25.2278,45.8629
p1,2,5359,204.0,685182.0379,385703.7,299478.3379,1.5955,91.0001
p1,2,5738,198.0,531329.1458,387863.7,143465.4458,29.2672,40.8783
p1,2,6117,228.0,1202490.3335,262420.25,940070.0835,16.7151,33.879
p1,2,6118,60.0,552281.3818,346251.5,206029.8818,15.3959,52.8313
p1,2,6508,252.0,766501.7903,543383.56,223118.2303,0.3446,154.7181
p1,2,6878,54.0,773322.8557,328788.25,444534.6057,10.9822,56.0942
p1,2,6884,60.0,874377.9834,540401.3,333976.6834,5.4565,143.8627
p1,2,6887,252.0,643991.4591,491931.47,152059.9891,1.9992,133.2304
p1,2,7255,240.0,1522903.6435,216427.34,1306476.3035,15.6132,35.5698
p1,2,7264,162.0,642121.7095,534362.1,107759.6095,16.9621,124.5493
p1,2,7635,252.0,1490684.3915,251645.58,1239038.8115,20.8897,42.9536
p1,2,7645,240.0,504253.78,438554.44,65699.34,8.3184,109.6418
p1,2,8397,216.0,579114.3079,488871.7,90242.6079,21.3126,74.8515
p1,3,1178,246.0,1290075.2632,696197.6,593877.6632,7.1548,177.3678
p1,3,1181,126.0,1000523.6444,909828.5,90695.1444,34.4334,235.2801
p1,3,1939,216.0,712799.6669,673616.1,39183.5669,12.6948,150.7761
p1,3,2317,252.0,1002580.1405,544828.0,457752.1405,11.1249,131.7531
p1,3,2697,222.0,2732231.374,522825.25,2209406.124,8.9367,119.872
p1,3,2698,210.0,974914.6149,515674.78,459239.8349,5.5811,128.8076
p1,3,3076,186.0,696312.3102,436693.47,259618.8402,14.1966,109.9049
p1,3,3079,240.0,579149.2939,565366.8,13782.4939,21.9633,99.582
p1,3,3080,120.0,712109.0578,654336.25,57772.8078,23.9715,106.7794
p1,3,3456,216.0,1192498.0131,329197.75,863300.2631,38.0973,74.8638
p1,3,3457,258.0,915094.8034,398192.72,516902.0834,47.7375,74.8638
p1,3,3838,264.0,731695.6067,362974.56,368721.0467,0.09,89.9344
p1,3,3839,204.0,539445.0682,472449.38,66995.6882,7.592,98.011
p1,3,4216,156.0,1116442.1613,250019.62,866422.5413,35.6029,45.3884
p1,3,4222,30.0,902080.2278,722051.56,180028.6678,24.1824,130.1981
p1,3,4596,54.0,7001387.6751,188275.28,6813112.3951,33.9291,25.8578
p1,3,4599,216.0,522208.7298,471354.12,50854.6098,24.0988,65.171
p1,3,4600,144.0,676172.6268,621264.25,54908.3768,25.7146,78.956
p1,3,4601,24.0,979024.7449,753779.3,225245.4449,29.8354,123.6361
p1,3,4976,54.0,7864472.198,195999.6,7668472.598,1.5518,43.1166
p1,3,5356,60.0,5445139.5032,220428.83,5224710.6732,2.1574,45.4965
p1,3,5739,96.0,549770.7701,459090.62,90680.1501,24.0717,61.1523
p1,3,5745,240.0,902979.6066,788964.1,114015.5066,15.315,172.5616
p1,3,6119,84.0,533315.2848,424175.12,109140.1648,27.1817,52.8313
p1,3,6121,54.0,681473.9917,538772.06,142701.9317,0.09,127.6122
p1,3,6125,204.0,901616.954,670164.75,231452.204,28.5589,143.3754
p1,3,6128,234.0,1095198.8719,639269.25,455929.6219,0.9591,183.6008
p1,3,6129,270.0,711053.0207,618520.7,92532.3207,12.2539,180.0625
p1,3,6498,96.0,560999.8405,314795.16,246204.6805,16.0312,45.9593
p1,3,6507,276.0,601411.0491,555879.3,45531.7491,16.9531,130.4456
p1,3,6509,240.0,825297.0568,568774.9,256522.1568,0.5773,164.0637
p1,3,6875,60.0,2887672.0221,143994.17,2743677.8521,1.2818,31.1497
p1,3,6876,234.0,1391383.8477,188159.17,1203224.6777,1.8064,40.6764
p1,3,7254,54.0,4533922.1643,166302.33,4367619.8343,0.1273,47.4483
p1,3,7261,168.0,727973.7683,623275.5,104698.2683,31.1289,119.9337
p1,3,7634,192.0,3104973.8223,237161.16,2867812.6623,16.142,42.9664
p1,3,7643,210.0,579280.1838,541908.94,37371.2438,29.78,100.3824
p1,3,7644,246.0,552112.5,533490.2,18622.3,21.1059,109.6418
p1,3,7646,264.0,1966275.9447,378092.2,1588183.7447,0.18,112.2235
p1,3,8011,252.0,1003138.0023,376046.8,627091.2023,2.0764,107.3225
p1,3,8012,258.0,870869.2891,325389.72,545479.5691,2.6537,86.3247
p1,3,8013,234.0,2073349.8477,302475.12,1770874.7277,16.9542,61.5586
p1,3,8014,270.0,750685.4521,295085.9,455599.5521,14.2467,61.5586
p1,3,8015,282.0,526955.2909,335710.78,191244.5109,16.0659,59.9029
p1,3,8017,282.0,482684.9851,405823.9,76861.0851,26.6662,59.9029
p1,3,8026,258.0,1206905.0357,336567.66,870337.3757,0.9218,100.0378
p1,3,8391,246.0,984854.5947,372513.4,612341.1947,4.0319,106.4071
p1,3,8392,246.0,827919.9193,379519.5,448400.4193,18.0342,79.5736
p1,3,8393,270.0,732070.6019,380259.16,351811.4419,18.0086,79.5736
p1,3,8395,228.0,508158.6498,429739.38,78419.2698,27.6344,64.0786
p1,3,8772,264.0,577273.1633,429581.4,147691.7633,5.8729,104.2113
p1,3,8773,270.0,646091.1222,449745.47,196345.6522,10.3985,104.2113
p1,3,8775,162.0,596899.6944,505641.7,91257.9944,25.1027,94.4876
p1,3,9154,270.0,652914.8072,566337.25,86577.5572,15.3922,122.54
p1,3,9543,246.0,279952.8753,199319.55,80633.3253,1.3191,46.9716
