r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p13,1620.07,1817.96,1915.15,2011.83,2064.23,2109.51,2151.01,2190.31,2284.83,2366.54,2430.08,2515.88,2647.2,2743.47,2911.38
p14,1695.14,1883.97,1991.53,2077.24,2159.2,2216.36,2291.47,2361.66,2425.48,2493.75,2558.62,2632.58,2710.53,2788.5,2899.82
p15,1612.4,1789.63,1900.94,1987.97,2066.18,2138.03,2211.44,2290.46,2371.39,2444.32,2523.7,2617.9,2706.88,2810.98,2936.91
p16,1553.46,1750.94,1847.95,1936.86,2019.91,2101.69,2191.91,2266.19,2338.22,2421.12,2503.81,2583.85,2665.15,2757.52,2877.74
p17,1648.83,1827.15,1921.33,2007.07,2095.01,2177.35,2253.91,2323.19,2397.67,2467.28,2543.74,2621.42,2702.61,2795.2,2892.57
p18,1599.66,1849.56,1961.73,2069.22,2162.72,2234.56,2289.05,2356.08,2414.43,2474.94,2545.25,2620.08,2699.01,2808.37,2909.45
p20,1836.97,1912.87,1929.63,2069.38,2108.78,2147.08,2220.64,2341.7,2406.82,2525.84,2602.6,2646.39,2732.56,2786.29,2891.29
p21,1624.86,1779.4,1882.53,1956.98,2036.54,2105.07,2181.96,2260.01,2329.76,2409.43,2498.18,2584.47,2681.53,2772.72,2900.32
p22,1611.75,1771.78,1842.61,1936.47,2025.67,2126.44,2170.65,2223.32,2325.4,2431.33,2506.85,2568.2,2641.94,2740.65,2887.59
p23,1782.22,1993.04,2003.04,2148.22,2312.88,2336.39,2426.95,2497.54,2552.34,2636.36,2653.32,2719.98,2782.38,2821.18,2915.19
p24,1702.98,1834.43,1891,2001.87,2138.6,2218.99,2322.14,2406.7,2468.45,2552.33,2635.26,2701.32,2781.43,2849.14,2910.32
p25,1583.72,1752.47,1859.43,1948.09,2030.57,2102.3,2174.65,2250.46,2322.49,2402.77,2489.23,2578.5,2680.3,2793.82,2938.83
p26,1575.15,1725.49,1800.59,1883.5,1995.92,2075.76,2169.81,2258.51,2331.59,2427.25,2519.5,2602.17,2689.13,2798.43,2918.45
p27,1554.78,1706.27,1790.6,1883.58,1959.9,2024.72,2092.76,2167.78,2247.41,2339.9,2451.17,2543.62,2648.73,2763.31,2883.02
p28,1554.49,1728.8,1834.1,1940.45,2021.78,2113.95,2198.24,2279.78,2382.3,2476.02,2550.46,2637.16,2729.42,2818.41,2930.38
p29,1583.41,1706.85,1777.45,1881.02,1983.69,2041.95,2104.79,2167.83,2219.48,2330.1,2395.77,2494.26,2631.78,2759.7,2872.97
p30,1647.16,0,0,0,2074.94,0,0,0,0,2368.44,0,0,2678.74,0,2939.47
p31,1673.37,1857.12,1942.97,2003.41,2081.24,2153.29,2223.81,2302.08,2366.79,2447.53,2523.65,2622.06,2708.5,2805.48,2919.15
p32,2320.27,0,0,0,0,0,0,0,0,2575.97,0,0,0,0,2632.53
p33,1606.9,1810.25,1907.69,2004.11,2089.42,2176.75,2248.85,2325.31,2403.34,2469.13,2541.04,2626.12,2717.22,2800.5,2913.38
p34,1698.53,1894.73,1995.31,2067.71,2135.27,2196.96,2266.76,2340.58,2435.68,2514.58,2586.71,2656.07,2724.58,2814.74,2905.14
p38,0,0,0,0,0,0,0,2897.74,0,0,0,0,0,0,0
p47,1833.56,0,0,0,0,0,0,0,0,0,0,0,0,0,2191.42
p56,2502.47,0,0,2553.94,0,0,0,0,0,0,2749.78,0,0,0,2904.9
p61,1721.18,1882.65,1989.45,2108.9,2185.82,2283.63,2371.36,2442.16,2502.84,2567.86,2626.81,2724.26,2820.14,2904.35,3025.52
p85,2097.13,0,2124.59,0,0,2155,0,0,0,2248.95,0,0,2284.47,0,2436.9
p89,2613.13,0,0,0,0,0,0,2729.46,0,0,0,0,0,0,2918.83
p90,1945.49,0,0,0,0,0,2382.61,0,0,2615.07,0,0,2760.59,0,2887.78
p92,1814.72,1981.78,2080.65,2220.58,2298.45,2355.05,2432.47,2487.56,2581.05,2643.19,2724.7,2778.53,2831.34,2886.8,2918.51
p94,1617.73,1930.19,2035.75,2086.25,2169.37,2227.35,2283.05,2346.59,2423.59,2547.69,2606.04,2666.19,2751.71,2871.33,2920.24
p95,1712.72,1863.2,1882.61,1985.42,2031.32,2135.81,2250.36,2290.97,2341.45,2409.23,2481.15,2542.18,2621.2,2758.72,2914.31
p97,1620.12,1835.75,1935.97,2014.92,2063.11,2147.4,2232.55,2312.42,2407.94,2484.9,2593.77,2664.03,2722.6,2819.91,2925.52
p99,1569.94,1779.88,1869.85,1940.32,2013.93,2093.06,2166.22,2308.87,2392.79,2451.74,2543.02,2614.73,2696.39,2786.5,2886.46
p109,1823.47,2154.98,0,2197.23,2343.76,2448.5,2585.99,2609.7,2633.76,2686.46,2752.31,2767.88,2833.89,2918.18,2931.88
p110,1744.95,1825.13,2011.76,2037.88,2046.95,2063.11,2064.49,2075.79,2310.78,2429.85,2449.86,2473.86,2646.85,2751.09,2852.5
p116,1762.99,1875.85,1981.24,2075.95,2151.67,2236.26,2319.34,2362.88,2414.9,2488.17,2596.37,2627.54,2663.61,2780.22,2858.86
p117,0,0,0,0,0,0,0,2284.02,0,0,0,0,0,0,0
p118,1733.82,1886.42,1956.23,2029.45,2089.92,2172.51,2224.53,2290.47,2337.38,2397.61,2481.19,2553.55,2644.56,2748.85,2874.83
p119,1801.5,2161.29,2269.07,0,2369.35,2436.51,2530.55,2573.91,0,2670.57,2729.28,2826.34,2831.7,2833.85,2876.74
p120,2565.82,0,0,0,0,0,0,0,0,0,0,0,0,0,2740.67
p121,2238.38,0,0,0,0,0,0,0,0,0,2679.95,0,0,0,2854.57
p122,1836.25,2065.38,2215.1,2314.78,2406.57,2462.42,2552.89,2584.69,2615.66,2691.19,2744.95,2797.24,2837.01,2873.86,2904.6
p127,1733.1,1784.97,1860.71,1986.84,2109.2,2226.32,2307.14,2345.83,2391.01,2481.3,2546.43,2599.07,2653.82,2768.31,2876.98
p129,2043.1,2335.33,2429.62,0,2477.62,2507.6,2551.5,2576.47,2577.59,2600.15,2638.34,2727.17,2750.01,2796.08,2802.24
p130,1884.67,2064.98,2162.12,2206.79,2277.11,2367.71,2450.76,2510.49,2581.42,2634.88,2663.96,2752.39,2809.57,2857.37,2919.5
p131,0,0,0,0,0,0,0,2840.94,0,0,0,0,0,0,0
p134,1804.46,1960.9,2123.17,2239.95,2254.91,2288.17,2392.2,2453.64,2492.65,2581.16,2607.95,2674.93,2749.64,2844.72,2917.47
