region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p01003,6,60907,1003.622,3791817.994,3750140.498,41677.497,2.683,794.569,105.068
p01003,6,60908,1003.622,3562230.15,3634468.561,-72238.411,350.277,563.982,110.198
p01003,6,60909,1003.622,3562743.627,3659763.901,-97020.274,365.914,564.131,107.759
p01003,6,61227,224.338,6125359.165,3981669.843,2143689.322,2.683,806.044,105.068
p01003,6,61228,1002.91,4092813.558,3854128.832,238684.726,2.683,810.145,105.068
p01003,6,61229,1003.622,3735855.459,3785859.641,-50004.182,8.379,816.743,107.759
p01003,6,61230,1003.622,3621630.303,3718297.23,-96666.928,365.57,579.971,109.078
p01003,6,61231,1003.622,3606424.518,3731824.584,-125400.066,366.641,588.173,110.052
p01003,6,61549,757.512,4603833.38,3972186.22,631647.16,2.683,827.505,105.068
p01003,6,61550,1003.622,3901526.063,3849432.741,52093.322,2.683,833.864,105.068
p01003,6,61551,1003.622,3611067.25,3704560.086,-93492.836,350.277,595.811,110.198
p01003,6,61870,165.564,7590891.105,4082483.405,3508407.7,2.683,842.794,105.068
p01003,6,61871,949.936,4261378.062,3957415.59,303962.472,2.683,848.386,105.068
p01003,6,61872,1003.622,3846900.923,3883431.022,-36530.1,8.379,854.985,107.759
p01003,6,61873,1003.622,3682316.11,3802628.879,-120312.769,365.48,618.287,108.988
p01003,6,61874,1003.622,3652245.368,3808901.763,-156656.395,366.551,624.625,109.962
p01003,6,62192,454.604,5021018.9,3957274.067,1063744.834,349.531,628.163,110.198
p01003,6,62193,1003.622,4087062.618,3907153.519,179909.099,349.606,639.808,110.198
p01003,6,62194,1003.622,3753125.768,3811565.443,-58439.675,350.277,634.873,110.198
p01003,6,62514,214.261,6503699.006,4191251.549,2312447.457,2.683,899.057,105.068
p01003,6,62515,680.53,4717859.623,4120770.476,597089.147,8.379,896.283,107.759
p01003,6,62516,970.769,4153470.024,3985881.131,167588.893,365.39,656.27,109.078
p01003,6,62517,533.304,4363138.804,3939998.302,423140.501,366.461,661.375,109.872
p01003,6,62837,29.128,9342252.305,4173204.412,5169047.893,350.277,670.728,110.198
p01003,7,51577,599.044,566128.835,1326001.174,-759872.339,16.58,71.06,89.764
p01003,7,51898,792.374,992090.521,1526059.753,-533969.232,16.58,86.9,89.764
p01003,7,51899,906.163,1226608.96,1607448.998,-380840.038,16.58,93.461,89.764
p01003,7,52220,791.111,1597869.936,1780177.865,-182307.928,16.58,109.301,89.764
p01003,7,52221,861.646,1669061.821,1810123.418,-141061.597,16.58,115.863,89.764
p01003,7,52222,711.601,1759824.025,1827195.188,-67371.163,2.683,126.887,105.068
p01003,7,52864,1003.622,1936246.153,2022353.345,-86107.192,2.683,158.716,105.068
p01003,7,52865,54.173,5612177.713,2015329.013,3596848.7,2.683,168.995,105.068
p01003,7,53184,82.75,6149786.431,2138622.458,4011163.973,2.683,181.117,105.068
p01003,7,53185,381.542,2669877.588,2069074.356,600803.233,2.683,174.556,105.068
p01003,7,53186,68.461,5696368.977,2062618.601,3633750.377,2.683,183.886,105.068
p01003,7,54147,311.17,3618311.942,2534802.621,1083509.321,2.683,276.844,105.068
p01003,7,54148,148.36,5684153.564,2541899.855,3142253.709,2.683,294.846,105.068
p01003,7,54469,999.605,2762264.232,2534902.502,227361.73,2.683,285.227,105.068
p01003,7,54470,534.73,3170586.215,2551313.758,619272.457,2.683,301.067,105.068
p01003,7,54791,501.617,3494439.611,2628407.595,866032.015,2.323,307.032,105.555
p01003,7,55114,278.251,4148388.782,2986306.223,1162082.559,6.976,379.413,112.107
p01003,7,55115,547.819,3707783.595,2999456.213,708327.382,6.976,391.993,112.107
p01003,7,63159,489.791,5630114.682,4265067.56,1365047.122,365.48,700.734,108.988
p01003,7,63160,991.44,4832554.919,4282439.542,550115.377,366.461,722.003,109.872
p01003,7,63480,151.373,8374541.036,4306192.314,4068348.723,350.277,716.574,110.198
p01003,7,63802,28.123,9799988.344,4442825.402,5357162.942,365.48,752.312,108.988
p01003,7,63803,751.453,5475864.081,4437690.157,1038173.924,366.371,745.751,109.655
p01061,6,55122,1003.622,2523198.239,2843980.108,-320781.869,180.717,365.952,316.093
p01061,6,55123,1003.622,2382224.136,2776784.282,-394560.146,180.717,350.112,316.093
p01061,6,55445,1003.622,2758846.458,2757148.597,1697.861,180.717,342.89,316.093
p01061,6,55767,1003.622,2739643.414,2769397.772,-29754.358,180.717,353.734,316.093
p01061,6,56410,1003.622,2752034.27,2815142.186,-63107.916,180.717,379.375,316.093
p01061,6,57053,1003.622,2785333.262,2843235.037,-57901.775,180.717,392.02,316.093
p01061,6,57696,1003.622,2839349.275,2903036.713,-63687.439,180.717,417.139,316.093
p01061,6,58339,1003.622,2891325.294,2963192.824,-71867.531,180.717,442.258,316.093
p01069,6,54801,314.312,3046695.314,2749572.322,297122.992,139.729,376.63,407.573
p01069,6,55444,1003.622,2453929.662,2762303.773,-308374.111,139.729,369.839,407.573
p01069,6,55766,1003.622,2794896.352,2748446.293,46450.059,139.729,371.895,407.573
p01069,6,55768,1003.622,2562628.788,2662341.045,-99712.256,139.729,358.773,407.573
p01069,6,56087,1003.234,2889507.947,2800094.777,89413.17,139.729,387.735,407.573
p01069,6,56088,989.917,2746024.913,2748597.378,-2572.465,139.729,381.174,407.573
p01069,6,56089,520.474,3122069.126,2711060.963,411008.163,139.729,376.701,407.573
p01069,6,56409,1003.622,2804226.754,2792606.867,11619.887,139.729,397.014,407.573
p01069,6,56411,1003.622,2593026.525,2699647.89,-106621.366,139.729,377.038,407.573
p01069,6,56730,1003.622,2875255.763,2838219.408,37036.355,139.729,412.854,407.573
p01069,6,56731,1003.622,2754253.122,2797732.181,-43479.06,139.729,408.381,407.573
p01069,6,56732,1003.622,2654531.761,2736662.442,-82130.682,139.729,389.346,407.573
p01069,6,57052,1003.622,2826271.3,2843684.94,-17413.64,139.729,424.221,407.573
p01069,6,57054,1003.622,2655338.41,2752817.591,-97479.181,139.729,398.625,407.573
p01069,6,57373,1003.622,2862046.991,2857904.754,4142.236,139.729,427.587,407.573
p01069,6,57374,1003.622,2784525.932,2825502.7,-40976.768,139.729,421.026,407.573
p01069,6,57375,1003.622,2718383.482,2797814.919,-79431.437,139.729,414.465,407.573
p01069,6,57695,1003.622,2851687.726,2879255.945,-27568.218,139.729,441.347,407.573
p01069,6,57697,1003.622,2704391.179,2812391.391,-108000.212,139.729,423.744,407.573
p01069,6,58016,1003.622,2897873.192,2912914.897,-15041.705,139.729,453.377,407.573
p01069,6,58017,1003.622,2841873.795,2886944.949,-45071.154,139.729,446.145,407.573
p01069,6,58018,1003.622,2768211.155,2857502.096,-89290.941,139.729,439.584,407.573
p01069,6,58338,1003.622,2900670.75,2930642.076,-29971.325,139.729,461.985,407.573
p01069,6,58340,1003.622,2768535.451,2875758.479,-107223.028,139.729,448.862,407.573
p01069,6,58660,1003.622,2889262.014,2945799.466,-56537.452,139.729,471.264,407.573
p01069,6,58661,1003.622,2824098.459,2918591.999,-94493.54,139.729,464.702,407.573
p01069,6,58981,1003.622,2941040.257,2987558.624,-46518.367,139.729,487.104,407.573
p01069,6,58982,999.767,2875144.457,2960203.043,-85058.587,139.729,480.542,407.573
p01069,6,58983,1003.622,2817694.885,2942521.45,-124826.565,139.729,478.231,407.573
p01069,6,59303,1003.622,2922944.446,3000849.145,-77904.699,139.729,496.382,407.573
p01069,6,59304,1003.622,2868434.574,2983971.948,-115537.374,139.729,494.071,407.573
p01069,6,59624,1003.622,2975320.224,3045440.331,-70120.107,139.729,513.788,407.573
p01069,6,59625,1003.622,2918723.332,3025240.022,-106516.69,139.729,509.911,407.573
p01069,6,59626,1003.622,2874074.196,3027239.286,-153165.089,139.729,516.789,407.573
p01069,6,59946,1003.622,2963007.749,3065793.318,-102785.569,139.729,526.269,407.573
p01069,6,59947,996.818,2927120.148,3068134.418,-141014.269,139.729,532.312,407.573
p01069,6,60267,1003.622,3022964.545,3123679.808,-100715.263,139.729,550.097,407.573
p01069,6,60268,1003.622,2971509.35,3108218.081,-136708.731,139.729,548.152,407.573
p01069,6,60269,1003.622,2936986.888,3113114.86,-176127.972,139.729,555.188,407.573
p01069,6,60589,1003.622,3015686.413,3147694.668,-132008.255,139.729,563.992,407.573
p01069,6,60590,1003.622,2977609.287,3150797.669,-173188.382,139.729,570.553,407.573
p01069,6,60910,1003.622,3074466.95,3201581.851,-127114.901,139.729,585.815,407.573
p01069,6,60911,1003.622,3025131.657,3191093.361,-165961.704,139.729,586.393,407.573
p01069,6,60912,1003.622,2997643.691,3197047.334,-199403.642,139.729,593.007,407.573
p01069,6,61232,1003.622,3077188.401,3237017.294,-159828.893,139.729,604.768,407.573
p01069,6,61233,1003.622,3037595.884,3235166.732,-197570.848,139.729,608.795,407.573
p01069,6,61552,1003.622,3151354.284,3273744.622,-122390.337,139.729,615.538,407.573
p01069,6,61553,1003.622,3123904.776,3279729.081,-155824.305,139.729,622.161,407.573
p01069,6,61554,1003.622,3079422.511,3273808.995,-194386.484,139.729,624.635,407.573
p01069,6,61875,804.913,3245025.391,3312840.495,-67815.104,139.729,640.949,407.573
p01069,6,61876,1003.622,3119254.253,3326517.585,-207263.332,139.729,647.932,407.573
p01069,6,62195,1002.164,3180040.508,3346619.534,-166579.025,139.729,652.139,407.573
p01069,6,62196,275.011,3914386.336,3349041.794,565344.542,139.729,656.389,407.573
p01069,6,62197,1003.622,3153882.108,3363116.738,-209234.631,139.729,663.772,407.573
p01069,6,62518,1003.622,3200678.246,3401946.741,-201268.494,139.729,679.085,407.573
p01069,6,62519,1003.622,3224044.128,3438801.228,-214757.1,139.729,695.61,407.573
p01069,6,62838,443.426,4774082.178,3671004.971,1103077.207,139.729,700.558,407.573
p01069,6,62839,1002.877,3643519.03,3543772.039,99746.991,139.729,694.556,407.573
p01069,6,62840,1003.622,3446239.158,3524565.747,-78326.589,139.729,711.397,407.573
p01069,7,63161,1003.622,4121736.949,3724094.113,397642.836,139.729,727.237,407.573
p01069,7,63162,993.514,3952907.091,3684408.383,268498.708,139.729,728.812,407.573
p01069,7,63481,573.156,5102357.733,3906831.902,1195525.83,139.729,749.638,407.573
p01069,7,63482,1003.622,4551724.263,3858428.969,693295.294,139.729,743.077,407.573
p01069,7,63483,1003.622,4458479.143,3839975.413,618503.73,139.729,744.652,407.573
p01069,7,63804,998.114,4721946.489,3932398.004,789548.486,139.729,760.492,407.573
p01069,7,63805,288.911,5680955.352,3966351.671,1714603.681,139.729,769.1,407.573
p01069,7,64124,259.978,5776274.519,3991213.894,1785060.625,139.729,774.757,407.573
p01069,7,64125,224.759,6379114.443,3993989.17,2385125.273,139.729,776.332,407.573
p01069,7,64126,51.192,9349961.514,4015901.038,5334060.476,139.729,783.675,407.573
p01097,2,50934,263.671,1396006.011,1069161.938,326844.073,78.95,35.824,3.141
p01097,2,51252,555.368,1319185.089,1161552.986,157632.103,76.953,49.348,33.382
p01097,2,51253,318.978,1654961.876,1312100.154,342861.722,8.432,95.899,49.231
p01097,2,51254,900.85,1254206.18,1271094.236,-16888.056,78.95,63.125,3.141
p01097,2,51255,999.281,1121270.896,1157094.109,-35823.213,78.95,48.659,3.141
p01097,2,51256,538.747,1479974.388,1263205.686,216768.703,84.858,57.269,3.141
p01097,2,51574,687.787,1409146.743,1292843.78,116302.964,8.432,97.778,49.231
p01097,2,51575,669.287,1438488.023,1318951.881,119536.142,78.95,70.599,3.141
p01097,2,51576,983.502,1329063.326,1287079.973,41983.352,78.95,65.692,3.141
p01097,2,51896,554.364,1715369.973,1448268.234,267101.739,78.95,86.439,3.141
p01097,2,51897,828.824,1858115.34,1456399.237,401716.103,78.95,81.905,3.141
p01097,2,52217,928.228,1967452.651,1611627.7,355824.951,78.95,102.279,3.141
p01097,7,51578,903.668,1216444.942,1691569.452,-475124.51,84.858,79.67,3.141
p01097,7,51579,993.028,1197699.285,1712510.585,-514811.301,84.858,87.391,3.141
p01097,7,51900,990.436,1430106.27,1856887.681,-426781.411,84.858,102.176,3.141
p01097,7,51901,738.979,1574333.054,1864357.325,-290024.271,84.858,109.792,3.141
p01097,7,52218,444.139,1595433.479,1776024.071,-180590.592,78.95,97.745,3.141
p01097,7,52219,905.256,1531301.027,1941793.689,-410492.662,84.858,104.789,3.141
p01097,7,52539,970.153,1572861.109,1968009.805,-395148.697,78.95,114.48,3.141
p01097,7,52540,817.776,2064828.139,2094603.153,-29775.014,84.858,120.629,3.141
p01097,7,52541,251.068,2964328.009,2187267.555,777060.453,90.641,134.063,3.569
p01097,7,52542,628.592,2327478.866,2095166.904,232311.963,6.153,175.547,50.91
p01097,7,52543,942.192,1994945.42,2093613.631,-98668.211,6.153,193.732,50.91
p01097,7,52861,433.35,3157073.795,2265234.674,891839.121,39.295,176.363,12.3
p01097,7,52862,904.835,2433940.731,2188739.216,245201.515,6.153,187.092,50.91
p01097,7,52863,392.656,2955972.559,2174818.406,781154.153,6.153,191.492,50.91
p06055,10,23457,33.696,7548708.568,2040718.607,5507989.961,173.241,28.042,107.922
p06069,8,32771,309.614,3977862.919,2024817.346,1953045.574,176.132,40.962,156.412
p06069,9,32448,358.085,4389974.7,2286995.677,2102979.023,148.239,72.295,156.412
p06069,9,32770,245.041,4629099.565,2271421.966,2357677.599,144.785,71.293,159.476
p06073,6,41772,87.253,7491602.668,2102210.834,5389391.834,6.374,125.465,7.241
p06073,6,42092,48.146,7682215.471,2172032.71,5510182.76,6.374,144.389,7.241
p06073,6,43049,32.692,7989965.712,2497953.45,5492012.262,8.708,256.993,18.362
p06073,6,43370,119.524,7170161.792,2435978.15,4734183.641,8.298,250.945,30.101
p06073,6,43373,84.596,7386889.933,2295988.21,5090901.722,8.298,202.146,30.101
p06073,6,43693,105.365,7306050.162,2351849.685,4954200.477,8.298,224.034,30.101
p06075,8,27631,72.284,7562184.406,1837871.666,5724312.741,16.786,70.617,1.844
p06075,8,27952,71.636,7608427.214,1914020.152,5694407.061,16.786,82.636,1.844
p06075,8,28273,33.502,7607858.09,1972755.372,5635102.718,16.786,93.914,1.844
p06075,9,27310,49.604,7633312.391,1849204.043,5784108.347,16.786,67.069,1.844
p06083,9,38547,53.071,8267612.866,2647593.27,5620019.596,6.241,302.543,217.985
p06083,9,38548,84.564,8122133.071,2598393.485,5523739.586,6.241,289.674,217.985
p06085,9,31806,317.941,4623831.23,2440116.122,2183715.108,207.786,57.274,101.623
p06085,9,31807,39.301,8283526.08,2327969.553,5955556.528,219.529,41.434,82.398
p06085,9,32127,453.762,4281684.224,2302213.321,1979470.903,164.988,63.836,140.08
p06085,9,32128,779.479,3486251.498,2180121.342,1306130.156,179.586,49.261,124.81
p06085,9,32129,83.981,7500549.092,1974512.679,5526036.413,182.736,32.156,121.467
p06085,9,32449,1003.622,3225963.178,2113912.575,1112050.602,160.897,55.453,143.491
p06085,9,32450,345.838,3891136.913,2047878.673,1843258.239,192.881,34.296,140.08
p06097,10,23136,72.738,7642252.828,2027663.707,5614589.121,167.595,29.382,120.236
p06097,10,23456,39.042,7939678.223,2264368.397,5675309.825,64.737,122.55,100.595
p06105,10,20246,166.342,5413100.654,2061091.54,3352009.114,133.101,41.745,435.967
p06105,10,20567,231.206,4487059.714,2160602.096,2326457.618,133.101,40.547,435.967
p06105,10,20888,241.186,4382130.785,2187194.898,2194935.887,133.101,47.108,435.967
p06111,8,40477,32.724,8193674.463,2450288.771,5743385.692,5.036,236.48,148.447
p09120,4,20830,25.952,4817765.278,1486296.901,3331468.377,1.529,126.386,1.139
p09120,4,21150,23.976,4627602.515,1515868.085,3111734.43,1.529,139.706,1.139
p09120,4,21471,63.31,5089960.948,1558658.633,3531302.316,1.529,155.546,1.139
p09120,4,21472,750.06,2600446.452,1562454.902,1037991.55,1.529,156.59,1.139
p09120,4,21791,89.327,5216485.787,1613239.819,3603245.969,1.529,177.947,1.139
p09120,4,21792,809.158,2603576.441,1598036.416,1005540.025,1.529,171.461,1.139
p09120,4,21793,918.961,2681096.114,1612347.328,1068748.786,1.529,172.43,1.139
p09120,4,22111,63.083,5148573.679,1665553.242,3483020.437,1.529,200.348,1.139
p09120,4,22112,362.232,3037170.593,1651448.362,1385722.231,1.529,193.862,1.139
p09120,4,22113,464.389,3062730.051,1637634.111,1425095.94,1.529,187.301,1.139
p09120,5,20831,33.988,5176648.601,1528096.736,3648551.865,1.529,142.301,1.139
p09120,5,21152,200.394,3864438.156,1546106.444,2318331.712,1.529,148.787,1.139
p09120,5,21153,76.464,5538940.011,1597640.424,3941299.587,1.529,164.702,1.139
p09120,5,21473,61.754,5341079.5,1579616.632,3761462.868,1.529,163.151,1.139
p09120,10,21474,40.921,6472458.152,1834797.367,4637660.785,1.529,171.188,1.139
p09120,10,21794,199.714,3930544.066,1810645.411,2119898.655,1.529,182.495,1.139
p09120,10,21795,19.699,6514171.772,1870392.058,4643779.714,1.529,185.658,1.139
p09120,10,21796,24.462,6535313.152,1889785.068,4645528.083,1.529,193.642,1.139
p09120,10,22114,379.631,2938420.505,1855537.02,1082883.485,1.529,188.27,1.139
p09120,10,22115,207.036,4190424.164,1902712.851,2287711.312,1.529,198.335,1.139
p09170,5,20515,1003.622,1916214.267,1623723.008,292491.259,10.456,166.49,89.861
p10001,4,27560,152.183,2243345.584,984176.297,1259169.287,66.323,22.799,19.73
p10001,4,27562,1003.298,1362613.572,1245202.82,117410.752,59.879,62.189,19.73
p10001,4,27563,758.516,1697665.952,1393934.223,303731.729,59.879,83.373,19.73
p10001,4,27881,164.981,2221456.709,1061916.698,1159540.011,66.323,34.8,19.73
p10001,4,27882,585.338,1285929.687,1114474.814,171454.873,66.323,46.862,19.73
p10001,4,27883,1003.622,1395135.045,1299913.707,95221.339,59.879,73.428,19.73
p10001,4,27884,678.294,1675928.652,1374749.899,301178.753,59.879,84.739,19.73
p10001,4,27885,810.13,2078540.033,1552978.074,525561.959,59.879,101.801,19.73
p10001,4,28204,830.801,1433334.304,1245037.509,188296.795,66.323,67.027,19.73
p10001,4,28205,1003.622,1571496.631,1374977.202,196519.429,66.323,83.016,19.73
p10001,4,28206,1003.622,2097127.549,1561962.391,535165.158,66.323,100.123,19.73
p10001,4,28525,526.241,1713790.279,1319900.907,393889.372,66.323,79.987,19.73
p10001,4,28526,1003.622,1574753.25,1374837.577,199915.673,66.323,89.428,19.73
p10001,4,28527,1003.622,2027248.321,1548448.115,478800.206,66.323,105.268,19.73
p10001,9,27886,870.232,1310074.676,1837875.939,-527801.263,59.879,116.27,19.73
p10001,9,27887,930.301,1409503.254,1899833.9,-490330.646,59.879,132.11,19.73
p10001,9,28207,857.531,1399902.715,1878669.06,-478766.345,66.323,115.963,19.73
p10001,9,28208,644.501,1717746.615,1942950.862,-225204.248,48.992,140.569,34.873
p10001,9,28528,870.102,1436536.395,1888990.088,-452453.693,66.323,121.108,19.73
p10001,9,28529,582.034,2013973.028,2013523.6,449.428,55.436,136.948,34.873
p10001,9,28849,845.154,1508184.206,1897142.522,-388958.316,55.436,127.669,34.873
p10005,9,27888,402.991,2452486.932,2003398.884,449088.049,36.885,148.823,48.592
p10005,9,28209,259.621,3065069.841,2120801.087,944268.754,36.885,154.511,48.592
p10005,9,28530,56.862,6804858.189,2210921.457,4593936.732,20.881,152.788,76.26
p10005,9,28850,451.591,2691591.535,2083815.287,607776.247,43.329,143.931,48.592
p12005,1,52877,647.741,2491237.029,2223691.178,267545.851,126.591,306.327,229.074
p12005,1,53198,715.36,2512953.381,2208521.385,304431.996,130.357,299.766,231.953
p12009,1,51939,344.606,1469992.757,961109.57,508883.187,12.957,39.957,255.792
p12009,1,51940,996.106,1246263.974,992663.844,253600.129,12.957,48.574,255.792
p12009,1,52261,118.876,3070816.413,941752.565,2129063.847,12.957,40.941,255.792
p12009,7,48102,865.112,3403210.707,2830957.617,572253.09,67.32,371.952,255.792
p12009,7,48103,872.176,3305573.229,2715084.552,590488.677,12.614,370.074,260.559
p12009,7,48104,944.978,3674672.817,3086150.08,588522.737,24.062,486.398,262.313
p12009,7,48421,1003.622,3160637.503,2722362.182,438275.321,67.32,333.711,255.792
p12009,7,48422,1003.622,3046243.145,2601517.09,444726.054,12.614,331.833,260.559
p12009,7,48423,1003.622,3273228.047,2810052.02,463176.028,67.32,365.391,255.792
p12009,7,48424,1003.622,3167237.739,2674275.62,492962.119,12.957,354.814,255.792
p12009,7,48425,1003.622,3555329.186,3023812.504,531516.682,26.303,470.664,260.559
p12009,7,48426,798.563,3503350.212,2779306.48,724043.731,12.957,386.494,255.792
p12009,7,48742,1003.622,3173552.315,2711977.768,461574.547,67.32,327.149,255.792
p12009,7,48743,1003.622,3028684.416,2584893.71,443790.706,12.957,325.272,255.792
p12009,7,48744,1003.622,3397292.273,2930945.873,466346.4,26.303,441.596,260.559
p12009,7,48745,1003.622,3157336.496,2658498.384,498838.112,12.957,348.253,255.792
p12009,7,48746,1003.622,3531946.917,2986061.364,545885.553,26.303,454.824,260.559
