region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast,reinforcement_dist_km
p2,13,13918,397.119,2541953.764,19.262,41.573,441.986
p2,13,13919,168.984,2435222.44,19.262,34.438,441.986
p2,13,14393,397.119,2775046.18,19.262,67.685,441.986
p2,13,14394,397.119,2647514.23,19.262,57.561,441.986
p2,13,14395,397.119,2563202.53,19.262,47.586,441.986
p2,13,14396,387.194,2385703.031,19.262,37.961,441.986
p2,13,14397,39.843,2710676.201,19.262,33.131,441.986
p2,13,14871,397.119,2648020.186,5.5,65.527,413.244
p2,13,14872,397.119,2538189.536,5.5,55.021,413.244
p2,13,14873,397.119,2457346.136,5.5,44.57,413.244
p2,13,14874,277.732,2319679.652,5.5,35.806,413.244
p2,13,15349,363.807,1418707.062,29.181,64.759,21.111
p2,13,15350,397.119,2517797.602,5.5,54.454,413.244
p2,13,15351,397.119,2337480.619,5.5,43.868,413.244
p2,13,15352,240.542,2263004.626,5.5,35.388,413.244
p2,13,15826,397.119,1463637.024,29.181,75.1,21.111
p2,13,15827,305.996,1349907.774,29.181,65.438,21.111
p2,13,15828,344.043,1175202.834,29.181,55.118,21.111
p2,13,15829,319.002,1077079.011,29.181,45.126,21.111
p2,13,15830,255.03,1030972.796,29.181,36.11,21.111
p5,13,16304,371.993,1438992.061,29.181,71.899,21.111
p5,13,16305,397.119,1289572.657,29.181,61.891,21.111
p5,13,16306,369.939,1134145.704,29.181,51.63,21.111
p5,13,16307,395.779,1027845.244,29.181,41.751,21.111
p5,13,16308,203.722,1059794.484,29.181,34.743,21.111
p5,13,16782,266.895,1491912.664,29.181,69.267,21.111
p5,13,16783,396.805,1268920.986,29.181,59.502,21.111
p5,13,16784,397.119,1095717.474,29.181,49.313,21.111
p5,13,16785,397.119,1005036.324,29.181,38.959,21.111
p5,13,16786,59.066,1491234.004,29.181,33.043,21.111
p5,13,17260,238.773,1452987.575,25.747,67.083,21.111
p5,13,17261,210.139,1256032.787,25.747,55.898,21.111
p5,13,17262,314.638,1087165.111,25.747,46.156,21.111
p5,13,17263,288.941,1027353.892,29.181,36.899,21.111
p5,13,17736,397.119,1511180.787,25.747,85.054,21.111
p5,13,17738,396.264,1377990.763,25.747,64.82,21.111
p5,13,17739,314.267,1194591.39,25.747,54.612,21.111
p5,13,17740,228.05,1118709.075,25.747,43.921,21.111
p5,13,17741,158.46,1102977.075,25.747,35.361,21.111
p74,12,17987,80.884,7786799.911,210.927,33.936,3.982
p74,12,17988,98.253,6596459.227,210.927,39.348,3.982
p5,13,18216,367.829,1311551.389,25.747,61.587,21.111
p5,13,18217,396.863,1159355.063,25.747,51.631,21.111
p5,13,18218,397.119,1054329.837,25.747,41.81,21.111
p5,13,18219,174.089,1081647.387,25.747,34.736,21.111
p74,12,18465,240.741,3076278.015,210.104,35.244,3.982
p74,12,18466,397.005,2252605.44,210.104,43.057,3.982
p74,12,18467,284.463,2851037.438,210.104,52.892,3.982
p74,12,18468,75.864,8064489.186,210.104,61.455,3.982
p5,13,18693,189.262,1835827.387,21.579,66.509,116.285
p5,13,18694,310.702,1619203.534,21.579,56.9,116.285
p5,13,18695,309.847,1166810.967,25.747,47.486,21.111
p5,13,18696,310.388,1060038.314,25.747,38.085,21.111
p5,13,18697,38.16,1758368.88,25.747,33.162,21.111
p74,12,18942,82.624,7319370.078,210.104,33.808,3.982
p74,12,18943,389.704,2249804.204,210.104,38.374,3.982
p74,12,18944,397.119,2281053.619,210.104,47.323,3.982
p74,12,18945,397.119,1208981.12,77.254,54.092,3.982
p74,12,18946,394.666,1224203.051,77.254,56.789,3.982
p74,12,18947,259.251,1343904.723,77.254,58.037,3.982
p74,12,18948,55.615,2606748.891,77.254,59.281,3.982
p5,13,19171,274.538,1720436.458,21.579,63.004,116.285
p5,13,19172,192.485,1625582.413,21.579,52.368,116.285
p5,13,19173,368.456,1475561.853,21.579,43.161,116.285
p5,13,19174,241.996,1440977.272,21.579,35.611,116.285
p74,12,19420,309.248,2587691.197,210.104,35.958,3.982
p74,12,19421,397.119,2247804.952,210.104,42.705,3.982
p74,12,19422,397.119,1116280.34,67.347,45.256,3.982
p74,12,19423,397.119,1146608.286,77.254,45.064,3.982
p74,12,19424,397.119,1151957.653,77.254,46.497,3.982
p74,12,19425,397.119,1158360.52,77.254,49.977,3.982
p74,12,19426,389.076,1190890.928,77.254,54.581,3.982
p74,12,19427,232.898,1389473.862,77.254,58.623,3.982
p74,12,19428,37.932,3402953.439,77.254,62.387,3.982
p5,13,19648,312.1,1795511.184,21.579,70.949,116.285
p5,13,19649,323.194,1667473.696,21.579,60.407,116.285
p5,13,19650,215.815,1597767.234,21.579,50.406,116.285
p5,13,19651,239.173,1481496.94,21.579,38.681,116.285
p5,13,19652,50.453,1868683.583,21.579,33.135,116.285
p74,12,19896,20.25,15751616.276,189.196,32.942,3.982
p74,12,19897,280.071,1921116.201,189.196,35.128,3.982
p74,12,19898,397.034,1171759.864,61.228,37.326,3.982
p74,12,19899,343.643,1090928.563,62.014,36.705,3.982
p74,12,19900,297.925,1114938.101,67.347,36.159,3.982
p74,12,19901,284.549,1166548.212,77.254,35.979,3.982
p74,12,19902,356.763,1103074.069,77.254,36.872,3.982
p74,12,19903,397.119,1088421.02,77.254,40.332,3.982
p74,12,19904,397.119,1133711.82,77.254,45.823,3.982
p74,12,19905,397.119,1199804.236,77.254,52.654,3.982
p74,12,19906,379.807,1264082.599,77.254,60.259,3.982
p74,12,19907,227.736,1449860.648,77.254,64.34,3.982
p74,12,19908,42.438,3133951.23,77.254,58.26,3.982
p5,13,20125,309.447,1678166.179,50.688,76.127,41.648
p5,13,20126,309.989,1539694.962,50.688,66.897,41.648
p5,13,20127,295.672,1631153.162,21.579,57.312,116.285
p5,13,20128,363.665,1514054.685,21.579,47.723,116.285
p5,13,20129,250.324,1472812.5,21.579,38.17,116.285
p74,12,20374,304.314,1231001.394,61.228,34.399,3.982
p74,12,20375,194.481,1465165.721,61.228,34.523,3.982
p74,12,20376,53.191,3140028.029,61.228,33.107,3.982
p74,12,20381,151.986,1406792.127,77.254,34.234,3.982
p74,12,20382,381.319,1090723.611,77.254,37.926,3.982
p74,12,20383,397.119,1161498.453,77.254,45.653,3.982
p74,12,20384,397.119,1224832.02,77.254,54.533,3.982
p74,12,20385,397.119,1272976.886,77.254,62.66,3.982
p74,12,20386,384.542,1239526.417,77.254,57.03,3.982
p74,12,20387,220.093,1350766.412,77.254,48.587,3.982
p74,12,20388,25.526,4421702.714,77.254,42.493,3.982
p5,13,20603,397.119,1568604.841,50.688,72.645,41.648
p5,13,20604,397.119,1449019.091,50.688,62.649,41.648
p5,13,20605,397.119,1323749.191,50.688,52.668,41.648
p5,13,20606,334.83,1280756.537,50.688,42.895,41.648
p5,13,20607,202.98,1350859.548,50.688,35.374,41.648
p43,13,20845,104.927,2176804.201,91.583,33.544,35.025
p74,13,20850,88.499,4249359.856,170.063,33.717,3.982
p74,12,20851,255.971,1156325.005,42.741,33.869,3.982
p74,12,20852,72.299,2527188.322,61.228,33.623,3.982
p74,12,20860,144.913,1458008.316,77.254,34.153,3.982
p74,12,20861,397.119,1127710.886,77.254,40.235,3.982
p74,12,20862,397.119,1199630.686,77.254,50.042,3.982
p74,12,20863,397.119,1260869.553,77.254,60.064,3.982
p74,12,20864,397.119,1256875.986,77.254,60.913,3.982
p74,12,20865,397.119,1188615.12,77.254,51.823,3.982
p74,12,20866,366.973,1145801.565,77.254,43.705,3.982
p74,12,20867,187.208,3051595.618,81.494,38.459,587.476
p5,13,21080,397.119,1646507.194,23.104,77.196,94.357
p5,13,21081,397.119,1517322.477,23.104,67.846,94.357
p5,13,21082,397.119,1433710.644,23.104,58.667,94.357
p5,13,21083,397.119,1305727.041,50.688,49.131,41.648
p5,13,21084,397.119,1220624.625,50.688,39.203,41.648
p5,13,21085,79.287,1863639.484,50.688,33.369,41.648
p43,13,21321,49.54,2655002.451,63.913,33.302,35.025
p43,13,21322,283.779,1383275.006,91.583,35.576,35.025
p43,13,21323,397.119,1276018.168,91.583,38.916,35.025
p74,13,21324,326.046,1733165.088,168.175,36.27,3.982
p74,13,21325,174.374,2494264.142,168.175,34.498,3.982
p74,13,21326,159.144,2731798.082,170.063,34.308,3.982
p74,13,21327,266.467,1972247.771,170.063,35.541,3.982
p74,13,21328,351.829,1113353.175,29.727,35.363,3.982
p74,13,21329,31.829,3452285.37,42.741,33.162,3.982
p74,12,21339,374.189,1118285.24,77.254,37.215,3.982
p74,12,21340,397.119,1181694.62,77.254,47.3,3.982
p74,12,21341,397.119,1248644.503,77.254,57.771,3.982
p74,12,21342,397.119,1278975.386,77.254,64.819,3.982
p74,12,21343,397.119,1228226.936,77.254,58.233,3.982
p74,12,21344,397.119,1295071.859,57.318,50.771,3.982
p74,12,21345,397.119,1229278.975,57.318,44.606,3.982
p74,12,21346,359.358,2679289.691,81.494,40.796,587.476
p103,12,21347,153.954,3257236.087,81.494,41.26,587.476
p5,13,21559,397.119,1437206.327,23.104,63.09,94.357
p5,13,21560,397.119,1341149.544,23.104,53.473,94.357
p5,13,21561,397.119,1285749.411,23.104,44.19,94.357
p5,13,21562,318.089,1238148.33,23.104,36.095,94.357
p43,13,21797,69.761,2136454.685,63.913,33.395,35.025
p43,13,21798,252.72,1245935.418,63.913,35.364,35.025
p43,13,21799,391.301,1145406.911,63.913,38.073,35.025
p43,13,21800,397.119,1301152.834,91.583,42.97,35.025
p43,13,21801,397.119,1341374.668,91.583,47.814,35.025
p74,13,21802,397.119,1638288.02,168.175,44.839,3.982
p74,13,21803,397.119,1614212.92,168.175,41.958,3.982
p74,13,21804,397.119,1067210.784,19.035,40.56,3.982
p74,13,21805,373.732,1103319.727,29.727,37.16,3.982
p74,13,21806,108.891,1718495.34,29.727,34.175,3.982
p74,12,21817,331.465,1205331.367,78.287,36.604,3.982
p74,12,21818,397.119,1226587.281,78.287,46.317,3.982
p74,12,21819,397.119,1299998.931,78.287,56.918,3.982
p74,12,21820,397.119,1344580.697,78.287,67.067,3.982
p74,12,21821,397.119,1389404.275,57.318,65.735,3.982
p74,12,21822,397.119,1352481.242,57.318,59.226,3.982
p74,12,21823,397.119,1299441.825,57.318,54.019,3.982
p74,12,21824,397.119,2684301.344,81.494,50.484,587.476
p103,3,21825,397.119,2646696.728,81.494,49.016,587.476
p103,3,21826,341.019,2705815.655,81.494,49.663,587.476
p103,3,21827,120.413,3775155.767,94.256,52.912,587.476
p5,13,22035,397.119,1671818.294,23.104,79.361,94.357
p5,13,22036,397.119,1545635.027,23.104,69.308,94.357
p5,13,22037,397.119,1404155.461,23.104,59.223,94.357
p5,13,22038,397.119,1312631.427,23.104,49.216,94.357
p5,13,22039,397.119,1224458.027,23.104,39.384,94.357
p5,13,22040,98.196,1430156.057,23.104,33.701,94.357
p43,13,22273,25.611,3378002.724,20.6,33.065,35.025
p43,13,22274,259.052,1135568.055,20.6,35.159,35.025
p43,13,22275,396.948,1076997.027,35.071,38.142,35.025
p43,13,22276,397.119,1170744.873,63.913,42.487,35.025
p43,13,22277,397.119,1209070.157,63.913,47.301,35.025
p43,13,22278,397.119,1247488.69,63.913,52.15,35.025
p43,13,22279,397.119,1168459.621,23.778,55.354,3.982
p74,13,22280,397.119,1183330.217,27.158,51.163,3.982
p74,13,22281,397.119,1135519.667,27.158,44.827,3.982
p74,13,22282,379.151,1055228.418,19.035,37.738,3.982
p74,13,22283,92.977,1654227.48,19.035,33.904,3.982
p74,12,22294,20.848,6210113.2,78.287,32.884,3.982
p74,12,22295,382.146,1143500.512,78.287,37.558,3.982
p74,12,22296,397.119,1217173.264,78.287,47.57,3.982
p74,12,22297,397.119,1301015.864,78.287,57.942,3.982
p74,12,22298,397.119,1351273.357,38.94,68.39,3.982
p74,12,22299,397.119,1434710.425,57.318,72.634,3.982
p74,12,22300,397.119,1401541.242,57.318,67.18,3.982
p74,12,22301,397.119,1361245.575,57.318,62.758,3.982
p74,12,22302,397.119,2764817.461,81.494,59.856,587.476
p103,3,22303,397.119,2712990.444,81.494,58.286,587.476
p103,12,22304,397.119,2715304.944,81.494,57.418,587.476
p103,3,22305,396.349,2715219.511,81.494,57.583,587.476
p103,12,22306,313.269,2898821.467,94.256,55.582,587.476
p103,12,22307,92.207,4255237.819,94.256,49.341,587.476
p5,13,22513,397.119,1542924.294,5.5,76.158,94.357
p5,13,22514,397.119,1505387.544,23.104,65.936,94.357
p5,13,22515,397.119,1355378.494,23.104,55.846,94.357
p5,13,22516,376.727,1276788.612,23.104,46.141,94.357
p5,13,22517,236.663,1230337.317,23.104,36.314,94.357
p46,13,22751,140.235,3621166.652,95.861,33.404,151.531
p46,13,22752,173.348,3161071.789,95.861,34.473,151.531
p46,13,22753,259.023,2513790.742,95.861,35.483,151.531
p46,13,22754,393.355,2085871.188,95.861,38.762,151.531
p74,13,22755,397.119,2132993.929,95.861,45.685,151.531
p74,13,22756,397.119,1223753.91,42.14,53.495,3.982
p74,13,22757,397.119,1142726.871,23.778,51.068,3.982
p74,13,22758,397.119,1093702.587,23.778,43.965,3.982
p74,13,22759,390.816,1090182.516,27.158,37.819,3.982
p74,13,22760,99.793,1747936.946,27.158,33.89,3.982
p74,12,22772,245.362,1277003.402,78.287,35.032,3.982
p74,3,22773,397.119,1111381.231,78.287,41.679,3.982
p74,12,22774,397.119,1218583.657,38.94,51.049,3.982
p74,12,22775,397.119,1309423.49,38.94,60.78,3.982
p74,12,22776,397.119,1350508.04,38.94,69.237,3.982
p74,12,22777,397.119,1407134.675,57.318,67.671,3.982
p74,12,22778,397.119,1365818.909,57.318,61.837,3.982
p74,12,22779,397.119,1334737.909,57.318,57.338,3.982
p74,12,22780,397.119,1315975.559,57.318,54.436,3.982
p103,12,22781,397.119,2715738.461,81.494,52.416,587.476
p103,3,22782,397.119,2659307.161,81.494,49.988,587.476
p103,12,22783,397.119,2682423.761,81.494,49.339,587.476
p103,12,22784,397.119,2726877.462,94.256,47.345,587.476
p103,12,22785,397.119,2691926.529,94.256,42.139,587.476
p103,12,22786,274.709,2855457.854,94.256,36.951,587.476
p5,13,22990,395.522,1636622.56,5.5,82.761,94.357
p5,13,22991,397.119,1561937.177,5.5,72.831,94.357
p5,13,22992,397.119,1418758.26,5.5,62.95,94.357
p5,13,22993,397.119,1275995.094,5.5,52.928,94.357
p5,13,22994,303.544,1198721.538,5.5,43.243,94.357
p5,13,22995,209.397,1226855.623,23.104,34.925,94.357
p46,13,23232,131.365,3808546.147,95.861,34.108,151.531
p74,13,23233,396.378,2089921.131,95.861,39.175,151.531
p74,13,23234,397.119,1175593.294,42.14,46.011,3.982
p74,13,23235,397.119,1118250.236,12.072,43.726,3.982
p74,13,23236,349.804,1064894.229,23.778,36.774,3.982
p74,13,23237,72.1,1873302.836,23.778,33.57,3.982
p74,12,23249,162.995,1651396.869,55.652,33.628,3.982
p74,12,23250,385.568,1128006.674,38.94,36.937,3.982
p74,12,23251,397.119,1160942.207,38.94,43.24,3.982
p74,12,23252,397.119,1221870.14,38.94,50.62,3.982
p74,12,23253,397.119,1282762.007,38.94,58.362,3.982
p74,12,23254,397.119,1379333.841,28.428,61.766,3.982
p74,12,23255,397.119,1360294.309,57.318,58.96,3.982
p74,12,23256,397.119,1315209.209,57.318,52.86,3.982
p74,12,23257,397.119,1278040.342,57.318,47.555,3.982
p74,12,23258,397.119,1246685.142,57.318,44.063,3.982
p74,12,23259,397.119,2648708.928,81.494,42.202,587.476
p103,12,23260,397.119,2616706.628,81.494,39.529,587.476
p103,12,23261,397.119,2616280.178,81.494,38.745,587.476
p103,12,23262,396.064,2579296.682,79.219,37.9,587.476
p103,12,23263,230.303,2972222.09,94.256,35.016,587.476
p103,12,23264,38.274,6916231.655,94.256,33.089,587.476
p5,13,23468,266.153,1837849.08,12.636,78.809,142.322
p5,13,23469,397.119,1487864.694,5.5,69.247,94.357
p5,13,23470,397.119,1333505.994,5.5,59.246,94.357
p5,13,23471,296.984,1263063.135,5.5,49.204,94.357
p5,13,23472,367.943,1144061.618,5.5,38.97,94.357
p5,13,23473,90.952,1228596.425,5.5,33.641,94.357
p74,13,23711,297.212,1180774.088,42.14,35.575,3.982
p74,13,23712,361.155,1136302.661,42.14,36.942,3.982
p74,13,23713,297.839,1132894.482,12.072,36.039,3.982
p74,13,23714,78.431,1920281.234,12.072,33.743,3.982
p74,12,23728,56.157,2820972.765,38.94,33.445,3.982
p74,12,23729,339.879,1165014.92,38.94,36.491,3.982
p74,12,23730,397.119,1168664.874,38.94,43.399,3.982
p74,12,23731,397.119,1232815.99,38.94,51.463,3.982
p74,12,23732,397.119,1317887.124,28.428,51.621,3.982
p74,12,23733,397.119,1318460.758,28.428,49.411,3.982
p74,12,23734,397.119,1242281.725,57.318,44.567,3.982
p74,12,23735,389.447,1189149.614,57.318,38.313,3.982
p74,12,23736,264.014,1359767.848,57.318,35.598,3.982
p74,12,23737,188.406,3037340.89,81.494,34.668,587.476
p103,12,23738,82.652,4098411.044,81.494,33.354,587.476
p103,12,23739,47.601,5518605.399,81.494,32.826,587.476
p103,12,23740,30.203,7054674.59,79.219,32.671,587.476
p5,13,23946,346.353,1760887.387,12.636,74.806,142.322
p5,13,23947,301.718,1632215.193,12.636,65.062,142.322
p5,13,23948,308.478,1504205.654,12.636,55.381,142.322
p5,13,23949,371.679,1360139.935,12.636,45.404,142.322
p5,13,23950,341.219,1112109.769,5.5,36.576,94.357
p74,13,24189,35.052,3757038.09,42.14,32.837,3.982
p74,12,24207,49.34,3104676.564,38.94,33.398,3.982
p74,12,24208,375.301,1142577.752,38.94,37.534,3.982
p74,12,24209,397.119,1179772.39,38.94,43.926,3.982
p74,12,24210,397.119,1246844.024,28.428,41.603,3.982
p74,12,24211,397.119,1242117.091,28.428,38.993,3.982
p74,12,24212,375.187,1199366.148,57.318,36.99,3.982
p74,3,24213,85.476,2352561.259,57.318,33.758,3.982
p5,13,24424,397.119,1697960.933,12.636,71.071,142.322
p5,13,24425,396.435,1534562.322,12.636,60.934,142.322
p5,13,24426,397.119,1402369.3,12.636,50.877,142.322
p5,13,24427,397.119,1311916.433,12.636,41.052,142.322
p5,13,24428,174.46,1374123.441,12.636,34.508,142.322
p74,12,24686,167.016,1140398.122,10.256,34.626,3.982
p74,12,24687,268.777,1092817.342,26.364,35.766,3.982
p74,12,24688,188.036,1589210.256,28.428,34.635,3.982
p74,12,24689,59.237,3235046.339,28.428,33.036,3.982
p74,3,24690,24.984,6522830.867,28.428,32.689,3.982
p134,11,24826,22.389,10324550.315,74.132,32.787,182.902
p134,11,24827,17.569,12482342.915,74.132,33.346,182.902
p5,13,24902,397.119,1638144.966,12.636,67.668,142.322
p5,13,24903,397.119,1432611.15,12.636,57.702,142.322
p5,13,24904,397.119,1358724.0,12.636,47.647,142.322
p5,13,24905,386.453,1286349.29,12.636,37.673,142.322
p5,13,24906,20.791,2861734.169,12.636,32.767,142.322
p134,11,25304,160.713,3556717.59,74.132,34.207,182.902
p134,11,25305,16.97,12859939.598,74.132,35.799,182.902
p5,13,25380,397.119,1946527.885,8.871,63.746,289.916
p5,13,25381,397.119,1399340.6,12.636,53.876,142.322
p5,13,25382,397.119,1334702.65,12.636,44.022,142.322
p5,13,25383,276.249,1312381.709,12.636,35.732,142.322
p134,11,25781,158.602,3578318.562,74.132,34.278,182.902
p134,11,25782,358.56,2978572.849,74.132,38.037,182.902
p6,13,25857,397.119,2140764.819,8.871,69.817,289.916
p6,13,25858,397.119,1883635.219,8.871,59.934,289.916
p5,13,25859,397.119,1762316.835,8.871,50.033,289.916
p5,13,25860,393.697,1699245.777,8.871,40.133,289.916
p5,13,25861,119.529,1766862.46,8.871,33.879,289.916
p134,11,26257,53.704,4886304.484,70.908,33.453,75.98
p134,11,26258,364.435,2954979.728,74.132,36.675,182.902
p134,11,26259,397.119,2956129.757,74.132,40.584,182.902
p134,11,26260,397.119,2982000.424,74.132,45.942,182.902
p6,13,26335,397.119,1734274.062,7.778,65.755,109.996
p6,13,26336,397.119,1840234.702,8.871,56.018,289.916
p6,13,26337,397.119,1746801.785,8.871,46.172,289.916
p6,13,26338,356.563,1688150.159,8.871,36.858,289.916
p134,11,26734,42.496,7827722.109,70.87,33.291,75.98
p134,11,26735,319.401,2345320.765,70.87,36.106,75.98
p134,11,26736,397.119,2028466.255,70.908,43.282,75.98
p134,11,26737,397.119,3023465.791,74.132,50.202,182.902
p134,10,26738,396.977,3046939.356,74.132,54.847,182.902
p134,10,26739,48.884,6244146.707,74.132,59.464,182.902
p6,12,26813,377.725,1725079.659,7.778,60.943,109.996
p6,12,26814,397.119,1516849.879,7.778,51.601,109.996
p6,13,26815,363.037,1431053.129,7.778,42.48,109.996
p6,13,26816,130.938,1787026.772,8.871,34.922,289.916
p134,11,27212,199.9,2847357.394,70.87,34.808,75.98
p134,11,27213,295.615,2469305.382,70.87,42.645,75.98
p134,11,27214,397.119,2301273.869,70.87,49.995,75.98
p134,11,27215,397.119,2355159.153,70.87,58.009,75.98
p134,10,27216,397.119,3109125.274,74.132,64.231,182.902
p134,10,27217,66.31,5341454.198,74.132,67.0,182.902
p6,12,27291,329.725,1705200.53,7.778,55.968,109.996
p6,12,27292,317.918,1545054.123,7.778,46.492,109.996
p6,12,27293,315.665,1428203.388,7.778,37.079,109.996
p6,13,27294,35.508,1918768.613,7.778,33.137,109.996
p134,11,27689,18.51,16085218.289,70.87,33.124,75.98
p134,11,27690,258.681,2563431.136,70.87,36.864,75.98
p134,11,27691,224.057,2810799.661,70.87,48.503,75.98
p134,11,27692,397.119,2342766.419,70.87,56.132,75.98
p134,10,27693,397.119,2396245.903,70.87,64.859,75.98
p134,10,27694,397.119,2440418.236,70.87,72.723,75.98
p134,10,27695,119.102,4215153.568,74.132,77.202,182.902
p6,12,27768,397.119,1741161.906,28.227,59.549,109.996
p6,12,27769,397.119,1657334.756,28.227,51.255,109.996
p6,12,27770,397.119,1535763.656,28.227,41.935,109.996
p6,12,27771,206.26,1449577.777,7.778,34.839,109.996
p134,11,28167,107.18,4020057.5,70.87,34.155,75.98
p134,11,28168,59.266,6088416.767,70.87,38.039,75.98
p134,11,28169,264.984,2648389.921,70.87,52.463,75.98
p134,11,28170,397.119,2369412.753,70.87,60.228,75.98
p134,10,28171,397.119,2428711.053,70.87,69.901,75.98
p134,10,28172,397.119,2476179.069,70.87,79.356,75.98
p134,10,28173,126.232,3958683.575,70.87,85.024,75.98
p6,12,28246,397.119,1692995.723,28.227,51.894,109.996
p6,12,28247,397.119,1574073.056,28.227,44.66,109.996
p6,12,28248,364.378,1494577.035,28.227,37.095,109.996
p6,12,28249,30.916,2483680.508,28.227,33.129,109.996
p134,11,28644,100.649,4174833.37,70.87,33.657,75.98
p134,11,28645,55.472,6365354.443,70.87,34.459,75.98
p134,11,28646,103.045,4217129.365,70.87,46.908,75.98
